# _root_ Pro investora se připravují informace o podnicích v odvětví , o situaci na trhu , představuje se lokalita a infrastruktura a poskytují se i další nezbytná data .
#goldHeads=4,1,4,21,4,10,6,7,8,5,10,11,12,13,21,21,16,19,16,19,0,21,22,27,27,27,22,0,
#predictedHeads=4,1,4,0,4,5,6,7,8,21,10,11,12,13,21,21,16,19,16,19,0,21,22,27,27,27,22,0,
(2,5),(5,2),-1.74351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.147735 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.197964 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.445174 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.950476 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.48698 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.520757 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.623885 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-1.01045 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-1.04738 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.89465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,7),-0.300754 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.650923 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.44411 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.735878 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.607553 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.667226 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.594475 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.848045 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.637196 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.30049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.15395 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.709133 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.28983 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.18074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.607195 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),0.208626 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.376799 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),0.572138 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),0.0470559 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),0.236479 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.10333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.131186 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.20127 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0326228 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.0627348 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.0482041 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.333743 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.435922 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.425197 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.130624 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0332495 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.135609 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),0.572556 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),1.10317 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.265583 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.059311 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.0390556 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.199529 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.00156398 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.0788615 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.356698 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.129048 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.458819 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.214837 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.474809 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.290291 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.182754 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.0725151 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.263583 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.284997 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.0763043 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.00458601 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.20551 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.0762438 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.362547 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.0209262 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.137654 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),0.134148 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.657566 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.7349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.759326 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.0990218 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.0593566 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.170284 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.19233 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.0166269 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.419719 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.179017 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.767303 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.566384 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-1.14706 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.318727 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-1.27638 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.211963 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.271243 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.63108 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.49525 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.135609 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.252337 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.0565472 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.612224 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.426337 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.38908 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.562902 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.0423167 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.159045 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.491201 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.506034 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-1.36122 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.199656 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.158426 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.148142 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.0208662 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.471744 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.482607 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.428628 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.165585 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.0219791 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.365871 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.513363 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.0243404 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.141068 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-0.493481 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),0.134148 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.657566 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-1.7349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.759326 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.0990218 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.0593566 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.170284 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.19233 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),0.0314602 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.0305702 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.423531 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.131849 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.795416 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-1.14706 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.735886 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.611908 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-1.27638 # DEPENDENCYPART_GRANDPAR
(4,19),(19,1),0.0326076 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-0.642675 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-1.6365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),0.782332 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),-0.029942 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),-0.0312904 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.16267 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.140279 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),0.0208105 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.395173 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.793636 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.345342 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.569709 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.770751 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.720109 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.386913 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.342151 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.805642 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),-0.536306 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),-1.31017 # DEPENDENCYPART_GRANDPAR
(4,19),(19,26),-1.14797 # DEPENDENCYPART_GRANDPAR
(4,19),(19,27),-0.357924 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.488167 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.396943 # DEPENDENCYPART_GRANDPAR
(4,20),(20,27),-0.355553 # DEPENDENCYPART_GRANDPAR
(4,21),(21,1),0.0326076 # DEPENDENCYPART_GRANDPAR
(4,21),(21,2),-0.642675 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-1.6365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,5),0.782332 # DEPENDENCYPART_GRANDPAR
(4,21),(21,6),0.089262 # DEPENDENCYPART_GRANDPAR
(4,21),(21,7),-0.029942 # DEPENDENCYPART_GRANDPAR
(4,21),(21,8),-0.0312904 # DEPENDENCYPART_GRANDPAR
(4,21),(21,9),-0.16267 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),-0.140279 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),0.0208105 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),-0.395173 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.0955224 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.793636 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.345342 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.569709 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.770751 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.720109 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.038754 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.596446 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.805642 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.720012 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.536306 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-1.31017 # DEPENDENCYPART_GRANDPAR
(4,21),(21,26),-1.14797 # DEPENDENCYPART_GRANDPAR
(4,21),(21,27),-0.357924 # DEPENDENCYPART_GRANDPAR
(4,21),(21,28),-0.648216 # DEPENDENCYPART_GRANDPAR
(4,24),(24,14),-0.460944 # DEPENDENCYPART_GRANDPAR
(4,24),(24,15),-0.236698 # DEPENDENCYPART_GRANDPAR
(4,24),(24,17),-0.554178 # DEPENDENCYPART_GRANDPAR
(4,24),(24,18),-0.407209 # DEPENDENCYPART_GRANDPAR
(4,24),(24,20),-0.283364 # DEPENDENCYPART_GRANDPAR
(4,24),(24,22),-0.563272 # DEPENDENCYPART_GRANDPAR
(4,24),(24,23),-0.691713 # DEPENDENCYPART_GRANDPAR
(4,24),(24,25),-1.328 # DEPENDENCYPART_GRANDPAR
(4,24),(24,26),-1.15057 # DEPENDENCYPART_GRANDPAR
(4,24),(24,27),-0.219223 # DEPENDENCYPART_GRANDPAR
(4,27),(27,17),-0.470489 # DEPENDENCYPART_GRANDPAR
(4,27),(27,23),-0.608024 # DEPENDENCYPART_GRANDPAR
(4,27),(27,24),-0.170485 # DEPENDENCYPART_GRANDPAR
(4,27),(27,25),-1.21093 # DEPENDENCYPART_GRANDPAR
(4,27),(27,26),-1.06809 # DEPENDENCYPART_GRANDPAR
(4,27),(27,28),-0.614783 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.10627 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.374845 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.39551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),-0.172353 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0188006 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.00338228 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.20639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),0.00661092 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.392695 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.147211 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0347642 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0364582 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.12867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.00175596 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.23117 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.491503 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.33433 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.662603 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),0.0662158 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.72158 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.395041 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.63483 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.05673 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.896914 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-2.34783 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-1.00149 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-0.587024 # DEPENDENCYPART_GRANDPAR
(5,4),(4,27),-2.3116 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.60718 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.237688 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.114029 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.3146 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.761056 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.712729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.793811 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.120345 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.538331 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.075419 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.598285 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.0652138 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.582583 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.391121 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.193592 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.266246 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0492855 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0839406 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.00862126 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.392279 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.071778 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.337433 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.122738 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.354039 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.3146 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.419178 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.012131 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.119703 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.441754 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.368428 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.08122 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.380082 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.554582 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.362486 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.831043 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-1.34164 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.700308 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-1.12895 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-1.08804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.466545 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.163012 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.173871 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.26431 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),0.516618 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.534517 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.660745 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),0.222884 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.579731 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),0.122493 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.239278 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.615693 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.291013 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.979967 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.395592 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.221569 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.1995 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.934243 # DEPENDENCYPART_GRANDPAR
(5,16),(16,27),-0.940123 # DEPENDENCYPART_GRANDPAR
(5,22),(22,3),-0.698777 # DEPENDENCYPART_GRANDPAR
(5,22),(22,4),-1.12888 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.312833 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.877 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-1.24012 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.335198 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.193469 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.91639 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),-1.30683 # DEPENDENCYPART_GRANDPAR
(5,22),(22,27),-0.93575 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.00624302 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.691802 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0368654 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.548379 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.13888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,8),0.12173 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.537535 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.79576 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.917135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.816738 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.545738 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0785607 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.0489013 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.481097 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.183742 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),0.116216 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.331863 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.91501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),1.99236 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.441218 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0535453 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.239432 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.481766 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.170378 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),0.184808 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),0.110025 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.66102 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-2.13502 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.651702 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-1.80307 # DEPENDENCYPART_GRANDPAR
(6,19),(19,7),1.46786 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),0.130208 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),0.473812 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),0.198897 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.523494 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.305484 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.475854 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),0.281263 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.350225 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-1.1645 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-1.99118 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-1.29623 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.0776301 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.675988 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.0542467 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-1.6619 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),-1.75682 # DEPENDENCYPART_GRANDPAR
(6,19),(19,27),-1.66172 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.470494 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-1.10891 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-1.01162 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.689924 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.861368 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.42605 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-1.11249 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.517081 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.60781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.278377 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.233846 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.499964 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-1.45145 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-1.21188 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.247238 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.81353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-1.48238 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.64466 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.455 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.38461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.20809 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.119493 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.471703 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.31551 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.12794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.693749 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.285208 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-1.01558 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0913258 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.737216 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),0.0839521 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.0105176 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.4032 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.99373 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.9285 # DEPENDENCYPART_GRANDPAR
