# _root_ Dochovala se v podobě překrásného iluminovaného rukopisu , v němž jsou nejen popsány , ale i vyobrazeny scény ze středověkého městského dění .
#goldHeads=0,1,1,3,7,7,4,11,11,9,7,13,15,15,11,17,15,11,18,22,22,19,0,
#predictedHeads=0,1,1,3,7,7,4,15,13,9,13,13,15,15,7,17,15,17,18,22,22,19,0,
(11,16),(11,17),-0.0531909 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0191947 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0773113 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0904522 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.0190795 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.122753 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.188084 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0685002 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0569756 # DEPENDENCYPART_SIBL
(11,17),(11,22),0.189529 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.0592916 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0775349 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0326933 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.1116 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.162795 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.00644696 # DEPENDENCYPART_SIBL
(11,19),(11,22),0.00849383 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.117766 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.0147284 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.150777 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.16407 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0545116 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00669438 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00946778 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00547361 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0910701 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0179921 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0910701 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0451955 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.333223 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0663794 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0356206 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.00296027 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0678844 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0678844 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.00797804 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0910518 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0356206 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.211987 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0264824 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0116346 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0107537 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0780791 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0151213 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.101984 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.0131136 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0107145 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.111442 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.111442 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0058283 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.302853 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0235138 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.00793415 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0253205 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.00437779 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.000545942 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.056761 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0145567 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.049058 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.0264621 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.174725 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.174725 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.188493 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.154215 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.00658268 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0882318 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.028728 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.00597129 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0549438 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.00428836 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0336602 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0166526 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.027768 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0118336 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.053946 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0324364 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0431296 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0258639 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.00161328 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0379132 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0434917 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0484468 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0562467 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.131526 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0590207 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.053946 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0324364 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0431296 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0258639 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.00161328 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0379132 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0434917 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0484468 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0562467 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.131526 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.0590207 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.147263 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.00730234 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0882582 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0286897 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0031636 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0352961 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0153587 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0393255 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0313136 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0334333 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0360288 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.130378 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0258185 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.178998 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.00590295 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0470239 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.00216153 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0593404 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.00603943 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.00793415 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0253205 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.00437779 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.000545942 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.056761 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0145567 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.049058 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.0264621 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0150536 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0296864 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0298278 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0215838 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00445187 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0157037 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.00244419 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0596108 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0455773 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0485596 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0808544 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.108451 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0788449 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0836001 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.149399 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.108631 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.125994 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.106565 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.199357 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0172855 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0391964 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0171702 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0171701 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0405822 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0170549 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0255899 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.114616 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0803296 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0861566 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0041147 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0064122 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.66662 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0141264 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.0447593 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0678028 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.121621 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0734409 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.13672 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0438373 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0064122 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.66662 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0141264 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0447593 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0659147 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.031016 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0229138 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0223901 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0282598 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.00338952 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0426997 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0734391 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0739503 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.111951 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.111951 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0724024 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0210671 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0734391 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0533695 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0694767 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0608545 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0210671 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0859483 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.123806 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0461637 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0248243 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0497762 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0497385 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0460184 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0281438 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0117142 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0530915 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.00193977 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.00193977 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0514279 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.163408 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0117142 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0504667 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.017628 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0802256 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.163408 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0599857 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0136147 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0427374 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.00317703 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.00441248 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.0043575 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0435359 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.224566 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0337663 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0965993 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0965993 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0320935 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.102705 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0818981 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0830704 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0603144 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.037646 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.102705 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0551608 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.107633 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0679708 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.331423 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.0546342 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0545577 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.0625207 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.141822 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.175995 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.175995 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0306502 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.208956 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0751717 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0239163 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.10001 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0403449 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.208956 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.00518542 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0148463 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.151309 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0248749 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0157999 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0157479 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.154256 # DEPENDENCYPART_SIBL
(15,4),(15,23),-0.0972512 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0209729 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.00975897 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.340627 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0483845 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0192928 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.042639 # DEPENDENCYPART_SIBL
(15,5),(15,13),-9.37058e-06 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.340627 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0040231 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.170996 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0170655 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0202776 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.774767 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.774822 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0216747 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.0932793 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.00975897 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.340627 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0483845 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0192928 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.042639 # DEPENDENCYPART_SIBL
(15,6),(15,13),-9.37058e-06 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.340627 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0040231 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.170996 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0170655 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0202776 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.774767 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.774822 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0216747 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0932793 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.217239 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.073695 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.024574 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0993248 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0410026 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.217239 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.000963659 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0116471 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.159282 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0231762 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.014725 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.014673 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.162229 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.0905311 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0546483 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0339434 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0395302 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.03191 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.00775527 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0625546 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0280027 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0600115 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0697053 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.122426 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.122463 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.0572285 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.072809 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0830704 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0603144 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.037646 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.102705 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0551608 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.107633 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0679708 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.331423 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0546342 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0545577 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0625207 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.141822 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0386063 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.048556 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0883646 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0799118 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.2007 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.10436 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0150782 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0360918 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0360541 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.104215 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0314373 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.00177796 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0932363 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.132768 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0290238 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0559663 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0456715 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0860224 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.08606 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0561126 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.102059 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0210671 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0859483 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.123806 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0461637 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0248243 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0497762 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0497385 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0460184 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0281438 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0625546 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0280027 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0600115 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0697053 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.122426 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.122463 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0572285 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.072809 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.262507 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.00645365 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0223738 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0285798 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0285797 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.00575952 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0887973 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.030506 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0575529 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.133094 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.133094 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0290682 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0285724 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0149196 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.00287084 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.00287145 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0301594 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.128483 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0446379 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0446426 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0273024 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.118193 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.23754 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.114981 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.092012 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.114984 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0920127 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.128598 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0445039 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.102774 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0472704 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0927829 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.171237 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.00197124 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0991966 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.00567386 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.00831984 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0402429 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.00552848 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.019281 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.00203784 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.0450961 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.0372078 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.155605 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0613352 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0452352 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.169373 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0805924 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.100063 # DEPENDENCYPART_SIBL
(16,2),(16,22),0.168575 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.0836146 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.040832 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.104033 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.21072 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0119753 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.157994 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0720505 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.00579121 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0344761 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0719051 # DEPENDENCYPART_SIBL
