# _root_ Místo toho jsou jen profesionálně velmi slušně odvedeným , poutavým , leč značně konfekčním řemeslem .
#goldHeads=3,1,0,8,8,7,8,12,12,12,12,15,14,12,3,0,
#predictedHeads=3,1,0,5,3,7,8,9,15,9,12,3,14,15,3,0,
(14,7),(14,15),0.00239737 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.181754 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.151349 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0902852 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0544774 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0152329 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0703748 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0902852 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0544774 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0152329 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0703748 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.10795 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.318461 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0443486 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0132097 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.184336 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.132333 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.112455 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0212771 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.00450353 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0736021 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0096433 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0736021 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0096433 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0385711 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0194258 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0736021 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.107042 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0389493 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.0460545 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.113564 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0350782 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.113564 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0350782 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.101332 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0395952 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.113564 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.129889 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.024918 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0150902 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0445868 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0150902 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0445868 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0738607 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0216271 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0150902 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.175571 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0527955 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0807567 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0527955 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0807567 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0451849 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0530374 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0527955 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.206131 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0244994 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.000585218 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0244994 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.00655846 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0082786 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.000585218 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.111385 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0567186 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0812094 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0645274 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0438833 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0567186 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.187416 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0244994 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.00655846 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0082786 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.000585218 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.111385 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0645274 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0438833 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0567186 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.187416 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.106766 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.191809 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0517489 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.014467 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.16262 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.111385 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0432345 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.304722 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.221857 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.391657 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.101899 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.069733 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.549316 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.236841 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.296321 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.414695 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.238071 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.00757966 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.266305 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.100351 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0793701 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.0171551 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.103244 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.0467641 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.0652313 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.218304 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.0319001 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.0525087 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.0829627 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.0623831 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.595851 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.00102159 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.243896 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.340356 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.188493 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.252412 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.057582 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.583986 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.157449 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.434427 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.569518 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.534949 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.619447 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.384448 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.332948 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.350716 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.0607482 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.587512 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.154661 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.446564 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.3671 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.546355 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.623224 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.647098 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),-0.0575867 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.583987 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.157421 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.434427 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.354877 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.438892 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.61945 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.384493 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.643324 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.33295 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.567375 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.350737 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.044294 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.478215 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.1325 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.26166 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.372093 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.366068 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.335411 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.617201 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.39933 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.260581 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.557093 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.526421 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.183162 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.472365 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.310687 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.307326 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.258127 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.371536 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.355528 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.36689 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.0826468 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.116884 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.0429648 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.122642 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.0113026 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.143046 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.127476 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.044294 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.26166 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.372093 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.366068 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.326299 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.233256 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.39933 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.260581 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.557093 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.526421 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.399697 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.183162 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.310687 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.307326 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.371536 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.355528 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.36689 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.0550251 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.390764 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.122642 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.0113026 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.143046 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.375945 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.126581 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.473795 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.0626618 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.287126 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.327271 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.38175 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.100324 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.23464 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.234962 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.57198 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.567684 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.35073 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.366068 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.326299 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.350173 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.297176 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.448256 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.526421 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.399697 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.622985 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.586956 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.096716 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.374883 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.18594 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.38132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.451114 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.0282255 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.240947 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.310776 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.440143 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.483304 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.208499 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.238291 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.262019 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.38298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.449032 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.0272286 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.251682 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.190132 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.451594 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.487147 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.584616 # DEPENDENCYPART_GRANDPAR
(1,15),(15,2),0.480567 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),-0.278288 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.304916 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.379337 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.46231 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.0198588 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.559779 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.123767 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),0.091511 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.589028 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.676092 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.34735 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.568897 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.2209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.148707 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.368413 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.372495 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.395225 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-1.10137 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.162586 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-1.16945 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.434673 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.193462 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.905312 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-1.2152 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.748649 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.852039 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.524222 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.37072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.429907 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.331454 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.364606 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.337491 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.609578 # DEPENDENCYPART_GRANDPAR
(2,12),(12,3),0.387343 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.0245144 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-1.35876 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.296601 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.780516 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-1.15604 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.769948 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.778486 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.837014 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.374634 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.325631 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.959399 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.1157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.104803 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.377683 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),0.0444271 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),0.0644042 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.46209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.0303675 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.197708 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.192009 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.127126 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),0.130161 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),0.189595 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.39935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.535398 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.183942 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.219197 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.440079 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.12922 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.0698345 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.397742 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),0.130039 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),0.189441 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.41432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.501514 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.233841 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.193767 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.423115 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.135511 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),0.130161 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),0.189595 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.39586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.538946 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.271932 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.452787 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.4364 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.132994 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.148796 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.0735135 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.31744 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.401463 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),0.255167 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),0.29419 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.45286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),0.133305 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.282204 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.27582 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0873827 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.241886 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.0224999 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.0521347 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.148849 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.286551 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.141893 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.0895319 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.78223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.157385 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.0344112 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.149431 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.183755 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.236588 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.180464 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.0216112 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.151543 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.256899 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.211475 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.408117 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.572965 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),0.255167 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.133305 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.282204 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.27582 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.469103 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.107891 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.0224999 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.0521347 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.148849 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.286551 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.600964 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.141893 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.78223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.157385 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.149431 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.183755 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.236588 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.235666 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0510161 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.256899 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.211475 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.408117 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.49867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,9),0.257014 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.0402517 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.321897 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.02349 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.00258459 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.170845 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.395364 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),0.246991 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),0.0679478 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.248605 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.323381 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.406894 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.27582 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),0.469103 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),0.181499 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.0430082 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.103652 # DEPENDENCYPART_GRANDPAR
