# _root_ Proto chystáme pro vojáky v záloze na říjen výběrové řízení , které proběhne ve spolupráci s okresními vojenskými správami v Českém Krumlově , " říká plukovník Kubeš .
#goldHeads=25,1,2,3,4,5,2,7,10,2,13,13,10,13,14,15,19,19,16,13,22,20,1,1,0,27,25,0,
#predictedHeads=2,25,2,3,4,5,6,7,10,8,13,13,10,13,14,13,19,19,16,19,22,20,2,2,0,27,25,0,
(1,25),(25,24),-0.693326 # DEPENDENCYPART_GRANDPAR
(1,25),(25,26),-0.546836 # DEPENDENCYPART_GRANDPAR
(1,25),(25,27),-0.253943 # DEPENDENCYPART_GRANDPAR
(1,25),(25,28),-0.516281 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.34774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.121359 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.657746 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.743937 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.542861 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.07175 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-1.22842 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-1.20514 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-1.3695 # DEPENDENCYPART_GRANDPAR
(2,1),(1,25),-1.34801 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.457006 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),0.200447 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.00462008 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.288322 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),0.529685 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0422185 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.095491 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.00934605 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.210348 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.124575 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.227272 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.0460936 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.280232 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.452106 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),0.446818 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.586236 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.330606 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.0203403 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.292896 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),0.528231 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.398271 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.110178 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.00284129 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.225987 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.128187 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.211632 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.0448463 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.273727 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.436619 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.0656847 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.24829 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.156825 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.0460821 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.277286 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.271993 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),0.526192 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.10852 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.221047 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.119629 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.125866 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.211864 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.194633 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.0482293 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.358513 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.463424 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.273481 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.681146 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.129264 # DEPENDENCYPART_GRANDPAR
(2,8),(8,25),-0.182293 # DEPENDENCYPART_GRANDPAR
(2,9),(9,3),0.324306 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.160719 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.010632 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.457537 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.0275062 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.135095 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.232487 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.139897 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.0775805 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.0151652 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.196801 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.914477 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.0360786 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.326081 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.46216 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.246362 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.869186 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.475192 # DEPENDENCYPART_GRANDPAR
(2,10),(10,25),-0.170142 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.55323 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-1.4684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,4),0.0566261 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.123214 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.429801 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.545659 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.0431131 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.847776 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.319687 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.478863 # DEPENDENCYPART_GRANDPAR
(2,11),(11,24),-0.590086 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.367856 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-1.38993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.203878 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.0343557 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.277484 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.211791 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.144559 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.525861 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.555277 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.133936 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.0906814 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.847222 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.430068 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.710195 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.36224 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-1.1168 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.722893 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.923836 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.30633 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-2.31522 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-1.09039 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-0.319032 # DEPENDENCYPART_GRANDPAR
(2,13),(13,24),-0.491981 # DEPENDENCYPART_GRANDPAR
(2,13),(13,25),-0.567123 # DEPENDENCYPART_GRANDPAR
(2,13),(13,26),-1.56529 # DEPENDENCYPART_GRANDPAR
(2,13),(13,27),-1.44358 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.339314 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.735331 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.503792 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.781809 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.0920553 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.284846 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.881347 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.487353 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.69055 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.134302 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.857106 # DEPENDENCYPART_GRANDPAR
(2,15),(15,25),-0.185631 # DEPENDENCYPART_GRANDPAR
(2,15),(15,27),-1.2103 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),0.336256 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.138802 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.0156094 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.193842 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.744995 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.351087 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.616232 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-1.94341 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.780964 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.326929 # DEPENDENCYPART_GRANDPAR
(2,16),(16,26),-1.26035 # DEPENDENCYPART_GRANDPAR
(2,16),(16,27),-1.13598 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.0221209 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.782111 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.107616 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.294768 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.787997 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.394138 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.12926 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-2.08087 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.843045 # DEPENDENCYPART_GRANDPAR
(2,19),(19,23),-0.327987 # DEPENDENCYPART_GRANDPAR
(2,19),(19,24),-0.53742 # DEPENDENCYPART_GRANDPAR
(2,19),(19,25),-0.180705 # DEPENDENCYPART_GRANDPAR
(2,19),(19,26),-1.31722 # DEPENDENCYPART_GRANDPAR
(2,19),(19,27),-1.19624 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.363559 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-1.86531 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.597956 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.307476 # DEPENDENCYPART_GRANDPAR
(2,20),(20,26),-1.07916 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),-0.788228 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-0.394369 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),0.0173256 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-1.98697 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-0.53742 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),-0.180705 # DEPENDENCYPART_GRANDPAR
(2,22),(22,26),-1.32187 # DEPENDENCYPART_GRANDPAR
(2,22),(22,27),-1.20089 # DEPENDENCYPART_GRANDPAR
(2,23),(23,1),-0.55323 # DEPENDENCYPART_GRANDPAR
(2,23),(23,2),-1.4684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,23),(23,3),0.322797 # DEPENDENCYPART_GRANDPAR
(2,23),(23,4),0.0566261 # DEPENDENCYPART_GRANDPAR
(2,23),(23,7),-0.0369667 # DEPENDENCYPART_GRANDPAR
(2,23),(23,13),-0.345108 # DEPENDENCYPART_GRANDPAR
(2,23),(23,14),-0.374329 # DEPENDENCYPART_GRANDPAR
(2,23),(23,15),-0.620384 # DEPENDENCYPART_GRANDPAR
(2,23),(23,16),-0.239868 # DEPENDENCYPART_GRANDPAR
(2,23),(23,17),-1.30721 # DEPENDENCYPART_GRANDPAR
(2,23),(23,18),-0.91331 # DEPENDENCYPART_GRANDPAR
(2,23),(23,19),-0.890182 # DEPENDENCYPART_GRANDPAR
(2,23),(23,20),-0.230704 # DEPENDENCYPART_GRANDPAR
(2,23),(23,21),-2.50564 # DEPENDENCYPART_GRANDPAR
(2,23),(23,22),-1.05768 # DEPENDENCYPART_GRANDPAR
(2,23),(23,24),-0.590086 # DEPENDENCYPART_GRANDPAR
(2,23),(23,25),-1.0129 # DEPENDENCYPART_GRANDPAR
(2,23),(23,26),-1.51755 # DEPENDENCYPART_GRANDPAR
(2,23),(23,27),-1.40643 # DEPENDENCYPART_GRANDPAR
(2,24),(24,2),-1.48087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,24),(24,23),-0.367638 # DEPENDENCYPART_GRANDPAR
(2,24),(24,25),-0.803974 # DEPENDENCYPART_GRANDPAR
(2,24),(24,26),-1.70093 # DEPENDENCYPART_GRANDPAR
(2,24),(24,27),-1.58318 # DEPENDENCYPART_GRANDPAR
(2,26),(26,21),-1.98429 # DEPENDENCYPART_GRANDPAR
(2,26),(26,24),-0.408946 # DEPENDENCYPART_GRANDPAR
(2,26),(26,27),-1.19945 # DEPENDENCYPART_GRANDPAR
(2,26),(26,28),-0.411088 # DEPENDENCYPART_GRANDPAR
(2,27),(27,22),-0.712052 # DEPENDENCYPART_GRANDPAR
(2,27),(27,24),-0.411113 # DEPENDENCYPART_GRANDPAR
(2,27),(27,26),-1.18335 # DEPENDENCYPART_GRANDPAR
(2,27),(27,28),-0.419169 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.156108 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.80499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.832899 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.327157 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.752732 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.596239 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.796864 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-0.689715 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-1.13868 # DEPENDENCYPART_GRANDPAR
(3,1),(1,25),-1.08945 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.31325 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.29602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.390592 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.108082 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.114718 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.216341 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.636753 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.0143739 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.0327644 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.445674 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.324903 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.30053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),2.09575 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.167492 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.116159 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.203832 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.646763 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.00186529 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.0381272 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.447115 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.666666 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.386776 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.99034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.444482 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.757556 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.875121 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-1.31951 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-1.32868 # DEPENDENCYPART_GRANDPAR
(4,1),(1,24),-1.72961 # DEPENDENCYPART_GRANDPAR
(4,1),(1,25),-1.84751 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.101642 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-3.11367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-1.59321 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.62073 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.990948 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.6983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.145658 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.528318 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.487122 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.869186 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.45178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.583771 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.26336 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-1.13842 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.684487 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.763928 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.447381 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.467403 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.54042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0684678 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0286424 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.527081 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.658829 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.163366 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0920899 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.869186 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.584508 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.0709792 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.247331 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.682212 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.763799 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0167214 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.450956 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.27324 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-1.4832 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.46726 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-1.20768 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.430184 # DEPENDENCYPART_GRANDPAR
(4,8),(8,25),-0.974419 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.846273 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.349266 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.087611 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.842388 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.248515 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),0.602001 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.0827156 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.261149 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.513976 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.572557 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.0178576 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.161086 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.435405 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.251315 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-1.48609 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.447926 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-1.75765 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-1.61962 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-0.958867 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.575571 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-1.48281 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.93878 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.78642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.192697 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.263288 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.0868073 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.864003 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.984394 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.516889 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.412804 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.476731 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.0444773 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.915407 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.3175 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-1.71977 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-1.58183 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.63634 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.255109 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-2.08887 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.728353 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.0642237 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.678889 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-1.0044 # DEPENDENCYPART_GRANDPAR
(4,13),(13,26),-1.39251 # DEPENDENCYPART_GRANDPAR
(4,13),(13,27),-1.38856 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.491891 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),0.0441869 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.163968 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-1.14822 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-1.78495 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-1.64701 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.65058 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-2.15405 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.738949 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.383698 # DEPENDENCYPART_GRANDPAR
(4,16),(16,26),-1.40941 # DEPENDENCYPART_GRANDPAR
(4,16),(16,27),-1.4028 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.46132 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.448307 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-1.35349 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.59512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.480432 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.858541 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.844731 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-1.29152 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-1.71975 # DEPENDENCYPART_GRANDPAR
(5,1),(1,25),-1.18845 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.772259 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.987038 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),0.200346 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.6832 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.111173 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.41537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.414733 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.269327 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-2.0762 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.95014 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.78484 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.647586 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.954583 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.943462 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.427019 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.99186 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.04758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.123541 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-1.26222 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-1.14915 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.974364 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0407986 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.594636 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.425922 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.04677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),1.73751 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.0395042 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-1.14199 # DEPENDENCYPART_GRANDPAR
