# _root_ Z ruské strany jde o suroviny , jako je plyn a ropa , z české o různé zboží .
#goldHeads=4,3,1,13,4,5,8,6,8,11,9,11,0,13,14,13,18,16,0,
#predictedHeads=4,3,1,0,4,5,8,6,8,11,9,11,4,13,14,15,18,16,0,
(13,1),(13,16),0.357361 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0547412 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.00789227 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0785945 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0716547 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0784339 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0181428 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0965743 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0149267 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0785327 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.00961576 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0782156 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.190485 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.00686777 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.139427 # DEPENDENCYPART_SIBL
(13,4),(13,17),8.02689e-05 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0227545 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.00147228 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0941475 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.194018 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0426875 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0576176 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0845924 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0223809 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0840504 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.203074 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0683433 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.866994 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0779156 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.129034 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0868703 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.485421 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0485204 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.134039 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.00551273 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0227086 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.00613819 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0286199 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.00354048 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0147301 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.00593724 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.154585 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0230933 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0174901 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0934984 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0724891 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.156291 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0729228 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0184049 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0396334 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0564818 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0269506 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0383 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.018469 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0134549 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0245285 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0803834 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0248456 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0255114 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.00692303 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0321472 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00244741 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0714303 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.052051 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0825324 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0401073 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0822152 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0722754 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0545419 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0121975 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.047912 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0294553 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0201644 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0233261 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0106744 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0313392 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0109501 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0174494 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0133468 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.149584 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0374731 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.00779421 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0141034 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00134329 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.010948 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0107068 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0469036 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.00896536 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0283384 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0084381 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0144486 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0108349 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.152973 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0315608 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0778982 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.112751 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0749496 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0893411 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0587103 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0755961 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.11913 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.039193 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.106483 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0253463 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.00621114 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0150255 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0405451 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.106307 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.109777 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0450555 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0824452 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0767625 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0979559 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.059722 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0211174 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.017731 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0264522 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.135405 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.251161 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.724615 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.159731 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.725957 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.159529 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.35547 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.00833719 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0631531 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0217786 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0459075 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0132294 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0133455 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0702112 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0714002 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.155083 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.091735 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0434362 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.000132016 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0536919 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.1678 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.268613 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.193908 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.322618 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0429422 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0140467 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0552806 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0169839 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0898949 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.00968166 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0395058 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0517667 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0564919 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.104922 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.120313 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.181268 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0549036 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00218739 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0768582 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0316799 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.197644 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.107685 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.174333 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.090118 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.193812 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.150855 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.094578 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.739895 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.225895 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.463506 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0211659 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.035958 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0168127 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0895889 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.146607 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00740858 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0805496 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.111954 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.107856 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.120271 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0677971 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.112774 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0929666 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0775715 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0671132 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.109501 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.11938 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.00982201 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.146713 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0160769 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0098411 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0929666 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0775715 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0671132 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.109501 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0724558 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0150505 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.178753 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.00178278 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.182836 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.11337 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.349216 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.121345 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.370222 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.354728 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.347964 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.220383 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.211509 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0435547 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.356033 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0235815 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.253228 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.54227 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.300804 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.927029 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.0885575 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.366397 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.259219 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.127643 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.308227 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.15494 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.000435656 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.254159 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.217568 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.146843 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.228853 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.14957 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.0771988 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.306544 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.347549 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.235731 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.484619 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.238041 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.0860486 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.346199 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.515731 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.461831 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.319061 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.35441 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.921062 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.477278 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.383467 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.503272 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.130299 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.274643 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.736411 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.231953 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.539588 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0620768 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.235814 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.271528 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.124418 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.265634 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.150385 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.592536 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.305902 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.397956 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.862912 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.146771 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.251937 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.386925 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.145217 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.369256 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.244387 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.3065 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.135236 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.187486 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.0739735 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.20487 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.65287 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.217178 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.455923 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.147504 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.106668 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.182448 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.0869239 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.203526 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.149355 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.429797 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.0527927 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.421284 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.100238 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.085191 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.135376 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.452319 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.237129 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.531737 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.249494 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.516825 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.0472734 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.313714 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.345908 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.454123 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.505058 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.194356 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.311361 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.418627 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.114142 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.479321 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.233419 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.184253 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.130299 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.736411 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.231953 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.539588 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.0477659 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.181876 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.106937 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.497846 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.109004 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.477977 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.118296 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.187276 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.0715308 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.228394 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.0132823 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.167066 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.21323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),-0.111677 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.370421 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.08278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.849801 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.101101 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.251117 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-1.39398 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.0541567 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.360726 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.29509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.665446 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.994298 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.201853 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-1.199 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.0602469 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.120276 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.578308 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-1.75331 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),0.00446619 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-1.70833 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.229702 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),0.0136898 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.13657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.846477 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.103015 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.199503 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.0326669 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.0428112 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.297887 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-1.86796 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.0905797 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),0.251453 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.45919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,3),0.912 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.280292 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.462458 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-1.1708 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.157564 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.760399 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-1.70291 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.0587981 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-1.65672 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.446105 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.624786 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.335878 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.491911 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-1.46013 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.247969 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.574974 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-1.42866 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.106698 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-1.37411 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.460484 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.202865 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.00823656 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.454317 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.49201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.394309 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.841169 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.357857 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.544835 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-1.2513 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.137679 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.196428 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.794378 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-1.79079 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-1.1777 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.491072 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.29655 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),0.180593 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.0940915 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.855641 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-1.75942 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.484544 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.29339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-1.11487 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.998054 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.12811 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.896279 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.469866 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.772778 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.561613 # DEPENDENCYPART_GRANDPAR
