# _root_ Podle Janouška již skončilo období kontroly formálních náležitostí přiznání a druhá fáze , tedy podrobná kontrola věcné správnosti , se právě rozbíhá .
#goldHeads=4,1,4,10,4,5,8,6,8,0,12,14,14,22,16,14,18,16,14,22,22,10,0,
#predictedHeads=4,1,4,0,4,5,8,6,10,8,12,10,14,10,16,22,18,16,22,22,22,14,0,
(4,8),(8,9),-0.050472 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.00930756 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.416036 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.389479 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.342463 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.619136 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.122238 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.100522 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.780174 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.437585 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.204213 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.324841 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.393372 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.451993 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.79099 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.331188 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.48124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.435786 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.121425 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.672145 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.00445908 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.262966 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.369165 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.382647 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.0699576 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),0.454165 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.338181 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),0.109054 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.61944 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),0.137048 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.118255 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.105495 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.483798 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.291844 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.201775 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.327816 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.0759674 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.297336 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.278359 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.0629426 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),0.178131 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.339854 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),0.126081 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.616527 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),0.15407 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.11124 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.188657 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.115 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.806344 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.62784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.405447 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.0763313 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.743262 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.0347698 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.292079 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.103485 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.80563 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.140293 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.00395663 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.649317 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.119243 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.933543 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.0912488 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.298046 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.414395 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.947657 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.428827 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.0906009 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.241318 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.095249 # DEPENDENCYPART_GRANDPAR
(4,14),(14,5),0.626449 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.284844 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.173116 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.0788473 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.119653 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.597998 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.349014 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.392146 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.586535 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.0399636 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.870769 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.0119699 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.268986 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.244489 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.379769 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.217651 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.190459 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.267044 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.0410989 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),0.1027 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.236737 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.621091 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),0.138566 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.116322 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.19628 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.122416 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.271225 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.284811 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.049683 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),0.0851826 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.254504 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),0.234891 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.549978 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.115676 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.192939 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.12542 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.27058 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-1.62784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,13),0.15361 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.125432 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-1.08042 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.101112 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.414395 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.947657 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.428827 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),0.0696134 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.233719 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.579142 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.248106 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.47089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.282015 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.126665 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.749553 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.638875 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.071105 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.369538 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0306999 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.22098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.0313702 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.52493 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.648746 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.875978 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.68761 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.46326 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.708907 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.220887 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.63992 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.11023 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.830011 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.586579 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.583897 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.79068 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.0981606 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.48317 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.79443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.358587 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.13675 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0755798 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0948449 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.76237 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.676965 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.628697 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.853795 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.749465 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.32474 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.581017 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.382025 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.47078 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),1.05659 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.687634 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.46606 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.127223 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.461568 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0644557 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0872478 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.75507 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.665841 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.621397 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.742165 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.286704 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.79074 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.785433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),1.40396 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.48323 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.781787 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.661779 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.751558 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.97694 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.455598 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-1.75809 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.37227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.8629 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.241726 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.229585 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.00830731 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.35862 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.289842 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.199785 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.334472 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.257803 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.464329 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.375881 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),0.0647296 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),0.078682 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.139202 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.286166 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-1.02467 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.464824 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.776747 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.545975 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.387552 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.645497 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.0596206 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.169387 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.621833 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.832452 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.742601 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.303396 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.0614827 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.18107 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.279037 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.440704 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.286054 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.302911 # DEPENDENCYPART_GRANDPAR
(5,22),(22,1),-0.630311 # DEPENDENCYPART_GRANDPAR
(5,22),(22,2),-1.72339 # DEPENDENCYPART_GRANDPAR
(5,22),(22,3),-0.428978 # DEPENDENCYPART_GRANDPAR
(5,22),(22,4),-1.50221 # DEPENDENCYPART_GRANDPAR
(5,22),(22,5),-1.12764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,22),(22,6),1.03977 # DEPENDENCYPART_GRANDPAR
(5,22),(22,8),0.419086 # DEPENDENCYPART_GRANDPAR
(5,22),(22,9),0.194178 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),-0.128692 # DEPENDENCYPART_GRANDPAR
(5,22),(22,11),-1.04385 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),-0.390305 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),0.481613 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),0.278366 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.568307 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-1.0486 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.0427021 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),0.36051 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.41535 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.172233 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.898121 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-1.08864 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.448389 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-1.08055 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.39857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,1),-0.542369 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.242662 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-1.29591 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.826013 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.215274 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.676335 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.519802 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-1.24903 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-1.54182 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.309156 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.855397 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.218886 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-1.14119 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.14794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.151579 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.553193 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.957103 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.652464 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.17542 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.979405 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.73138 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.36943 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-1.04693 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.89061 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.942888 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.522775 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.214422 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-1.66173 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.21585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.216234 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.62116 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.0268 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.680003 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-2.05214 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.24338 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-2.03296 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-1.1154 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.97072 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.571529 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-2.37918 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.05437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.783553 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.385302 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.160992 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.80587 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.136507 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0241472 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-1.10612 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.368918 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-1.07493 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.692871 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.395901 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-2.29615 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-2.3017 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.73118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.827583 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.858996 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.364856 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.14135 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-2.48253 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.645157 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-2.66654 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-2.4882 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.24555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.602833 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.333477 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0811195 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.716199 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.000958434 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0698858 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.198639 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.717863 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.192801 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.333116 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),0.129064 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),0.0189087 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.521843 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.410003 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-1.05024 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.809126 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.853903 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.446427 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.419899 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-1.02839 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.219992 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.355142 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-1.07536 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.552884 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.693307 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.231023 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.131198 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.555128 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.388234 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.166248 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.224836 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.0320506 # DEPENDENCYPART_GRANDPAR
(6,16),(16,7),0.808665 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-1.02885 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.119712 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.36309 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-1.00603 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.693955 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.241681 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.134264 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.55939 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.396018 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.867608 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.221806 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-1.09488 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),0.288154 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.475365 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-1.03215 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.12025 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.366835 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-1.00934 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.0347749 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.637742 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.134263 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.558042 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.399575 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.867608 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.70874 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.315582 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.869765 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.0497041 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.405806 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-1.00523 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.594732 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.310846 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.84049 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.315282 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-1.05199 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.133232 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.08322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.387715 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.836742 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.278232 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.591759 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.564925 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.55996 # DEPENDENCYPART_GRANDPAR
