# _root_ Program třítýdenní přehlídky , jejíž hlavní část začne v úterý vypuštěním balónu České spořitelny , je zaměřen především na hudbu a výtvarné umění .
#goldHeads=16,3,1,8,7,7,8,3,8,9,8,11,14,12,8,0,16,21,17,21,19,23,21,0,
#predictedHeads=16,3,1,8,7,7,8,3,8,9,8,11,14,12,8,0,16,21,17,21,19,23,21,0,
(4,8),(8,10),-0.414017 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.384039 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.435021 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.482782 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.268945 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.600606 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.355136 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.399325 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.628992 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.23843 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.886258 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.317505 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.734533 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.653177 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-1.07085 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-1.29841 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-1.64256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,7),-0.453271 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.108574 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.614924 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.80547 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.777538 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.82852 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.882337 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.662501 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.444207 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.456365 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.712423 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.363574 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-1.14333 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.493149 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-1.01454 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-1.24747 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-1.60339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,7),-0.0316168 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),0.0817748 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.284451 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.388346 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.356481 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.407463 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.452825 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.241395 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.425978 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.414213 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.508283 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.239541 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.847595 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.34256 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.600426 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.614514 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-0.85812 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-0.944852 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-1.17778 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-1.64623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,7),-0.0973226 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),0.0218702 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.261234 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.462893 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.431029 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.482011 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.566782 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.315942 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.468817 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.239772 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.599664 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.208226 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.870779 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.270603 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.637698 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),-0.837218 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.582014 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.463169 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-1.17471 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.988813 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.941237 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.654647 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-1.07252 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.619417 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.754998 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.45977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-1.15927 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.32027 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-1.20623 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.67478 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-1.82842 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.997076 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.36042 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.868167 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.05328 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.868137 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.87139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.122879 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.308436 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.401317 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0718354 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-1.02131 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-1.33494 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-1.06085 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.471253 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-1.12054 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-1.23919 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.648165 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.680717 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-1.50963 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.470888 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-1.62389 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-1.29665 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.400355 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.173868 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.362694 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.473902 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-2.29467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-1.04919 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.795505 # DEPENDENCYPART_GRANDPAR
(7,1),(1,21),-1.04634 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.19751 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.516946 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.25798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,1),-0.710676 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.462419 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.354499 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.477722 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.29483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-1.04918 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-1.53567 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-1.23633 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.517377 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.399983 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.600487 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.461307 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.55016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-1.14162 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-1.1251 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-1.56099 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-1.32875 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-1.029 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.638158 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-1.03712 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.49496 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.38145 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.59412 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.48025 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.504095 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.12433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.060038 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.440253 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.354414 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0696181 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.499779 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.0121931 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.159943 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.751844 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.49862 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.680304 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.518696 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-1.35137 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.435168 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-1.44535 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.938563 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.29395 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.0232401 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.220165 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.839223 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.793 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-2.073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),0.183572 # DEPENDENCYPART_GRANDPAR
(8,1),(1,21),-0.390073 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.45166 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.442543 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.37939 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.659284 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.379356 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.227979 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.839314 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.777643 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.07059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,13),-0.618331 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.806115 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.389045 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.718566 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.439563 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.306251 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.423 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.42721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,15),-0.82638 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-1.36871 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-1.1627 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.754174 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.00906012 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.07614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,1),0.667129 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.358443 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.152726 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.185045 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.719677 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.795897 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.07654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.638253 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.437276 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.420443 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0465705 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),0.518731 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),0.0887683 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.667808 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.218283 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.20145 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.0135705 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.10104 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.26985 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),0.0623389 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),0.518924 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.696792 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.534109 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.224942 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.0209133 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.124531 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.032487 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.260348 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.0384256 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),0.0699091 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.718873 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),0.518924 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),0.256526 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.696792 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.534109 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.370804 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.0209133 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.124531 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.032487 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.260348 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.0384256 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.259402 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.144796 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.622227 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),0.0699091 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.718873 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.218541 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.386717 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.129902 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0334353 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0502678 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.096598 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),0.00192222 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.427601 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.534105 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.3708 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.353967 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.161234 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.260348 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.0384264 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.423094 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.27098 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.616338 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.449434 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.62345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.423687 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.17583 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.0125723 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.00426019 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.402634 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.105975 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-1.15658 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.884367 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.419966 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),0.000227368 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.899839 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.156563 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.185091 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-1.04639 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.551149 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.231313 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-1.49699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.261091 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.0742009 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.0853103 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.102143 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.252245 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.203809 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.444161 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.396929 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.34213 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),0.0228348 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.925336 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.0607727 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.902047 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.503684 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),0.152376 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),0.0496909 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.811606 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.382111 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),0.00347288 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-1.55376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.300226 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.0653342 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.094177 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.111009 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.409899 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.212676 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.255526 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.566064 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.308914 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),0.118101 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.885734 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),0.0194314 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.464082 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),0.198648 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.0202172 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),0.00819028 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.861657 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-1.03177 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.444862 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),0.192941 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.00832617 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.164184 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.602043 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.105525 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.685672 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.179122 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),0.192488 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.103751 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),0.26959 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.723225 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.213324 # DEPENDENCYPART_GRANDPAR
(8,21),(21,1),-0.412239 # DEPENDENCYPART_GRANDPAR
(8,21),(21,2),-1.45718 # DEPENDENCYPART_GRANDPAR
(8,21),(21,3),-1.25582 # DEPENDENCYPART_GRANDPAR
(8,21),(21,4),-0.855513 # DEPENDENCYPART_GRANDPAR
(8,21),(21,7),-0.434489 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-1.5589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,9),0.502981 # DEPENDENCYPART_GRANDPAR
(8,21),(21,10),0.120011 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),-0.0385397 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),-0.0553722 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),-0.415789 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),-0.160564 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.0399679 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.625084 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.325639 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.136074 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),0.0636512 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.906607 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.783569 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.280353 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),0.112562 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.423762 # DEPENDENCYPART_GRANDPAR
(8,23),(23,18),0.103093 # DEPENDENCYPART_GRANDPAR
(8,23),(23,19),0.277016 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),-0.478343 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.620089 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),0.16613 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.01063 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.36184 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.8767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.538439 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.734688 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-1.28432 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.596411 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.844037 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.542078 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.01885 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.85932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),1.56629 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.643784 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-1.22769 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.505506 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.545148 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.784481 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.546907 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.485338 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-1.12569 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.01885 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.83593 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.85932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),1.56629 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0651944 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-1.22769 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.505506 # DEPENDENCYPART_GRANDPAR
