# _root_ " Kondiční příprava je pochopitelně náročná a stereotypní , takže zápasy jsem zařazoval především pro odreagování , " tvrdí chebský kormidelník .
#goldHeads=4,3,4,19,4,7,4,7,10,4,13,13,10,16,13,15,4,4,0,21,19,0,
#predictedHeads=4,3,4,19,6,7,4,7,10,4,13,13,10,16,13,15,4,4,0,21,19,0,
(12,11),(12,15),0.0217778 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0171922 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.088483 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.100144 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0171922 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0283455 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0279058 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0466992 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0450177 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0687882 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0466992 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.00124492 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0463479 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0197658 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0162683 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0463479 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0577372 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0481461 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0461234 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0577372 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.147855 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.193023 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0470417 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.104049 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0920308 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.00933059 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0432311 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0319177 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.137955 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0507315 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0432311 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0220843 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0432311 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.161957 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0565305 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0337149 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.195303 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.125033 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0310584 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0102244 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.00706366 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.967782 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0333997 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.018276 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0102244 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.106656 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0556885 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.00996386 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0495171 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0119549 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0462392 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0119519 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0324364 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.00455846 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.05866 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.102992 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.138042 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0520853 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0607346 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0392443 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.0249606 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0884393 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.0836246 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0607346 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.099992 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0427568 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0466838 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.171079 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0356905 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.171079 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.131869 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.00535997 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.176629 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0671589 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0723436 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0188302 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.00864947 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.00187588 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0177579 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0199478 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0322119 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.00864947 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0181554 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0544425 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.066266 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.00977979 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.066266 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.108587 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0309876 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.00270842 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.198113 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0497181 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0715671 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.035584 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0183177 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0546048 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0577515 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.00461647 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.035584 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.00917234 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0145538 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0104039 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0145521 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.14465 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.00961142 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.00739301 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.248957 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.109068 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.00180964 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0122096 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0207187 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0196069 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0100547 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0410257 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.0122096 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.183669 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0462392 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0120288 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0325511 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.00455846 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0586635 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.102973 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.153606 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0584764 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0658291 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0412893 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0222834 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0917455 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0799847 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0658291 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.10267 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.159607 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.104715 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.101803 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0880233 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0146644 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.086884 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.00630097 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.00529173 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.00948827 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0160016 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0232976 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0335517 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.00529173 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0654297 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0324364 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.00455846 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0585408 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.102992 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.138042 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0551645 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0607327 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0379132 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0256264 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0884362 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.0836252 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0607327 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0993264 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0536223 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0306167 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.288089 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.13444 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0298048 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.00118308 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.181764 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.178996 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.00311023 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0274263 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.00118308 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0253276 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.056971 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0205391 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.129351 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0437961 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0686501 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0259018 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.041733 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0336782 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.053766 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0686501 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.125635 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0684633 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0623476 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0216903 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0376955 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0414237 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0389064 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0198625 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0330405 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0376955 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.00299072 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0412658 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.049482 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0150623 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.00422938 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0126846 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0352431 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0233283 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0150623 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0272071 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.062613 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.136755 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.080808 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.104457 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0492411 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0479249 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.136755 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.153748 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0315857 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0161848 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0287812 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.00157596 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.107022 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0315857 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0665097 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0126846 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.00636483 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0117019 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0165405 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.113629 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.129663 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0427408 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0710238 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0762757 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.106766 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.111555 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0254017 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0265207 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.00495414 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.100341 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0991159 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0299311 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.0124807 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.107112 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.15051 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.129663 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0403687 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0800755 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0887602 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0273281 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0100754 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0887602 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0179999 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0441902 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0472718 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00231512 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.16657 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0472718 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.00738794 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.012396 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0139632 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0680103 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.012396 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.125702 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0466959 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.001395 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.108185 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.181895 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0399391 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0396682 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.194726 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.0363746 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0662092 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.181895 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.117592 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0756874 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0326509 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0402483 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.058833 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.117592 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.305606 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.208178 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.491611 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.471923 # DEPENDENCYPART_SIBL
(15,16),(15,21),-1.37912 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.00180633 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0725838 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0363811 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.547013 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0779426 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0420531 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.521954 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.051983 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.51978 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.714525 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0269667 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0627752 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0178886 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.00704594 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.100804 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0167687 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.113719 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.107598 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0657949 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0139816 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0010994 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0162039 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0138955 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.00108177 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.028015 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.0181122 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.064141 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0882678 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.0325393 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.012756 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0688869 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0412502 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0822152 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0483343 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.659219 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.0498248 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.018057 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.0201644 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.103197 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.0668843 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0544763 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0499201 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0736473 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.108777 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0729228 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0244773 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0105129 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0299769 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0445565 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.018469 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0229058 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0228659 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0270937 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0501386 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0436647 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0179007 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0261582 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0378142 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.00251953 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.0247964 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.0682969 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.110774 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.122934 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0174531 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0242126 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0220761 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0287911 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0410155 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.00204373 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.162679 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.00616773 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0124847 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0955596 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0362015 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0865897 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.00694349 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.501996 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0284756 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.060645 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0463898 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0747164 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0467484 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0498117 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0509737 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.567009 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.000368456 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0125466 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.00692759 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0282494 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.00240791 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0483928 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0526132 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0366652 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.00283806 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.158099 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0950781 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0437854 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.057276 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.00857813 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.00207911 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0473887 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00338919 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0465841 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.00812856 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.165632 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0315608 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0592898 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0246739 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0203235 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0722555 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.024433 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0242197 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.150671 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0373667 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.106077 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.121919 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0522798 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0261189 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0649827 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0252624 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.290246 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0995388 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0995008 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0477684 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0384812 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0161183 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.345631 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0864144 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.066275 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0477841 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.036388 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0472955 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0530746 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0734159 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.269009 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0460797 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0780955 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0510866 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0098251 # DEPENDENCYPART_SIBL
