# _root_ Pokud nebude jeho smlouva zrušena , je rozhodnut zanechat vůbec fotbalu , uvedl manažer brazilského hráče Ricardo Fuica .
#goldHeads=7,5,4,5,1,1,13,7,8,11,9,7,0,18,16,14,18,13,0,
#predictedHeads=7,5,4,5,1,1,13,7,8,11,9,7,0,18,16,14,18,13,0,
(12,7),(12,18),-0.018057 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.00406676 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0659438 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0498438 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.565629 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0200265 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00135155 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0208962 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0131886 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0131886 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0659118 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0498123 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.567589 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0193845 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.000368456 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0202543 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0125466 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0125466 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0121919 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0285054 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0216339 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0498217 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0195596 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0177163 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0177163 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.030054 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.163612 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00816456 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.171459 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.165404 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.165404 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0239507 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0242488 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0253512 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0238306 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0238306 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0299403 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.026125 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0241498 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0241498 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0373747 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0373667 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0373667 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0195142 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0195142 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0195038 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0849428 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.00938365 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0575033 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0172833 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0578752 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0575033 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0971816 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.00603336 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.132483 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0675286 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0342642 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0583978 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0557108 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0557108 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0759816 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0373838 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.257704 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.281737 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.258196 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.257707 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.00596798 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0400253 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.115507 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0150586 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0177668 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0402056 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.039915 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.039915 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0112656 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.00452483 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0329925 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.00461319 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.00452483 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0575511 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.181112 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.137331 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0597853 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0210274 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.030358 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0452009 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0452009 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.013386 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.313472 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.289931 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.289442 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.027871 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0583943 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.132554 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0324001 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0094739 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.00725307 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.00754366 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.00754366 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0355704 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.327741 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.327251 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0183959 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0467908 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.151608 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.00137489 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.00133338 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.026364 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0262313 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0262313 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0180112 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.289446 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.027871 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0583943 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.132579 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0331974 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0109535 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0080504 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00834098 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.00834098 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0363676 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0278716 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0583955 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.132555 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0324008 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.00947465 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.00725383 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.00754441 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.00754441 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0355712 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0190017 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.161142 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0955551 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0554021 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0676636 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.076539 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.076539 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.162825 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.149439 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0993371 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0594048 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0699098 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0847527 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0847527 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0442304 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0250492 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0425517 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00663442 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0223491 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0223491 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0417532 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0110166 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.137448 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.138665 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.138665 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.116328 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.125972 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.130024 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.130024 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.151657 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.13871 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.13871 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.117312 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.144202 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.129488 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.129488 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.16759 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.266154 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0453255 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0478587 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0406073 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0406073 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.261613 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.00736758 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.022633 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0183209 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0183209 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.115149 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0613484 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0535939 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0535939 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0281855 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0281813 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0281813 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.058278 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.058278 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0622777 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.13937 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.144959 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.139036 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.012343 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0135205 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0135205 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.180548 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.115731 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.00596411 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.00377147 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.00377147 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.112762 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.00819686 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.00586264 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00586264 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00760185 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.00213373 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00213373 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.109748 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.109748 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.109747 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.00445479 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.00611919 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0193169 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0193169 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0027828 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.000980368 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0191035 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0191035 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.00779557 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00391512 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.00391512 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.109104 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0574176 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.202226 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.202226 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.000676351 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0306769 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0183883 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00761859 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.184505 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.00653108 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.109969 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0135397 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.00569268 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.20461 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.00449787 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.00581518 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0160022 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0133824 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.00260582 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.000676351 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0306769 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0280571 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.00761859 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.184505 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.184525 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.109969 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0129523 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.00569268 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00259588 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.00287804 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.145995 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.451349 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.340985 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.345078 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.42432 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.608844 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.394044 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.0126054 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.656443 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.143461 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.302261 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.105751 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.115462 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.518543 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.0619602 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.306283 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.168522 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.719387 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.437645 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.217215 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.139488 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.522297 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.254927 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.33363 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.192548 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.507361 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.451575 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.400977 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0293938 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.112432 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.991276 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.22462 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.028029 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.17765 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.690548 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.364519 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.129167 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.215609 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.11634 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.031287 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.228396 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.344695 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.165594 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.176621 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.421059 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.25498 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.188198 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.15301 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.0718811 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.116598 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.703646 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.412082 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.174131 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.171281 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.593164 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.262882 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.34363 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.107401 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.199926 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.386803 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.195413 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.0948171 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.130074 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.174791 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.70515 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.418151 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.171093 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.162018 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.169725 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.599831 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.121543 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.340174 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.105963 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.199091 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.388207 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.193975 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.404715 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.0933795 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.131512 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.176229 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.507361 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.451575 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.0293938 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.112432 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.0166013 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.648526 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.0716946 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.27292 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.566411 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.443437 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.626558 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.299662 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.325949 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.239755 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.00900179 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.0537187 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.652558 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.441614 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.142317 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.138556 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.618229 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.0980802 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.300094 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.472157 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.354991 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.199975 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.139752 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.35994 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.039156 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.185735 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.230452 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.0557666 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.213297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.328224 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.325301 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.3969 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.245291 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.304056 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.0113019 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),0.110137 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.332407 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.501349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),1.07743 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.26847 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.194429 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.240348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),1.2214 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.442368 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.258785 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.321251 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.176738 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),0.0644321 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.345902 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.777334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.732261 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.116577 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.13493 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0909573 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.0826612 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.17881 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.381194 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.575636 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.1321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),1.2187 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.424965 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.532132 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.219916 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.0359642 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.170789 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.087071 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.0161298 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.346208 # DEPENDENCYPART_GRANDPAR
