# _root_ Poválečný vývoj navíc v Německu ovlivnily značné migrační abnormality , které vyplývaly z odsunu Němců z východní Evropy , z exodu východních Němců na západ a nově nyní z přílivu etnických Němců z Východu a uprchlíků .
#goldHeads=2,6,6,6,4,0,9,9,6,26,12,26,19,13,14,14,18,16,12,19,20,23,21,21,24,9,26,26,26,29,32,35,32,33,30,35,0,
#predictedHeads=2,6,6,6,4,0,9,9,6,12,12,9,12,13,14,14,18,16,12,26,20,23,21,21,24,12,26,26,26,29,32,30,32,35,33,35,0,
(3,4),(4,7),-0.213763 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.247259 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.13814 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.758733 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.46623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,6),-0.123324 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.24791 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.499573 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.995206 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.61946 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.23497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.168712 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.112266 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.31959 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.355464 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.383976 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.166641 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.354096 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.476055 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.523101 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.45942 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.485671 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.514562 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.309077 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.506011 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.520009 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-0.516321 # DEPENDENCYPART_GRANDPAR
(3,6),(6,24),-0.351487 # DEPENDENCYPART_GRANDPAR
(3,6),(6,26),-0.616333 # DEPENDENCYPART_GRANDPAR
(3,6),(6,27),-0.742771 # DEPENDENCYPART_GRANDPAR
(3,6),(6,28),-0.737016 # DEPENDENCYPART_GRANDPAR
(3,6),(6,30),-0.666658 # DEPENDENCYPART_GRANDPAR
(3,6),(6,35),-0.890253 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.25705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.171088 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0963501 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.459303 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.443632 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.298394 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.282512 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.518278 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.995206 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.61946 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.23497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.168712 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.112266 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.106815 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.318441 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.355362 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.379982 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.0967216 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.225733 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.476055 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.523101 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.45942 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.485671 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.53392 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.514562 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.309077 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.506011 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.520009 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.576596 # DEPENDENCYPART_GRANDPAR
(3,12),(12,23),-0.516321 # DEPENDENCYPART_GRANDPAR
(3,12),(12,24),-0.351487 # DEPENDENCYPART_GRANDPAR
(3,12),(12,25),-0.510931 # DEPENDENCYPART_GRANDPAR
(3,12),(12,26),-0.616333 # DEPENDENCYPART_GRANDPAR
(3,12),(12,27),-0.742771 # DEPENDENCYPART_GRANDPAR
(3,12),(12,28),-0.737016 # DEPENDENCYPART_GRANDPAR
(3,12),(12,29),-0.550992 # DEPENDENCYPART_GRANDPAR
(3,12),(12,30),-0.666658 # DEPENDENCYPART_GRANDPAR
(3,12),(12,32),-0.686232 # DEPENDENCYPART_GRANDPAR
(3,12),(12,33),-0.506545 # DEPENDENCYPART_GRANDPAR
(3,12),(12,34),-0.688958 # DEPENDENCYPART_GRANDPAR
(3,12),(12,35),-0.890253 # DEPENDENCYPART_GRANDPAR
(3,12),(12,36),-0.73692 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-1.09167 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.209763 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.52937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.669986 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.382642 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.71225 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.92589 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.56535 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.771978 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-1.38662 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.958097 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.69519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.682277 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.474951 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.74006 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.864286 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.89112 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.8487 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),0.152898 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.206452 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.931183 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.763689 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.0579778 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.35681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),-0.0259416 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-1.53792 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.77407 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.311875 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.429354 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.758164 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.89783 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),0.13014 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.1604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),2.01162 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.998663 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-1.21956 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.153146 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-1.09391 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.170247 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.600132 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-1.7439 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.640951 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-1.29942 # DEPENDENCYPART_GRANDPAR
(4,9),(9,26),-0.46272 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.438245 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0365132 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.026348 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.3547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-1.15289 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.61281 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.95491 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-2.09195 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.2728 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.614668 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.495838 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.355449 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.25353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-1.09854 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.50964 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-1.21846 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.32482 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.4667 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.343744 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.04366 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.22975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.608861 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.949873 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.65685 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.153614 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.566961 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.691059 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-1.22078 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.833197 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.753808 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.174011 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.454706 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.85534 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-1.47433 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.946287 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.660784 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-0.710355 # DEPENDENCYPART_GRANDPAR
(5,6),(6,27),-0.794464 # DEPENDENCYPART_GRANDPAR
(5,6),(6,28),-0.725543 # DEPENDENCYPART_GRANDPAR
(5,6),(6,30),-2.00951 # DEPENDENCYPART_GRANDPAR
(5,6),(6,35),-0.834884 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.3236 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.887571 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),-0.180571 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-1.16623 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.697769 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.413785 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.453297 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.650941 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.38852 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.130287 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.945122 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.885466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,7),-0.585759 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.931337 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.561935 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-1.82116 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.55411 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.795264 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-1.79043 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.858013 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-1.46226 # DEPENDENCYPART_GRANDPAR
(5,9),(9,26),-0.693258 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0872924 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.108365 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0745798 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.21151 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.95084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.233202 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),0.00760558 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),0.492833 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.677455 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.346581 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.124855 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0512532 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.436447 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.96288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),0.266099 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.689502 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.272425 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0212809 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.00891929 # DEPENDENCYPART_GRANDPAR
(6,4),(4,7),0.113056 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),0.0338199 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.0876715 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0364519 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.101035 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.95566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.218179 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),0.488282 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.267954 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.445611 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.26888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.40607 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.682254 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.115943 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.123503 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.13145 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.445611 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.66542 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.716703 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.286397 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.43205 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.717961 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.974858 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.714919 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.042079 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.784956 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0613243 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0322175 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.444578 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.11365 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-1.46182 # DEPENDENCYPART_GRANDPAR
(6,9),(9,26),0.30306 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.01085 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.51734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.43272 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.644003 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.741391 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.156097 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.05802 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.689329 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.546554 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.364331 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.71062 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.967988 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.43249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.426641 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.188799 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.555438 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.328378 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.708354 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0867371 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.695114 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.625883 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.00530415 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-1.69373 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-1.20952 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),0.102089 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.11881 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.87611 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-1.10051 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.768962 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.2467 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.907219 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),0.246477 # DEPENDENCYPART_GRANDPAR
(6,12),(12,27),-0.456236 # DEPENDENCYPART_GRANDPAR
(6,12),(12,28),-0.0381068 # DEPENDENCYPART_GRANDPAR
(6,12),(12,29),-0.130262 # DEPENDENCYPART_GRANDPAR
(6,12),(12,30),-1.00127 # DEPENDENCYPART_GRANDPAR
(6,12),(12,32),-1.06504 # DEPENDENCYPART_GRANDPAR
(6,12),(12,33),-0.301691 # DEPENDENCYPART_GRANDPAR
(6,12),(12,34),-1.49575 # DEPENDENCYPART_GRANDPAR
(6,12),(12,35),0.14969 # DEPENDENCYPART_GRANDPAR
(6,12),(12,36),-1.48398 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.102398 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.366409 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.298977 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.646061 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.140106 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.373972 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.113645 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-1.46183 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.960649 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),0.000138671 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.866363 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-0.168672 # DEPENDENCYPART_GRANDPAR
(6,14),(14,26),0.303037 # DEPENDENCYPART_GRANDPAR
(6,14),(14,33),-0.182742 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.641152 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.145012 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.308535 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.117626 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-1.4597 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.956647 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),0.0986785 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),0.00411962 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.864237 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.164691 # DEPENDENCYPART_GRANDPAR
(6,15),(15,31),-1.08899 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.397186 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.340355 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-1.39822 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.925145 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),0.0539924 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.547425 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.646175 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.139941 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.295847 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.229299 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.221374 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-1.37093 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.0933166 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.0055451 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.631255 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.870284 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.522739 # DEPENDENCYPART_GRANDPAR
(6,18),(18,26),0.302033 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.987506 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-1.01085 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.570358 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.80453 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-1.51734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),0.43272 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),0.644003 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),0.284638 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.79951 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.243952 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.153625 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.655482 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.593186 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.0721919 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-1.88461 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-1.14833 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.18817 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.832963 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-1.1516 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.738772 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.265528 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.879759 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),0.118495 # DEPENDENCYPART_GRANDPAR
(6,19),(19,27),-0.574436 # DEPENDENCYPART_GRANDPAR
(6,19),(19,28),-0.0912412 # DEPENDENCYPART_GRANDPAR
(6,19),(19,29),-0.199622 # DEPENDENCYPART_GRANDPAR
(6,19),(19,35),0.0217082 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.874965 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),0.155024 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.547425 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.805002 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.442055 # DEPENDENCYPART_GRANDPAR
(6,20),(20,25),-0.58297 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),0.221544 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-1.36433 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),0.108037 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.866359 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.517059 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.168667 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.649874 # DEPENDENCYPART_GRANDPAR
(6,21),(21,26),0.30306 # DEPENDENCYPART_GRANDPAR
(6,21),(21,27),-0.473995 # DEPENDENCYPART_GRANDPAR
(6,21),(21,29),-0.0113071 # DEPENDENCYPART_GRANDPAR
(6,21),(21,31),-1.09112 # DEPENDENCYPART_GRANDPAR
(6,21),(21,32),-0.813133 # DEPENDENCYPART_GRANDPAR
(6,21),(21,33),-0.182737 # DEPENDENCYPART_GRANDPAR
(6,21),(21,35),0.206272 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),-1.35758 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),-0.788234 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.489522 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.764015 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.164691 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-0.64587 # DEPENDENCYPART_GRANDPAR
(6,23),(23,26),0.305599 # DEPENDENCYPART_GRANDPAR
(6,23),(23,29),-0.00733166 # DEPENDENCYPART_GRANDPAR
(6,23),(23,31),-1.08899 # DEPENDENCYPART_GRANDPAR
(6,23),(23,33),-0.178761 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.361447 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.585102 # DEPENDENCYPART_GRANDPAR
