# _root_ Přesný počet osob zadržených při raziích , které policisté provádějí denně od 25 . srpna , nebyl sdělen .
#goldHeads=2,18,2,3,4,5,10,10,10,6,10,10,15,13,12,10,18,0,0,
#predictedHeads=2,18,2,3,4,5,10,10,10,6,10,10,15,13,12,10,18,0,0,
(15,11),(15,18),-0.0329705 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.176713 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0657983 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0789514 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.029422 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0602632 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.052371 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.108029 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0354194 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0406097 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.00657921 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0108792 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0109183 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.261054 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0673398 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0604315 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.218965 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0187376 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0158903 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.116923 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.260388 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0698121 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0387193 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0211686 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0373372 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.068182 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.454562 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.143904 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.117065 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0178373 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0651219 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0176773 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0603285 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0346356 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0177964 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0265719 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0562413 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0337587 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0585863 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.487272 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.139378 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.117694 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0105791 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0572104 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0137696 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0412085 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0200902 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0073928 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.00138274 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0443017 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0186674 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.521106 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0347468 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0691209 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.00831125 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0308925 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.00142229 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0584795 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0300079 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0203533 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0112263 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.00461014 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.178083 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0878436 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0374988 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0382218 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0427653 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.00363736 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0524923 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0936486 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0904015 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.102187 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0453389 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.154325 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0469399 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0616461 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.00411783 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0176067 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0171541 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.035915 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0667138 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0784213 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.018469 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.224 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0231972 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0207523 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0216157 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0120534 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0134656 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.102379 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.107479 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0631222 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0577312 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0780201 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0337665 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.139745 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0677923 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.640972 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.657347 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.00101516 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.000972264 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.00644717 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0658392 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0307546 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.00462617 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.015156 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.125718 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.00463751 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0658105 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0453412 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0199931 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.00820782 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0951235 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0400915 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0231421 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0291867 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0210162 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00396004 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.130801 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.13166 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.147092 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.154994 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00771659 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00105896 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0343304 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.357157 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.114337 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.132306 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.181286 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.151451 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.0475968 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.176336 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.164187 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.343894 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.173832 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.00453309 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0449346 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0123174 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.0284312 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0863094 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.172495 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.164187 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.000915796 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0440543 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.152379 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.057232 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.160059 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.136974 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.343575 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.157555 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.000704619 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.0251636 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.018584 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0292513 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0726385 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.156217 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.136974 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.031207 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0379226 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.0532154 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0384128 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0356425 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.190619 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0271198 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.00203044 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.0204178 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.0578999 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0184183 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0426839 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0305136 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0356425 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.101427 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.109338 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.0209713 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.223958 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.212229 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.00793843 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0548388 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.00306433 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.013055 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0344878 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0715149 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.00785899 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.223958 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.121094 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0554398 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.135475 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.343304 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.1542 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.004772 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.0257701 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.0190479 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0289376 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0717505 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.152862 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.135475 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0241034 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0306051 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.390807 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.0727477 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.13192 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.0536138 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.0551899 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0105348 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.0389229 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0619205 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.16731 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0148958 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0118576 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0591168 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.0227847 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.0225467 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.166228 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0260972 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0565766 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0634803 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.19103 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0121007 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0796754 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.0223217 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.0414288 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0244996 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0226119 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0613128 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.14184 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.120925 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0283671 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0381094 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0115582 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.022396 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.055974 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0520256 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0167287 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0936529 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0444824 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0649152 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0271504 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0188856 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0701741 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0474066 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.137986 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0312505 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.195235 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0466064 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.112807 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0675685 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.298747 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0270108 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0708289 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.00958545 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0291013 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0606099 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0899094 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.00194206 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.00553106 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.130452 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0261497 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.105246 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.125015 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0189199 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0216142 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0148958 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0118576 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.00429858 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.213686 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.00397577 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.208736 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.175936 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.381396 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.206232 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.000318092 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.0274137 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.0296414 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0568117 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0981856 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.204894 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.175936 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0454843 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0347276 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.0136109 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.192459 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.148723 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.381076 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.189955 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.00351038 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.00764263 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.0233747 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0576319 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0845147 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.188617 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.148723 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0417475 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0308378 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.0623507 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.241912 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.252835 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.033441 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0325759 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0270651 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0546924 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0620686 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0895958 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0492385 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.241912 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0530194 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0273653 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.147224 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.380806 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.1866 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.000556997 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.0082492 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0229109 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0573181 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0836267 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.185262 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.147224 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0458148 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0235203 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.351815 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.039787 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.121005 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0317273 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0218383 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.00950888 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0314024 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0289599 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.174704 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.105349 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0253276 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.0480859 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.0370371 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.0220448 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.154391 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0263323 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0471387 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.0524494 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.181338 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0433743 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0748326 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0181067 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0239079 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0174592 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0509925 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.073189 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.17424 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.132674 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0633646 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0310246 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.019374 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0027912 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0642538 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0503115 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0043374 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0918117 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.232076 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0391495 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0123536 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0439057 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0856409 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.00257038 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.153326 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0751282 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.177437 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0740813 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.130835 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.026242 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.316647 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0240097 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0391034 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.000458357 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.058508 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0696098 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0157302 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.014288 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.00976883 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.123401 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.058527 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.107949 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.136764 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0574908 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0145294 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.105349 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0253276 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0668729 # DEPENDENCYPART_SIBL
(0,1),(1,3),-0.210909 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.0464677 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.0288969 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.287173 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.174372 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.326296 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.433145 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.0894788 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.16678 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.281783 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.664885 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.062849 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.232544 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.293275 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.165478 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.337307 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.0784673 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.150009 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.648114 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.111224 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.122309 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.235165 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.283875 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.509596 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.559228 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.0896456 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.155523 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.199735 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.497855 # DEPENDENCYPART_GRANDPAR
