# _root_ Toman žádal později v dopise ministra vnitra Noska , s kterým se dobře znal , o vydání svého syna a stejně učinili i příbuzní ze Slovenska a dokonce až z Austrálie .
#goldHeads=2,20,2,2,4,8,6,2,14,14,10,14,14,8,14,2,16,19,17,0,22,20,24,22,27,25,24,31,31,27,30,0,
#predictedHeads=2,0,2,2,4,8,6,2,20,14,10,14,14,20,20,14,16,19,17,8,22,20,24,22,24,25,22,27,31,27,30,0,
(2,14),(14,29),-0.265916 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.71686 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-1.54681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,4),0.267311 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.270354 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),0.36197 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),0.190078 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.800913 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.385162 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.438781 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.147491 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),0.199402 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.589387 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.929492 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.395295 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.521794 # DEPENDENCYPART_GRANDPAR
(2,15),(15,28),-0.582721 # DEPENDENCYPART_GRANDPAR
(2,15),(15,29),-0.324583 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.0938873 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.460257 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.817931 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.00829644 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.522264 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.584235 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.134278 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.379396 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.0680319 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),0.385811 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.331537 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.728685 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),0.127089 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.353024 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),0.280266 # DEPENDENCYPART_GRANDPAR
(2,17),(17,23),-0.402099 # DEPENDENCYPART_GRANDPAR
(2,17),(17,24),-0.622721 # DEPENDENCYPART_GRANDPAR
(2,17),(17,25),-0.0511553 # DEPENDENCYPART_GRANDPAR
(2,17),(17,26),-1.34301 # DEPENDENCYPART_GRANDPAR
(2,17),(17,27),-0.133966 # DEPENDENCYPART_GRANDPAR
(2,17),(17,30),-0.121196 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),0.374361 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.247744 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.219485 # DEPENDENCYPART_GRANDPAR
(2,20),(20,1),-0.701551 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-1.42134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,3),0.176033 # DEPENDENCYPART_GRANDPAR
(2,20),(20,4),0.419136 # DEPENDENCYPART_GRANDPAR
(2,20),(20,5),0.113926 # DEPENDENCYPART_GRANDPAR
(2,20),(20,6),0.2349 # DEPENDENCYPART_GRANDPAR
(2,20),(20,7),-0.248094 # DEPENDENCYPART_GRANDPAR
(2,20),(20,8),0.236287 # DEPENDENCYPART_GRANDPAR
(2,20),(20,9),0.211323 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),0.192051 # DEPENDENCYPART_GRANDPAR
(2,20),(20,11),-0.811538 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),-0.407343 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.407481 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.0234942 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),0.00085879 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),0.217287 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.557018 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.470809 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.911973 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.146715 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.0415087 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.444447 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),-0.606884 # DEPENDENCYPART_GRANDPAR
(2,20),(20,25),-0.0455483 # DEPENDENCYPART_GRANDPAR
(2,20),(20,26),-1.3415 # DEPENDENCYPART_GRANDPAR
(2,20),(20,27),-0.347706 # DEPENDENCYPART_GRANDPAR
(2,20),(20,28),-0.305716 # DEPENDENCYPART_GRANDPAR
(2,20),(20,29),-0.292105 # DEPENDENCYPART_GRANDPAR
(2,20),(20,30),-0.0860233 # DEPENDENCYPART_GRANDPAR
(2,20),(20,31),-1.74023 # DEPENDENCYPART_GRANDPAR
(2,20),(20,32),-0.673097 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-0.256483 # DEPENDENCYPART_GRANDPAR
(2,21),(21,24),-0.74997 # DEPENDENCYPART_GRANDPAR
(2,21),(21,26),-1.48475 # DEPENDENCYPART_GRANDPAR
(2,21),(21,29),-0.00102778 # DEPENDENCYPART_GRANDPAR
(2,27),(27,1),-0.701551 # DEPENDENCYPART_GRANDPAR
(2,27),(27,2),-1.42134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,27),(27,7),-0.248094 # DEPENDENCYPART_GRANDPAR
(2,27),(27,8),0.236287 # DEPENDENCYPART_GRANDPAR
(2,27),(27,9),0.211323 # DEPENDENCYPART_GRANDPAR
(2,27),(27,11),-0.811538 # DEPENDENCYPART_GRANDPAR
(2,27),(27,12),-0.407343 # DEPENDENCYPART_GRANDPAR
(2,27),(27,13),-0.407481 # DEPENDENCYPART_GRANDPAR
(2,27),(27,14),-0.0234942 # DEPENDENCYPART_GRANDPAR
(2,27),(27,15),0.00085879 # DEPENDENCYPART_GRANDPAR
(2,27),(27,16),0.217287 # DEPENDENCYPART_GRANDPAR
(2,27),(27,17),-0.557018 # DEPENDENCYPART_GRANDPAR
(2,27),(27,19),-0.911973 # DEPENDENCYPART_GRANDPAR
(2,27),(27,20),0.100671 # DEPENDENCYPART_GRANDPAR
(2,27),(27,21),-0.312871 # DEPENDENCYPART_GRANDPAR
(2,27),(27,22),0.0901041 # DEPENDENCYPART_GRANDPAR
(2,27),(27,23),-0.374444 # DEPENDENCYPART_GRANDPAR
(2,27),(27,24),-0.791114 # DEPENDENCYPART_GRANDPAR
(2,27),(27,25),-0.0304554 # DEPENDENCYPART_GRANDPAR
(2,27),(27,26),-1.52825 # DEPENDENCYPART_GRANDPAR
(2,27),(27,28),-0.305716 # DEPENDENCYPART_GRANDPAR
(2,27),(27,29),-0.292105 # DEPENDENCYPART_GRANDPAR
(2,27),(27,30),-0.0860233 # DEPENDENCYPART_GRANDPAR
(2,27),(27,31),-1.74023 # DEPENDENCYPART_GRANDPAR
(2,27),(27,32),-0.673097 # DEPENDENCYPART_GRANDPAR
(2,28),(28,25),0.110488 # DEPENDENCYPART_GRANDPAR
(2,28),(28,26),-1.45539 # DEPENDENCYPART_GRANDPAR
(2,28),(28,29),-0.179386 # DEPENDENCYPART_GRANDPAR
(2,28),(28,30),-0.282019 # DEPENDENCYPART_GRANDPAR
(2,28),(28,31),-1.92289 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.205304 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0536052 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.63291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.0330887 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.741583 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.656673 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.41536 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.708714 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.605901 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.71278 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.873007 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.927331 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.873115 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.619984 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.577979 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.697499 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.936592 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.847672 # DEPENDENCYPART_GRANDPAR
(3,2),(2,27),-1.14463 # DEPENDENCYPART_GRANDPAR
(3,2),(2,28),-0.959876 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.26491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.167339 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0968271 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.37246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.448566 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.339907 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0834139 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.385646 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.490216 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.594918 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.400375 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.37235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.450981 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.271121 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0557753 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.361487 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.362538 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.439865 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.492879 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.594306 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.402953 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-1.16928 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.308614 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.58209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.37608 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.26224 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.183378 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.04633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.432108 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.636966 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.42993 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.174982 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),0.03009 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),0.0445076 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.173176 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.03333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.71034 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.686589 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.4817 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.168857 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.486809 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),0.133638 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.00450871 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),0.00324867 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-1.63312 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-2.00395 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.525119 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.17958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.616685 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.279392 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.51392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.951036 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.425082 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.13134 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.763684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.487503 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0080309 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.204155 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.164186 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.103646 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),0.257959 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.214353 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-2.66126 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.424594 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.778166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.818286 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.181491 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0712196 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.0305934 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-2.67708 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.424569 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.77194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.824989 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.93035 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.163029 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.112443 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.421325 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.0529305 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),0.207198 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.265232 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-2.61037 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-2.68081 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.644987 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-1.23142 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-1.135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.428502 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.577544 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.145239 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.573731 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.253006 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.0568986 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.165756 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.130183 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.193259 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.206114 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.174595 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),0.459262 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),0.188873 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.0161767 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.274038 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),0.073938 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.310162 # DEPENDENCYPART_GRANDPAR
(5,14),(14,25),-0.0185207 # DEPENDENCYPART_GRANDPAR
(5,14),(14,27),-0.127298 # DEPENDENCYPART_GRANDPAR
(5,14),(14,29),-0.596302 # DEPENDENCYPART_GRANDPAR
(5,20),(20,1),-2.86352 # DEPENDENCYPART_GRANDPAR
(5,20),(20,2),-2.93629 # DEPENDENCYPART_GRANDPAR
(5,20),(20,3),-0.677153 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),-1.27976 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-1.31721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,6),0.234791 # DEPENDENCYPART_GRANDPAR
(5,20),(20,7),0.377407 # DEPENDENCYPART_GRANDPAR
(5,20),(20,8),-0.037081 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),0.342204 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),0.347022 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),-0.217263 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),0.0259167 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.0764638 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),0.230528 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.0359554 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.347665 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.655619 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.667577 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.0259548 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.0439883 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.278646 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),0.0518047 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-0.501349 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),-0.0652805 # DEPENDENCYPART_GRANDPAR
(5,20),(20,26),-0.0457463 # DEPENDENCYPART_GRANDPAR
(5,20),(20,27),-0.231305 # DEPENDENCYPART_GRANDPAR
(5,20),(20,28),-0.468652 # DEPENDENCYPART_GRANDPAR
(5,20),(20,29),-0.569619 # DEPENDENCYPART_GRANDPAR
(5,20),(20,30),-0.796 # DEPENDENCYPART_GRANDPAR
(5,20),(20,31),-0.252216 # DEPENDENCYPART_GRANDPAR
(5,20),(20,32),-1.60681 # DEPENDENCYPART_GRANDPAR
(5,22),(22,1),-2.60996 # DEPENDENCYPART_GRANDPAR
(5,22),(22,2),-2.68042 # DEPENDENCYPART_GRANDPAR
(5,22),(22,3),-0.644576 # DEPENDENCYPART_GRANDPAR
(5,22),(22,4),-1.22937 # DEPENDENCYPART_GRANDPAR
(5,22),(22,5),-1.13068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,22),(22,6),0.432832 # DEPENDENCYPART_GRANDPAR
(5,22),(22,7),0.58187 # DEPENDENCYPART_GRANDPAR
(5,22),(22,8),0.149566 # DEPENDENCYPART_GRANDPAR
(5,22),(22,9),0.594365 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),0.270707 # DEPENDENCYPART_GRANDPAR
(5,22),(22,11),-0.0450021 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),0.185485 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),0.160075 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),0.216205 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.376354 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.464146 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),0.165084 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),0.146089 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),0.0717994 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),0.073233 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.301735 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.0249226 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),0.154567 # DEPENDENCYPART_GRANDPAR
(5,22),(22,27),-0.126655 # DEPENDENCYPART_GRANDPAR
(5,22),(22,28),-0.466656 # DEPENDENCYPART_GRANDPAR
(5,22),(22,29),-0.597737 # DEPENDENCYPART_GRANDPAR
(5,22),(22,30),-0.715237 # DEPENDENCYPART_GRANDPAR
(5,22),(22,31),-0.0457507 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-1.68268 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-2.07538 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.361827 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.70583 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-3.00668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,3),-0.51578 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.453289 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-3.34104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,3),-0.530871 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.491887 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-3.1073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.932999 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.77894 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.08209 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.887738 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-1.22076 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-2.73447 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.659066 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.66639 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.63188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.989708 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.440529 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.407737 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-2.72288 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.659041 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.66638 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.62517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.500525 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.136439 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.395403 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.481599 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.383074 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.259392 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.52163 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-2.97692 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-2.82617 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.07431 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.92042 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.98758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.193434 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.641638 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.371168 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.356267 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.55612 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.651097 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0555865 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.410405 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.346633 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.596814 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-2.65468 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-2.75327 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.878713 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-1.06652 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-1.59818 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-1.98918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.177497 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.658417 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.290802 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.230988 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.104421 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.434293 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.25753 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.205064 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.380187 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.594385 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.318671 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.260458 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.427137 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.514429 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.422917 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-1.00279 # DEPENDENCYPART_GRANDPAR
(6,14),(14,25),-0.655671 # DEPENDENCYPART_GRANDPAR
(6,14),(14,27),-0.632003 # DEPENDENCYPART_GRANDPAR
(6,14),(14,29),-1.0048 # DEPENDENCYPART_GRANDPAR
(6,20),(20,1),-2.90783 # DEPENDENCYPART_GRANDPAR
(6,20),(20,2),-3.00875 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-0.91088 # DEPENDENCYPART_GRANDPAR
(6,20),(20,4),-1.11485 # DEPENDENCYPART_GRANDPAR
(6,20),(20,5),-1.85133 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-2.18262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,7),-0.0223592 # DEPENDENCYPART_GRANDPAR
(6,20),(20,8),-0.840463 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),0.0634709 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),-0.135669 # DEPENDENCYPART_GRANDPAR
