# _root_ V kvalifikaci stíhacího závodu družstev na 4 km zajelo čs . kvarteto Kadlec , Krejčí , Hudínek a Kábale čs . dorostenecký rekord časem 4 : 30.32 ( dosud 4 : 35.66 ) .
#goldHeads=9,1,4,2,4,4,8,6,0,12,10,9,18,18,18,18,18,12,18,23,20,23,9,9,26,24,26,24,24,31,24,31,24,0,
#predictedHeads=9,1,4,2,4,5,8,6,0,12,10,9,12,18,18,18,18,9,18,23,20,23,18,23,26,24,26,31,31,31,24,31,31,0,
(2,18),(18,9),-0.222802 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.075359 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.52025 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.67006 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.96567 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),0.101225 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.714837 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),0.036126 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.663928 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.651364 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),0.112967 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.587252 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.915818 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.454016 # DEPENDENCYPART_GRANDPAR
(2,18),(18,24),-0.980429 # DEPENDENCYPART_GRANDPAR
(2,18),(18,25),-0.330744 # DEPENDENCYPART_GRANDPAR
(2,18),(18,26),-0.664751 # DEPENDENCYPART_GRANDPAR
(2,18),(18,27),-0.523859 # DEPENDENCYPART_GRANDPAR
(2,18),(18,28),-0.141892 # DEPENDENCYPART_GRANDPAR
(2,18),(18,29),-0.0494658 # DEPENDENCYPART_GRANDPAR
(2,18),(18,30),-0.40461 # DEPENDENCYPART_GRANDPAR
(2,18),(18,32),-0.507118 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.205853 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.05903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.797637 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.291556 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.15208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.739395 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.6708 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.561407 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.802393 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.696856 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.796872 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.81527 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.30606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.126686 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.128282 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.258891 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.00169478 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.390055 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.202012 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.815201 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.30449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.317706 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.138514 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.263588 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.00885897 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.867477 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.185319 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.428375 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.246639 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.157802 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.881166 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.271193 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.409805 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.246541 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.658936 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.316405 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.1955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),-0.525051 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.188788 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.96113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.357438 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.620286 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.860662 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.594066 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.273519 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.45459 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.92354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.320588 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.601621 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.87359 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.85592 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.487857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.211806 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0304686 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0423105 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.045687 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.330846 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),1.02437 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.110381 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.647359 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.0578658 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.0269639 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.178564 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.019352 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.764971 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0535114 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.727075 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.569752 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.679784 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.695662 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.87361 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.855951 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.501048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),1.10217 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.283581 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0905248 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.481665 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.0438903 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.340111 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-1.16064 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-2.12913 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.884263 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.811625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.788926 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.08031 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.285511 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.182318 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.0845878 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.493263 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.376292 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.402406 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.325056 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.232351 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.345891 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),0.0458537 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.520969 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-1.20118 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-2.06004 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-1.03117 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-1.01155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),0.593595 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),0.00420852 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),-0.0811485 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),0.0738455 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.32141 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.120679 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.503335 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.574753 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.597878 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),0.0741934 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.440649 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.0040103 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.465183 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.345048 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.0542234 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.663658 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.913617 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.615462 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.790979 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-0.288147 # DEPENDENCYPART_GRANDPAR
(4,18),(18,26),-0.757283 # DEPENDENCYPART_GRANDPAR
(4,18),(18,27),-0.247907 # DEPENDENCYPART_GRANDPAR
(4,18),(18,28),-0.29745 # DEPENDENCYPART_GRANDPAR
(4,18),(18,29),-0.031277 # DEPENDENCYPART_GRANDPAR
(4,18),(18,30),-0.332109 # DEPENDENCYPART_GRANDPAR
(4,18),(18,32),-0.300616 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.493524 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.904467 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.100683 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.20394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.46961 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.0277 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.762279 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.2311 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.337325 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.224174 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.16709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.450946 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.4873 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.866416 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.980393 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.20389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.46961 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.796994 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.02765 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.921922 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.762278 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.819756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0628531 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.468848 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.254465 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.561427 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.199413 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.195793 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.85605 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.118053 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.843225 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.58652 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-1.2073 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.943963 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.75191 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.94703 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.38235 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.743548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.433547 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0665084 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.605966 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.268716 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.365275 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.94606 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.281176 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.19736 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.121221 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.352972 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.487882 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.660914 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.39758 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.00721502 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.0686235 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.0181085 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.621418 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-1.49342 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.732352 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-1.2031 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.54465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.622904 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.145392 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.966789 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.964105 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.40525 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.969653 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.201085 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.678733 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.560792 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.666069 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-2.28327 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.57094 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-2.04547 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.73241 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.26873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.27704 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0281677 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.140024 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.565373 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.858991 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.39998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),1.1118 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.634079 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.282775 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.716238 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.753281 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.858559 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.4045 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.340341 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),0.190978 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.104649 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.26989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),1.28812 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.0589673 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.419373 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.382673 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.93006 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.263351 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.774507 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.199192 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-1.02023 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),0.321488 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.470646 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.295509 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-1.10185 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-2.72589 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-1.77634 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-2.48736 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-2.17503 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),1.05794 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.681865 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.371118 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.721317 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.484811 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.815652 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.930441 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.643019 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.352628 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.888786 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),0.241067 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-1.23545 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.953801 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-2.34826 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-1.65669 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-2.10973 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-1.79741 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-1.60585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),1.02009 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),0.417735 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.509286 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.875599 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.714657 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-1.07035 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-1.18185 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.068962 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-1.01329 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.00480374 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-1.26258 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.762054 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.573695 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.0998953 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.411685 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),0.747073 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),-0.422185 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.633306 # DEPENDENCYPART_GRANDPAR
(6,18),(18,26),-0.569916 # DEPENDENCYPART_GRANDPAR
(6,18),(18,27),-0.0877147 # DEPENDENCYPART_GRANDPAR
(6,18),(18,28),-0.476873 # DEPENDENCYPART_GRANDPAR
(6,18),(18,29),0.302741 # DEPENDENCYPART_GRANDPAR
(6,18),(18,30),-0.395917 # DEPENDENCYPART_GRANDPAR
(6,18),(18,32),0.040885 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.280929 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.314888 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.307694 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.343196 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.11961 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.708227 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.987559 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.648632 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.683406 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.402669 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.44757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.399989 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.522988 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.356309 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.713236 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.770225 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.981233 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.709121 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.744631 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.540834 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.41983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.088675 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.599427 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.511216 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.431662 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.516735 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.264386 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.527845 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.308351 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.512003 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.715839 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.543937 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.709209 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.743186 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.531855 # DEPENDENCYPART_GRANDPAR
(7,9),(9,26),-0.708409 # DEPENDENCYPART_GRANDPAR
(7,9),(9,27),-0.586562 # DEPENDENCYPART_GRANDPAR
(7,9),(9,28),-0.95018 # DEPENDENCYPART_GRANDPAR
(7,9),(9,29),-0.578917 # DEPENDENCYPART_GRANDPAR
(7,9),(9,30),-0.316038 # DEPENDENCYPART_GRANDPAR
(7,9),(9,31),-0.800578 # DEPENDENCYPART_GRANDPAR
(7,9),(9,32),-0.542378 # DEPENDENCYPART_GRANDPAR
(7,9),(9,33),-0.665849 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.417819 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.43341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,9),-0.312701 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.42358 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.55457 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.546703 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.344724 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.560486 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.388689 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.5449 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.614966 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.757319 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.775964 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.420024 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.376187 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.345548 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.557099 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.389513 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.541513 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.426367 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.383744 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.338377 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.174929 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.0722719 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-2.79854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,18),-0.865364 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.166496 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.173673 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.000695784 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.51397 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.243172 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.420143 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.700252 # DEPENDENCYPART_GRANDPAR
