# _root_ Cigarety Camel , které se v pátek pokusila z Turecka do ČSFR propašovat skupina patnácti osob , byly podle našich informací určeny k prodeji v Praze .
#goldHeads=18,1,8,13,8,8,6,1,13,9,13,11,8,8,16,14,8,0,18,21,19,18,22,23,24,25,0,
#predictedHeads=0,1,8,8,8,8,6,1,8,9,8,11,8,13,16,14,8,22,22,21,19,0,22,23,24,25,0,
(2,8),(8,15),0.0163783 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-1.08477 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),0.391105 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.665725 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.425026 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-1.14962 # DEPENDENCYPART_GRANDPAR
(2,8),(8,22),-0.396777 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-0.549295 # DEPENDENCYPART_GRANDPAR
(2,8),(8,25),-0.653664 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-2.68236 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.943868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),1.05302 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.747787 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),0.146997 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.109354 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.712567 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.193219 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.49639 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.272249 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.397562 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.788656 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.928189 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),0.0119174 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-1.09009 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),0.386644 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.673101 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.429487 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-1.15494 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-0.553756 # DEPENDENCYPART_GRANDPAR
(2,13),(13,25),-0.658125 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-2.69826 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.973356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,3),0.995766 # DEPENDENCYPART_GRANDPAR
(2,18),(18,4),-0.818331 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),0.104427 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),-0.15883 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.742055 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.216387 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.543199 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.301737 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.438774 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.818144 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),0.114112 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-1.25125 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.237101 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-1.41117 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),0.355811 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.438315 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-1.20141 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-1.1828 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.460402 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.570813 # DEPENDENCYPART_GRANDPAR
(2,18),(18,24),-2.25805 # DEPENDENCYPART_GRANDPAR
(2,18),(18,25),-0.686334 # DEPENDENCYPART_GRANDPAR
(2,18),(18,26),-1.63682 # DEPENDENCYPART_GRANDPAR
(2,22),(22,1),-2.68246 # DEPENDENCYPART_GRANDPAR
(2,22),(22,2),-0.939034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,22),(22,3),1.08085 # DEPENDENCYPART_GRANDPAR
(2,22),(22,6),-0.0995415 # DEPENDENCYPART_GRANDPAR
(2,22),(22,7),-0.707733 # DEPENDENCYPART_GRANDPAR
(2,22),(22,8),-0.179033 # DEPENDENCYPART_GRANDPAR
(2,22),(22,9),-0.486577 # DEPENDENCYPART_GRANDPAR
(2,22),(22,10),-0.267414 # DEPENDENCYPART_GRANDPAR
(2,22),(22,11),-0.38775 # DEPENDENCYPART_GRANDPAR
(2,22),(22,12),-0.783822 # DEPENDENCYPART_GRANDPAR
(2,22),(22,13),0.151466 # DEPENDENCYPART_GRANDPAR
(2,22),(22,14),-1.21692 # DEPENDENCYPART_GRANDPAR
(2,22),(22,16),-1.37685 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),0.440891 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-0.391822 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),-0.421697 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-1.44022 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.547799 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-2.22377 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),-0.652168 # DEPENDENCYPART_GRANDPAR
(2,22),(22,26),-1.60253 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.159814 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.39382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.570415 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-1.07959 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-1.27487 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.78349 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.11728 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-1.24077 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.887012 # DEPENDENCYPART_GRANDPAR
(3,1),(1,22),-0.988658 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0433053 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.39382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.570415 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.07959 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.27487 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.78349 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.887012 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-1.13284 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.988658 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.900287 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.06105 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.63276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,7),-0.314551 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.400077 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-1.00503 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-1.1658 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.61862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.179874 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.316092 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.135747 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.249793 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.297043 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.327175 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.40689 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.502106 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.132083 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.413482 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.313036 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.248487 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.565936 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.375304 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.161805 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.637922 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.228531 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-0.606124 # DEPENDENCYPART_GRANDPAR
(3,8),(8,25),-0.860346 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-1.00493 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-1.1657 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-1.61922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.181968 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.320664 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.135612 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.248154 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.0737571 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.30147 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.385408 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.328365 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.559832 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.412164 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.313036 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.247168 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.565936 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.375931 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.161805 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.636603 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-0.606124 # DEPENDENCYPART_GRANDPAR
(3,13),(13,25),-0.860346 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-1.12583 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-1.2866 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-1.62893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,8),-0.076111 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.60529 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.745802 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.704818 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.179633 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.792722 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.588225 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.656869 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.478944 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.393078 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.927899 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.303452 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-0.83472 # DEPENDENCYPART_GRANDPAR
(3,17),(17,25),-1.07089 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-1.0223 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-1.18307 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-1.63243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),0.145576 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),-0.342676 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),-0.159283 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.255383 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),0.0690112 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.32684 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.392638 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.348096 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.567061 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.0345101 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.477234 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.276483 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.300906 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.469386 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.198036 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-1.12797 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.702832 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.320917 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.649997 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.995921 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.912439 # DEPENDENCYPART_GRANDPAR
(3,18),(18,26),-0.573829 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.229843 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.616675 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.604005 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.01866 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.894129 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.886255 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-1.78179 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.703705 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.09055 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.04729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0941213 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0742639 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.32158 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.675863 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.0627 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.498656 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.831935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.231603 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.0254766 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.220262 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.122309 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.667115 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.186595 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.656342 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.309526 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.359553 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.709437 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.584326 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),0.0957563 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-1.18593 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.41794 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.615684 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.624966 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.924239 # DEPENDENCYPART_GRANDPAR
(4,8),(8,25),-0.822517 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.0914366 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.0984898 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.152928 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.703343 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.197346 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.413774 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.514025 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-0.721431 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.456959 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.298567 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.314561 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.07025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),0.194035 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.703766 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.987976 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.922635 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-1.08514 # DEPENDENCYPART_GRANDPAR
(6,1),(1,22),-1.41173 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-1.02974 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.298567 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.31456 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.07025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.194035 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.703766 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-1.08514 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-1.82066 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-1.41173 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-1.05414 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.994079 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.41496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.993326 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-1.3747 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-1.24613 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-2.11039 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.82909 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.76903 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.764267 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.606471 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.71264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.125806 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.6997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,9),-0.658195 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.552582 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-1.36819 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.481862 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-2.46533 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.79655 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.978732 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.387495 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.23323 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.640589 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.248941 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-2.48288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.701803 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.864613 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.73235 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.954636 # DEPENDENCYPART_GRANDPAR
(7,1),(1,22),-0.828701 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-1.39766 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.23323 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.640589 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.248941 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.48288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.701803 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.954636 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-1.18365 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-0.828701 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.398482 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.25468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.601923 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-1.22007 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.848319 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.480765 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.709085 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.71811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,10),-1.6835 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-2.17053 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.80351 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.34757 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.128853 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.576202 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.823679 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.33476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.121722 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0285763 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0403008 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.238406 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.243293 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.975805 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.228915 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.699255 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.0657966 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.473582 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.588747 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.655259 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.119935 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.337657 # DEPENDENCYPART_GRANDPAR
(7,8),(8,25),-0.524806 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.641128 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.000661834 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.389415 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.441908 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.477246 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.97265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),0.411877 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),0.0843106 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),0.0101543 # DEPENDENCYPART_GRANDPAR
(8,1),(1,22),-0.798817 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.237092 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.000792571 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.387961 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.440453 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.475792 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.97265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,13),0.0101543 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.951812 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-0.798817 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.0235392 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.982446 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.188151 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.32949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,13),-0.346687 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.850389 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-1.30881 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.0132126 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.187876 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.9348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,10),-0.309868 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.476877 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.529092 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.010511 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.697632 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.813775 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.238639 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.767364 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.242524 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.291059 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.25857 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.97413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0838674 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.343609 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.022031 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.775984 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.182392 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.416949 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.753958 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0720678 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.0510548 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),0.0613654 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.464252 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.625242 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.144841 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.177418 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.172045 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.10017 # DEPENDENCYPART_GRANDPAR
