# _root_ Že Perry svojí pozorností k severokorejským jaderným choutkám píchl do vosího hnízda , ukazuje způsob , jakým na jeho cestu zareagovala oficiální pchjongjangská agentura KCNA .
#goldHeads=14,9,4,9,4,8,8,5,1,9,12,10,1,0,14,21,21,21,20,18,15,24,24,21,24,0,
#predictedHeads=14,9,4,9,4,8,8,5,1,9,12,10,1,0,14,21,21,21,20,18,15,24,24,21,24,0,
(14,1),(14,18),-0.00130582 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.0290375 # DEPENDENCYPART_SIBL
(14,1),(14,21),0.0332033 # DEPENDENCYPART_SIBL
(14,1),(14,22),0.00796543 # DEPENDENCYPART_SIBL
(14,1),(14,24),0.0182462 # DEPENDENCYPART_SIBL
(14,1),(14,25),0.0158756 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.190824 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.028963 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.175653 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.175653 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.190824 # DEPENDENCYPART_SIBL
(14,2),(14,9),8.89579e-05 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0395959 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.175653 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.190824 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.149091 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0793567 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0150516 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.00874095 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0400338 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0104944 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.05587 # DEPENDENCYPART_SIBL
(14,2),(14,24),-0.0533335 # DEPENDENCYPART_SIBL
(14,2),(14,25),-0.0494948 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0287001 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.175458 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.175458 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.190302 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.00161394 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0393331 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.175458 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.190302 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.14835 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0844291 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0137303 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.004986 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0451062 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0127022 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.057436 # DEPENDENCYPART_SIBL
(14,4),(14,24),-0.0584059 # DEPENDENCYPART_SIBL
(14,4),(14,25),-0.0545672 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.11966 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.11966 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0946511 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.116557 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0904348 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.11966 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0946511 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.297594 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0843802 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.00829579 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0410928 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0381793 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0238018 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.076423 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.0567611 # DEPENDENCYPART_SIBL
(14,5),(14,25),-0.056903 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.00996847 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0541791 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.00615421 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0265337 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.00996847 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0541791 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0309216 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0673961 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0316259 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0540882 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0451717 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0756903 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.0755882 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.0493241 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.0525887 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0541791 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.00615421 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0265337 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.00996847 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0541791 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0309216 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0673961 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0316259 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0540882 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0451717 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0756919 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.075588 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.0493241 # DEPENDENCYPART_SIBL
(14,7),(14,25),-0.0525888 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.00161394 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0393331 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.175458 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.190302 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.14835 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.084083 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0137303 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.004986 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0447601 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0127022 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.057436 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.0580598 # DEPENDENCYPART_SIBL
(14,8),(14,25),-0.0542211 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.00564185 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.069654 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0124982 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0931721 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0542374 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0102431 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0370575 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0116008 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.00819463 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0282379 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.00590726 # DEPENDENCYPART_SIBL
(14,9),(14,25),-0.00999416 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0803106 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.032909 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.265376 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.039521 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0301716 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0715929 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.00278553 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.00619333 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.105599 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.0116943 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.0118362 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0541791 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0309216 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0673961 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0316259 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0540882 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0451717 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0756903 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0755882 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0493241 # DEPENDENCYPART_SIBL
(14,11),(14,25),-0.0525887 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.14835 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0859269 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0137303 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.00304704 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0466039 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0127022 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.057436 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0599036 # DEPENDENCYPART_SIBL
(14,12),(14,25),-0.0560649 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0338926 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.210891 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0120586 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0444264 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0170183 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0239654 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.0504107 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.0237364 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0276672 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.044468 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.150424 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0379044 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0314936 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.137737 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.159915 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0862457 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.12611 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.106558 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.086064 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.111039 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.126759 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0501291 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.108535 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0854502 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.0480839 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.0527934 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.00963765 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.012721 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.104612 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.126791 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.104291 # DEPENDENCYPART_SIBL
(14,21),(14,24),0.0179035 # DEPENDENCYPART_SIBL
(14,21),(14,25),0.0158271 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.120635 # DEPENDENCYPART_SIBL
(14,22),(14,25),-0.124123 # DEPENDENCYPART_SIBL
(14,24),(14,25),-0.123672 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0338688 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0143368 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.118113 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0111237 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.096779 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.164819 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.00909024 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.085468 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.150271 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.148098 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0138469 # DEPENDENCYPART_SIBL
(15,10),(15,25),-0.0111592 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.183092 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0227503 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0373237 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0794855 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0724484 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0236414 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0160123 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0945224 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.0961007 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.0240274 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.0254872 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0210323 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0177654 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0380095 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.125634 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0318929 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.00462508 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0016176 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.00107433 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.0256786 # DEPENDENCYPART_SIBL
(15,12),(15,25),0.0327158 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.124277 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0327241 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00253536 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0449872 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0059542 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0281198 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0297624 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.0504054 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.0398794 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0930675 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.00886348 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0358572 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0598195 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0582168 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.0582193 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.0457273 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.0371465 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.139938 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.015369 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.000693141 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.044773 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.0447742 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0118998 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.0135564 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0307243 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0184556 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.00448136 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.00749741 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.0294597 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.0310062 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0343098 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0497429 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.0497516 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.0383903 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.0515986 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.00717918 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.00717569 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.00581537 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.00853975 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.107757 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.0298068 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0278082 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.0296663 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.0276677 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.0535373 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0064257 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.014488 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.00642289 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0674699 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0243591 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0122522 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.0274854 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.0248143 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.00593713 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.00180322 # DEPENDENCYPART_SIBL
(16,1),(16,24),0.0103289 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.141933 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.0108801 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.494254 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.130297 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.00917169 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0408423 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.166198 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.016273 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.00857441 # DEPENDENCYPART_SIBL
(16,2),(16,24),0.141705 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0498117 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.063602 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0040674 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0418906 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0328822 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0147967 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.66662 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.000387754 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0216086 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.4948 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.128388 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.00931722 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0432323 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.163048 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.014972 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.00856999 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.138554 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0342165 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0721923 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0176796 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0484554 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0784213 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0284375 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.0415739 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0455363 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0169824 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0292564 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.633884 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0157673 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0360684 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.035599 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.193613 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0259219 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.00341771 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.169119 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0800641 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.118875 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.00198259 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.0797898 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0199205 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0299809 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.00576307 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.02345 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.0236274 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0386253 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0820816 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.2092 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0858284 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.213562 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.202964 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.013443 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0529325 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.0132835 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.0137244 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0203503 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.110347 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.124575 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.00457762 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.00289736 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.126435 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0178781 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.00212579 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0104504 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0089224 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.00224987 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.00836125 # DEPENDENCYPART_SIBL
(18,19),(18,20),-1.02621 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.248637 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.248637 # DEPENDENCYPART_SIBL
(18,19),(18,24),-1.02199 # DEPENDENCYPART_SIBL
(18,19),(18,25),-1.02426 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.483151 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.483143 # DEPENDENCYPART_SIBL
(18,20),(18,24),-1.44581 # DEPENDENCYPART_SIBL
(18,20),(18,25),-1.45922 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.248423 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.756888 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.755499 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.75675 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.755362 # DEPENDENCYPART_SIBL
(18,24),(18,25),-1.46108 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.00148985 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0578591 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0158829 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.000846091 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.000302819 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.0224256 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.0294627 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0108713 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0176084 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.071597 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0714819 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0400773 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0413905 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.104679 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.177733 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.17556 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0442944 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0396795 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0494201 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.049305 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0292766 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0305898 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.113009 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0282332 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0262346 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0280927 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.026094 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0627099 # DEPENDENCYPART_SIBL
(21,1),(21,2),-0.022275 # DEPENDENCYPART_SIBL
(21,1),(21,4),-0.0218855 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.0461516 # DEPENDENCYPART_SIBL
(21,1),(21,6),-0.0657384 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.0218855 # DEPENDENCYPART_SIBL
(21,1),(21,9),-0.0329817 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.0305686 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.0218855 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.11965 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.0341147 # DEPENDENCYPART_SIBL
(21,1),(21,15),-0.0290169 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.11965 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.0241801 # DEPENDENCYPART_SIBL
(21,1),(21,18),0.000190981 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.0579067 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0227349 # DEPENDENCYPART_SIBL
(21,1),(21,22),-0.00596669 # DEPENDENCYPART_SIBL
(21,1),(21,23),-0.00246989 # DEPENDENCYPART_SIBL
(21,1),(21,24),0.00043458 # DEPENDENCYPART_SIBL
(21,1),(21,25),-0.00193604 # DEPENDENCYPART_SIBL
(21,1),(21,26),-0.0731346 # DEPENDENCYPART_SIBL
(21,2),(21,4),-0.189626 # DEPENDENCYPART_SIBL
(21,2),(21,5),-0.0217179 # DEPENDENCYPART_SIBL
(21,2),(21,6),-0.174879 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.189626 # DEPENDENCYPART_SIBL
(21,2),(21,9),0.00423928 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.0337197 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.189626 # DEPENDENCYPART_SIBL
