# _root_ Zdůraznil , že USA vytvářejí koncentrační tábor , když přesouvají uprchlíky na základnu Guantánamo na Kubě .
#goldHeads=0,3,1,5,3,7,5,9,5,9,10,10,12,13,13,15,0,
#predictedHeads=0,3,1,5,3,7,5,9,5,9,10,10,12,13,14,15,0,
(14,11),(14,12),0.0566859 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0187712 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.117358 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.010702 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.00259725 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0479731 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0236085 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.038465 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.119894 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.117449 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0237129 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00259622 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.031333 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.10135 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.20465 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.228989 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.00428244 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0451179 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.00884265 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0449312 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.440996 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0566858 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.01877 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0130062 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0566858 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0025972 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0479744 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0479746 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.120371 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.119894 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0134349 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0566805 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00259617 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0566858 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.00259599 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.119894 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.105499 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.203047 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0880763 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.195151 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.316347 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.291064 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.163666 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.0897162 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.262694 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.454774 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.34368 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.255316 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.826571 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.0237817 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.380384 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.491947 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.0601661 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.0341019 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.384698 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0646785 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.713533 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0259562 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.706077 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.910033 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.299952 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.226443 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.431888 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.472192 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.302309 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.520993 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.5509 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.626642 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.342176 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.382186 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.978836 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.777896 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.15394 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.134715 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.260314 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.303577 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.316431 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.148266 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.111603 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.242682 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.48014 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.320838 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.199045 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.0319707 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.232474 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.826571 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.00120454 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.136802 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.294226 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.186085 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.549128 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.63187 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.0601661 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.0341019 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.588487 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.312116 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.223752 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.646167 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.637525 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0325486 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.739488 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.844465 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.00132716 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.488671 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.901647 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.616624 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.637631 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.452894 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.528259 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.806232 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.0173348 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.777504 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.15432 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.135104 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.259286 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.140794 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.435643 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.515993 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.212488 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.0833753 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.466131 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.331747 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.185036 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.0179616 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.243383 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.371246 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.148254 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.47408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.276363 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.897516 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.620673 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.00218076 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-1.07374 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.47921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),1.34594 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.902716 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.296123 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.755609 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.270206 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.259684 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.121562 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.156946 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),0.874576 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.610128 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.219736 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.63826 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.0503305 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.134112 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.178209 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.233333 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.3396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),1.21174 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.614781 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.868209 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.87367 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.204311 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.161798 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),0.200067 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.605642 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.830631 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.609338 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.891701 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-1.26035 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.632696 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.55977 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.839147 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.139934 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.1303 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.019899 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.123829 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.42292 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.834699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.87301 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.618532 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.501441 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.517346 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.577822 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.149192 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.186396 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.22406 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.569685 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.506213 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.529571 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.47408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),1.09068 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.54258 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.787192 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.120465 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-1.08158 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.179496 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.00218076 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-1.07374 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.805338 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.650196 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.673554 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.925095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,4),-0.893173 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.417225 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.98801 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.250134 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.822358 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.169761 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.686922 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.537969 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.757963 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-1.11602 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.561327 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-1.35016 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.264899 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.3396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),1.21175 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.614784 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.866789 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.0143697 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-1.0439 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.236029 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),0.509776 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.498025 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.820559 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.607485 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.88163 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-1.25028 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.630843 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-1.48432 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.313171 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.569031 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.142309 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.528781 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.645205 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-1.00668 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.552139 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-1.24107 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.301122 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),0.209348 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.424214 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.592839 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.961492 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-1.18144 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.276739 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.472204 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.853029 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-1.18144 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.276739 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.32514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-1.00253 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.3698 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-1.10053 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.38295 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-1.51772 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.05646 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-1.3649 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-1.1594 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.84423 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-1.44435 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-1.39462 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.682214 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.54311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.603082 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.156742 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.559624 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.751454 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.518909 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.659181 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.215614 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.66633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.100663 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.408137 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.588192 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.591359 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.545937 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.61414 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.467008 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.732147 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.68308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.146302 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.406226 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.491914 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.500919 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.5132 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.439988 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.404332 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.829489 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.533657 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-1.02808 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.868182 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.483929 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.657855 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.625563 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.185023 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.777752 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.763802 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.116224 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.440818 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-1.02802 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.690367 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-1.22883 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-1.06616 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.640639 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-1.04261 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-1.0101 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.732147 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-1.68023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.14346 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.400549 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.242513 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.603264 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.555257 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.411553 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.356098 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.819417 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.531804 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-1.01801 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.85811 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.482076 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.83452 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.974323 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.368011 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.34692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.187049 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),0.183134 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.621456 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.256083 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.297409 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.168442 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.527682 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.636616 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-1.02148 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-1.13204 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.352349 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.6303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.343707 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.0218599 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.392079 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.732676 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.728568 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.02569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.373021 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.327096 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.202524 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.49882 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.0167831 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.337795 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.802149 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.367786 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.874373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.727371 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.0776374 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.330601 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.228033 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.441361 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.0660013 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.0609396 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.250654 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.319475 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.232599 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.361219 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.849691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.579522 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.865445 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0148946 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.313091 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.193416 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.0050541 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.938564 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.728567 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.02257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.689873 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.790001 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.243307 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.490153 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0154134 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.335638 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.591904 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.706427 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.816992 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-1.00383 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.756 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.15986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.223263 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.570797 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.646336 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.267742 # DEPENDENCYPART_GRANDPAR
