# _root_ Přestože soupeř v závěru již nehrál v nejsilnější sestavě , považuji výhru za náš úspěch , " konstatoval olomoucký trenér Jiří Teplý .
#goldHeads=11,6,6,3,6,1,6,9,7,1,18,11,11,15,13,11,11,0,20,22,22,18,0,
#predictedHeads=18,6,6,3,6,1,6,9,7,1,18,11,12,15,13,11,11,0,20,18,22,18,0,
(11,10),(11,13),0.012627 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00811696 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.210968 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.151034 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0212964 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0266095 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0856831 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.000903574 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0269124 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.00640482 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0693169 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.118178 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.000393266 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0253784 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.019157 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0173944 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.125381 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.117787 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0185585 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.119603 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0159186 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.000819043 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0340219 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0101305 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0253695 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.000144679 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.00735238 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0265426 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.00286104 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00131073 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0237326 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0185527 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0142284 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.120141 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.112548 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0153925 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.12064 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0733079 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0974667 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0723101 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.12033 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.105303 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.0734832 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.092198 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0491377 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0245723 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.01672 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.00550997 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0257454 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.0850185 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.104464 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0174415 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0240725 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.106815 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.0267982 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.116324 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.109616 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.346847 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.139095 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.135813 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.0325552 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.150218 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.0207904 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.123983 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.140257 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.130626 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0427267 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.171711 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.189709 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.103963 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0169139 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.00330005 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.080785 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.140177 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.109323 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.140175 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.181587 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0244918 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0743315 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.017331 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0271407 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.188074 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0028869 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0804002 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0174073 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.0804045 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0200733 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0958875 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.021285 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0248343 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0736663 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.00443641 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0029241 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0149221 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.00260148 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0192338 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00508231 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0601219 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.2375 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0265519 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0214827 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.00629882 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0214886 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0116867 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0718511 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0393857 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.039123 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.00449568 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.00687014 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.00449568 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0379369 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.043883 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0129598 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0395768 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0567693 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0395815 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0506075 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0105678 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0229653 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.00395858 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0229653 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.011946 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.00502543 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.019805 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.00502543 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0137687 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.00204713 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0143578 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0282743 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.108925 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.0366046 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.302264 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0704219 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0152211 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.327627 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.105287 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0585764 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0171027 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0614757 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0139324 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0568986 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0937904 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.07107 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0445681 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0394939 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0769135 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0798418 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.100028 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.988616 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.274641 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.21217 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.349121 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.293353 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.994957 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.989508 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.239558 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.176634 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.482226 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.463591 # DEPENDENCYPART_SIBL
(13,15),(13,20),-1.35841 # DEPENDENCYPART_SIBL
(13,15),(13,21),-1.35748 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.00239254 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0850298 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0472987 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.550919 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.544036 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0840356 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.051499 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.521248 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.517369 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0607542 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.513819 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.513703 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.71713 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.716944 # DEPENDENCYPART_SIBL
(13,20),(13,21),-1.36238 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.153876 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.017493 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.00581593 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0036683 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0355258 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.00334568 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.102287 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0795493 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.118505 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0244552 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.118503 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00904498 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0792085 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0732331 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.079208 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0144699 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.00142985 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0150589 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0293296 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.110761 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0332019 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.00280028 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0173886 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0802436 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.000402027 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.0717716 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.018454 # DEPENDENCYPART_SIBL
(16,1),(16,12),-5.30819e-05 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0211326 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.00434458 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.00148715 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0222147 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.0251049 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0024544 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.0577053 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.0317468 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.0024544 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.0644331 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.140059 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0508541 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.00899126 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.493996 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.137918 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.00848858 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0215357 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0582256 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0103025 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.00843353 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.00539395 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.000720878 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.264541 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.173432 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0010435 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.0265166 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.0509177 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0498117 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.063602 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.00131691 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0502735 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0220144 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0575185 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0479839 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0509737 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.619778 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.000373056 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.00361782 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0170521 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.000368456 # DEPENDENCYPART_SIBL
(16,6),(16,23),0.00692759 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0337562 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.119181 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0424698 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0343161 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0741622 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0672926 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0261041 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0491822 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0274866 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0502133 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.000609763 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0147283 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.0502118 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.0686461 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.4948 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.137882 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.010554 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0214831 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0582226 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.012368 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.00337693 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.00599091 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.00813961 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.249402 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.158292 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.00846223 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.0315706 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0466267 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0715592 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.130316 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0659224 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.121535 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0244773 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.032378 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.029971 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0336376 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0393089 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0299769 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.018469 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.050312 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0233599 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0575429 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0480224 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0474112 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.617505 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.00272055 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.00244971 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0182202 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.00271595 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.00336896 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0214923 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.058228 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0123574 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.00298767 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.00655128 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0084922 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.248791 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.157681 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.00881481 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0319623 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0176092 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.00546468 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0474908 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0232004 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0224694 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0100762 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.00583499 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0224679 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0599806 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.013261 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0319377 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0908635 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.11689 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.143216 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.127037 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.116891 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0532711 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0109558 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0245984 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0165837 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.253016 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.161906 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0169063 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0459003 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0616073 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0246739 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0246178 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0203415 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0246739 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0722555 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0235262 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0223763 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0219463 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0241152 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.160053 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0378704 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.03738 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.117025 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.106077 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0382266 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0125217 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.15992 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0296309 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.123671 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.106077 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0553082 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.0387149 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0306514 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0461177 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.037762 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.0161183 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.375028 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.086419 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0588181 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.0692031 # DEPENDENCYPART_SIBL
(17,6),(17,22),-0.0864144 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0387449 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0319807 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0461336 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0377919 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.018501 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.37376 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0880842 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0592814 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0696664 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0880796 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0226315 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0466172 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.000764453 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.26889 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0208354 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0783067 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.101862 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0461715 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0786293 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0378506 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0130314 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0924292 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0202618 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0786408 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0588087 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0642405 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0786393 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0238139 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.119254 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0469924 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00342335 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0216218 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0159053 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.00342278 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.275557 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0345037 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0828047 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.10979 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0540997 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0831273 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0116632 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0192767 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0814926 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0159437 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0192707 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0378001 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.00465101 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.00433993 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0383891 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0392545 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0388781 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.135071 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0472786 # DEPENDENCYPART_SIBL
