# _root_ Ale taky čarodějem - uvážíme - li , že za pouhých 20 let dokázal vybudovat čtvrté největší hospodářské impérium v Itálii , že dokázal za kratičké tři měsíce " vydupat ze země " vlastní stranu Forza Italia .
#goldHeads=0,3,1,7,7,7,1,22,22,15,12,10,12,9,14,19,19,19,15,15,20,5,22,23,30,28,28,25,30,24,30,31,30,35,30,35,36,0,
#predictedHeads=0,3,1,7,7,7,3,9,5,14,12,10,12,9,14,19,19,19,15,19,20,23,15,23,24,28,28,25,30,24,30,31,30,35,30,37,35,0,
(6,15),(15,16),-0.5673 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.505631 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.600914 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.654075 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.426914 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.691891 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.451049 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.489598 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.260998 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.537662 # DEPENDENCYPART_GRANDPAR
(6,15),(15,29),-0.882095 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.395737 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.578267 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.215765 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.516975 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.0986771 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.16467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,9),-0.254457 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.241999 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.438361 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.593741 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.627292 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.222473 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.176343 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.29628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.220729 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.347086 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.37514 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.561563 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.454112 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.247153 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.255578 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.501623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.689714 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),0.48049 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),0.713369 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),0.605656 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),0.362968 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),0.896898 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),0.617469 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),0.564781 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.0154028 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-0.301379 # DEPENDENCYPART_GRANDPAR
(7,5),(5,29),-0.230403 # DEPENDENCYPART_GRANDPAR
(7,5),(5,33),-0.287093 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.438361 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.593741 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.627292 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.351385 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.176507 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.220729 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.347086 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.378052 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.488836 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.335932 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.388624 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.872472 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.82432 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.809976 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),0.00446434 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.692888 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.0744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.00178807 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.284261 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.332377 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.682924 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),0.0652134 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.565836 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.819399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.644758 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0616021 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.117775 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.0148649 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0197953 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.235712 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.176275 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.261555 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),0.162061 # DEPENDENCYPART_GRANDPAR
(7,9),(9,30),0.0321411 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),-0.346334 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.417323 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.280278 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.324521 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-0.357912 # DEPENDENCYPART_GRANDPAR
(7,22),(22,30),-0.477274 # DEPENDENCYPART_GRANDPAR
(7,29),(29,15),-0.24879 # DEPENDENCYPART_GRANDPAR
(7,29),(29,23),-0.697198 # DEPENDENCYPART_GRANDPAR
(7,29),(29,24),-0.269824 # DEPENDENCYPART_GRANDPAR
(7,29),(29,25),-0.427697 # DEPENDENCYPART_GRANDPAR
(7,29),(29,26),-0.411899 # DEPENDENCYPART_GRANDPAR
(7,29),(29,27),-0.355059 # DEPENDENCYPART_GRANDPAR
(7,29),(29,28),-0.377395 # DEPENDENCYPART_GRANDPAR
(7,29),(29,30),-0.372306 # DEPENDENCYPART_GRANDPAR
(7,29),(29,31),-0.624858 # DEPENDENCYPART_GRANDPAR
(7,29),(29,32),-0.545425 # DEPENDENCYPART_GRANDPAR
(7,29),(29,34),-0.457827 # DEPENDENCYPART_GRANDPAR
(7,29),(29,35),-0.546856 # DEPENDENCYPART_GRANDPAR
(7,29),(29,37),-0.51002 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.663995 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.543704 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.263588 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.269186 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.256296 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.262085 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-2.10991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.545669 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.953742 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.878614 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.916042 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.950639 # DEPENDENCYPART_GRANDPAR
(8,1),(1,17),-1.15563 # DEPENDENCYPART_GRANDPAR
(8,1),(1,22),-1.00286 # DEPENDENCYPART_GRANDPAR
(8,1),(1,29),-0.994896 # DEPENDENCYPART_GRANDPAR
(8,1),(1,33),-0.916852 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.622981 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.726038 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.399436 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.42538 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.556575 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.736069 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.415939 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.501837 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.333689 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.400857 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.30255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.672767 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.3879 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.605229 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.393599 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.445172 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.387798 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.251204 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.1829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.800904 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-1.23085 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-1.05748 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-1.02136 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-1.407 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-1.00456 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-1.03877 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-1.07585 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-1.48067 # DEPENDENCYPART_GRANDPAR
(8,5),(5,29),-1.05855 # DEPENDENCYPART_GRANDPAR
(8,5),(5,33),-0.980507 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.556575 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.736069 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.415939 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.441796 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.501316 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.30255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.672767 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-1.02806 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.944991 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.902958 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.937177 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.632871 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.221839 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.317287 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.214547 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.11432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.555678 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-1.00727 # DEPENDENCYPART_GRANDPAR
(8,7),(7,29),-1.01734 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.899759 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.1298 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.892467 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.816203 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.40093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.472597 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.23633 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.350634 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.636732 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.0575606 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0968192 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.538358 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.134136 # DEPENDENCYPART_GRANDPAR
(8,9),(9,30),-0.30949 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-1.27753 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.29436 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.41777 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.984351 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.17937 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.977059 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.9453 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.54896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.0556141 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.268791 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.27701 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.190435 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.41096 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.287589 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.474765 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.334425 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.572214 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.728235 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.494581 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.657431 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.547048 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.64194 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.327699 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),-0.468803 # DEPENDENCYPART_GRANDPAR
(8,14),(14,27),-0.65355 # DEPENDENCYPART_GRANDPAR
(8,14),(14,29),-0.698988 # DEPENDENCYPART_GRANDPAR
(8,14),(14,30),-0.498868 # DEPENDENCYPART_GRANDPAR
(8,14),(14,33),-0.620945 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.27753 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.41598 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.977059 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.9453 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.53861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.0697487 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.256639 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.263776 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.177591 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.389795 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.147531 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.471797 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.327501 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.56529 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.706028 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.487986 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.635223 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.540766 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.622328 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.327118 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.462208 # DEPENDENCYPART_GRANDPAR
(8,15),(15,29),-0.695826 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.537825 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.545042 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.631215 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.370399 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.319606 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.362625 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.298383 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.49828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,1),-0.38689 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.378631 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.278055 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.571508 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.446877 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.072894 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.347419 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.31469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),0.199736 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.347614 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.319191 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.658341 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),0.13395 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.159107 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),-0.281835 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-0.571236 # DEPENDENCYPART_GRANDPAR
(9,5),(5,29),-0.479376 # DEPENDENCYPART_GRANDPAR
(9,5),(5,33),-0.504743 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.537825 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.545042 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.631215 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.694828 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.389234 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.298383 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.49828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.56367 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.464691 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),0.0931291 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.199937 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.782561 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.541092 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.321079 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.339414 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0478696 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.44973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,22),-0.545662 # DEPENDENCYPART_GRANDPAR
(9,7),(7,29),-0.636219 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.499058 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.525203 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.763046 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.415528 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.561368 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.301175 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.57536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,14),-0.0684266 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.361493 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.662167 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.0171021 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0346251 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.600598 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.270853 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.780811 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0399689 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.414216 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.375028 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.696338 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0152812 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.552635 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.481053 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.881965 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.677507 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0234457 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0907002 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.334211 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.361601 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.822345 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.824351 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.867578 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.81584 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.877236 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.614162 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.581109 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.375646 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.820265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.789588 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0268524 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0829129 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.1825 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.429982 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.0722078 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.0942582 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.185842 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.179552 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.0104986 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),0.146461 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.237817 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.18822 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),0.303502 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),0.190934 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-0.375767 # DEPENDENCYPART_GRANDPAR
(9,14),(14,29),-0.141676 # DEPENDENCYPART_GRANDPAR
(9,14),(14,30),0.25866 # DEPENDENCYPART_GRANDPAR
(9,14),(14,33),-0.167043 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.822338 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.865769 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.614155 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.581102 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.37564 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.820369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.781115 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.0262169 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0814191 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.172593 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.717353 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.0863326 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.0761777 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.167761 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),0.223075 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),0.032464 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),0.189983 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.218227 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.153556 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),0.306163 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),0.212899 # DEPENDENCYPART_GRANDPAR
(9,15),(15,29),-0.125921 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),0.231919 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.628973 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.377068 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.428255 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),0.167536 # DEPENDENCYPART_GRANDPAR
(9,22),(22,30),0.127916 # DEPENDENCYPART_GRANDPAR
(9,24),(24,1),-0.822345 # DEPENDENCYPART_GRANDPAR
(9,24),(24,2),-0.824351 # DEPENDENCYPART_GRANDPAR
(9,24),(24,7),-0.581109 # DEPENDENCYPART_GRANDPAR
(9,24),(24,10),0.789588 # DEPENDENCYPART_GRANDPAR
(9,24),(24,12),0.0829129 # DEPENDENCYPART_GRANDPAR
(9,24),(24,16),-0.0705826 # DEPENDENCYPART_GRANDPAR
(9,24),(24,17),-0.221153 # DEPENDENCYPART_GRANDPAR
(9,24),(24,19),0.125076 # DEPENDENCYPART_GRANDPAR
(9,24),(24,20),-0.207987 # DEPENDENCYPART_GRANDPAR
(9,24),(24,21),0.0764495 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),-0.247946 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.0768061 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),0.190934 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),-0.446728 # DEPENDENCYPART_GRANDPAR
(9,24),(24,27),-0.375767 # DEPENDENCYPART_GRANDPAR
(9,24),(24,28),-0.0590098 # DEPENDENCYPART_GRANDPAR
(9,24),(24,29),-0.141676 # DEPENDENCYPART_GRANDPAR
(9,24),(24,30),0.25866 # DEPENDENCYPART_GRANDPAR
(9,24),(24,31),-0.58622 # DEPENDENCYPART_GRANDPAR
