# _root_ Protože na výslechu svědka trvá státní zástupce i obhájce Lukáše Kužely , který měl Vopálenskou na objednávku zastřelit , musel předseda senátu projednávání nájemné vraždy znovu odročit .
#goldHeads=20,5,2,3,1,7,8,5,8,11,8,14,14,11,18,18,16,14,1,0,20,21,27,25,23,27,20,0,
#predictedHeads=20,5,2,3,1,7,8,5,8,11,9,14,14,11,14,18,16,14,1,0,20,21,27,25,23,27,20,0,
(5,1),(1,2),0.291194 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.27963 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.237789 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.35624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,8),-0.373705 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-1.08696 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-1.1601 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.624672 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-1.36613 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.987757 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.111376 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.15985 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.231205 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.222415 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.272072 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.166947 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.91975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.113858 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),0.412745 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.0614237 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.221574 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.27931 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0254422 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.91976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.11386 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),0.412735 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.610241 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.129617 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.382768 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.630789 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.325123 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.424466 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0380202 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.697393 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.274002 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.977883 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.948685 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.28165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.268317 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.879521 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.473061 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.271111 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.115335 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.424656 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.618986 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.556371 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.412263 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0258174 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.0281933 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.295231 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.617514 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.554957 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.520986 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.022579 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.595731 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.0291545 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.294157 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.382737 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.353553 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.617514 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.96433 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.554957 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.520986 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.23149 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.237629 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.595731 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.0291545 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.111267 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),0.551892 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),0.194969 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.49271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,9),0.116072 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.633903 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.247457 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.797012 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.246711 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.665847 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.606661 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.489283 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.294157 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.619472 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.551892 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),0.194969 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-1.2558 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),0.0526208 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.525277 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.569533 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.708497 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-1.49271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,12),0.00754796 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.734829 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.323115 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.336145 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.335999 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.845924 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),0.230975 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.606661 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.992067 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.974191 # DEPENDENCYPART_GRANDPAR
(5,19),(19,27),-0.269981 # DEPENDENCYPART_GRANDPAR
(5,25),(25,21),-0.566958 # DEPENDENCYPART_GRANDPAR
(5,25),(25,22),-1.02607 # DEPENDENCYPART_GRANDPAR
(5,25),(25,23),-0.588715 # DEPENDENCYPART_GRANDPAR
(5,25),(25,24),-1.10912 # DEPENDENCYPART_GRANDPAR
(5,25),(25,26),-0.396891 # DEPENDENCYPART_GRANDPAR
(5,25),(25,27),0.526719 # DEPENDENCYPART_GRANDPAR
(5,25),(25,28),-0.529596 # DEPENDENCYPART_GRANDPAR
(5,26),(26,21),-0.828952 # DEPENDENCYPART_GRANDPAR
(5,26),(26,22),-1.27421 # DEPENDENCYPART_GRANDPAR
(5,26),(26,23),-0.818853 # DEPENDENCYPART_GRANDPAR
(5,26),(26,24),-1.44794 # DEPENDENCYPART_GRANDPAR
(5,26),(26,25),-1.26883 # DEPENDENCYPART_GRANDPAR
(5,26),(26,28),-0.457537 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.758985 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.50639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,9),-0.569376 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.458427 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.322412 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.688214 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.679515 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.763962 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.09449 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.1154 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.81965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.285425 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.438647 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.325029 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.189014 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.598467 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.42552 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.839676 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.167715 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.529006 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.191127 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.60341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.295773 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.355007 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.852785 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.216821 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.557015 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.480081 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.324659 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.845858 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.852784 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.219281 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.101671 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.478356 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.310362 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.32454 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.845557 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.8819 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.60859 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.852784 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.13049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.219281 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.101671 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.026607 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.127405 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.310362 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.32454 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.866037 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.932557 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-1.14586 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.531203 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.353784 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.294234 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.0426183 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.57561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,12),-0.225432 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.626956 # DEPENDENCYPART_GRANDPAR
(8,1),(1,18),-0.749853 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),-0.396626 # DEPENDENCYPART_GRANDPAR
(8,1),(1,20),-0.854818 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.0948834 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.154824 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.22643 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.218643 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.376643 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.14537 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.0332516 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.0217334 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.476618 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.5794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,1),-0.218598 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.370463 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.221204 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0332428 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.0217281 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.476632 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.169009 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.430332 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.304904 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.251251 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.285507 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.097524 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.57145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.0243208 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.501601 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.47899 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.123283 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.622849 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-1.04355 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.294478 # DEPENDENCYPART_GRANDPAR
(8,5),(5,25),-0.48461 # DEPENDENCYPART_GRANDPAR
(8,5),(5,26),-0.820076 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.186822 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.5577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,3),-0.237051 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.115031 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.245253 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.77118 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.748569 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.963579 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.843401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0600701 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0374595 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.084948 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.476747 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.963579 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.848122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.79258 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0368253 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.500376 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0864008 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.477796 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.932575 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.879511 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.963579 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.584089 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.848122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.79258 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.259297 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0854206 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.500376 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0864008 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.180684 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.243325 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.347297 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.756627 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.751877 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),0.271743 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.862963 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.260028 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.441492 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.675388 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.451923 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.368876 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.394451 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.418351 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.544866 # DEPENDENCYPART_GRANDPAR
(8,19),(19,27),-0.610582 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.671693 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.30516 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.461192 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.684557 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-1.06913 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.706747 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-1.10699 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.337518 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.725047 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.57813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-1.02123 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.20518 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-1.3127 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.44085 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.795559 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.989901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.23494 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.404967 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.113801 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.500503 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-2.18112 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.8162 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.44085 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.82658 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.795559 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.989901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.559266 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0602055 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.404967 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.113801 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.687178 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.446596 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.807166 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.797672 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.31481 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-2.12787 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.76296 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.67085 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-1.77463 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-1.00377 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.31951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.233002 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0490542 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.569396 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),1.08119 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0252223 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.191429 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.209922 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.360437 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.0141551 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.726961 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-1.2023 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.67752 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-1.09226 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-1.14625 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-0.570206 # DEPENDENCYPART_GRANDPAR
(9,14),(14,26),-0.414796 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-0.566795 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.168569 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.264128 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.506863 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-1.10944 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.403903 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.307289 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.644624 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-1.30269 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.70308 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-1.12801 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.611115 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-1.16113 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-1.12063 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-3.28311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-1.46654 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.36848 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.751309 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.663457 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-3.17804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-1.36147 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.63523 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.12846 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-2.41694 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.8148 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.71389 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-2.26492 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.894344 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-2.08592 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.70289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0214084 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.235339 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.839862 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.961027 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.724975 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-1.51236 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0181473 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.968785 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.84819 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.643389 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.27063 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-2.3637 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-1.76156 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.69131 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-2.21298 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.10255 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-2.03268 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-2.02785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.21128 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.5332 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.91395 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.298777 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.410062 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.34001 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.636885 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.0411306 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-1.43022 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-1.55303 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-1.22804 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-1.39696 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-1.62881 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-1.02058 # DEPENDENCYPART_GRANDPAR
(10,14),(14,26),-0.391873 # DEPENDENCYPART_GRANDPAR
(10,14),(14,27),-0.822946 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.445662 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.390629 # DEPENDENCYPART_GRANDPAR
