# _root_ " Chtěl jsem víc , ale v posledních třech závodech ME se mi motor Porsche rozsypával , " říká Bartoš .
#goldHeads=6,6,2,2,6,19,16,10,10,7,10,16,16,16,14,6,6,6,0,19,0,
#predictedHeads=2,19,2,2,6,2,16,10,10,7,10,16,16,16,14,6,2,2,0,19,0,
(14,13),(14,15),-0.0548252 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0411628 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0776647 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0036942 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0518904 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0467028 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0349133 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00235027 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0678815 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.047753 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0203901 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.00756155 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0196854 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0162038 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.00254658 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.00933467 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0543739 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0114831 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0108456 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.00728431 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0171763 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.054362 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0114713 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0105847 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0058907 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0191263 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0245868 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.109546 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0296764 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0753292 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.112759 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.00328588 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0514909 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0130578 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0107978 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.00363097 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.0875106 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.195303 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0364171 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.161957 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0545661 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.0110672 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0432291 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0365962 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.0317531 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0182668 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0671468 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0211933 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0293871 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0316967 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.00706366 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.967782 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0141691 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0102244 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.106656 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.161643 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0478361 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.100663 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0339048 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.0327138 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0701292 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0620283 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0126279 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.01799 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0409866 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0100895 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0150302 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0126558 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.00597716 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0258022 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0418708 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0258929 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.0186277 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.0328083 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0544931 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.0548719 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.191071 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.00159705 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0107416 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.0346473 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0292852 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.100788 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.115783 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.032245 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0346193 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.00422938 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0126846 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0680699 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.0150623 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0272071 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.165716 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0177955 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.0516644 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0157744 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0348999 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.022265 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0282871 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.00139611 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0384337 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0246837 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.022373 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.0437949 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0251389 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.00676549 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0149811 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.179535 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.0319033 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.0387731 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.00912497 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.00314495 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0267188 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.00174227 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.025981 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.094671 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0243954 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.026705 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.181764 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.178996 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.071375 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.00118308 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0253276 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.116321 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.11695 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0926773 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0968094 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0984981 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0763692 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0503797 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0992181 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.097012 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0344518 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0155995 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.00945024 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.00723868 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.092892 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.117904 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0890029 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.00547832 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.012871 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.00508352 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0296839 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.00785461 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.00548104 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.00765719 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.00750013 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0492259 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.0123647 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.104338 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0103739 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0405964 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0369466 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0135359 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0223503 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0430158 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0407539 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0383946 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0252087 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0939238 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0673463 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0997279 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0583341 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0659925 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0304451 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.00639566 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0607222 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0583478 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.048437 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0218293 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0758718 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.00160338 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.00944264 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.198438 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.00776735 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.047168 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.196499 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.189548 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.00200167 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0123228 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.017193 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0420611 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0235876 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.00757585 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0473593 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.196939 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.189988 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.00547746 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0102991 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0209818 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0420981 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0246864 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0333535 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0291428 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0315172 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0347428 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0146269 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0321769 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0586236 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.169472 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.000273163 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.00264756 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0170087 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.074424 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.045577 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0316954 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.180627 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.190599 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0206935 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00710071 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0294973 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0725051 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0425998 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00112765 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0146646 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.017401 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0392915 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0212548 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0427408 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.102788 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.106766 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.111555 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0502932 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00495414 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.100341 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0253973 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.00561804 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.129663 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.256297 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.25944 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.0887157 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.030595 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0059068 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0010013 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0257413 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0246038 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.278123 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.96436 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.106012 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.00648292 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.0466046 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.048948 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0182671 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0289942 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.066245 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0530052 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0541103 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.00111988 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0337434 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.492347 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.017271 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.00970854 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0296454 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0467688 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.09983 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0865902 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0876953 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0124847 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.00694349 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.459429 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.060645 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.0502965 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.028218 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.0338181 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.0729222 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0717847 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0499201 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0244773 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0445478 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.0445565 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0318497 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0474756 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0380905 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.039697 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.025557 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.00130882 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0613539 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0433316 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0101487 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.00523023 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0041251 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.107457 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0269045 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0757283 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0420318 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.00290305 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.00328056 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.13318 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.003832 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0454153 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.152534 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.00886175 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.145579 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0025268 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0284662 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.159145 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.137916 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0120117 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.030633 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.174758 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0509737 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.523421 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0125466 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0659305 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0203235 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0354255 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0400929 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0407032 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.056404 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.00441566 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.293642 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0647553 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.00567355 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0023357 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0717198 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.28103 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0207771 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0446022 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0460811 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0651075 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.266881 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0224428 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0610921 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0363022 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0161183 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.313067 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.066275 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.00473381 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0428893 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0126112 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0142061 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0133481 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.110602 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.119861 # DEPENDENCYPART_SIBL
(19,1),(19,2),0.0559418 # DEPENDENCYPART_SIBL
(19,1),(19,3),0.163697 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.0219261 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.147061 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.0320133 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.0140815 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.0363529 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.0452373 # DEPENDENCYPART_SIBL
(19,1),(19,10),0.0171037 # DEPENDENCYPART_SIBL
(19,1),(19,11),0.00361739 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.0190243 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.0590065 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.0147376 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0170473 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0594803 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.147061 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.088629 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0897522 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.00400839 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.230044 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.062249 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.0878417 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.0795483 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.00562288 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.0992163 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0924623 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.0496922 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0550543 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0294225 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.00512285 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.0520944 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0497201 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.304245 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.0878417 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0855179 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0218529 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0214347 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.0179625 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.042138 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.0087721 # DEPENDENCYPART_SIBL
(19,3),(19,7),0.163534 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.0311167 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.0201687 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.00316669 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.00852877 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.11192 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.120317 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.00556895 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.00319461 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.205411 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.042138 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0336081 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.01397 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0208982 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.0891568 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.0375362 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.110158 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.0188773 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.00182361 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.0218757 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.0158535 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.100168 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.123317 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.019457 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0217677 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0390716 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0891568 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.0589335 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0280786 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.169584 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.0239296 # DEPENDENCYPART_SIBL
(19,5),(19,7),0.0573422 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.0181689 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.00314698 # DEPENDENCYPART_SIBL
(19,5),(19,10),0.0333114 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.00833489 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.0527269 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.16307 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.030988 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.0332976 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.0907254 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.145342 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0298936 # DEPENDENCYPART_SIBL
