# _root_ Na jídelním lístku je stále nejméně 20 hotových jídel , dále několik jídel z ryb , ale i jídla bezmasá a na objednávku .
#goldHeads=4,3,1,0,4,7,17,9,7,17,17,17,12,13,14,17,4,19,17,21,19,21,22,0,
#predictedHeads=4,3,1,10,4,7,4,9,7,17,12,17,12,13,14,17,0,19,17,21,19,21,22,0,
(4,21),(21,12),0.0968467 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.120238 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),0.10487 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.397783 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),0.0520258 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),0.0535373 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),0.0373794 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.0208202 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),0.191269 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.504229 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.0727197 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-1.25488 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.00048954 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-1.22432 # DEPENDENCYPART_GRANDPAR
(4,23),(23,18),0.168471 # DEPENDENCYPART_GRANDPAR
(4,23),(23,20),0.622021 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),0.233618 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.346395 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-1.16026 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.123819 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.220064 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.96624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.409342 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.078159 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.00555289 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.399805 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.91181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.347876 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.628075 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.655694 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.631717 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.562381 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.580327 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.570421 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.592976 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.777298 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.584297 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.867287 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.700611 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.589992 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.888164 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.94105 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.755619 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-1.04381 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.531445 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.913935 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.722148 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.41865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),-0.337759 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.221674 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.232988 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.45011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.114636 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.250003 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.479565 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.692609 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.6458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.0766507 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.341106 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.18898 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.263543 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.287833 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.198882 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.163202 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.472225 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.433685 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.43994 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.652608 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.194896 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.77605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,2),-0.373222 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.460919 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.24938 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.32303 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.83038 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.033277 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.71458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.31725 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.422602 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.317299 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.542386 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.570555 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.331105 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.782456 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.604001 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.572854 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.84856 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.686886 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.523436 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.93305 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.858818 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.842659 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-0.829989 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.293244 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.516175 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.75843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.513688 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.347662 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.519929 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.25052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0509077 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.651808 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.01167 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.459798 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.44803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0549747 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0420743 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.240684 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.277934 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0402762 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.355393 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.45189 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.477812 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.853079 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.70321 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.10283 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.587433 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.49254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0463347 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.207273 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0340564 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.387583 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.148427 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.635049 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.422367 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.466649 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.61296 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.422088 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.761825 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.691103 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.660522 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.647328 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.362347 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.101225 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.455417 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.272123 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.286059 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.121388 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.186908 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.30247 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0255564 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.271081 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.17338 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.71852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.0238735 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.481639 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.661372 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.661284 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.817621 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.833655 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.700854 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.639544 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.460854 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.697992 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.698342 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.901264 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.57954 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.850736 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-0.717351 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.20051 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.300684 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.143743 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.110985 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.470133 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.208239 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.112486 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.300673 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.433827 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.111537 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.47145 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.679333 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.784079 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.593791 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.20045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,1),-0.357813 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.774649 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.647468 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.443522 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.26116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.460932 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.209232 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.217951 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.257715 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.336436 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.0820742 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.472468 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.647468 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.443522 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.26116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.460932 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.0828815 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.195656 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.348993 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.342342 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.336436 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.145682 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.187404 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.0820742 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.13923 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.472468 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.0594335 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.442653 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.158801 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.00130687 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.225212 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.240941 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.000341072 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.463642 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.100206 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0129309 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.09951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.745218 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.46354 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.624917 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0922783 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0601159 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.09949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.745919 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.674822 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.449829 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-1.50615 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.577744 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.131272 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0346435 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0495581 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.12483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.626039 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.926019 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.641875 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-1.60674 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.51957 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.257586 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.22153 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.660142 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.508484 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0573709 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.199139 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.78642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,1),-0.671273 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.863186 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.512188 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.148862 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.194955 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.78718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.260748 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.791368 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-1.59934 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-1.00191 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.66064 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.195554 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.157965 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.242057 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.66799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,13),-0.672847 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.640739 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.132938 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0819593 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.140141 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.25664 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-2.15946 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.23743 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.485644 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.45092 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.636332 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.503365 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.735061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0786566 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.174862 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.122486 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.182665 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.0489916 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.0326895 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.0280173 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.384765 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.0110428 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.303895 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.877598 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.13736 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.80349 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.09536 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.909146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.481888 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.155449 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.130793 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.201036 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.137862 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.0812673 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.752819 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.327775 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.27753 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.22207 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.670354 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.475021 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.407064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.811042 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.153705 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0591143 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.021834 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.379921 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.0895804 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.0222821 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.92894 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.459913 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),0.00195043 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.433914 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-1.07511 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0983686 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.014664 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.0802234 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.454958 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-1.18457 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-2.17379 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-1.94959 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-1.2281 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.460452 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.424523 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.656236 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.467889 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.963681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.79709 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.166267 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.205696 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.0314624 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.0718206 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.323239 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.43032 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.126188 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.618891 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.152415 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.00127272 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.272963 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.763574 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.313893 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),0.484457 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.165925 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.642264 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),0.103681 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.0772262 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.54204 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.111685 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),0.0999823 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.145414 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.0093927 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.0790511 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.0984089 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.172568 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.238209 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.13465 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.398271 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.116813 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.442905 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.111991 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.310118 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-2.11359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.491365 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.821627 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.914447 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.986974 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.87425 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.801626 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.829765 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-1.19696 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-0.982909 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-1.0182 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-1.13255 # DEPENDENCYPART_GRANDPAR
(10,4),(4,23),-1.27401 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.0414263 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.1738 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.103133 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.204055 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0236958 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.0526551 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.194082 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.177339 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.0594856 # DEPENDENCYPART_GRANDPAR
