# _root_ Rozdíl je v tom , že je ve vyhlášce přesně limitováno , co může být soutěžícím poskytnuto .
#goldHeads=2,0,2,3,6,4,6,7,8,11,7,14,14,7,17,17,14,0,
#predictedHeads=2,0,2,3,6,4,6,7,8,11,7,6,17,12,17,15,14,0,
(14,10),(14,15),-0.0430537 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0828924 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0121104 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.218287 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0934912 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.154197 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.147476 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0429121 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.00874065 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0500339 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0321184 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0196021 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0159919 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.054665 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0429862 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.074852 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.238463 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0673377 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.164387 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.379503 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.341312 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0554503 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0384318 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.163952 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.00573577 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.00869921 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0178165 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.19868 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0379906 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0254565 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.145657 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.199853 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.069262 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.107684 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0541953 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0191644 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0412121 # DEPENDENCYPART_SIBL
(15,7),(15,9),-5.72893e-05 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.019056 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.284782 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.10899 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.144916 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.314403 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0292764 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0411317 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0192116 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0109146 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0642546 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0109437 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.24471 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.18822 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0553038 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0709256 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0552609 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.072747 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.044982 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.00592228 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.135116 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.19007 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0497278 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.137408 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0748625 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0806012 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.00134226 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.146199 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0971449 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0384658 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0776285 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0164873 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.202869 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0922127 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.158292 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.283593 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0508228 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.018494 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0487302 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0551937 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.00681282 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0567712 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.000835637 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0309197 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0655314 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.266963 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0944725 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.198768 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0700815 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0456471 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0795456 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.00393539 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.169284 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.01473 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0494507 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.0200925 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.0231165 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.0703179 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.0200925 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.0242199 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.213771 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.0396627 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.157995 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.216726 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0528029 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.0805524 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0361135 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.121475 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0849558 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.278875 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.059453 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.00135258 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.040491 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.103841 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.131457 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.284754 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.395755 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.00275155 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0288103 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.0712004 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.00193622 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.00497667 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0275991 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.291014 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.150963 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.00497154 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0227266 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0829523 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.0950074 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.118594 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.121043 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0755936 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.202468 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.169854 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.167009 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.215949 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.201347 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.059453 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.00135258 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.040491 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.103841 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.131457 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.284754 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.395755 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.00275155 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.00224753 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0307309 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.227711 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.155863 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.00925137 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0329227 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0521228 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.0466542 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.147453 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.206942 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0332687 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0610182 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0253233 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.141876 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0836319 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.00761942 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0518367 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.217576 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.105772 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0678234 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0170131 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0257894 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0209231 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0607002 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.165293 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.375461 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0584307 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0289063 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0369668 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.212762 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.266847 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.811334 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.519199 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.47283 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.0866809 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.568969 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.316027 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0154476 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.476303 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.404635 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.615513 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.315173 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.529579 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.737342 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.4359 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.597254 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.446638 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.379873 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.448118 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.101553 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.363168 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.512305 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.3877 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.854875 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-1.04476 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.802683 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.725857 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.547527 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.301165 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.617572 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.303193 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.772513 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.0254661 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.0552541 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.040967 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.130903 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.574693 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.272541 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.473208 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.608791 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.756192 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.521244 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.663199 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.1454 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.974793 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.630313 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.47283 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.490119 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.312816 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.779304 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.308805 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.397928 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.404635 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.532883 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.615513 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.315173 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.529579 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.136523 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.737342 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.4359 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.492735 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.568897 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.188838 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.672472 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.362183 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.378198 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.416891 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.325623 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.690347 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.555362 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.552045 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.156698 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.75047 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.617572 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.303193 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.772513 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.209067 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.379896 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.368216 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.562578 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.808805 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.75597 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.353874 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.0133897 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.281259 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.481199 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.478179 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.171175 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.0121255 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.467828 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.539828 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.276429 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.383055 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.33417 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.445961 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.40837 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.715253 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.48149 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.424996 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.596608 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.690758 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.564907 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.591689 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.32534 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.0728901 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.452666 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.465555 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.36441 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.730416 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.574461 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.452027 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.622488 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.58337 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.364877 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.444392 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.492564 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.0554325 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.491749 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.571658 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.178896 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.378685 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.41413 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.319237 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.691333 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.552863 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.576584 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.565654 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.309301 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.861453 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.0970603 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-1.05383 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.934758 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.40499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0755256 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.449089 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.241494 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.247435 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.700784 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.529417 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.564247 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.747261 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.549772 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-1.06575 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-1.02809 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.577574 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.732875 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.244906 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-1.12523 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.53027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.205456 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.465773 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.181384 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.740385 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-1.56779 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.812061 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.774052 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-1.07218 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.8216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.348756 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.322493 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0896987 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.456825 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.573004 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.545386 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.565197 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.568872 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.758301 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.875153 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.83581 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.31921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.271207 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.386015 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.449273 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),0.267804 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.0243763 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.0628723 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.359421 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),0.18293 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.23706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,5),-0.0230036 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.169219 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.296486 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.901415 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.131161 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.245926 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.105477 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.593399 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.67142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.00717616 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.140191 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-1.011 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.795937 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.422639 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.75714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.12836 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.374221 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.191583 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.565324 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.0234524 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.0455708 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.222116 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),0.0376549 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.196484 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.210937 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.409598 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.68632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.215137 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.0956414 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.327595 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.326058 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.568028 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-1.02171 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.0305731 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.422636 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.264277 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.439652 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.585597 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.605837 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.0280983 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.570694 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.00790837 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.126817 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.733973 # DEPENDENCYPART_GRANDPAR
