# _root_ Nyní věnujme pozornost oblasti , která sice není středem pozornosti širší veřejnosti , přesto může podstatnou měrou ovlivnit rozvoj budoucích generací - mimoškolní činnosti dětí a žáků .
#goldHeads=2,0,2,22,14,14,14,14,8,9,12,10,14,4,14,17,18,15,18,21,19,2,24,22,26,24,26,0,
#predictedHeads=2,0,2,2,8,8,8,4,8,9,12,10,14,15,0,17,15,15,18,21,19,15,22,23,26,24,26,0,
(4,8),(8,15),0.128203 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),0.0840347 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),0.322791 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.609117 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.293305 # DEPENDENCYPART_GRANDPAR
(4,8),(8,25),-0.845744 # DEPENDENCYPART_GRANDPAR
(4,8),(8,26),-0.27775 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0206972 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.442536 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.609452 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-1.01219 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-1.23914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),1.24282 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),1.37782 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.219417 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),0.32081 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),0.143764 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.0992729 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.456122 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),0.114055 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.205087 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.113145 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.279598 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),0.0656644 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),0.402378 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.627487 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.383548 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.202584 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.338875 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.900924 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-1.01229 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-0.864114 # DEPENDENCYPART_GRANDPAR
(4,15),(15,26),-0.275813 # DEPENDENCYPART_GRANDPAR
(4,15),(15,27),-0.641786 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.572186 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.653099 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.217407 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.297709 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.387109 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.35835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.706867 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-1.21912 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.39403 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.24144 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.06272 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-1.24645 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.348044 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.469227 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.353044 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.814112 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.842684 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.45352 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.343752 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.465874 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.289711 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.4885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.814117 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.673092 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.84269 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.45422 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.14674 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.879804 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.20468 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.25714 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.34838 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.63441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.056728 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0626576 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.139074 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.317902 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.398676 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.157479 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.520569 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.451881 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.467079 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.57913 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.357414 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.65286 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.702902 # DEPENDENCYPART_GRANDPAR
(5,8),(8,25),-1.0322 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),-0.586488 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.263694 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0267818 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.528373 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.677595 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.75671 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.949225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-1.07871 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.3858 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.910861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0453977 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.37616 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.218578 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.605311 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0716088 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-1.12026 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.714063 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.655944 # DEPENDENCYPART_GRANDPAR
(6,9),(9,26),0.171768 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.663266 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.76141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.525596 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.14294 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.14461 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.07783 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.97924 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.12834 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.774349 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.23214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.0269268 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.165767 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.234128 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.226024 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.166527 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.342464 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.481161 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.237528 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.451208 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.386956 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.246774 # DEPENDENCYPART_GRANDPAR
(7,8),(8,25),-0.351629 # DEPENDENCYPART_GRANDPAR
(7,8),(8,26),-0.458108 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.134271 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.270626 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.197917 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0624291 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.47813 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.203181 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.0627305 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),-0.115978 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.852941 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.884926 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.735832 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-0.666722 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.174423 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.8204 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0281304 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.109772 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.31884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,11),-0.827086 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.114333 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.880312 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.269654 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0149115 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0855012 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.29888 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.31752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,11),-0.827143 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.608283 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.234199 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.0230925 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0486574 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.464758 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.68673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,5),-0.0811338 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.299449 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),0.150852 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.381078 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.31803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,2),0.131297 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.296921 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.0670898 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.231052 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.156256 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.261234 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.193333 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.174263 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-1.18098 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),0.579026 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-0.110748 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.725536 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.167174 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.277616 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.209251 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.290452 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.163362 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-1.19736 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-1.51467 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.421122 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.432492 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.715254 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0218857 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.141927 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.294154 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.151311 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.602451 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-1.20425 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),0.556074 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.932634 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.8746 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.601293 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.245272 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.851235 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.26716 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.881547 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.576251 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.234583 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.96797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.194135 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.544012 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.717774 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.573231 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.430945 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.682604 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.912799 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-1.46107 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.298761 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-1.2488 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.407566 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.651741 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.255155 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.00991844 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.437108 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.293594 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.331061 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.0605835 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.865582 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-1.37354 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),0.358876 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-1.065 # DEPENDENCYPART_GRANDPAR
(8,14),(14,28),-0.549153 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.41716 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.40935 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.829518 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.651112 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.257751 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.0281246 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.80743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.203031 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.534499 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.671636 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.557803 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.140778 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.388729 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.915777 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-1.49216 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.164185 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-1.18292 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-1.2518 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-1.46267 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.18374 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-1.18793 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-1.80695 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-2.33842 # DEPENDENCYPART_GRANDPAR
(8,15),(15,26),-0.219655 # DEPENDENCYPART_GRANDPAR
(8,15),(15,27),-1.55442 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.12529 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.234211 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.535013 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.561262 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.912916 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.932402 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-1.1881 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.874367 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.381435 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.633316 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.226693 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.0159898 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-1.8287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.211825 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.525704 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.0861986 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.400569 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.133445 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-1.07472 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-1.47447 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-1.17877 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-1.20398 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-1.45852 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.181311 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-1.14011 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-1.8028 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-2.33428 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),-0.222876 # DEPENDENCYPART_GRANDPAR
(8,18),(18,27),-1.55027 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.531431 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.937119 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-1.1746 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.311696 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.879084 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-1.52523 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-2.07211 # DEPENDENCYPART_GRANDPAR
(8,19),(19,26),-0.122217 # DEPENDENCYPART_GRANDPAR
(8,19),(19,27),-1.26112 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-0.478407 # DEPENDENCYPART_GRANDPAR
(8,22),(22,5),-0.814046 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-1.78494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,11),-0.558904 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),-0.461157 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),-0.132627 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.0828513 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.972381 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-1.37697 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),0.390225 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-1.07491 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-1.30895 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-1.35603 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-1.19384 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-1.75259 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-2.28224 # DEPENDENCYPART_GRANDPAR
(8,22),(22,26),-0.110215 # DEPENDENCYPART_GRANDPAR
(8,22),(22,27),-1.50305 # DEPENDENCYPART_GRANDPAR
(8,22),(22,28),-0.656241 # DEPENDENCYPART_GRANDPAR
(8,25),(25,19),-0.651768 # DEPENDENCYPART_GRANDPAR
(8,25),(25,21),-0.921502 # DEPENDENCYPART_GRANDPAR
(8,25),(25,23),-0.814954 # DEPENDENCYPART_GRANDPAR
(8,25),(25,24),-1.25552 # DEPENDENCYPART_GRANDPAR
(8,25),(25,27),-1.25453 # DEPENDENCYPART_GRANDPAR
(8,26),(26,1),-0.634106 # DEPENDENCYPART_GRANDPAR
(8,26),(26,3),-0.836158 # DEPENDENCYPART_GRANDPAR
(8,26),(26,4),-1.25044 # DEPENDENCYPART_GRANDPAR
(8,26),(26,5),-1.11955 # DEPENDENCYPART_GRANDPAR
(8,26),(26,6),-0.628372 # DEPENDENCYPART_GRANDPAR
(8,26),(26,7),-0.251094 # DEPENDENCYPART_GRANDPAR
(8,26),(26,8),-1.7581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,26),(26,9),0.316548 # DEPENDENCYPART_GRANDPAR
(8,26),(26,10),-0.426371 # DEPENDENCYPART_GRANDPAR
(8,26),(26,12),-0.462328 # DEPENDENCYPART_GRANDPAR
(8,26),(26,13),-0.115528 # DEPENDENCYPART_GRANDPAR
(8,26),(26,14),-0.323464 # DEPENDENCYPART_GRANDPAR
(8,26),(26,15),-0.0483487 # DEPENDENCYPART_GRANDPAR
(8,26),(26,16),-1.01406 # DEPENDENCYPART_GRANDPAR
(8,26),(26,17),-1.36474 # DEPENDENCYPART_GRANDPAR
(8,26),(26,18),0.428466 # DEPENDENCYPART_GRANDPAR
(8,26),(26,19),-1.06974 # DEPENDENCYPART_GRANDPAR
(8,26),(26,20),-1.35104 # DEPENDENCYPART_GRANDPAR
(8,26),(26,21),-1.33645 # DEPENDENCYPART_GRANDPAR
(8,26),(26,22),-0.15467 # DEPENDENCYPART_GRANDPAR
(8,26),(26,23),-1.28621 # DEPENDENCYPART_GRANDPAR
(8,26),(26,24),-1.68759 # DEPENDENCYPART_GRANDPAR
(8,26),(26,25),-2.23694 # DEPENDENCYPART_GRANDPAR
(8,26),(26,27),-1.23717 # DEPENDENCYPART_GRANDPAR
(8,26),(26,28),-0.571344 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.185261 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.472064 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.781614 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.0332931 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.0145539 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-2.48617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.215714 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.631538 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.781812 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-1.05692 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.307218 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0477527 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.32767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,6),-0.295398 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.424171 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.07666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.062102 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.174095 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0318471 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0729346 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.175642 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-1.04108 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-1.38403 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.893497 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.70342 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.08042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),1.18757 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.113355 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.0801232 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.192178 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.839426 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-1.05003 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.130677 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.877335 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-1.2765 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.689811 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.12668 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.87101 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-2.18446 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.33178 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.841897 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.463762 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.38076 # DEPENDENCYPART_GRANDPAR
