# _root_ S obsahem dopisu , ale zejména s obsahem odpovědi M . Kováče na něj , vyjádřila koalice ostrý nesouhlas na lednovém zasedání parlamentu .
#goldHeads=5,1,2,5,19,8,5,7,8,12,10,9,9,13,5,0,16,19,16,16,22,20,22,0,
#predictedHeads=5,1,2,5,0,8,5,7,8,12,10,9,16,13,16,5,16,19,16,19,22,20,22,0,
(12,3),(12,16),0.0178538 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.053894 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0158695 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0302216 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.104862 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0150151 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.142 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.116682 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.268151 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.279464 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.270033 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0057753 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.00909722 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0696069 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.00606233 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0388284 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.02117 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0122906 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.00909722 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.136164 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.153448 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0298268 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0299781 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0394862 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.135637 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.105325 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0439125 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.00824505 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0341061 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0367499 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0445425 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.105325 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.034257 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.30147 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.301462 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.313575 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.059391 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.00407825 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.137389 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0590925 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.144361 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0163508 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.129604 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.00407825 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0538295 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0499449 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0409719 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0942781 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.105863 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0597906 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.123043 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.00564315 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.147686 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.02531 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.105863 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0169141 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0335125 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0226377 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.103495 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.00875699 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0166216 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0608231 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0172124 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.037113 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.103495 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0339487 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0223753 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.10039 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0228406 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0194199 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0549572 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.017214 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0312471 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.10039 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0366082 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.092758 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0393125 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0339453 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0606773 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0409862 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0369672 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.092758 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0811467 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.247113 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0610837 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.10653 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0859096 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.127519 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0811467 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0461918 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.00873686 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0278852 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.00739228 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0338385 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0340939 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.010917 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.00341309 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0237883 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0019436 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0276884 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.000661265 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0137695 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.00471079 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.00353497 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0339629 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0608075 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.114171 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0256427 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0189231 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.103561 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.27044 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0391522 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0151679 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.156313 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.161252 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0415191 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0364657 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00430668 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0121509 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.284318 # DEPENDENCYPART_SIBL
(13,14),(13,17),-1.04808 # DEPENDENCYPART_SIBL
(13,14),(13,19),-1.04808 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.59035 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.590347 # DEPENDENCYPART_SIBL
(13,17),(13,19),-1.46088 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0731871 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.150606 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0113979 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0731871 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.069159 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0848857 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0901009 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0734466 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0683434 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0301963 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0423446 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0500204 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0488254 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0590573 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.49287 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0192933 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0100084 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.00930614 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.00632876 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0355004 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0101557 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0148195 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0217752 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.169062 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.00832142 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.155412 # DEPENDENCYPART_SIBL
(15,2),(15,23),0.140573 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0502965 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.0726861 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0841864 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0498787 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0171541 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0727546 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.119478 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0886723 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.054843 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0299282 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0414851 # DEPENDENCYPART_SIBL
(15,4),(15,23),0.0140666 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0383912 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0380965 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0578486 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.184439 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0382581 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0585083 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.123567 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0395588 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.00404407 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0402602 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.0297066 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.00930614 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.00632876 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0355004 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0101557 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0148195 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0217752 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.169062 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.00832142 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.155412 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.140573 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.00718076 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.036043 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.00930373 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0199985 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0232096 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.161329 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.00962836 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.147679 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.132841 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0442628 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.00247068 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0205167 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.000187076 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.117258 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0277808 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.103608 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.0887642 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.101803 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0405777 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.157343 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0929329 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0581 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.100738 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.117816 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0154805 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0223182 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.166281 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0106212 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.152632 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.137793 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0189165 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0129758 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0625045 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.00650133 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.00219893 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0221127 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0236962 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0220547 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.023251 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.029524 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0214701 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.018486 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.037378 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.040064 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0182796 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0743883 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.0744026 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.291521 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0143065 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0259337 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0228388 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0743883 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0543631 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0708618 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.13122 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0744664 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0172409 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.291521 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.019609 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.104503 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0248107 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.014362 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.104507 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.017439 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.0400664 # DEPENDENCYPART_SIBL
(16,1),(16,24),-0.129926 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.179426 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.148224 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0230488 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0419765 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.00984706 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.179258 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.170853 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.178857 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0829054 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.179199 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.00481977 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.148224 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0398159 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0398921 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0433745 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0108285 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.0398884 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0386425 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.0564379 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.02492 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.14692 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0230398 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0418011 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.00984785 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.183498 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.175094 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.183098 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0823872 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.183439 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.00482131 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.14692 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.040232 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0366532 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0437529 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.014022 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0366495 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.0390209 # DEPENDENCYPART_SIBL
(16,3),(16,23),-0.056933 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.0217768 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0319027 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0137991 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.0249365 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.0325221 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0654835 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0237719 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.0306398 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.032564 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0362769 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.176228 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.00861061 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0410398 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0160702 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0237877 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0410398 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.00798812 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.0379178 # DEPENDENCYPART_SIBL
(16,4),(16,24),-0.0394697 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.119372 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0925737 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0912005 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0806803 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0935776 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.114758 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0910489 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.078652 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.171311 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.00110108 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0551972 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.00801515 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0387988 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0551972 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.013045 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.00712692 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.0931987 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.0399958 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0161323 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.00577776 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0171942 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.119514 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0161322 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.029651 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.181516 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0289425 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0860743 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0259395 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.00113611 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0860742 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.0180674 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.0430911 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.181696 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0743883 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0543631 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0708618 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.13122 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0744664 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0172409 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.291521 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.019609 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.104503 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0248107 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.014362 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.104507 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.017439 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.0400664 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.129926 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.170853 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.178857 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0829054 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.179199 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.00481977 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.148224 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0398159 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0398921 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0433745 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.0108285 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0398884 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0386425 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.0564379 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.02492 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.180645 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0848607 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.180987 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0158643 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.149913 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0396395 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0289949 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.043198 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0279354 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0289913 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.038466 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.0562614 # DEPENDENCYPART_SIBL
(16,9),(16,24),0.00602492 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0948417 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.189682 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0146759 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.161761 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0531913 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0382416 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0567499 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.00190913 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0382379 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0520179 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.0698189 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.0103537 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.00885072 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0728327 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.124925 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0904462 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0584007 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0925276 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0255277 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0584007 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0780016 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.104561 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.11615 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.00481769 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.146763 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0353487 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0365695 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0389073 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0141486 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0365658 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0341753 # DEPENDENCYPART_SIBL
