# _root_ Psaní je pro mne paralelní život - i když hlubší než můj život veřejný , a navíc si myslím , že být spisovatelem z povolání je nebezpečné . . .
#goldHeads=2,16,2,3,6,2,9,9,5,9,10,13,11,13,16,0,19,19,16,21,19,26,22,23,24,21,26,0,0,0,
#predictedHeads=2,16,2,3,6,2,9,9,2,9,10,13,11,13,16,0,19,19,16,21,19,26,22,23,24,21,26,0,0,0,
(2,9),(9,29),-0.3967 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.259716 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.36512 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.0449146 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),0.0625351 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.243685 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.218544 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),0.425211 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.0177209 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.21811 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.0483082 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.245532 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.216057 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.0635467 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.566523 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.200101 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.278186 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),0.365166 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.193346 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-1.07162 # DEPENDENCYPART_GRANDPAR
(2,14),(14,3),0.0285583 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.0637781 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.303781 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),0.0483585 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.107988 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.434205 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.358847 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.209533 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.585835 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.360465 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),0.297803 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),-0.552053 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-1.73299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,12),-0.200794 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.298536 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.578906 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.93323 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.502239 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-1.71023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,3),0.0107895 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),-0.405509 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),-0.239629 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),0.146524 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),0.00936134 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),0.290168 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.00200767 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.480165 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.153009 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.271057 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.508033 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.549453 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.17077 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.383248 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.703987 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.553654 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.318825 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),0.260976 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.556386 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-1.12767 # DEPENDENCYPART_GRANDPAR
(2,16),(16,24),-0.420127 # DEPENDENCYPART_GRANDPAR
(2,16),(16,26),-0.999305 # DEPENDENCYPART_GRANDPAR
(2,16),(16,27),-1.11255 # DEPENDENCYPART_GRANDPAR
(2,16),(16,28),-0.664513 # DEPENDENCYPART_GRANDPAR
(2,16),(16,29),-0.457039 # DEPENDENCYPART_GRANDPAR
(2,16),(16,30),-0.572869 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),0.275873 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-1.73299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,18),-0.672675 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.909191 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),0.167528 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.755717 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.495269 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),0.105399 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.205543 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-1.46819 # DEPENDENCYPART_GRANDPAR
(2,21),(21,24),-0.596141 # DEPENDENCYPART_GRANDPAR
(2,21),(21,26),-0.524521 # DEPENDENCYPART_GRANDPAR
(2,21),(21,28),-0.603992 # DEPENDENCYPART_GRANDPAR
(2,21),(21,29),-0.396519 # DEPENDENCYPART_GRANDPAR
(2,21),(21,30),-0.512349 # DEPENDENCYPART_GRANDPAR
(2,27),(27,23),-1.3533 # DEPENDENCYPART_GRANDPAR
(2,27),(27,24),-0.259441 # DEPENDENCYPART_GRANDPAR
(2,27),(27,25),-2.0795 # DEPENDENCYPART_GRANDPAR
(2,27),(27,28),-0.781921 # DEPENDENCYPART_GRANDPAR
(2,27),(27,29),-0.574447 # DEPENDENCYPART_GRANDPAR
(2,27),(27,30),-0.690277 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.278235 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.5283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.561728 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-1.22123 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-1.13188 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.2495 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.39692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.642437 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.352574 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.0787223 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.163226 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.43241 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.38515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.821648 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.382321 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.23417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.9247 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.660296 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.150355 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.128705 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.0902898 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-1.34181 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-1.58618 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),0.0637752 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.908242 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.73671 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.419544 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.63151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.606009 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-1.13222 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.632903 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0281798 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.196284 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-1.68393 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.423637 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-1.92664 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.0724437 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-1.53948 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.408182 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.45782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.650542 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-1.0351 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.344862 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.120871 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.201062 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-1.44172 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.399114 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.822439 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-1.68501 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.414194 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.0977985 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-1.18836 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.35346 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.403636 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.609526 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.148356 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.000294865 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-1.42836 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.364991 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.913104 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.385608 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.0472967 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.351737 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-1.06788 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.324875 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.742058 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-1.01071 # DEPENDENCYPART_GRANDPAR
(3,9),(9,26),-1.37575 # DEPENDENCYPART_GRANDPAR
(3,9),(9,29),-0.345956 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.361206 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.124774 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.15509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-1.40998 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-1.16568 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.30868 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.15181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-1.35856 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.26667 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.22686 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.732078 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.705301 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.882757 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.405325 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.62859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.591252 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.449638 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.6201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.64889 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.657361 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.258167 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.262755 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-1.07858 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-1.13846 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.596647 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-1.43367 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.04757 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.07424 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.519315 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.68597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.879118 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.61883 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.269363 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.269734 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-1.28975 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.362578 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-1.34772 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.589269 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-1.06569 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.23952 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.611726 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.77484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.980779 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.631187 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.771942 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.361919 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-1.15246 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.427299 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.916915 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-1.21156 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.827213 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.692657 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-1.53166 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-1.10306 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.685499 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.193517 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.230076 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.23709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.863764 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.743225 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.135674 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.14456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.905994 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.369747 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.172724 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.373175 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.91334 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0916215 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.09934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.654537 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.334343 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.0307589 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.566157 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.842745 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.37199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.0753463 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.183916 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.040678 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-1.07638 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.715308 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.22934 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.728288 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.295619 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.0305325 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.406113 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.78406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.736123 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.924621 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.904923 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.790064 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.399001 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.308172 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.37351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.583507 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.646422 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.373766 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.116004 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0400521 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.55828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,1),-1.91962 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.73212 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.961448 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.722428 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.976994 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.43459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.471874 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.477196 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.902987 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.388002 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.804705 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.500684 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.8855 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.85013 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.992265 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.756731 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.00316 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.66068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0439655 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.586425 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.635859 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.467498 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.766263 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.540825 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.635116 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.643543 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.731594 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.794406 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.83929 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.88799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.0119893 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.412276 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.609522 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.389361 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.814891 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.575421 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.545054 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.732963 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.57115 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.734711 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.0484017 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.702108 # DEPENDENCYPART_GRANDPAR
(6,9),(9,26),-1.24005 # DEPENDENCYPART_GRANDPAR
(6,9),(9,29),-1.20863 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.6643 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.205023 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.00716316 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.145726 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.461416 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.849072 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.861202 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.818837 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.127571 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.111021 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.70575 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.612068 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.389311 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.649764 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.440138 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),0.11482 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-0.989239 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-1.96687 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-1.95825 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-1.05337 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.803534 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-1.12217 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-1.66187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.153967 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.541725 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.291645 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.940974 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.268124 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.0725766 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.922335 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.839919 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.608789 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.679411 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-1.0375 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.570584 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.771526 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),0.0576144 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.68807 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.913076 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-1.11134 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),-1.27187 # DEPENDENCYPART_GRANDPAR
(6,16),(16,27),-1.17501 # DEPENDENCYPART_GRANDPAR
(6,16),(16,28),-1.50881 # DEPENDENCYPART_GRANDPAR
(6,16),(16,29),-1.27539 # DEPENDENCYPART_GRANDPAR
(6,16),(16,30),-1.42955 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-1.71437 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-1.68277 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.941583 # DEPENDENCYPART_GRANDPAR
(6,19),(19,7),0.0283727 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.179519 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-1.12447 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.236188 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.738923 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-1.02397 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.366348 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.558671 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.640178 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-1.00058 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.518161 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.00843484 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.703165 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.718346 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-1.03657 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),-1.27158 # DEPENDENCYPART_GRANDPAR
(6,19),(19,27),-1.49846 # DEPENDENCYPART_GRANDPAR
(6,19),(19,28),-1.35786 # DEPENDENCYPART_GRANDPAR
(6,19),(19,29),-1.12445 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.158215 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.193757 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0125684 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.100373 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.0158709 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.0408076 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.0370713 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.153407 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.0564711 # DEPENDENCYPART_GRANDPAR
