# _root_ avšak hlavním důvodem , proč se nekonají oba špičkové jazzové festivaly , je nedostatek peněz .
#goldHeads=0,3,13,7,7,7,3,11,11,11,7,7,1,13,14,0,
#predictedHeads=3,3,13,7,7,7,3,11,11,11,7,7,0,13,14,0,
(12,3),(12,15),0.175628 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0276465 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0499201 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.012054 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0310342 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0310342 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0729228 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.104256 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0280735 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0325829 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.018469 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0255314 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0734921 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0734921 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0498117 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.707957 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0304354 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0175853 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.00692759 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0314475 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0314475 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.00491887 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.00948331 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0284608 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0438669 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.00133672 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.100325 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.00730092 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.039717 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0144208 # DEPENDENCYPART_SIBL
(12,9),(12,15),-3.27852e-06 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00461014 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0127103 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.039717 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0198295 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.00541196 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00461014 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0164515 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.126806 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.157268 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0315608 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00447556 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.00785412 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.18415 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0293097 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.15121 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.123554 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0648602 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0662365 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.093944 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0249095 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.036292 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0645972 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0373608 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0642527 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0642584 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0624519 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.093944 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0139833 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.00923503 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.104974 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.111455 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.00586493 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0439523 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0504242 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0217232 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0199235 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.00798217 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.00798217 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.107705 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.00586493 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0204238 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0111572 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0587326 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.164957 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0799432 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.162381 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.124982 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.139621 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.260266 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.260266 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.391979 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.164957 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0363381 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0357711 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0609517 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.28932 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0983459 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0482692 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0203234 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.024525 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.024525 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0097264 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.185882 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0394613 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.00604434 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.120724 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0763018 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.117548 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0293868 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0636281 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0636281 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0610071 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.04138 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0229128 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0151032 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.186955 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0799847 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0636332 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0656758 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0656758 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0620993 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.224679 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0467997 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0592314 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.22143 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.082451 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.077417 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.077417 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0693721 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0748523 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.00631795 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.00920279 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0664497 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0160313 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0160313 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.126177 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0523054 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0146031 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.00286437 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.000353702 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.00492496 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.100155 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.00728487 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0260525 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0156587 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0533903 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.105565 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.00728487 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0206438 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.01025 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0533903 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.147293 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.018807 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.01824 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0302858 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0394613 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.00604434 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.120724 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.126806 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.190291 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.185484 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0113054 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0721507 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.193796 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0494806 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0354995 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0354907 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0537642 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.182539 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.182389 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.128392 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0160118 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0118351 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.013612 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.45661 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.145357 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.27669 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.06799 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.0649674 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.565396 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.61792 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.382614 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.425257 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.717934 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.533448 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.293757 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.0112734 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.305393 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.614981 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0122624 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.440699 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.495837 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.375516 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.63834 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.640449 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.616744 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.668917 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.372182 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.644404 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.148518 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.377081 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.517007 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.0749257 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.516541 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.126235 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.110634 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.374585 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.386224 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.310623 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.363147 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.166265 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.481087 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),1.01197 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.180986 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.318029 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.397803 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.101379 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.686467 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.391988 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.494176 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.342945 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.864279 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.883794 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.620193 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.833152 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.176178 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.623459 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.725842 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.637685 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.158701 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.404343 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.00852621 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.377645 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.0821362 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.00615856 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.568322 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.389383 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.441908 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.0442453 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.502522 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.536453 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.0521222 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.19587 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.288617 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.496251 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.869986 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.922511 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.702003 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.561631 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.0749257 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.516541 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.126235 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.224529 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.0759652 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.615354 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.618739 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.671265 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.379123 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),1.01197 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.180986 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.318029 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.397803 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.138464 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.276056 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.0214651 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.324268 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.221312 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.122181 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.0272117 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.605534 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.376018 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.428543 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.302381 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.472835 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.10308 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.255024 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.337289 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.82452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.367176 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0692903 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.949816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.217986 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.171183 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.114933 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.0654665 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.249553 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.298821 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.410182 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.17257 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.386409 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.00343565 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.40435 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.264328 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.11688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.134464 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.242158 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0974362 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.188444 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.330202 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.411265 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.52333 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.229187 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.443778 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),0.0978305 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.471747 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.32906 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.599729 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.01837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.00445731 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.357908 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0326138 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.187909 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.27764 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.457185 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.245222 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.426501 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),0.0888877 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.475268 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.318383 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.43107 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.881724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.228121 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.602974 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.0145173 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.0684936 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.144256 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.109143 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.229523 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.341588 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),0.0673396 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.274847 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),0.213552 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.173435 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.0319005 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.441186 # DEPENDENCYPART_GRANDPAR
(1,9),(9,2),0.247593 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.503218 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.152308 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.125528 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.181447 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.405726 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.177073 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.459358 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.0767123 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.281536 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),0.241877 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.306594 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.174445 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.449083 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.125533 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.181442 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),0.405731 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.181178 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),0.241889 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.306576 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.944807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.221528 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.614067 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),0.00641649 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.141644 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.319365 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.33261 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.269537 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.206424 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.313641 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.377532 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),0.0171157 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.394691 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.254669 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-1.11688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),-0.134464 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),0.242158 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),0.0947617 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),0.120412 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.369409 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.563203 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.67562 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.239836 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),0.0978305 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.471747 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.32906 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.599729 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.796353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),0.343473 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),0.598581 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),0.0117266 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),0.046131 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.158221 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),0.379788 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.0939513 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.0840966 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.196513 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),0.112242 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.203499 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.139002 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),0.00334461 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.483744 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.272117 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.313658 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),0.143976 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.0756472 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.487967 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.92161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.756312 # DEPENDENCYPART_GRANDPAR
