# _root_ Cigarety v nákupní hodnotě asi 6 miliónů korun budou pravděpodobně dodatečně procleny , čímž se jejich prodejní cena zvýší asi o jeden milión korun , a prodány v Praze a Bratislavě .
#goldHeads=26,1,4,2,6,4,6,7,26,26,12,26,19,19,19,18,18,19,12,23,19,23,21,23,19,0,26,27,30,28,30,0,
#predictedHeads=12,1,4,2,6,4,6,7,12,12,12,13,26,19,19,18,18,19,26,23,19,23,21,23,26,0,26,27,30,28,30,0,
(2,1),(1,5),-0.428009 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.652775 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-1.42599 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.53131 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.23162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.912392 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.252767 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0789575 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.5934 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.703368 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),0.910548 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),1.90222 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.136128 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.060657 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.7026 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.327041 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.439261 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.369848 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.241652 # DEPENDENCYPART_GRANDPAR
(2,7),(7,26),-0.28873 # DEPENDENCYPART_GRANDPAR
(2,7),(7,30),-0.215167 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.817425 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.166447 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.4375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,7),-0.832036 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-2.16656 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.21624 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.579946 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.16857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),0.417476 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0592758 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.371344 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.201153 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.191908 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.327328 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.0534372 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-2.09935 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.17557 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.612683 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.09093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.430656 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.399155 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0435293 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.709148 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.755048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.369834 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.16705 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0925288 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.35228 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.283376 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.27151 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.311606 # DEPENDENCYPART_GRANDPAR
(4,7),(7,26),-0.0952235 # DEPENDENCYPART_GRANDPAR
(4,7),(7,30),-0.13798 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.689888 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.720851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.387194 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.148507 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.901981 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.340953 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.35548 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.427352 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.230847 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.69656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.552755 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.393777 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.517362 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.428956 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.492133 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.193824 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.514887 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.512887 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.521433 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.69656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.552852 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.393777 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.517362 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.00416 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.805279 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.34755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.100147 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.194964 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.18481 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.263851 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.282982 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.288917 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-0.560266 # DEPENDENCYPART_GRANDPAR
(5,7),(7,30),-0.579882 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.994613 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.805221 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.34278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.130739 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.181683 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.179345 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.465534 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.462115 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.326051 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.4391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.11355 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.00730853 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.130128 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.201572 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.266626 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.342263 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.406526 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.707162 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.455228 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.277111 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.608051 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.448467 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.459644 # DEPENDENCYPART_GRANDPAR
(5,9),(9,26),-0.531693 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0462814 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0856606 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0669169 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.239364 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0667674 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0674699 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.456082 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.459444 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.51751 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.316599 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.44104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.115078 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.00536519 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.128185 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.114173 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.191674 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.20538 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.410301 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.44489 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.257852 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.867661 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.438129 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.449306 # DEPENDENCYPART_GRANDPAR
(5,12),(12,26),-0.556352 # DEPENDENCYPART_GRANDPAR
(5,12),(12,30),-0.575967 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.932778 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-1.50557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),-0.270426 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.322399 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.384594 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.405186 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.408803 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.748241 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.630702 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.436441 # DEPENDENCYPART_GRANDPAR
(5,13),(13,25),-0.927168 # DEPENDENCYPART_GRANDPAR
(5,13),(13,27),-0.531896 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.0294679 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.229949 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.115863 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.0738384 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.75657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.22141 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.0675436 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.107886 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.344742 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0607964 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.477242 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.110584 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.290975 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0738386 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.75667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.22141 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.0675437 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.209821 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.218402 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.475353 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.292035 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.28681 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.133591 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.690641 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.587213 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.635792 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.716205 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.706881 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.780813 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.58309 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.369687 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.27653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.564254 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.167638 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0861814 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.132291 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.188266 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),-0.0811784 # DEPENDENCYPART_GRANDPAR
(6,7),(7,30),-0.213286 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.766828 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.583267 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.365684 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.31541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.237856 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.180183 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.374775 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-1.46892 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.0588393 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.351687 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.81085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-1.33292 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-1.09343 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.406072 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-1.64537 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.760091 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.66403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-1.18662 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-1.57427 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.964668 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-1.07641 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-1.0064 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-1.5506 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-1.22473 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.619102 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-1.85299 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.891466 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.26447 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.60145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-1.12781 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-2.38769 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.74259 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.443393 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.317835 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.35629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.921554 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-2.01518 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.979341 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.69718 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.576509 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.317659 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.69732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.225497 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.484007 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.63079 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.377824 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.415382 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-1.85695 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.603736 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.903726 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.810758 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-1.62317 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-1.48383 # DEPENDENCYPART_GRANDPAR
(7,9),(9,26),-0.728164 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.84674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.384923 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.830918 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.822481 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.830021 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.623257 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-2.00613 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.975836 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-2.35476 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.68813 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.575346 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.316485 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.69868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.226853 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.70851 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.501638 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.605518 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.460406 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.618419 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.909071 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-1.39649 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-1.63786 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-1.49851 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-0.773169 # DEPENDENCYPART_GRANDPAR
(7,12),(12,30),-0.791358 # DEPENDENCYPART_GRANDPAR
(7,26),(26,1),-2.2597 # DEPENDENCYPART_GRANDPAR
(7,26),(26,2),-1.02624 # DEPENDENCYPART_GRANDPAR
(7,26),(26,5),-0.697803 # DEPENDENCYPART_GRANDPAR
(7,26),(26,6),-0.418961 # DEPENDENCYPART_GRANDPAR
(7,26),(26,8),-0.47955 # DEPENDENCYPART_GRANDPAR
(7,26),(26,9),-0.836638 # DEPENDENCYPART_GRANDPAR
(7,26),(26,10),-0.700408 # DEPENDENCYPART_GRANDPAR
(7,26),(26,11),-0.80086 # DEPENDENCYPART_GRANDPAR
(7,26),(26,12),-0.212151 # DEPENDENCYPART_GRANDPAR
(7,26),(26,13),-0.681796 # DEPENDENCYPART_GRANDPAR
(7,26),(26,15),-1.35205 # DEPENDENCYPART_GRANDPAR
(7,26),(26,17),-2.06472 # DEPENDENCYPART_GRANDPAR
(7,26),(26,18),-1.12054 # DEPENDENCYPART_GRANDPAR
(7,26),(26,19),-0.728133 # DEPENDENCYPART_GRANDPAR
(7,26),(26,20),-0.936391 # DEPENDENCYPART_GRANDPAR
(7,26),(26,21),-1.52863 # DEPENDENCYPART_GRANDPAR
(7,26),(26,22),-1.55335 # DEPENDENCYPART_GRANDPAR
(7,26),(26,23),-2.0963 # DEPENDENCYPART_GRANDPAR
(7,26),(26,24),-2.03452 # DEPENDENCYPART_GRANDPAR
(7,26),(26,25),-1.10553 # DEPENDENCYPART_GRANDPAR
(7,26),(26,27),-0.45926 # DEPENDENCYPART_GRANDPAR
(7,26),(26,28),-1.33867 # DEPENDENCYPART_GRANDPAR
(7,26),(26,29),-2.14603 # DEPENDENCYPART_GRANDPAR
(7,26),(26,30),-0.897734 # DEPENDENCYPART_GRANDPAR
(7,26),(26,31),-1.88628 # DEPENDENCYPART_GRANDPAR
(7,26),(26,32),-2.28386 # DEPENDENCYPART_GRANDPAR
(7,30),(30,1),-2.2597 # DEPENDENCYPART_GRANDPAR
(7,30),(30,10),-0.700408 # DEPENDENCYPART_GRANDPAR
(7,30),(30,11),-0.80086 # DEPENDENCYPART_GRANDPAR
(7,30),(30,12),-0.212151 # DEPENDENCYPART_GRANDPAR
(7,30),(30,13),-0.681796 # DEPENDENCYPART_GRANDPAR
(7,30),(30,15),-1.35205 # DEPENDENCYPART_GRANDPAR
(7,30),(30,17),-2.06472 # DEPENDENCYPART_GRANDPAR
(7,30),(30,18),-1.12054 # DEPENDENCYPART_GRANDPAR
(7,30),(30,19),-0.728133 # DEPENDENCYPART_GRANDPAR
(7,30),(30,20),-0.936391 # DEPENDENCYPART_GRANDPAR
(7,30),(30,21),-1.52863 # DEPENDENCYPART_GRANDPAR
(7,30),(30,23),-2.0963 # DEPENDENCYPART_GRANDPAR
(7,30),(30,24),-2.03452 # DEPENDENCYPART_GRANDPAR
(7,30),(30,25),-1.10553 # DEPENDENCYPART_GRANDPAR
(7,30),(30,26),-0.846414 # DEPENDENCYPART_GRANDPAR
(7,30),(30,27),-0.284142 # DEPENDENCYPART_GRANDPAR
(7,30),(30,28),-1.30177 # DEPENDENCYPART_GRANDPAR
(7,30),(30,29),-2.44313 # DEPENDENCYPART_GRANDPAR
(7,30),(30,31),-1.88628 # DEPENDENCYPART_GRANDPAR
(7,30),(30,32),-2.28386 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.313469 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.623617 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),5.36225e-06 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.0177977 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.3218 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.23803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,1),-0.922123 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.357172 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.805507 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0958668 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.103467 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.08349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.7896 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.700158 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.663806 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.48928 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-1.2159 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-1.05567 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.572586 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-1.01372 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.229487 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.301721 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0359752 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.02019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,3),-0.652322 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.222543 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.195557 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0398605 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.23836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.878423 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.546488 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.506731 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.577909 # DEPENDENCYPART_GRANDPAR
(8,7),(7,26),-0.914079 # DEPENDENCYPART_GRANDPAR
(8,7),(7,30),-0.949224 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.86415 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.941163 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.05323 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.619406 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.625968 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.06194 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.12681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.215051 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.21374 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.143489 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0565562 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-1.1941 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),0.100444 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.338042 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.316686 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.931753 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.788219 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-0.204989 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.0821353 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.897032 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.087898 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.113943 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.16748 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.366217 # DEPENDENCYPART_GRANDPAR
