# _root_ Na setkání vedoucích pracovníků firem , které se na jeho výstavbě podílejí , se členy městské rady to uvedl ředitel společnosti Inženýring dopravních staveb Bohumil Kvasnička .
#goldHeads=19,1,4,2,4,12,12,12,12,11,9,5,12,2,14,17,15,19,0,26,20,21,24,22,26,19,0,
#predictedHeads=19,1,4,2,4,12,12,12,12,11,9,5,12,19,14,17,15,19,0,26,20,21,24,22,26,19,0,
(5,2),(2,3),-0.644661 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.309317 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.99781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),0.0492441 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.191324 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.915697 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.169351 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.212308 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.526112 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.230064 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.248975 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),3.33705e-05 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.9596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.0871133 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.173577 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.87894 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.286935 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.717949 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.99782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.049201 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.0585575 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.190262 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.915709 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.169258 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.211509 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.526018 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.12831 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.3721 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.70716 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.44271 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.851484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,12),0.356838 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0614827 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.0309052 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.872118 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.0580162 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.185821 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.904361 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.355037 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.502588 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0969329 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.1198 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.68153 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.506138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,7),0.832583 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.51807 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.725362 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0177145 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.35334 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),0.180806 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-1.0474 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-1.05063 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-1.61516 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-1.11713 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.859262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),1.30743 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),1.07641 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.488867 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.400197 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.234071 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.40145 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.538586 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.155742 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.460211 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),0.327412 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-1.22826 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),0.183357 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.151359 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.0280294 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.525079 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.220236 # DEPENDENCYPART_GRANDPAR
(5,12),(12,25),-0.532659 # DEPENDENCYPART_GRANDPAR
(5,12),(12,26),-0.371764 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-1.12831 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.3721 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-1.44271 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.851484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),1.20858 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.748191 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.581706 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.247467 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.231578 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.846156 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.356465 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.551934 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.46245 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.092205 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.0309052 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.655035 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.582767 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.819612 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),0.416508 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.660638 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.40183 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),0.257097 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-1.3256 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-1.04818 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-1.0521 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-1.11844 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.889892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),1.30464 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),1.05394 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),0.46452 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),0.377286 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),0.20344 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),0.676249 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),0.430396 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),0.298221 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.463036 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.837485 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.00505141 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-1.3494 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.180992 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.0525993 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.549649 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.655568 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.244806 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.557229 # DEPENDENCYPART_GRANDPAR
(5,19),(19,26),-0.396334 # DEPENDENCYPART_GRANDPAR
(5,19),(19,27),-0.893932 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.196242 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.430208 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.0580624 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.201309 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0510963 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.219905 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0539698 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.199752 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.3818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,9),-1.00231 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-1.1036 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.74759 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-1.41133 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.856774 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.218 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.475717 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0985168 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.246975 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.18503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,9),-0.854424 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.87551 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.257355 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.2379 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.185249 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.38177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.558361 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.00119 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.10345 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.747417 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.41047 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.856601 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.232506 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.210399 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0925513 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.38356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.562175 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.0015 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-1.10367 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.747674 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.15494 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-1.3646 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.856858 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.967242 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.20601 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-1.07672 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-1.05419 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-1.1903 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.6035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.215536 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.279916 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.155398 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.083295 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.484174 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.41709 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.35634 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.334561 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.301406 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.7025 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.0940728 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.299452 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.490599 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.454064 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.378116 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.488695 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-0.357791 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.887268 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-1.32576 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-1.17655 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-1.31114 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.61686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.00599741 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.484676 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.66624 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.449435 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0399878 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.728076 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.653338 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.531939 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.616505 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.198147 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.532061 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.969962 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-1.20871 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-1.05674 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-1.19285 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-1.60112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),0.175264 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),-0.329788 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.185556 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.124257 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.100473 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.372493 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.580246 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.445863 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.464173 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.434204 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.709654 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.385265 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.571553 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.535018 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.378066 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.45907 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.569649 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),-0.438745 # DEPENDENCYPART_GRANDPAR
(6,19),(19,27),-0.978158 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.146904 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.605757 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-1.13278 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.783912 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.860537 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.859633 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.06977 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-1.70822 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.08476 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.68326 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.33176 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.938192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.196243 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.25565 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.403362 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.294549 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-1.01937 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.604759 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-1.31981 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.4933 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.5659 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.654738 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.9665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,9),0.146256 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.271299 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.445361 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.163345 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.406611 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.220986 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.536067 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.646394 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-1.25038 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.452823 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.303996 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.980932 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-1.05815 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.940329 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-1.01745 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.557489 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.599429 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.795655 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.93721 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.62439 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.98008 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.03453 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.696671 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.899501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),1.13882 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0121252 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),0.0841015 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.864419 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-2.37887 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-2.35835 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-2.42146 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.07243 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.23099 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.08237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.806789 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),1.27697 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0150386 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.197865 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-1.04532 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.804018 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-1.24813 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.380056 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-1.19015 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.980816 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-1.8129 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.74849 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.940274 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.519973 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.309807 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-2.62 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-1.13391 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.944215 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-1.20706 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.641264 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.534624 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-1.07633 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-1.27612 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.493422 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.474679 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-2.58303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,2),-1.07554 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-1.87306 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-1.38975 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.531756 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.150614 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.301209 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-2.61983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-1.13376 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-1.29142 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-1.44445 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-1.2069 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.69806 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.39157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-1.14953 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.962865 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.00160861 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-1.36067 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.603526 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.523225 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.431633 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.0389549 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-1.46209 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-1.85984 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-2.17308 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-2.36135 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-1.64626 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.930614 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.712583 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-1.28303 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-1.52413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.299371 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.0808259 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.45296 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.849885 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.819295 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.368827 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-1.14129 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-1.18633 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.531463 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-1.14344 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-1.09136 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.615809 # DEPENDENCYPART_GRANDPAR
(11,19),(19,25),-1.40616 # DEPENDENCYPART_GRANDPAR
(11,19),(19,26),-1.1372 # DEPENDENCYPART_GRANDPAR
(11,19),(19,27),-1.10343 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.0544204 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.385779 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.094047 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.389673 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.0540432 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.294169 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.101662 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.3975 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.250264 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),0.369318 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),0.40263 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.80928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,14),0.213027 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-0.46891 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.0970556 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.282134 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.492659 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.799744 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.410733 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.226271 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),0.0183653 # DEPENDENCYPART_GRANDPAR
