# _root_ Je to ale otázka úhlu pohledu : nejde o žádné zničení - jde o směr , směřování , které se - je - li upřímné a zásadní - brzy ztratí z dohledu .
#goldHeads=7,1,0,1,4,5,3,12,8,11,9,7,12,13,16,14,16,30,30,30,24,24,24,30,26,22,26,24,30,17,30,31,0,
#predictedHeads=3,1,0,1,4,5,3,12,8,11,9,0,12,13,14,14,16,24,22,22,24,24,24,17,26,22,26,24,30,28,30,31,0,
(3,12),(12,11),-0.306885 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.211271 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.404184 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.400368 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),0.369373 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),0.408827 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.881811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.530166 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),0.0330444 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.0150873 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),0.033732 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.400109 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.336388 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.27379 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.151907 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.385527 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.0706983 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.299999 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.30834 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.140415 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.398196 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.422806 # DEPENDENCYPART_GRANDPAR
(3,13),(13,24),0.423175 # DEPENDENCYPART_GRANDPAR
(3,22),(22,2),0.529815 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-0.698659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,4),0.617915 # DEPENDENCYPART_GRANDPAR
(3,22),(22,5),0.095164 # DEPENDENCYPART_GRANDPAR
(3,22),(22,6),0.0470324 # DEPENDENCYPART_GRANDPAR
(3,22),(22,11),-0.0897872 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.323537 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),-0.320229 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),-0.358771 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),-0.173968 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-0.448627 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),0.0129271 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),0.241808 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.419897 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.329453 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),0.37877 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-0.27264 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-0.0362005 # DEPENDENCYPART_GRANDPAR
(3,22),(22,27),-0.129409 # DEPENDENCYPART_GRANDPAR
(3,22),(22,28),-0.254332 # DEPENDENCYPART_GRANDPAR
(3,22),(22,29),-0.06628 # DEPENDENCYPART_GRANDPAR
(3,22),(22,30),-0.29469 # DEPENDENCYPART_GRANDPAR
(3,22),(22,31),0.16731 # DEPENDENCYPART_GRANDPAR
(3,22),(22,32),-0.289766 # DEPENDENCYPART_GRANDPAR
(3,22),(22,33),-0.549346 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.304508 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.62531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,1),-1.10847 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.634439 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.247871 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.494919 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.309089 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.00879 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.5131 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-1.19308 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.966437 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.24497 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.890093 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.353433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.414774 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.352344 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.171969 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.247018 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.24497 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.88911 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.355596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.28196 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.172293 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.83737 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.25368 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.949099 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.813499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.81118 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.563014 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.451898 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.174637 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.62488 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.143062 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.189707 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.137855 # DEPENDENCYPART_GRANDPAR
(4,7),(7,26),-0.225394 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-1.83964 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.20446 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.965182 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.696832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.922051 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.673062 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.698695 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.397364 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.34092 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.231707 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.432796 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.376917 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),0.104155 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.272468 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),0.368061 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.147059 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),0.419914 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.0882879 # DEPENDENCYPART_GRANDPAR
(4,8),(8,24),0.21266 # DEPENDENCYPART_GRANDPAR
(4,8),(8,29),-0.39472 # DEPENDENCYPART_GRANDPAR
(4,26),(26,6),0.557067 # DEPENDENCYPART_GRANDPAR
(4,26),(26,7),0.709948 # DEPENDENCYPART_GRANDPAR
(4,26),(26,9),0.240203 # DEPENDENCYPART_GRANDPAR
(4,26),(26,11),-0.20101 # DEPENDENCYPART_GRANDPAR
(4,26),(26,14),-0.0530062 # DEPENDENCYPART_GRANDPAR
(4,26),(26,15),-0.707888 # DEPENDENCYPART_GRANDPAR
(4,26),(26,16),0.198715 # DEPENDENCYPART_GRANDPAR
(4,26),(26,17),-0.575908 # DEPENDENCYPART_GRANDPAR
(4,26),(26,18),0.250568 # DEPENDENCYPART_GRANDPAR
(4,26),(26,19),0.320902 # DEPENDENCYPART_GRANDPAR
(4,26),(26,20),-0.0341828 # DEPENDENCYPART_GRANDPAR
(4,26),(26,21),-0.0747787 # DEPENDENCYPART_GRANDPAR
(4,26),(26,22),0.0159601 # DEPENDENCYPART_GRANDPAR
(4,26),(26,23),-0.152699 # DEPENDENCYPART_GRANDPAR
(4,26),(26,24),0.174277 # DEPENDENCYPART_GRANDPAR
(4,26),(26,25),-0.858323 # DEPENDENCYPART_GRANDPAR
(4,26),(26,27),-0.471086 # DEPENDENCYPART_GRANDPAR
(4,26),(26,28),-0.517012 # DEPENDENCYPART_GRANDPAR
(4,26),(26,29),-0.429704 # DEPENDENCYPART_GRANDPAR
(4,26),(26,30),-0.0340224 # DEPENDENCYPART_GRANDPAR
(4,26),(26,31),-0.592118 # DEPENDENCYPART_GRANDPAR
(4,26),(26,32),-0.442756 # DEPENDENCYPART_GRANDPAR
(4,26),(26,33),-0.926558 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.263764 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-1.25211 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-1.28106 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.739725 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-1.40455 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.23591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.428053 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.721795 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.14707 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.883741 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-1.53358 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-1.38729 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.8841 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.408034 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.19026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.382404 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.711368 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.0319 # DEPENDENCYPART_GRANDPAR
(5,4),(4,26),-1.13573 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.3295 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.844082 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-2.32467 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.717246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),-0.309725 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.99768 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.33819 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.904061 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-2.40878 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.17424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.632885 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.588649 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.277781 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-1.20694 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.225495 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.692436 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.55266 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-0.525229 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.99982 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.28885 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.920017 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-2.2651 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.06874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.737571 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.264732 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0767636 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.943973 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0709148 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.0462339 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.734074 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.341738 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.493982 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.153813 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.42357 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.0140365 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.444878 # DEPENDENCYPART_GRANDPAR
(5,8),(8,24),-0.207335 # DEPENDENCYPART_GRANDPAR
(5,8),(8,29),-0.456856 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-1.02422 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.00323158 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.147508 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0736833 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.800131 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.966126 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.438237 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.93793 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.409992 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.08066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.132216 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.976029 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.571724 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-1.24188 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-1.20084 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.583482 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0690745 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.137583 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.03502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.121798 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.860869 # DEPENDENCYPART_GRANDPAR
(6,4),(4,26),-0.926893 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.582815 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0908031 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.995553 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.121044 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.860556 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.522415 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.68714 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.98964 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.582231 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.81908 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.28985 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.909246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.857085 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.132885 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.891489 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0965528 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.354297 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.442478 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.252299 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.486575 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.0827735 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.556006 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),0.0873056 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.206821 # DEPENDENCYPART_GRANDPAR
(6,8),(8,24),-0.152902 # DEPENDENCYPART_GRANDPAR
(6,8),(8,29),-0.446214 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.56749 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.0449003 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0258682 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.000761343 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.0389401 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.83477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.426106 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.746581 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.391949 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.651975 # DEPENDENCYPART_GRANDPAR
(7,1),(1,25),-1.14957 # DEPENDENCYPART_GRANDPAR
(7,1),(1,27),-1.22921 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0871337 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.104677 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.171504 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.165238 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.191903 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.16559 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.130763 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.68716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.314617 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.256686 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.612663 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-0.709171 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.176621 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.249413 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.107927 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.147139 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.77496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.329671 # DEPENDENCYPART_GRANDPAR
(7,4),(4,26),-0.636646 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.17326 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.281636 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.238231 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0650338 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.77421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.329368 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.850898 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.172561 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.27962 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.242309 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.200249 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.329385 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.497852 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.263585 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.01127 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.939644 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.907673 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.867987 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.11319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.206011 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.110071 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.270065 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.321385 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0533436 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.284673 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.16292 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.0109761 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.017831 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.208201 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),0.0772787 # DEPENDENCYPART_GRANDPAR
(7,8),(8,24),0.357555 # DEPENDENCYPART_GRANDPAR
(7,8),(8,29),-0.31177 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.242476 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0761867 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.181218 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.231959 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0369697 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.415894 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.241031 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.889339 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.11422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.451439 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.381833 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.223533 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0517348 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0723528 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.390032 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.213875 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.470585 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-1.02995 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-1.00256 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.962915 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.843043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.736692 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.183677 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.000136431 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.600985 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.40483 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.262339 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.434143 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.165621 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.298365 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),0.127247 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),0.0142135 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),0.203012 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.470585 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.40483 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.262339 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.434143 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),0.418402 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.254167 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),0.127247 # DEPENDENCYPART_GRANDPAR
(7,26),(26,6),-0.765767 # DEPENDENCYPART_GRANDPAR
(7,26),(26,7),-1.14952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,26),(26,9),-0.32774 # DEPENDENCYPART_GRANDPAR
(7,26),(26,11),0.10624 # DEPENDENCYPART_GRANDPAR
(7,26),(26,14),-0.406401 # DEPENDENCYPART_GRANDPAR
(7,26),(26,15),-0.331256 # DEPENDENCYPART_GRANDPAR
(7,26),(26,16),0.305194 # DEPENDENCYPART_GRANDPAR
(7,26),(26,17),-0.146679 # DEPENDENCYPART_GRANDPAR
(7,26),(26,18),0.107968 # DEPENDENCYPART_GRANDPAR
(7,26),(26,19),-0.590528 # DEPENDENCYPART_GRANDPAR
(7,26),(26,20),-0.941408 # DEPENDENCYPART_GRANDPAR
(7,26),(26,21),0.0366177 # DEPENDENCYPART_GRANDPAR
(7,26),(26,22),0.0464493 # DEPENDENCYPART_GRANDPAR
(7,26),(26,23),0.112383 # DEPENDENCYPART_GRANDPAR
(7,26),(26,24),0.222545 # DEPENDENCYPART_GRANDPAR
(7,26),(26,25),-0.518425 # DEPENDENCYPART_GRANDPAR
(7,26),(26,27),-0.466313 # DEPENDENCYPART_GRANDPAR
(7,26),(26,28),-0.193187 # DEPENDENCYPART_GRANDPAR
(7,26),(26,29),-0.478066 # DEPENDENCYPART_GRANDPAR
(7,26),(26,30),-0.247771 # DEPENDENCYPART_GRANDPAR
(7,26),(26,31),-0.773122 # DEPENDENCYPART_GRANDPAR
(7,26),(26,32),-0.475898 # DEPENDENCYPART_GRANDPAR
(7,26),(26,33),-0.116291 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.456417 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.120745 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.333179 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.395 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.350515 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.275694 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-2.67313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,11),-0.489217 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.993602 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.985211 # DEPENDENCYPART_GRANDPAR
(8,1),(1,25),-1.22476 # DEPENDENCYPART_GRANDPAR
(8,1),(1,27),-1.48303 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.12254 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.149704 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.293045 # DEPENDENCYPART_GRANDPAR
