# _root_ Za prvé bych chtěl připomenout to , že má být prodloužení věkové hranice postupné , že je rozloženo v čase a že k němu má dojít úplně až v roce 2007 .
#goldHeads=4,1,4,0,4,5,21,15,8,9,15,13,11,10,21,15,16,17,18,19,6,21,26,23,22,25,26,30,25,29,30,0,
#predictedHeads=4,1,4,0,4,5,21,21,8,9,9,13,11,10,16,21,16,17,18,19,6,21,26,23,22,25,26,30,26,29,30,0,
(7,6),(6,4),-0.178544 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.303311 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.09269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.514595 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.851306 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.916041 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.13673 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.224 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-1.04625 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.26452 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.38499 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.11233 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.777674 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.44081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.078329 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.393416 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.261038 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.392438 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.389311 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.429611 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.347655 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.574055 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.411456 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.30229 # DEPENDENCYPART_GRANDPAR
(7,9),(9,26),-0.482728 # DEPENDENCYPART_GRANDPAR
(7,9),(9,27),-0.749208 # DEPENDENCYPART_GRANDPAR
(7,9),(9,28),-0.974167 # DEPENDENCYPART_GRANDPAR
(7,9),(9,31),-0.766643 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.16208 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.280096 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.425187 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.147311 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.183143 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.228543 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.17911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),0.382952 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.345795 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.330536 # DEPENDENCYPART_GRANDPAR
(8,4),(4,31),-0.910881 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.483746 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.559437 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.266339 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.36821 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),0.171608 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.947077 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.791666 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.718182 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.487756 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.216282 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.718296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.184485 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.30165 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.12315 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.296116 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.113399 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.285779 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.25057 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.237651 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.298917 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-0.509333 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),-0.406628 # DEPENDENCYPART_GRANDPAR
(8,9),(9,28),-0.351949 # DEPENDENCYPART_GRANDPAR
(8,9),(9,31),-0.390739 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.02743 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.760461 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.726194 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.49958 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.238747 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.74019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.800013 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.133175 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0572447 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.126171 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.0669956 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.29476 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.261758 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.291532 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.755681 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0243949 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.169123 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.284227 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.328001 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-1.23827 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.932068 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.620049 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.992334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.759824 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.0336465 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.628069 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.618879 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.20657 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.290059 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),0.94711 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.335066 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.340655 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.522309 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.0517885 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.0495425 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.101051 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.917549 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.323866 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-1.11856 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.173189 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),-0.385456 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.613113 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.0723495 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.190964 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.515497 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.598016 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.168928 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.772296 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.210593 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.248263 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-0.461229 # DEPENDENCYPART_GRANDPAR
(8,17),(17,27),-0.415853 # DEPENDENCYPART_GRANDPAR
(8,17),(17,28),-0.373455 # DEPENDENCYPART_GRANDPAR
(8,17),(17,29),-0.638435 # DEPENDENCYPART_GRANDPAR
(8,17),(17,31),-0.360319 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.986154 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-1.03444 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.732765 # DEPENDENCYPART_GRANDPAR
(8,18),(18,9),0.860413 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.242544 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.102845 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.230747 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.104391 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.221558 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.299955 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.104494 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.021626 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.492605 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.634422 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.229096 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.791627 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.125257 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.22338 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),-0.431829 # DEPENDENCYPART_GRANDPAR
(8,18),(18,27),-0.366511 # DEPENDENCYPART_GRANDPAR
(8,18),(18,29),-0.615543 # DEPENDENCYPART_GRANDPAR
(8,21),(21,1),-1.02047 # DEPENDENCYPART_GRANDPAR
(8,21),(21,2),-0.9597 # DEPENDENCYPART_GRANDPAR
(8,21),(21,4),-1.1524 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),-0.844648 # DEPENDENCYPART_GRANDPAR
(8,21),(21,6),-0.681304 # DEPENDENCYPART_GRANDPAR
(8,21),(21,7),-0.46237 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-0.909273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,9),0.896044 # DEPENDENCYPART_GRANDPAR
(8,21),(21,10),0.13198 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),-0.223945 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),-0.455356 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),-0.234239 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),-0.444989 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.129019 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.305889 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.0850729 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.144512 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.87676 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-1.04311 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.936114 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.315418 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-0.0438203 # DEPENDENCYPART_GRANDPAR
(8,21),(21,26),-0.192811 # DEPENDENCYPART_GRANDPAR
(8,21),(21,27),-0.376179 # DEPENDENCYPART_GRANDPAR
(8,21),(21,29),-0.8066 # DEPENDENCYPART_GRANDPAR
(8,21),(21,31),-0.439675 # DEPENDENCYPART_GRANDPAR
(8,25),(25,1),-0.947077 # DEPENDENCYPART_GRANDPAR
(8,25),(25,10),0.14041 # DEPENDENCYPART_GRANDPAR
(8,25),(25,11),0.106063 # DEPENDENCYPART_GRANDPAR
(8,25),(25,12),-0.211976 # DEPENDENCYPART_GRANDPAR
(8,25),(25,13),0.109054 # DEPENDENCYPART_GRANDPAR
(8,25),(25,14),-0.202786 # DEPENDENCYPART_GRANDPAR
(8,25),(25,17),-0.106471 # DEPENDENCYPART_GRANDPAR
(8,25),(25,18),-0.247434 # DEPENDENCYPART_GRANDPAR
(8,25),(25,19),-0.834727 # DEPENDENCYPART_GRANDPAR
(8,25),(25,20),-0.711354 # DEPENDENCYPART_GRANDPAR
(8,25),(25,22),-0.722885 # DEPENDENCYPART_GRANDPAR
(8,25),(25,23),-0.591124 # DEPENDENCYPART_GRANDPAR
(8,25),(25,26),-0.509333 # DEPENDENCYPART_GRANDPAR
(8,25),(25,27),-0.406628 # DEPENDENCYPART_GRANDPAR
(8,25),(25,28),-0.351949 # DEPENDENCYPART_GRANDPAR
(8,25),(25,29),-0.679056 # DEPENDENCYPART_GRANDPAR
(8,25),(25,30),-0.362804 # DEPENDENCYPART_GRANDPAR
(8,25),(25,31),-0.390739 # DEPENDENCYPART_GRANDPAR
(8,26),(26,6),-0.503128 # DEPENDENCYPART_GRANDPAR
(8,26),(26,17),-0.0371745 # DEPENDENCYPART_GRANDPAR
(8,26),(26,19),-0.757368 # DEPENDENCYPART_GRANDPAR
(8,26),(26,20),-0.724505 # DEPENDENCYPART_GRANDPAR
(8,26),(26,22),-0.719135 # DEPENDENCYPART_GRANDPAR
(8,26),(26,23),-0.523975 # DEPENDENCYPART_GRANDPAR
(8,26),(26,25),-0.352323 # DEPENDENCYPART_GRANDPAR
(8,26),(26,27),-0.371865 # DEPENDENCYPART_GRANDPAR
(8,26),(26,28),-0.354603 # DEPENDENCYPART_GRANDPAR
(8,26),(26,29),-0.614957 # DEPENDENCYPART_GRANDPAR
(8,26),(26,30),-0.482591 # DEPENDENCYPART_GRANDPAR
(8,26),(26,31),-0.370351 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.124386 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.297469 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.227618 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.315104 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.683956 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.40128 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.375013 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.394776 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.378038 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.692709 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.462085 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.429178 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.713248 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.402145 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.0548219 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.36222 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),0.653562 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.314051 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.590943 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.603543 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.598083 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.246394 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.189644 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.36006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),0.735887 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),0.207465 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.157709 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),0.12478 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.585984 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-1.19889 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-1.19229 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.5844 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.76326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,4),-0.429522 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.294286 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.8736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.208385 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.18666 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.688764 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.437434 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.816707 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.89831 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.200725 # DEPENDENCYPART_GRANDPAR
(9,8),(8,25),-1.58157 # DEPENDENCYPART_GRANDPAR
(9,8),(8,26),-1.01477 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.869282 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.681555 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.09637 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.201142 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.801309 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.812029 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.915626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.377863 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0487797 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.35007 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.740785 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.345146 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.147648 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),0.438513 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.517492 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),1.97213 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.231039 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.208455 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.559312 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.226157 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.310432 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.44485 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.406075 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.39173 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.736879 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),0.432851 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.350151 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.283212 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.392523 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.296206 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.146439 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.702801 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.118562 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.568863 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.316057 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.450114 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.411338 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.719846 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),0.439172 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),0.464663 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.283212 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.465637 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.435253 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0190053 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.146439 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.183686 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.145927 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.59684 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),0.295045 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-0.519524 # DEPENDENCYPART_GRANDPAR
(9,14),(14,26),0.024711 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.49364 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-1.46631 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-1.11464 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-1.10551 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.982294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),1.22144 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.74085 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0494707 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.512503 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.496109 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.937721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,11),0.0410536 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.69246 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0528214 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.714953 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.354727 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.299155 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.54749 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),0.393981 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),0.157502 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.311062 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),0.166755 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.850856 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-1.20268 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-1.17976 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.874424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),1.72222 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.16525 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.720389 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.560973 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.069932 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.499077 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.297236 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.165331 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.57079 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.986031 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),0.402533 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),0.289309 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),0.138251 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.673079 # DEPENDENCYPART_GRANDPAR
(9,18),(18,26),-0.124155 # DEPENDENCYPART_GRANDPAR
(9,18),(18,27),-0.641859 # DEPENDENCYPART_GRANDPAR
(9,18),(18,29),-0.448334 # DEPENDENCYPART_GRANDPAR
(9,21),(21,1),-1.14016 # DEPENDENCYPART_GRANDPAR
(9,21),(21,2),-1.28024 # DEPENDENCYPART_GRANDPAR
(9,21),(21,4),-1.7143 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-1.68831 # DEPENDENCYPART_GRANDPAR
(9,21),(21,6),-0.721038 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-1.35757 # DEPENDENCYPART_GRANDPAR
(9,21),(21,8),-1.1386 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-0.806317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),1.35328 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),0.351306 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),-0.628964 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),-0.388239 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),0.162535 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),0.368279 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),0.447705 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),0.188976 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),0.217028 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.281925 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.920125 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),0.258201 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),0.197008 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.75966 # DEPENDENCYPART_GRANDPAR
(9,21),(21,26),-0.18774 # DEPENDENCYPART_GRANDPAR
(9,21),(21,27),-0.479568 # DEPENDENCYPART_GRANDPAR
(9,21),(21,29),-0.252765 # DEPENDENCYPART_GRANDPAR
(9,21),(21,31),-0.695768 # DEPENDENCYPART_GRANDPAR
(9,26),(26,6),-0.280534 # DEPENDENCYPART_GRANDPAR
(9,26),(26,17),0.146525 # DEPENDENCYPART_GRANDPAR
(9,26),(26,19),-0.642692 # DEPENDENCYPART_GRANDPAR
(9,26),(26,20),-1.11485 # DEPENDENCYPART_GRANDPAR
(9,26),(26,22),0.438143 # DEPENDENCYPART_GRANDPAR
(9,26),(26,23),-0.0119425 # DEPENDENCYPART_GRANDPAR
(9,26),(26,25),-0.601262 # DEPENDENCYPART_GRANDPAR
(9,26),(26,27),-0.62949 # DEPENDENCYPART_GRANDPAR
(9,26),(26,28),-0.318391 # DEPENDENCYPART_GRANDPAR
(9,26),(26,29),-0.412156 # DEPENDENCYPART_GRANDPAR
(9,26),(26,30),-1.59696 # DEPENDENCYPART_GRANDPAR
(9,26),(26,31),-0.817031 # DEPENDENCYPART_GRANDPAR
(9,27),(27,23),0.39932 # DEPENDENCYPART_GRANDPAR
(9,27),(27,26),0.338316 # DEPENDENCYPART_GRANDPAR
(9,27),(27,29),-0.28645 # DEPENDENCYPART_GRANDPAR
(9,27),(27,30),-1.46384 # DEPENDENCYPART_GRANDPAR
(9,28),(28,23),0.356682 # DEPENDENCYPART_GRANDPAR
(9,28),(28,25),-0.192719 # DEPENDENCYPART_GRANDPAR
