# _root_ Zjistil , že se guma dobře váže s kukuřičným sirupem , který je schopen absorbovat prakticky jakoukoliv chuťovou esenci .
#goldHeads=0,3,1,7,7,7,3,7,10,8,13,13,10,13,14,17,19,19,15,0,
#predictedHeads=0,3,1,7,7,7,3,7,10,8,13,13,10,13,14,15,19,19,15,0,
(14,19),(14,20),-0.132532 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0982902 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0378504 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.000116183 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0484889 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.230266 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0483966 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.00346904 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0982902 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.170578 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.247209 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0670136 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.00432842 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0455918 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.015701 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0166158 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0387401 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0147459 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0485882 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.00170688 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.137127 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0457525 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0461939 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.163468 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.464661 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.147795 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0195995 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0696653 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0402011 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0242387 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0033241 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0234196 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0392713 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.052181 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.00966699 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.234153 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0356749 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.213287 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.192862 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.00903887 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0408849 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0742113 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.173158 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.311306 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0634179 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.170267 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0129814 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.00688125 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.00386304 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.182766 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.145128 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.33028 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0425871 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.17263 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0404922 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.107627 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0378633 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0628212 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0365749 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0197616 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0213315 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0151118 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.173586 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.171895 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0787459 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0250593 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0598842 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.107208 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0650135 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0559105 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.213147 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0483676 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.00345218 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0914765 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.170565 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.24588 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0670997 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.00422483 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0455526 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0156641 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0165275 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0385211 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.079402 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.290866 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.195975 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0262724 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0678473 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0540064 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.073142 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.103448 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0286466 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.129449 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.143139 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.327775 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0456899 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.17064 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0328349 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.108376 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0488028 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0666764 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0343308 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.464661 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.147795 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0195995 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0696653 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0402011 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0242387 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0033241 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0234196 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0681361 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0331504 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0652615 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0765148 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0868259 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0198698 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0248584 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.064601 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0182846 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0304939 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00588976 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0336413 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.00892438 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0834743 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.106199 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0822771 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0663051 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.101867 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0515443 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.00366892 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.00175645 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0878307 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0796765 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0433431 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0404436 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.10912 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.150735 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.12897 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.00856717 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0985218 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0168904 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0402478 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.00994615 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.221069 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0351659 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0336603 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0213638 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0168927 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0402465 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0100203 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0627418 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.152273 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.180193 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0429485 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0697261 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0870187 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0221502 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0570772 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.133731 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.153911 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.00459781 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0866434 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.106836 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.017 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0499176 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.00458784 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.181976 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.00130342 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.224164 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.00919851 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.00515972 # DEPENDENCYPART_SIBL
(19,9),(19,18),3.3468e-05 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.111416 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.323937 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0045696 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0334852 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0601332 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.062311 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.117863 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.14184 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0777254 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0413049 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.131354 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0368296 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.176173 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.134413 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0842789 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.111385 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.111222 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.168679 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.187468 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.106025 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.000308354 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.246699 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.0380915 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.168237 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.348921 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.218706 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.104556 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.835232 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.0293566 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.00142373 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.581898 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.34764 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0157498 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.488599 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.202665 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.124304 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.430555 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.0190807 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.347687 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.532165 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.187637 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.329626 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.462749 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.12088 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.634154 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.694592 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.392426 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.774267 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.124748 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.149347 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.0959541 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.117033 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.000511905 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0138597 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.38723 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.150253 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.324429 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.0534604 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.196616 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.193518 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.0782302 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.449834 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.835232 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.0477241 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.142377 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.214628 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.206112 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.28475 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.445342 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.479722 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.428661 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.112772 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.00326795 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.566446 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.734646 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.0520141 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.216557 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.146772 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.127742 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.181519 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.371145 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.369006 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.40298 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.289714 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-1.0964 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.0129214 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.156098 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.103797 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.607853 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.34335 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.503566 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),0.0581509 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.766451 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-0.125977 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.111849 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.163384 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.016546 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.213323 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.299459 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.419591 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.363677 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-1.01202 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.0154294 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.304445 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.096961 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.589485 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.583474 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.492364 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.0824764 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.48021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.476491 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0307798 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.632409 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.49248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),1.37142 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.168212 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.0163285 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.190388 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.0489655 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),0.197038 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),0.729957 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.829348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.90449 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.820099 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.132734 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.115883 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.161485 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.150519 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.950344 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.321955 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),0.147141 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.194241 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),0.707386 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.0839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),1.10777 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.843007 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.13093 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.0760214 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.286914 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.480403 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.136032 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.39286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),1.15784 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.768279 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.27663 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.128141 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.129426 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.237627 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-1.17163 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.568124 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.0330111 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.213934 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.417828 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),0.320706 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.409287 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.937439 # DEPENDENCYPART_GRANDPAR
(1,8),(8,2),0.940914 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.367111 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.801951 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.258681 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.0430195 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),0.145834 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.627997 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.828727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,4),-0.129973 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.318595 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.0629307 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.00193245 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.831258 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.048184 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.709035 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),0.145523 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.195697 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),0.705768 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.421693 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-1.1605 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.692866 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.48021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),1.11854 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.731589 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.0346892 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.123062 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.142474 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.115373 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.528054 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.698212 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.099705 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.514765 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.89364 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),-0.140605 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),-0.0927367 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.178525 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.722811 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),0.574398 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.405758 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.831044 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-0.398088 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),0.221757 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.62674 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),0.740345 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-1.40092 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.846395 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.196185 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.23613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.858762 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.996645 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-1.24365 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.0164 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-1.05546 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.33061 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-1.49291 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.14288 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-1.5034 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-1.1872 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.755856 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.45455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,5),-0.469015 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.362336 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.106017 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.605781 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.218805 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.169376 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.805146 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
