# _root_ Milionový poplatek za vydání osvědčení , které umožňuje vést lékárnu , zakázalo vybírat Ministerstvo pro hospodářskou soutěž .
#goldHeads=2,13,2,3,4,8,8,5,8,9,8,0,12,12,14,17,15,0,
#predictedHeads=2,13,2,3,4,8,8,5,8,9,8,0,12,12,14,17,15,0,
(12,3),(12,7),-0.275461 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0233969 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0259942 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.023268 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.178149 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.00555663 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0556917 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0396978 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.024406 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0620515 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0663469 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.193487 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.149545 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.385216 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0107188 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.00110525 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.193487 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.149545 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0220384 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0588458 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.00645976 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0428832 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0490514 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.025586 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.147224 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.380806 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.00693658 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.00488747 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.189104 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.147224 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.020754 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0570579 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.011349 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0416948 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0472635 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0235203 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.351815 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0956642 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.108476 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0268346 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.174704 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0190517 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0254878 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0298048 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0352758 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.00370996 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0253276 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0236641 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0461159 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0353619 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.181338 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.00041635 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.023628 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.00904502 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0667111 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0227338 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0748326 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.241903 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0175235 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0973073 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0393507 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.00506474 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.01351 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.020554 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0155734 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0451565 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0120463 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0897376 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0232246 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0128092 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0188476 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0273649 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0233178 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0440249 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.147224 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.020754 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0570584 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.011349 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0416948 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.047264 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0235203 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0190517 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0254878 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0298048 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0352758 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.00370996 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0253276 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0666666 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0216859 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.106541 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0234734 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0111004 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.00767984 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0140196 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.089742 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.119664 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.107008 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0281151 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0665097 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.108558 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.150516 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.136583 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0137764 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.193164 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.189338 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.147798 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.381021 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.00722285 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.00460121 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.189338 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.147798 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.00225012 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0725776 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0145507 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0558594 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0627832 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0330274 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0247943 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0232742 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.178149 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.275489 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0233532 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0259504 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0232737 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.178149 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0281139 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0678575 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0373759 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0220729 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0742174 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0640159 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.193496 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.14955 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.385248 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0107671 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.00105696 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.193496 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.14955 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.00129413 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0511921 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.00925758 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0400737 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0413977 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0227785 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.147228 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.380837 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.00698488 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.00483918 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.189113 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.147228 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.00248809 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0494042 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0141468 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0388853 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0396098 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0207128 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.351615 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0954574 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.108269 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.026706 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.17482 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.116648 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0303476 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.029826 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0352887 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.00114987 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0253431 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0235876 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0460394 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0353398 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.181354 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0345404 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0187438 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.00903649 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0667114 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0178496 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0748348 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.241947 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0175292 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0973073 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.244655 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00023364 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.013563 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0205965 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0107423 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0452013 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.012052 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0897376 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.22399 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.00797805 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0189006 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0274074 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0184867 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0440698 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.147228 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.00248807 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0494047 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0141468 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0388853 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0396104 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0207128 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.116648 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0303476 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.029826 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0352887 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00114987 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0253431 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00030395 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0133678 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0170313 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0102047 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.038736 # DEPENDENCYPART_SIBL
(13,14),(13,15),4.94491e-06 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0165793 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0887803 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.122223 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.112825 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0450698 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0606938 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.105595 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.150809 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.139143 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0832885 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.00461184 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0294652 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0011662 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0428582 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0649019 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.141063 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0210664 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.154577 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.219822 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.297849 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0197479 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0547589 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0512748 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0783329 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.103454 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0759785 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.714972 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.214556 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.46128 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.145918 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.128439 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.00648763 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00982747 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0160283 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.13998 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.125056 # DEPENDENCYPART_SIBL
(0,1),(1,3),-0.225613 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.169377 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.127593 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.370393 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.349106 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.296621 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.873953 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.0145332 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-1.08108 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.226063 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.111205 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0906322 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.556322 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.168877 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.00361619 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.407807 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.350223 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.442337 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.934141 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.296855 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.874188 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.443231 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.413886 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.0142985 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-1.08132 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.236078 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.16881 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.000550461 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.439761 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.442572 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.932367 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.296474 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.873806 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.442005 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.41412 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.0146798 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-1.08093 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.254735 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0620305 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.188357 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.376384 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.355335 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.723613 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.136076 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.235489 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.250486 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),1.02397 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.0743212 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.617716 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0471647 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.682198 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.223049 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),-0.162586 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.178421 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.114756 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.239377 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.215545 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.312469 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.848479 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.0893523 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.0595399 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.242022 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.782011 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.316931 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.377786 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.0428715 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.033065 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.0797057 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),-0.14733 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.138971 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.0711944 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.278827 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.254995 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.334645 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.849135 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.300125 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.120002 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.276326 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.722139 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.376804 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.315564 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.079629 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.0935276 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),-0.254735 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.0620305 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.188357 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.376384 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.355335 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.170948 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.940177 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.37217 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.166478 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.448347 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),1.02397 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.0743212 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.208534 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.0915409 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.062251 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),-0.141247 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.157174 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.0647837 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.260624 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.236792 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.324064 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.836832 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.314254 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.223646 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.328265 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.295613 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.367966 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.322327 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.0629695 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.651409 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.0885235 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.0469349 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.156534 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.0578604 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.261264 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.237432 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.32422 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.836891 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.31416 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.22374 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.328905 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.295769 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.675685 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.331272 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.0557736 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.651766 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.079579 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.0468698 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),-0.260785 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.566456 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.294659 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.244403 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.136316 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.08747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.0302464 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.492855 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.239608 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.537267 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.782972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.724182 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0547809 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.318925 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.282061 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.095341 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.0157764 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.910731 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.103078 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.646591 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.33187 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.699764 # DEPENDENCYPART_GRANDPAR
