# _root_ V rámci pomoci Spojenců byl na území Slovenska přepravován vojenský , zdravotnický , spojovací a technický materiál .
#goldHeads=2,9,2,3,9,9,6,7,0,15,15,15,15,15,17,15,9,0,
#predictedHeads=2,9,2,3,9,9,6,7,0,15,15,15,15,15,17,15,9,0,
(13,4),(13,6),-0.0148081 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0576584 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0121225 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.140024 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0277229 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.4948 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0277203 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.00812856 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.013581 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.00812985 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.140041 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0315608 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0405331 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.00101164 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0272181 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0222045 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.101423 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.00167877 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.101422 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0553531 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.080638 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0544116 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0519502 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.034239 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.00575853 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.028523 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0282851 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0427145 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.121024 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0427065 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0624531 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.00436546 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0624545 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.00286456 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0580711 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.000434539 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.130956 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0361545 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.482089 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0361519 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.00528782 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0207466 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.00528654 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.166985 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0245944 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.139964 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0279223 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.498973 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0279197 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00828134 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0134785 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00828263 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.14191 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0316542 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0734928 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.063602 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0734922 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.000368456 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0566247 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.00130996 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0253164 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.00692759 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.521105 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.100323 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.571253 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.00436162 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.57059 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0163253 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.00460462 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0310342 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0299769 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.021799 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0296993 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.037883 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.018469 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.568664 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0054996 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.568002 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0133966 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.00461014 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00824667 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.117025 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0398571 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.106077 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.00138566 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0261477 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.215385 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.039866 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.106134 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.123982 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0860915 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0546238 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0443486 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0902852 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0703748 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0443486 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0476393 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0162976 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0264754 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0266899 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0438192 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0302778 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0233235 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0500383 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.114587 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0282231 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.11271 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0282231 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.11271 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.101279 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0511373 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0972958 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0140841 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0165622 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.102792 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0443037 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0129486 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.00910864 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0983752 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.251272 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.12935 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.249401 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.12935 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.249401 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0195183 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0722904 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0835147 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0279432 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0437802 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0704882 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0243296 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0204897 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.039363 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.27203 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.109367 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.270159 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.109367 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.270159 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0418622 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.0417278 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0946061 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0520233 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0622729 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0124795 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.00863952 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0476062 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.26558 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.124969 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.263709 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.124969 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.263709 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0338546 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0508209 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0855908 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.050556 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.107627 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.101504 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0542094 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.201839 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.00828598 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.199969 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.00828598 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.199969 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0221958 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.078705 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.042612 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0562354 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0474906 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0014356 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0701764 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0302363 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0682998 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0302363 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0682998 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0766884 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0531153 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.108233 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0132246 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0457854 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.26699 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.119895 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.265119 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.119895 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.265119 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0329426 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0488369 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0909772 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.056568 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.256757 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.144477 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.254885 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.144477 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.254885 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0297652 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0620411 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.081385 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.197099 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.00605505 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.19523 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.00605505 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.19523 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0652702 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.142396 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0232331 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.325192 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.017762 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.325192 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.017762 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.650477 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.00533765 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.121823 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.016446 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.020552 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.016446 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0157623 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.00552152 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0364068 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.325193 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0177648 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.646971 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00821913 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.121908 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.016446 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0157623 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.00552152 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0364068 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.646971 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.00821913 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.121908 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.196735 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.163673 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.24631 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.134305 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0211313 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.00323763 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0211313 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.00158669 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0199996 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.00146831 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.108465 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0409228 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0744683 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0392719 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.136385 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0374766 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.187319 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0211625 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.00155198 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0200882 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.00150302 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.110079 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0392719 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.136385 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0374766 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.187319 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0200882 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.00150302 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.110079 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.329414 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0103215 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.108462 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.408399 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.135578 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.228321 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.0411964 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.196207 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.12609 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.178651 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.174785 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.455039 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.34288 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.438725 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.430553 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.210157 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0850322 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.134016 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.152234 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.178473 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.213254 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.481182 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.369023 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.438547 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.443912 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.21895 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.0987114 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.123964 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.235395 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.176071 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.436145 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.264065 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.433593 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.00586417 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0276017 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.181023 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.110678 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0248921 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.19846 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.0531973 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.138889 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.092772 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.15252 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.148016 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.0508968 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.191954 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.276699 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.392426 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.047031 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.0135651 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.667127 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.0147696 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.324011 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.237674 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.10679 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.132881 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.146365 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.146511 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.0657561 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.195665 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.140407 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.162344 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.184511 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.184525 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.132108 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.589695 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.0123845 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.442994 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.356339 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.274521 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.336966 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.0676042 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.125075 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.122848 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.0557779 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.182774 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.0539172 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.249593 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.162344 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.184511 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.184525 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.132108 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.589695 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.0123845 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.442994 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.356339 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.274521 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.336966 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.00345549 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.375721 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.122848 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.0557779 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.182774 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.0539172 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.249593 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.123082 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.224874 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.166197 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.105572 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.315812 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.175947 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.430562 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.324748 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.130978 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.348981 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.00296298 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.389698 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.0165934 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.443798 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.418887 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.172207 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.266779 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.238383 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.465061 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.281507 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.478691 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.335402 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.0271747 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.396231 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.219302 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.464464 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.06513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.904649 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.932508 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.596492 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.480359 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-2.36212 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-1.41198 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.373922 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-1.41024 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.439608 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.1934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),1.39026 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.702861 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.460875 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.383066 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-2.13247 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-1.18234 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.238305 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-1.28627 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.297196 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.21028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),1.37664 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.121623 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.442808 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.220238 # DEPENDENCYPART_GRANDPAR
