# _root_ Najednou nebylo žádné místo mezi mým vozem a zdí , byla slova nešťastného Fittipaldiho , s nimiž však Mansell nesouhlasil :
#goldHeads=2,10,4,2,2,7,8,5,8,0,10,11,14,12,20,20,16,20,20,14,0,
#predictedHeads=2,18,4,2,4,7,8,5,8,18,18,11,14,12,18,20,16,0,20,18,0,
(12,14),(12,20),-0.00440522 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0579227 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0158894 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0292071 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0128407 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0215981 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0311766 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0340084 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.176152 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.00147375 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.123078 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0311974 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0571023 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.00625168 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.00760644 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0649141 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.00684772 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.201445 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.318461 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.275881 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0123353 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.110831 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0108786 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.111691 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.112609 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.132275 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0779636 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.121656 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0303961 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0469754 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.0118869 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0182388 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.00587488 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0242019 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.103113 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0770906 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0156364 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.00544 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.00693806 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.020658 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.094734 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0791391 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.00445171 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.00266976 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00835887 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0385809 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0875614 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.000720371 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.00984565 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0259706 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0262734 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00756143 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0141743 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0299858 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.181404 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.00704263 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0262758 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0468693 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.00845452 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.112136 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.00706593 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0334085 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.00785803 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0108522 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.00785803 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.168545 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0982951 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0155601 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0467765 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.00785803 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0619031 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.013618 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.00193495 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.0143992 # DEPENDENCYPART_SIBL
(15,1),(15,21),0.0308909 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0627455 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0810063 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0555461 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.012754 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.055546 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0637181 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.015273 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0634856 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0785594 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.055546 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0105544 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0300606 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.02126 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.67131 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.109441 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0175973 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.0719383 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.0537088 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0728484 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.606751 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.181645 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0659173 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0147051 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.0734561 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.138646 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0331788 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.174764 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0240742 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0620407 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0751125 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0462764 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0751125 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.118203 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0212809 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.080985 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0576063 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0751125 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.185684 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0588727 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0544992 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0235201 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0174165 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0234702 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.010449 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.4948 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.151145 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.00351783 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0277203 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0110567 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.103765 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0222883 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.160068 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0105909 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0312586 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.00779421 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.173551 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.00171917 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.00950665 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0682941 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.00779421 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0235116 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.178062 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0576254 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.0561427 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0657907 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.4948 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.151146 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.00351783 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0277244 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0110567 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.103765 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0222883 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.163386 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.014972 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0312586 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0992401 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0668352 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0310342 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0729228 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.00589762 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0892423 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0445565 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0784213 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.00961561 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0359923 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0809804 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0262883 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0257938 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0175916 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0629494 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.759109 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.167763 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0343985 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.00138422 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.109042 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.038334 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.131359 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.00480193 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0462389 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0127103 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0191754 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00846289 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.00143375 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0112263 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.038608 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.103767 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0222883 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.160961 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.014972 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0312586 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.00273023 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.157006 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.109213 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0140931 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.00287614 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0603281 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0992519 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0198869 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0779849 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0441056 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.00316299 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0916501 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0350134 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0913887 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0806918 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0694177 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0371188 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00682046 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.219253 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.567058 # DEPENDENCYPART_SIBL
(16,17),(16,19),-1.02216 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.298873 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.566204 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.00243564 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.421496 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.0865819 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0212146 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.00919448 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.0187322 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.00782715 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.36609 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.0498483 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0135349 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.0215402 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.00718838 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.36609 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0391523 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0206534 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0665567 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0351076 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.053382 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.0320122 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.0604551 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.0306448 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.515583 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0664965 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.0340037 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0672784 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.030006 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.515583 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0476992 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0734873 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.0195922 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0475155 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.0130792 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.0499284 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.0157616 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.541916 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.129667 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.0122162 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.113587 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0176159 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.541916 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.0225536 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0755353 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0968969 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.102761 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.0617076 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0130138 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.532189 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.140432 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0094684 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.112021 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0148681 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.532189 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0326248 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.00740907 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.129341 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0973079 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0808947 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.235982 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.074647 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0800896 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.136303 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0802559 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.235982 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0492762 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0136032 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0398273 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0379478 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.532189 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.140433 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0094684 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.112025 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.0148681 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.532189 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0326248 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.00513908 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.113773 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0905023 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0213765 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0822186 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0957005 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0808399 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0138231 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0284794 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.056056 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0515222 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.00447707 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.00595394 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0723376 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0108617 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.514534 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0207015 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0259599 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0742366 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.00930782 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.121366 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.00110607 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.509236 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0268545 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.00115978 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.110856 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0831381 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0206994 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.512465 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.025476 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0521587 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.233649 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.032828 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.532189 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0326246 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.00213477 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.116198 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0929268 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0284794 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.056056 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0515222 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.00447707 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0894036 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.208344 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0997279 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.350679 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.165233 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.112121 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0462181 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.121709 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.053129 # DEPENDENCYPART_SIBL
(20,1),(20,2),0.110674 # DEPENDENCYPART_SIBL
(20,1),(20,4),0.0403615 # DEPENDENCYPART_SIBL
(20,1),(20,5),0.0338706 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.00397641 # DEPENDENCYPART_SIBL
(20,1),(20,8),-0.00455027 # DEPENDENCYPART_SIBL
(20,1),(20,9),-0.00347154 # DEPENDENCYPART_SIBL
(20,1),(20,10),-0.153307 # DEPENDENCYPART_SIBL
(20,1),(20,11),0.190692 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.00448755 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.00981441 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.00347314 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.153307 # DEPENDENCYPART_SIBL
(20,1),(20,16),0.0351965 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.0033619 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.00374136 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.000379063 # DEPENDENCYPART_SIBL
(20,2),(20,4),0.0173305 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.00427126 # DEPENDENCYPART_SIBL
(20,2),(20,7),-0.0101661 # DEPENDENCYPART_SIBL
(20,2),(20,8),-0.0182611 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.00966106 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.065149 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.111645 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.0075999 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.0660432 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.00966266 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.065149 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.0480982 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.033042 # DEPENDENCYPART_SIBL
(20,2),(20,19),-0.00993089 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.000551715 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.0369482 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.183758 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.0468609 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.181838 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.135062 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.20707 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.182343 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.170245 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.181232 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.135062 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.0199983 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.06562 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.181982 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.0102061 # DEPENDENCYPART_SIBL
(20,5),(20,7),-0.064956 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.0708103 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.0644511 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.284673 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.140857 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.0627506 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.103411 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.0644527 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.284673 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.0794177 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.00175767 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.0649318 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.00527492 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.0390473 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.189711 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.147224 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.217809 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.190216 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.174683 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.189105 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.147224 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.0122882 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.0742176 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.189856 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.00615355 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.0880388 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.104715 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.00907791 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.0774989 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.159607 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.0880404 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.104715 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.0523368 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.0895415 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.0883391 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0255621 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.147224 # DEPENDENCYPART_SIBL
