# _root_ Na to , jaké právní prostředky nápravy bude nutno v konkrétním případě předem vyčerpat , mohou vznikat nejrůznější názory .
#goldHeads=19,1,8,6,6,14,6,2,8,8,12,10,14,8,8,0,16,19,16,0,
#predictedHeads=14,1,8,6,6,14,6,2,8,14,12,10,14,16,14,0,16,19,16,0,
(15,10),(15,19),-0.0140078 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0255675 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.140798 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0347631 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0265268 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.014387 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.15415 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0936717 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0229645 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0205199 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0502148 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.00282135 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.719776 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.666276 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.000458913 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0144157 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.36712 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0271677 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0290641 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0234516 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0196783 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.038108 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.00792548 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.295283 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0971759 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0804942 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0404 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0314896 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0892463 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0927534 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0545823 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0900424 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0505501 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0267992 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.104246 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.295283 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0209753 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.112569 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0138168 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0680043 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.302014 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.150254 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0996428 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0691162 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0599366 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.243683 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.100892 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.00757879 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0995497 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0762056 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0171891 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0147572 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.302014 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0485657 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.14637 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.159446 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.226147 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.115145 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.0398032 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.044324 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.0628331 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.587518 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0343458 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.0340694 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0356836 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.0288408 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0955467 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.158842 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.150834 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0333597 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0352939 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0455111 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.0310913 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.08166 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0651208 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0559426 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.233411 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.082909 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0131625 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0815669 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0721866 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0481714 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0202656 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.284298 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.068132 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.199241 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.15461 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.205424 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0543805 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0462446 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.241176 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0176056 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0270709 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0164775 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0558948 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.007726 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0155117 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.036591 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0655825 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0637952 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0929153 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.106482 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.199217 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.282481 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.192594 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.00484427 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.19127 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.206674 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0107581 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.00689285 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.163508 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.000367146 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.080871 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.14445 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0539934 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.280306 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.19611 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0126005 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.194786 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.207439 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0182643 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.00471822 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.16138 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.00121197 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0689957 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.120191 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0432979 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.0160906 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.213591 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0197029 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.264825 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.176646 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.137378 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.00911063 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0823729 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.00442939 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0232653 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.0196406 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0252831 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.018081 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0637547 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.00177622 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0135498 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0369129 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0803748 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.045274 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.122601 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.121112 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.130499 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0408936 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.00161141 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0147096 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.320815 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.14773 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.05133 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.035228 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0821962 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.06175 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.00776373 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0156039 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0348976 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0685017 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0727797 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0921874 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.106557 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0327388 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0511358 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.156222 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.121026 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.00827519 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0375607 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.018097 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0420643 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.161303 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0487507 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0417861 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0298338 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.172537 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0973453 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0224844 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0213842 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.043497 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.038743 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0333597 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0352939 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0455111 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0310913 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0951223 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0734674 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0326127 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.107251 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.145718 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.127638 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.0328009 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.292114 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.0727325 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.0514533 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.042543 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.0828492 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.036474 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0615983 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.00505248 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.110678 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.292114 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.133727 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.132879 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.01879 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0905168 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.283012 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.112874 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0488892 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0397096 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.253189 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0462919 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0559737 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0222 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.00527461 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.283012 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0304777 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.10067 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0849061 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.174361 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.0904899 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.00598194 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.0244911 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.543284 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0336763 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.00949555 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.0666983 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.114585 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.177005 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.0560807 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0351194 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0290109 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0353648 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0449131 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0357349 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.242898 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.025516 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0519742 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.00880515 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0108025 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.265315 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0360042 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.155097 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0816262 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.155204 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.188713 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.279851 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.0131936 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.196165 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.038725 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.00422657 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.149706 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0224164 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0524355 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.069066 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0375483 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.277676 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.00543734 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.19693 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0312187 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.00205193 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.147578 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0245911 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0405602 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0448071 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0268528 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.231903 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.261792 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.200737 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.143164 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.00416599 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.149881 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.00090196 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0450901 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.0173564 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0376787 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0277124 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0161513 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.310464 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.00634593 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0771107 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.00245536 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.110827 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0825079 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0487555 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.142135 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0218279 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0380295 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0397261 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.000333063 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0327607 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.157881 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0110243 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0403222 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0187182 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.181013 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0924556 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.239675 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0178825 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0217087 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.041053 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0560807 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0351194 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0290109 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0353648 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0209291 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0319094 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0564563 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.110984 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.152003 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.145064 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.00233993 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0332937 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.0295916 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.0714747 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.128653 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.0714615 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0335423 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.119894 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0121843 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.224355 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0244773 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.224387 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.000215531 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.112841 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.269098 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0664601 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.269194 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0271385 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.17391 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0408889 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.260624 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0765945 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0413506 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.295258 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0575463 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.187407 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0768594 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0413274 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.100797 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0608218 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0651546 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.480776 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.372971 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.000248007 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.00188214 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.226542 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.125222 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.167411 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0909967 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.636889 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.164737 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.227673 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),1.11679 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.151456 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.59739 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.631267 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.532633 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.532263 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.0518452 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.149146 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.0898495 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.286347 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.00901393 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.353567 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.0331585 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.114053 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.645545 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.0952921 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.180739 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.319852 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.109851 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.0507237 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.186061 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.873651 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.0545946 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.0921858 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),-0.0246406 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.0972131 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.446256 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.478498 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.29907 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.321353 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.162891 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.274044 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.47721 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.480327 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.490491 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.448775 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.251354 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.0967375 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.318683 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.015933 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.367096 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.0994804 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.180311 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.846197 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.133244 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.565729 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.207311 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0303536 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.249506 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.786933 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.141313 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.139495 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.112124 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.537982 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.0768676 # DEPENDENCYPART_GRANDPAR
