# _root_ Světová návrhářská smetánka se totiž rozhodla všem , které jsou nevšímavé vůči kouzlu negližé , vyhlásit nelítostný boj a ve svých kolekcích povýšit prádlo do řad oficiálního svrchního ošacení .
#goldHeads=3,3,6,6,6,0,16,10,10,7,10,11,12,13,10,19,18,16,6,23,22,20,19,23,23,25,29,29,26,0,
#predictedHeads=3,3,6,6,6,0,6,10,10,7,10,11,12,13,10,19,18,16,10,23,22,20,19,23,24,25,29,29,26,0,
(3,10),(10,15),-0.125681 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.398122 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-1.3028 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.705975 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.228706 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.554529 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.881277 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.519139 # DEPENDENCYPART_GRANDPAR
(3,10),(10,24),-1.18712 # DEPENDENCYPART_GRANDPAR
(3,10),(10,25),-0.832602 # DEPENDENCYPART_GRANDPAR
(3,10),(10,27),-1.26961 # DEPENDENCYPART_GRANDPAR
(3,10),(10,29),-0.785232 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.108709 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.123292 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.80333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.427242 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.214524 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.113667 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0230696 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.74346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.437195 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.634338 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.785423 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.715481 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.614992 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.510068 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.124347 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.26508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.214023 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.269277 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.387319 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.407043 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.555161 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.4539 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.486016 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.359458 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.484653 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.486344 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.211149 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.500991 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.466713 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.808967 # DEPENDENCYPART_GRANDPAR
(5,6),(6,29),-0.726492 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.33881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,8),-0.174432 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.175731 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.50428 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.019104 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.158179 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.22519 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.2106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,1),0.302709 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0657118 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.512418 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.213501 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0693977 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.260783 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.20758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),0.790619 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.339084 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.245149 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.221031 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.2127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.829381 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),0.0446738 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.0637735 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.268398 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.189168 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.703704 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.39246 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.75797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.731994 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.376525 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0627652 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.305673 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.139671 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.44593 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.351183 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.0386392 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.109297 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.65063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.772954 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.38876 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.577044 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.0155122 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.03937 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0436708 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.366876 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.104346 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.120331 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.783364 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.596807 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),0.38377 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.227104 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-1.30408 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.175323 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.827907 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.208811 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-1.75179 # DEPENDENCYPART_GRANDPAR
(6,10),(10,29),-1.01167 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),0.0808306 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.859263 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.118072 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0636395 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.113771 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.209434 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.256439 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.313885 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.283178 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.246999 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.31219 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.0110152 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.176985 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.498205 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),0.278799 # DEPENDENCYPART_GRANDPAR
(6,13),(13,7),0.970353 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.506059 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.316165 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.353685 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0350196 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.104993 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.495455 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.576279 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.283588 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),0.424992 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.972223 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),0.194119 # DEPENDENCYPART_GRANDPAR
(6,13),(13,27),-1.54493 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),0.970353 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.506059 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.316165 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.353685 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.46409 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.104993 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.495455 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.576279 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.283588 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),0.424992 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),0.194119 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.377325 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.703704 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.224375 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.75797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),0.247425 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.667483 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.055575 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.211537 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.136226 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.0992994 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.223906 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.305673 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.861641 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.486173 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),0.242485 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.0935674 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.60222 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.252309 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),0.033644 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.0609615 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-1.66261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.791938 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.302127 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.553847 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.21271 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.203595 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.0288645 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.0302163 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.292989 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.180878 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.799992 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.507391 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),0.386708 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.191681 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-1.21466 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.164935 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.738492 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.160249 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),-1.64148 # DEPENDENCYPART_GRANDPAR
(6,16),(16,29),-0.922258 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.504768 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.462698 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),0.139492 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.47954 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.0987148 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.972046 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),0.198336 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.515997 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.822253 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.689481 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.466679 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-0.258601 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-1.63179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,8),0.114113 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.669354 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),0.24077 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.137871 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.229358 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),0.137403 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.185802 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.00713631 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),0.349492 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.936746 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.44328 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.0819872 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.969895 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.15875 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.494228 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.0839543 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),-1.39748 # DEPENDENCYPART_GRANDPAR
(6,19),(19,27),-1.53105 # DEPENDENCYPART_GRANDPAR
(6,19),(19,29),-0.677494 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.482711 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.0998735 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),0.119207 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.234943 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),0.194119 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-0.496601 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.201664 # DEPENDENCYPART_GRANDPAR
(6,22),(22,27),-1.54493 # DEPENDENCYPART_GRANDPAR
(6,23),(23,3),-0.258464 # DEPENDENCYPART_GRANDPAR
(6,23),(23,6),-1.66593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,23),(23,8),0.298861 # DEPENDENCYPART_GRANDPAR
(6,23),(23,9),-0.567449 # DEPENDENCYPART_GRANDPAR
(6,23),(23,10),0.209395 # DEPENDENCYPART_GRANDPAR
(6,23),(23,12),0.0285164 # DEPENDENCYPART_GRANDPAR
(6,23),(23,13),0.0298857 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),-0.29332 # DEPENDENCYPART_GRANDPAR
(6,23),(23,15),0.177612 # DEPENDENCYPART_GRANDPAR
(6,23),(23,16),0.311769 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),-1.00589 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),-0.534206 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),0.43764 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.237959 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-1.23052 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.736587 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-0.155771 # DEPENDENCYPART_GRANDPAR
(6,23),(23,26),-1.63958 # DEPENDENCYPART_GRANDPAR
(6,23),(23,27),-1.76782 # DEPENDENCYPART_GRANDPAR
(6,23),(23,28),-1.92379 # DEPENDENCYPART_GRANDPAR
(6,23),(23,29),-0.920353 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),-0.314186 # DEPENDENCYPART_GRANDPAR
(6,25),(25,26),-1.19954 # DEPENDENCYPART_GRANDPAR
(6,25),(25,27),-1.45816 # DEPENDENCYPART_GRANDPAR
(6,25),(25,29),-0.47632 # DEPENDENCYPART_GRANDPAR
(6,29),(29,24),-0.315016 # DEPENDENCYPART_GRANDPAR
(6,29),(29,25),0.0748323 # DEPENDENCYPART_GRANDPAR
(6,29),(29,26),-1.23908 # DEPENDENCYPART_GRANDPAR
(6,29),(29,27),-1.4545 # DEPENDENCYPART_GRANDPAR
(6,29),(29,28),-1.61048 # DEPENDENCYPART_GRANDPAR
(6,29),(29,30),-0.2355 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.831837 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.551751 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.65155 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.41973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,3),-1.32639 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.840727 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.32249 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.97977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),0.499428 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.475891 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.0987912 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.27833 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.26035 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.07941 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.723031 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.876156 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.29661 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.757666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),1.78781 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.952009 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.406207 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.106256 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.284172 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.149754 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.657272 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.262391 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.607488 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.321033 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),0.304773 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.264373 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.473158 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),0.25579 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.12338 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.141213 # DEPENDENCYPART_GRANDPAR
(7,10),(10,27),-0.541409 # DEPENDENCYPART_GRANDPAR
(7,10),(10,29),-0.288417 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.481347 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.234054 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.199872 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.378722 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.590586 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),0.350504 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.192897 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.249987 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.1761 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0895779 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.215703 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.0493068 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.721366 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.128488 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.184453 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.031637 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.0287434 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0179585 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.103153 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.721585 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-1.06946 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.22288 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.33161 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.26274 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.05866 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-1.03714 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-1.69827 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-1.23296 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-1.55604 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-1.07854 # DEPENDENCYPART_GRANDPAR
(8,6),(6,25),-1.68835 # DEPENDENCYPART_GRANDPAR
(8,6),(6,29),-1.77787 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.188439 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.27123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-0.520944 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.0079 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.04334 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.1005 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.04837 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.724575 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.717394 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.09338 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.611811 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.69807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0558039 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.151133 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.361462 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.328817 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.259943 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.503703 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.289671 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.569553 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.697162 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.252999 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.438134 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.55325 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.321112 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.652037 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),-0.795502 # DEPENDENCYPART_GRANDPAR
(8,10),(10,27),-0.609355 # DEPENDENCYPART_GRANDPAR
(8,10),(10,29),-0.776003 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.595338 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.516411 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.62168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,12),-0.532666 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.600857 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.531984 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.688566 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.417959 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.578061 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-1.01666 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.704536 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.717068 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-1.06846 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.592645 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-1.72348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),-0.0276608 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.308403 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.28999 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.288114 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.365307 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.296434 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.418142 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.597012 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.669234 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.316058 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.421428 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.525321 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.326157 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.624109 # DEPENDENCYPART_GRANDPAR
