# _root_ A míra exportního výkonu , vztahující objem vývozu na jednoho obyvatele , je žalostná :
#goldHeads=0,13,4,2,6,2,6,7,6,11,9,6,1,13,0,
#predictedHeads=2,13,4,2,6,2,6,7,6,11,9,6,0,13,0,
(0,1),(1,6),-0.521695 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.58865 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.538398 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.633422 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),1.04138 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.593337 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.0272495 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.656118 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.561698 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.566668 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.582793 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.557204 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.513782 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.59542 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.667153 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.637583 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.754674 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.542968 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.0134819 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.332329 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.573659 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.565502 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.586535 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.542206 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.498784 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.593707 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.665016 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.149064 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.54671 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.10427 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.248102 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.661649 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.537927 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.283159 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.342076 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.29627 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.17169 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.41516 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.589451 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),1.00762 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.240379 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.595897 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.10427 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.248102 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.661649 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.537927 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.293456 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.50608 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.51511 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.391327 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.640533 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.627724 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),1.00762 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.240379 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.595897 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.0389334 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.18162 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.418927 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.455226 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.393194 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.347329 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.502887 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.438701 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.48052 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.62805 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.550771 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.5812 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.102528 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.547957 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.673501 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.585661 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.554961 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.486735 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.694077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.0869366 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.216397 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0272631 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.272422 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.222372 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.207511 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.0413196 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.0254282 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.143682 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),0.00386563 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.127671 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.687414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.760146 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.244839 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.199345 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.724669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.922681 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.161448 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.0198552 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.288926 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.215477 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.200616 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.0511502 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.0318757 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.160139 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.144175 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.968363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.572449 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.363876 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0399981 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.550968 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.303977 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.284924 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.0106223 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.2161 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.107967 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.0918864 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.403259 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.270418 # DEPENDENCYPART_GRANDPAR
(1,6),(6,2),0.758585 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.266809 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.304981 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.200331 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.183615 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.0169013 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.114482 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),0.0398953 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),0.0626921 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.235144 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.702597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,3),0.180583 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.24878 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.18279 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.17791 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.0381311 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.0126352 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.114082 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),0.00959981 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.146195 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.120622 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.302423 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.708778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.948287 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.175207 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.460041 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.188166 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.0102123 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.0247918 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.0189056 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.118847 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.146927 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.130745 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.968363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.572449 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),-0.363876 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),0.0399981 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),0.196845 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.392442 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.384884 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.201014 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.259063 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.317475 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.0918864 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.403259 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.270418 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.827425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),0.829635 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),0.166152 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),0.366625 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),0.0377886 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.196071 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.101856 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.0729311 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),0.118799 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),0.098305 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.00542895 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),0.0143912 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.0847873 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.269572 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.00416196 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),0.0953694 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.0112079 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.396581 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.31812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.520781 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.527854 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.879521 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.17586 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-1.02613 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.20465 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.862102 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-1.49357 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-1.40264 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.11811 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.969434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),1.07841 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.572488 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.20107 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.666638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.677301 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.113086 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0495389 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.0336091 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.135615 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.247508 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.364166 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.53809 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.468883 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.25041 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.962479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.664199 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.802604 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.0373836 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.237047 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.0729099 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0931088 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.15885 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.105245 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.72043 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.379117 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.431284 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.972645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,4),0.811549 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.514879 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.574106 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.405289 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.125344 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.173828 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),0.293168 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.397384 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.461376 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.20086 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),0.692036 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.465422 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.0360528 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.135245 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.250414 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.358142 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.373473 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.129234 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.538621 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.462966 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.608164 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-1.20087 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.659117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.677625 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),1.12416 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.0216415 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.633339 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.21172 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.351141 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.362421 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.524808 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.455556 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.139222 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.360819 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.158017 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.298267 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),0.0792664 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.425695 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.552075 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.327875 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.633685 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-1.20087 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.656893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.678537 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),1.12638 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.465722 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.0225536 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),0.635564 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.446428 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.290904 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.314712 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.535801 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.466833 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-1.25041 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.962479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),0.664199 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),0.802604 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.472654 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),0.327738 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),0.131407 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.16062 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.402425 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.0900926 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.72043 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.379117 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.431284 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),0.134858 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.0822896 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),0.534302 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.46389 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.806164 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.19138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.826932 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.74367 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-1.2354 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-1.24785 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-1.37663 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.92055 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-1.36945 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.948152 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.0562006 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.79423 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.703019 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.23703 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.21515 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.34393 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.707935 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.67183 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.62171 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.879898 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.68205 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.442648 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.60159 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.3437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.146801 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.508006 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.420227 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.550251 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.288208 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-1.0929 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.719435 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.955654 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.442648 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.34496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,5),0.056925 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.390227 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.54877 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.29096 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-1.08638 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.83234 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.324494 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.71959 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.949419 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.430945 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.994371 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0435256 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.06317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.610939 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-1.32735 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-1.25872 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-1.23069 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.510184 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-1.14716 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-1.28276 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.13351 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.217108 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.87681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.406536 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-1.15265 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.07236 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.04433 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.585135 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.931557 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.4706 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.305782 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.49487 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.238458 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.582376 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.84042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,7),-1.03578 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.567147 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-2.24023 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.82351 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.736005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.114267 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0113233 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0310836 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0430559 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.401252 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.456551 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.368902 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.456396 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.307729 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.94821 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.728312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.794175 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.330185 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.367911 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.188398 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.0641254 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.646728 # DEPENDENCYPART_GRANDPAR
