# _root_ Situace na jazzové scéně , byť se v létě konal první ročník nového Agharta Jazz Festivalu , je téměř horší než za socialismu .
#goldHeads=18,1,4,2,6,18,10,10,8,6,12,10,16,16,16,12,6,0,20,18,20,21,22,0,
#predictedHeads=18,1,4,2,6,18,10,10,8,6,12,10,15,15,12,15,6,0,20,18,20,21,22,0,
(15,11),(15,22),0.126011 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.0127091 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0157552 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.00622298 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0219389 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.019547 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0298707 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.043702 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.00296397 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0991764 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0856321 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0134271 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.004683 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0237514 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0262158 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0236101 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0104221 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0970865 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0805952 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0773968 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0135959 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00993745 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.00835887 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0156428 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0179879 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.106195 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0800226 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.055258 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.00021804 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0397979 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.00669437 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0091605 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.032164 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0836564 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0704694 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0636705 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0328994 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0596103 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0185946 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.024733 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0228835 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.00756318 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0438275 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0126884 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.127291 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.00699848 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0022522 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0552748 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.057106 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0466479 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0191609 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.00345468 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.018307 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0296638 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0203759 # DEPENDENCYPART_SIBL
(15,21),(15,23),0.00403691 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.00969747 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0323229 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0411898 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0489645 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0323398 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0266952 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0987621 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0387305 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0731423 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.050363 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0180144 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.00848221 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0107965 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0195607 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0298472 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.043712 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.00290226 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0992159 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.00352425 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.199827 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0118994 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00931646 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0247405 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.111305 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0663332 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.185039 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.00595754 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0013491 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0323064 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.120413 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0657606 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0240974 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.031212 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0377927 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0031663 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0985271 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0341702 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0583396 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0142815 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0260129 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0438275 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0148053 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.1273 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0531579 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0571151 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.00344298 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.0122429 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.494237 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0203204 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.0459756 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0102539 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.131387 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.0101373 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0322983 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0316113 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0102541 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0102237 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0389327 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0630911 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.00984641 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.0602715 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.0422766 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.121024 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.0394976 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.00761553 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0298865 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0283258 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0282299 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.0432765 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0427065 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0281885 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0290486 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.013605 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.00834541 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.03506 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0164063 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.307954 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.116103 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.0194481 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0727927 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0498451 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.0709793 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0304155 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.0310342 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0729228 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0703679 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.104256 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.000311586 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.0435912 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.0151014 # DEPENDENCYPART_SIBL
(17,5),(17,22),0.00788038 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.0700306 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0106823 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0140007 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.010735 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0439815 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0436489 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0106822 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0106969 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.0375825 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.00559194 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0205519 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.259158 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.0369421 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0371474 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.0431028 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0337976 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0805621 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0799929 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0337562 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0354712 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.0199303 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0138901 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0229191 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.0176173 # DEPENDENCYPART_SIBL
(17,8),(17,22),0.230357 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.139972 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0109345 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0284105 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0277235 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0110513 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0110209 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0164576 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0421532 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0124633 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.0425588 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0316142 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0498261 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0737094 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0734922 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0498243 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0511761 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.707667 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.125577 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0162596 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0140441 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.0514488 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0338918 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0332048 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.00246085 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.00242988 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0108341 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0412383 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0190081 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0364055 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0166176 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0995299 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.00851139 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.00852568 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0417545 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0301602 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.619544 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0385172 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0270298 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0127103 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0127246 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.039717 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0284853 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.622539 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0370796 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.017947 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0110263 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0164515 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0421465 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0124688 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0425533 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0315889 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0184134 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0441404 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0104732 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.044567 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0335508 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.042676 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.00449341 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0857678 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0145189 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.00422771 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0609177 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.1661 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0870574 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.130675 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.0234837 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.13365 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.355737 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.121335 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.0583401 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.118238 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.134575 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.351814 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0813567 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.357577 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.228368 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.227865 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.351738 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.356618 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.121335 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.13585 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0151558 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0561792 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.0305214 # DEPENDENCYPART_SIBL
(18,1),(18,23),0.0186551 # DEPENDENCYPART_SIBL
(18,1),(18,24),-0.0255079 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.159359 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.31598 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.00428428 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0756273 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.186563 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.157167 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.192939 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.16119 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.145301 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.144914 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.155388 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.161956 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.31598 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0781482 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.030977 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0363476 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.10021 # DEPENDENCYPART_SIBL
(18,2),(18,23),0.040635 # DEPENDENCYPART_SIBL
(18,2),(18,24),-0.117993 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.147383 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.0110438 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.148927 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.17314 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.378255 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.100661 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.384017 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.249588 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.249084 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.378179 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.383058 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.147383 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.140404 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0649949 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0686023 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0614514 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.00816524 # DEPENDENCYPART_SIBL
(18,4),(18,24),-0.0310262 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.152167 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0983459 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.00981311 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.00940318 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0481625 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.000119986 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.0242998 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.024525 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0097264 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.000231391 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.185882 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.13572 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.013703 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.160323 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.0122306 # DEPENDENCYPART_SIBL
(18,5),(18,23),0.0229763 # DEPENDENCYPART_SIBL
(18,5),(18,24),-0.120724 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0375609 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0790326 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0654519 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.0721346 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.07115 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0719777 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.071828 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.065376 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0702435 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.110452 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0847809 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.0468029 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0196604 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.0492288 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.0157491 # DEPENDENCYPART_SIBL
(18,6),(18,24),-0.0922437 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.0251861 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0621934 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0800341 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0751109 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0646566 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0656758 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0620993 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0696607 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.224679 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.176795 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.375521 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.18727 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.200875 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.054307 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.22143 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.146673 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0844853 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.149002 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.200142 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.199756 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.1432 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.151478 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.351147 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.112032 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.025484 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.0174959 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0164101 # DEPENDENCYPART_SIBL
(18,8),(18,23),0.0781805 # DEPENDENCYPART_SIBL
(18,8),(18,24),-0.147539 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.100564 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.383978 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.249549 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.249045 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.37814 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.383019 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.147293 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.139702 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0643331 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0665768 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0608384 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0088749 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.0304054 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.075133 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0774638 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0774296 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.06941 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0769618 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0748649 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0808897 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.016901 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0768394 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0103805 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.000407214 # DEPENDENCYPART_SIBL
(18,10),(18,24),-0.0664717 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.242938 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.242434 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.373842 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.378722 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.143027 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.144964 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0582751 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.061248 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0344176 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.00707046 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.0191136 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.00565022 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.101271 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.106139 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.00421658 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.1064 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0952551 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0294117 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.118928 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0264886 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0597313 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.105565 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.110433 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.00728487 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.105299 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0976179 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0272806 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.11042 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0171482 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0533903 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.383018 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.147293 # DEPENDENCYPART_SIBL
