# _root_ Významnou funkcionalistickou stavbu , která vyhořela v roce 1974 , rekonstruovala Národní galerie v letech 1987 až 1993 .
#goldHeads=3,3,11,6,6,3,6,7,8,6,0,13,11,11,14,17,15,17,0,
#predictedHeads=3,3,11,6,6,3,6,7,8,6,0,13,11,13,14,17,15,17,0,
(11,8),(11,17),-0.0365996 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0386192 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0355262 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.06186 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0400652 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0190525 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0198949 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.014586 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0398103 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0206558 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0496142 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0468178 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00502945 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0072113 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.000399576 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0132915 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0328002 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.046417 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0455489 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0253276 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.105711 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.02674 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.107129 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.108802 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0399472 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.115815 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.14014 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0452538 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.125543 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0149596 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.141634 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0254403 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.135278 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0394913 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.166861 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.00512223 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.139386 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0605925 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.012423 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.138596 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0229058 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.131639 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0635477 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0843709 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0816081 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0790527 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.00173955 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.100377 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00421076 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0776351 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0138446 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.126374 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0698205 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.096895 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.117946 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.000373459 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.145062 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0242275 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.154974 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0151218 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0016329 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.14332 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0590932 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.00210713 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0259225 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.185004 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0673252 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0254953 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.225395 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0106045 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.127789 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0248821 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0214517 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0379376 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0285408 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0986111 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0727307 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0665415 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0743457 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.00746657 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.399178 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0786926 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.00214218 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0910766 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.110458 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0358292 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.11303 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0770978 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0467407 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.083681 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.17282 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0990607 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.146491 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.00909784 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0961328 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.118261 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.00398966 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.130985 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.116729 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.000369442 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0242513 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.259139 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0130761 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0814719 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.012036 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0107534 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0587657 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.00104608 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.00593848 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0183591 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.167309 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0575049 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0721259 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0483487 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.00276428 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0684206 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0286628 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.00765046 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.294986 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0856256 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0519868 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0230912 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.112731 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0105352 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.110469 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.187064 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0676807 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0710925 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0846251 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.110307 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0920638 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.108817 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0413611 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.15568 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0683598 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0243132 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.039894 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0314023 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.144662 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0127597 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.139668 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0584462 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.106604 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.173893 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0244516 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.133608 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.00204211 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.203005 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0772132 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0478417 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.198853 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0214682 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0967405 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.254509 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.101796 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0380848 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0453266 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.598217 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.981252 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.415588 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.234174 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.00172066 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0527671 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0671695 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0598562 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.185242 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0353087 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0166712 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0620526 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00696381 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0220851 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.127728 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0124831 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.140452 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.135566 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0849264 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0690328 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.205855 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0288142 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0963962 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.261511 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.14366 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.145629 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.143478 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00760111 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0151322 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0885213 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0890611 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0361352 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0954861 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0553826 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.118579 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.120897 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0297342 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0722178 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.116491 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0988737 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.056669 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.117175 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0213156 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0243761 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.203635 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.0186017 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.289969 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.0727723 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.0175734 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.0512809 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.0237415 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0580755 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.289969 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0175734 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.0181241 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0181454 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0512809 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.0193629 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0612362 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0129674 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.110735 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.202676 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.103687 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.0420591 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0491892 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.0398011 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.103229 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.202676 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.0420591 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.146106 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0244619 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0491892 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0305578 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.10385 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0248185 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0809286 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.125609 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0523855 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0650857 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.0737231 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.124406 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.061788 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0523855 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0653544 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0539765 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0650857 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0649026 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.124597 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0523152 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0600252 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.180894 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.0542967 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0411659 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0510017 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0807207 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.180894 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.0324325 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0349578 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0542967 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0370049 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0524002 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.022586 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.124821 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.0716763 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.091234 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.100719 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.0618844 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0724439 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.0978697 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0854605 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0716763 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0864918 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.102045 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0420493 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.079664 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.0651908 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.109452 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0265315 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0453893 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.094268 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0572314 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0711879 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0616044 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.111258 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0170449 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.112368 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.109313 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.189785 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.0345637 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.151648 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0370613 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0549956 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0431572 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.109935 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.0212512 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0862249 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.10775 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.037068 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0117697 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0997619 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0631792 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.100934 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.08482 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.664154 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.106668 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0523855 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0653544 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0539765 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0650857 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0649026 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.124597 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0523152 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0600252 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0978697 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0854605 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0716763 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0864918 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.102045 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0420493 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.079664 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0242539 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0527335 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0254539 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.065931 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0145374 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.129953 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0502897 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0291551 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.104056 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.029629 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0787323 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0616044 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.111258 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0170449 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.112368 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.105938 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0152875 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0899236 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.658297 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0951422 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.128597 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.145609 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.14292 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.165392 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0904859 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0969699 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.120408 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0791908 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0537152 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.124947 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0435966 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.00406338 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.126222 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0104942 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.286682 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0146049 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.703869 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.275412 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.534688 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0802636 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.280026 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.153537 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.0802636 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.111286 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.3941 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.415502 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.710049 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.253626 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.105695 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.366643 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.214276 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.355338 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.0680267 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.652036 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.194128 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.477432 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.116385 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.756099 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.203445 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0781366 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.192077 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),1.07775 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.600261 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.00105654 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.600414 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.0806423 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.363946 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.00191657 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.297367 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.568151 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.148145 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.048608 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.114653 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.213513 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.784763 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.424493 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.214878 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.0947573 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.32106 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.241935 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.0564455 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.413984 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.0337998 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),-0.194128 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.116385 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.144252 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.72669 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.457479 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.177819 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.36995 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.191789 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),1.07775 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.350346 # DEPENDENCYPART_GRANDPAR
