# _root_ Za karty bude chybět Novotný a o tom , zda nastoupí Chovanec , rozhodne lékař až po dnešním tréninku .
#goldHeads=4,1,4,6,4,0,14,7,10,8,10,11,10,6,14,19,14,19,17,0,
#predictedHeads=4,1,4,6,4,0,6,7,10,8,10,11,10,0,14,19,14,19,17,0,
(13,6),(13,10),0.0690149 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0139899 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.00792675 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0454443 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0540846 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.00351414 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0649704 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0576236 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.225935 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.101235 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.193926 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.010711 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0905044 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.132034 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0323932 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0268978 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.130415 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.321109 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0569533 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0727902 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0733181 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0473686 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0206928 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0380418 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0441793 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.045622 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0357976 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0332099 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0651831 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0504816 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0911963 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0684699 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0512331 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.664498 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00322138 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0189713 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0450877 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0142373 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0111182 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.177952 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0121718 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00506813 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.183611 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0210874 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.008416 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0195559 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0241879 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.00272169 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0206119 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0134674 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0236233 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.000756101 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.134459 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.258169 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.0436082 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.00188523 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0146161 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0454701 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0718482 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.165781 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.000296394 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0449277 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.000911485 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.165781 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0800565 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.000850867 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0191987 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.000950238 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.0684102 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0383282 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.14513 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.25661 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0870676 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.193559 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.00487196 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0112148 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0705073 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.144945 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.258346 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0112148 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0850805 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0636111 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0295114 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0327028 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0400125 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0119802 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.024052 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0379214 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.00282555 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0966512 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0937316 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0551912 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.236966 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0223161 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0937316 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.00314876 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0955342 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0300414 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0445274 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0371707 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0547907 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0531478 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0552606 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.160814 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.156657 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0434652 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.00421755 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.199103 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.156657 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0761459 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0635454 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.00267693 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.074539 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0773903 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0506433 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0736199 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.100954 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.114264 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.126143 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0973871 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0930236 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.114264 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.00928552 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0192892 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.021992 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0531185 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0142249 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0801591 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.00719085 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.259592 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.022216 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0669259 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0436404 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.259592 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.126922 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0919362 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.00700598 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.116179 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.139642 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0867051 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.254883 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.00396892 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0103294 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.00826936 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.254883 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0362067 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0971057 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.016201 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.153745 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0514398 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.15737 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0614966 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0925014 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0164259 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.211276 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0602391 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.134024 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0410727 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0934821 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0788048 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0930869 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.109467 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0926278 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.18254 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.060496 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0520276 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0549041 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0617114 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0659279 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.137217 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0142614 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0953703 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0028985 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0928645 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0156672 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.042111 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0311234 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0496748 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.169564 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0751372 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0682665 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00352927 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0792595 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0763817 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0512961 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0602391 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.134024 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0410727 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0934821 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0788048 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0930869 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0788802 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.00734408 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.00550962 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0912347 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.119474 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.06261 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0701584 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0523702 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0332052 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0316791 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0900464 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0476027 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.10786 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.156031 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.129199 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.259982 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0204315 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0526669 # DEPENDENCYPART_SIBL
(15,12),(15,18),-6.24595e-05 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0142312 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.006287 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.108404 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.10784 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.123027 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.077638 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0422155 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0154639 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.00320923 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0182232 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0750723 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0242094 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0279518 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.118522 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0291786 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.154117 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.20762 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.01928 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.101327 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0945206 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0182437 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.00752479 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0251671 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.015962 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0842547 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.155334 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0248041 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0274774 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.118233 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.104396 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.211595 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0326722 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0318129 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0808379 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.213607 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.249133 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.178089 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.042413 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.024859 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0163454 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0222971 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0147703 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.073913 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0997338 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.104189 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.221679 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0309778 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0229478 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0451463 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.049713 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0290985 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0938059 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.129224 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.032134 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0677816 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0749274 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0730464 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0143862 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0215551 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0472595 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.691555 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.175606 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.356064 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0542243 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0732631 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.127169 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.00185737 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.00419053 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0196522 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0250488 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0329923 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0181584 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.116767 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0982777 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0911416 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0185433 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.0799156 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.0488988 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.506562 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0322337 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.182655 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.00130632 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.279238 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.109739 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.363149 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.235235 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.330713 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.177063 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.379562 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.25679 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.56305 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.323779 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0202656 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),1.16715 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.13064 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.214044 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.242804 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.415744 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.240643 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.275267 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.0380978 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.320369 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.697588 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.207661 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.159281 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.615202 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.15598 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.238297 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.178513 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.189329 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.262646 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.277695 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.301305 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.247405 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.342373 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.571662 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.356877 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.103047 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.508274 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.410468 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.0216444 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.342971 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.0208734 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.560744 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0124892 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.471358 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.0377531 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.413923 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.032111 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.418922 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.456983 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.49365 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.189455 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.215644 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.139001 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.758808 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.241467 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.25076 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.239611 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.501165 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.658514 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.355046 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.00273485 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.557571 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.483481 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.450209 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.156074 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.647469 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.172493 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.208928 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.342077 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.385838 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.0480438 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.453387 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.0653297 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.0726055 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.309575 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),1.05167 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.170149 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.175113 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.304302 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.583721 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.300847 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.165969 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.0543992 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.361524 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.219553 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.0882893 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.73282 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.214512 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.269177 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.139001 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.758808 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.241467 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.25076 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.239611 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.658514 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.110685 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.134878 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.035941 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.228237 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.557571 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.104253 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.484882 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.182013 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.325007 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.303931 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),1.06636 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.184937 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.163302 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.242826 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.303158 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.540792 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.301356 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.167575 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.0188216 # DEPENDENCYPART_GRANDPAR
