# _root_ " I když se Taliban dostal těsně ke Kábulu , nevěříme , že na něj zaútočí .
#goldHeads=3,3,11,6,6,3,6,7,8,3,0,13,11,16,14,13,0,
#predictedHeads=11,3,11,6,6,3,6,6,8,3,0,13,11,16,14,13,0,
(13,9),(13,17),-0.0481303 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0567752 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.419122 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.210756 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0182985 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0053857 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.289906 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.191942 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.135303 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0791899 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.210756 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0182985 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0053857 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.593097 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.126489 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.12005 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0303366 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0875853 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.287884 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.032351 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.258187 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0719138 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0236845 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0798905 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.000495987 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.00566267 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0230164 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.168116 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.084757 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.168116 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0265579 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0502989 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.105711 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.128331 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0534778 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0673588 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.11065 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.099466 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.131568 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0681679 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.16027 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.109449 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.16027 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.185904 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.049943 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.123335 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.00854895 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0156548 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0668135 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.0499189 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0573108 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0164639 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.139532 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0656258 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.139532 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0818478 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.0185509 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0678657 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0293349 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0167366 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.0996104 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.206253 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0285259 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.215177 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0152702 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.215177 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0242155 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.224376 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.169684 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.00204275 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.020119 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0074939 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.189033 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.145857 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.00548587 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.145857 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0502098 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.025856 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0245778 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.0171233 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0404267 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0182631 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0999247 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.239775 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0999247 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0913114 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0148791 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0413224 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0500923 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0200099 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.162726 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.010519 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.162726 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0132959 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0134059 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.184582 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0796602 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.291264 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0308999 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.291264 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0662512 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0410916 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0594852 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.148022 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.00188198 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.148022 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.053827 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0222523 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0235203 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.107743 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.183682 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.00596987 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0479876 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0262723 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0970359 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0907117 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0165283 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0399938 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.00596987 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0479876 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0262723 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0718826 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.202291 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0759107 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.057104 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0211152 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.30795 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0392413 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.33858 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.278872 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.356902 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.300843 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.2068 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.714387 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.408879 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.333078 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.353433 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.566931 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.501531 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.347954 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.274741 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.0700064 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.308881 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.176502 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.275222 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.744396 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.290958 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.152037 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.235512 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.468465 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.474644 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.166913 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.457187 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.180077 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.032625 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.124267 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.42673 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.673646 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.490181 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.265163 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.539426 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.234362 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0308261 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.111495 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.138048 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0891559 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.178773 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.027474 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.387382 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.313976 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.0485497 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.25853 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.115989 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.251166 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.0366325 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0834883 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.0608784 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.15139 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.441386 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.239106 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.508768 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.85588 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.555544 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.327333 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.601824 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.80199 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.339161 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.609823 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.423293 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.420977 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.36553 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.344503 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.0413578 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.0139231 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.198144 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.0614161 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.367507 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.313928 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.644309 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.370736 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.168143 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.297719 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.170137 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.358507 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.274644 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.0998201 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.174519 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.14248 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.0701246 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.0147782 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.190911 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.221106 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.525769 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.268715 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.189579 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.0526692 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.189768 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.0658295 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.588107 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.344503 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.0139231 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.198144 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.0614161 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.313928 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.644309 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.115599 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.0721165 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.170137 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.358507 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.383494 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.905658 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.179073 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.411652 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.123627 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.624878 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.107836 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.401257 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.2659 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.0921145 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.166814 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.149573 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.0787974 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.00527662 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.203308 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.225552 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.534442 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.279207 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.013049 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.223761 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.416747 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.364728 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.584756 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.80027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.617052 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.811614 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.892979 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.782411 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.831873 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.963182 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-1.15477 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.932715 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.912241 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.954279 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.870998 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.871757 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.773341 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.81507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.156153 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-1.03578 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.691097 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.874459 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-1.29757 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.928282 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.820757 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.949845 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.885386 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.972926 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.681857 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.988955 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.82772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.292534 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.265863 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.20055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,5),-0.618926 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.197018 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.453411 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.73759 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.566124 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.751097 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.559353 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.672889 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.816101 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.822452 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.863982 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.497029 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.01338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.417403 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.32661 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.245946 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.41771 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.409768 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.507283 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.24411 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.37579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.325406 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.437679 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.47082 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.468717 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.375458 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.603248 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.563571 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.803864 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.5568 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.551403 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.606137 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.874987 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.301576 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.20905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.273122 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.522414 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.149536 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.504666 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.793401 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.59006 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.771218 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.659093 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.732714 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.842237 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.532897 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.514118 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.451659 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.444889 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-1.01303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,4),-0.326279 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.149417 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.479937 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.246635 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.778197 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.506187 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.850898 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.384682 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-1.40958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.123775 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.731488 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.397601 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.763922 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.623262 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.851689 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.818627 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.611547 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.628924 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.67053 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.890183 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.244988 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-1.37019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.328154 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.511586 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.508833 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.230736 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.581542 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.526061 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.630229 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.465707 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.586147 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.584072 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.688282 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.916879 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.906878 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.384682 # DEPENDENCYPART_GRANDPAR
(2,12),(12,3),0.123775 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),-0.731488 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.397601 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.623262 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.851689 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.256809 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.903746 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.67053 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.890183 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.138478 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.79685 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.22972 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.668221 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.222949 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.84474 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.672212 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.85875 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.107031 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.733566 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.749869 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.244988 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-1.3605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
