# _root_ Kdo má nad žáky dozor , nese odpovědnost i za eventuální zranění žáka nebo za škodu , která by žákovi vznikla .
#goldHeads=2,7,5,3,2,2,0,7,12,14,12,10,12,8,14,15,21,21,21,21,16,0,
#predictedHeads=2,7,2,3,2,2,0,7,12,14,12,10,12,7,14,15,21,21,21,21,16,0,
(12,9),(12,15),0.013395 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0289162 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0294927 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0468827 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0475268 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0201676 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0193643 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0881654 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0160147 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0195489 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.079474 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.00861201 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0238244 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0409603 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00918138 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.00918138 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0177525 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.113436 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0814746 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0582333 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0582299 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.00770683 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0309711 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0307955 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0307955 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0273069 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.00971357 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0097202 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0391905 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0589514 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.005089 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.00508964 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0392113 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.00604596 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.00961355 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0209421 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.094046 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0306465 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.030331 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.327656 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0292282 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.00934118 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0291652 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.183554 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0194101 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0537535 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.00305787 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0219947 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0958315 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00792127 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0343444 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0274597 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.00970785 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.139354 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0381769 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0405598 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.040843 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.00369981 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.172309 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0473918 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.00551645 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.00675766 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.018874 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0453834 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0446658 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0402536 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0433992 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.138964 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0884689 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.043112 # DEPENDENCYPART_SIBL
(14,1),(14,21),0.139619 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.0580508 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.11355 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.107757 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.107731 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0586216 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0281886 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.109311 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.107357 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0580819 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.14822 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.111202 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.111754 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.022326 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0133613 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0375732 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0054401 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0149325 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.230292 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.0415109 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0509778 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0509527 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0462551 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.00764171 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.052665 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0347835 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.00616453 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0711474 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0540638 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0550525 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.233899 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0550713 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0289931 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.00589791 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0586055 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0411332 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0571248 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0239957 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.118687 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0455587 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0283593 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0319695 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0265308 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.219671 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0290723 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0342646 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0615895 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0979513 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.100138 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0280932 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0992093 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0107557 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.1035 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.118535 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0455015 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0283969 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0320044 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0265658 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.219706 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0291099 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0343022 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0615722 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0976566 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.100402 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0281104 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0989146 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0108147 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.103625 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.00759679 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.037254 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.121155 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0265301 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0468634 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.027992 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0410082 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0680599 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0317737 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.114621 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0432265 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0317556 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.00487551 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.134307 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.075406 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0898192 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0296327 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.13216 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0772975 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0778488 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.00115705 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0342305 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0261726 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.00576464 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0358017 # DEPENDENCYPART_SIBL
(14,7),(14,21),0.326795 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0178969 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0334663 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0337517 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.221177 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0330523 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0382446 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0538937 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.123662 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0962593 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0340397 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.12492 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.00766361 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.09925 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.067743 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0337321 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0287853 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0271417 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0179503 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0543718 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0626503 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0596512 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0537954 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.00109383 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.145107 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.111262 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0802665 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0812552 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.369041 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0348956 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0425334 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0105119 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0384298 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0192079 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0566301 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0277917 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0287956 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0448468 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0563174 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.067275 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.00880274 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0563174 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0961823 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0894951 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0349631 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0727889 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.067413 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.112167 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0169646 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0686709 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0279803 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.115165 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0669879 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0842237 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.105851 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0233382 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0854817 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0156621 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.108844 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0162351 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0794836 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.00178519 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0162417 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.31385 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0673262 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0764725 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0333417 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.020987 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.273193 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.207581 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.00412944 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0703853 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.299925 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.208997 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0291647 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.294437 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0900133 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.273192 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.207575 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0207417 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.240002 # DEPENDENCYPART_SIBL
(15,16),(15,20),-1.35993 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.544032 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0304262 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.328001 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.329342 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0582381 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.00725088 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0949254 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0100769 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0718045 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0279418 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.0469921 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0486686 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.184489 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.184508 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.00822495 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0810967 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.00683286 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0963987 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0331417 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.00184123 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.0137584 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.10958 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.00794431 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.024958 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.154596 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.025015 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0480799 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0397084 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.00798746 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0091795 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.00315815 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.025397 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.154861 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0248435 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0481272 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.036076 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.013533 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0128119 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.00306044 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.11863 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0236104 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0694293 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0159103 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0759237 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.00946125 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0628175 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0564586 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.100038 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.106604 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0209475 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0792894 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.132526 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0695469 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0183634 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.00823697 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0152128 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.112147 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.016464 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0158576 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.015299 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0621616 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0801584 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.196061 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0937076 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.00644659 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.208318 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.047793 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.00487234 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0426633 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0959519 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0627285 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0950901 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.00608631 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.613067 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.0499081 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.0719536 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.130316 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.0720534 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0445565 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.0815802 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0508784 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0220149 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0500166 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0134961 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.671625 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0216014 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0103145 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.146709 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0257131 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.00845536 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.00217436 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.00366677 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.164505 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0342035 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0205642 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.192365 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.167959 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.13451 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0417057 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0770182 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.047488 # DEPENDENCYPART_SIBL
(21,2),(21,3),-0.0749647 # DEPENDENCYPART_SIBL
(21,2),(21,4),-0.0522968 # DEPENDENCYPART_SIBL
(21,2),(21,5),-0.0522958 # DEPENDENCYPART_SIBL
(21,2),(21,7),-0.280314 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.0360732 # DEPENDENCYPART_SIBL
(21,2),(21,9),-0.061971 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.0583453 # DEPENDENCYPART_SIBL
(21,2),(21,11),-0.0999077 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.0536074 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.0525378 # DEPENDENCYPART_SIBL
(21,2),(21,14),-0.0691329 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.0583453 # DEPENDENCYPART_SIBL
(21,2),(21,16),-0.0522998 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.120964 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.191857 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.126778 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.0522957 # DEPENDENCYPART_SIBL
(21,2),(21,22),-0.0729198 # DEPENDENCYPART_SIBL
(21,3),(21,4),-0.0414873 # DEPENDENCYPART_SIBL
(21,3),(21,5),-0.0414871 # DEPENDENCYPART_SIBL
(21,3),(21,7),0.00497416 # DEPENDENCYPART_SIBL
(21,3),(21,8),-0.0255327 # DEPENDENCYPART_SIBL
(21,3),(21,9),0.00103356 # DEPENDENCYPART_SIBL
(21,3),(21,10),-0.00509619 # DEPENDENCYPART_SIBL
(21,3),(21,11),-0.0737039 # DEPENDENCYPART_SIBL
(21,3),(21,12),-0.0427155 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.0418046 # DEPENDENCYPART_SIBL
(21,3),(21,14),-0.00153771 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.00509619 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.0415057 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.23994 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.191909 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.0284057 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.041487 # DEPENDENCYPART_SIBL
(21,3),(21,22),-0.0634775 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.187485 # DEPENDENCYPART_SIBL
(21,4),(21,7),-0.00456554 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.176952 # DEPENDENCYPART_SIBL
(21,4),(21,9),-0.00801152 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.0259873 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.176805 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.189824 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.191893 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.00704135 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.0259873 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.187524 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.138766 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.310391 # DEPENDENCYPART_SIBL
(21,4),(21,19),0.0923056 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.187485 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.0327764 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.00457949 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.176956 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.0080134 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.0259891 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.176807 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.189828 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.191897 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.00704324 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.0259891 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.187528 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.138837 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.310395 # DEPENDENCYPART_SIBL
(21,5),(21,19),0.0922917 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.187489 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.033094 # DEPENDENCYPART_SIBL
(21,7),(21,8),0.00979746 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.0296468 # DEPENDENCYPART_SIBL
