# _root_ Za současného stavu , kdy se léčebna potýká s obrovskými finančními potížemi , by ráda znovu obnovila svoji farmu .
#goldHeads=17,3,1,8,8,8,8,3,8,12,12,9,8,17,17,17,0,19,17,0,
#predictedHeads=17,3,1,8,8,8,8,3,8,12,12,9,8,17,8,17,0,19,17,0,
(13,7),(13,8),0.211987 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0265644 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0137091 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0137091 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0508269 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.00735991 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0392862 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.180665 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0242722 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.111288 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0734921 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0734921 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.049821 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.129253 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.666442 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0125836 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.00647512 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0149179 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0149179 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0730441 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.00751727 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0404836 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.047079 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.109269 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.100407 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0127201 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0269404 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.011261 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.00140069 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.00461014 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0127201 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0269404 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0113055 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.00140136 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.00461014 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0169433 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0142656 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.165071 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0315795 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.062672 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0772145 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0203182 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0218049 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.131899 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.123168 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.183429 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.108336 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.00777127 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.00615747 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0169191 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.14851 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.00565621 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.154781 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0432334 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0580934 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.158495 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0697427 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0458455 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.00412538 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0537633 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.244186 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.318118 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0433178 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0762191 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0382974 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.133582 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0379917 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0404929 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.105851 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.0292011 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.17941 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.172301 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0447993 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.0227961 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.0252649 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.065594 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0682005 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0682005 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0287359 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.17941 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0356324 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.0799501 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.00128023 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0398255 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.0067253 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0772267 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.154641 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0930668 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.00759121 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.192299 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.00226376 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0175052 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.17487 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.17487 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.192675 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.154641 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.0956489 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.192858 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.0141709 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.104754 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0568243 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0291775 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.608964 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0259811 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.0242725 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.114087 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.0204147 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.009129 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.009129 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.0237368 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.174704 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.36916 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.00437451 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0349956 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0430242 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.00809178 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0253276 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.0914034 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.120058 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.152806 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0887159 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0618169 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.0618169 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.119667 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0876185 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.293972 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0510729 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0844727 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0139981 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0538967 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.0848932 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.02902 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.0150943 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.223843 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.040751 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0405517 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.0270932 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.213189 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.114931 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0542057 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.138058 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.172637 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0678984 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.169472 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.00748628 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0184408 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.176276 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.176276 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.194186 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.127598 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.105393 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.194264 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.012677 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0962231 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0338131 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0204006 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0606533 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0687388 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0687388 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0141107 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0919062 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0779379 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0871933 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0262413 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0469716 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0247234 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.040165 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0714843 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0714843 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0921541 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.294545 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0501923 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0832338 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0135552 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0851445 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.058369 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.141064 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0117511 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0585632 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0324364 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.121335 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0225777 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0303843 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.105034 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0700076 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0993264 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0585632 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0324364 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.121335 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0225777 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0303843 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.105034 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0700082 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0993264 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.147714 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0989633 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.192908 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0137362 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.104253 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0571684 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0267176 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.36916 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.00437451 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0349956 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0430242 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.00809178 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0253276 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0018332 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0947379 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0145966 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00915752 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0120349 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0370565 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.10692 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0796423 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.103221 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0609048 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.018028 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.167445 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0468568 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0412102 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.13731 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0112761 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.00183926 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.111385 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.110532 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.181223 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.101504 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.123755 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.212306 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0254105 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.432432 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.515974 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.177757 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0237705 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.293481 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.307249 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.657639 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.0645215 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.305845 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.5301 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.489881 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.419632 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.223241 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.167932 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.193641 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.36449 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.216316 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.231262 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.125551 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.696772 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.129967 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.233428 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.109703 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.26743 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.131932 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.834323 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.338963 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.0529094 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.530599 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.487426 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.329911 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.312317 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0140197 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.476279 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.547934 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.633956 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.640124 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.123544 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.330314 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.231967 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.082009 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.18105 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.270574 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.146484 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.0617126 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.179719 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.306324 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.266321 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.0168112 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.28181 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.00326812 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.216744 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.547158 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.212756 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.193641 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.216316 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.0470581 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.515155 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.0526202 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.403981 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.280757 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.541544 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.501541 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.323741 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.131932 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.834323 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.338963 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.250033 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.00785864 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.370647 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.505373 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.448495 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.563774 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.721965 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.522926 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.309153 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.10896 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.200836 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.301576 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.114922 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.0347615 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.351579 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.124928 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.428721 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.388718 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.204834 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.313219 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.7134 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.140787 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.210105 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.571825 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.220542 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.141659 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.506597 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.861917 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.614633 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.34967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.598875 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.172749 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.156416 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-1.07902 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.0373662 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.405162 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.605471 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.166598 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.520139 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.114249 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.53348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.270115 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.632855 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.0975892 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.885211 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.325249 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.337866 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.663535 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-1.29391 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.319119 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.0920543 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.475521 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-2.39623 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.33146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.478149 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.768372 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.393955 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.890897 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.101894 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.297159 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-1.29996 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.280195 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.0819241 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.252169 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.35304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.597204 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),1.02605 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.192656 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.0581218 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.614402 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.0130063 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.109017 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.430956 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.631265 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-1.53283 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.545933 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.603742 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.32496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.122966 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.184374 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.312147 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.501666 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.367992 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.438941 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.343785 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.691565 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-1.10836 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0163128 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.96947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.200259 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),0.169688 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.850467 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.73902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,1),-1.16742 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.592972 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.63201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.590639 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.42227 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.218714 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.0365966 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.479203 # DEPENDENCYPART_GRANDPAR
