# _root_ zeptali jsme se JÁNA LANGOŠE , bývalého ministra vnitra ČSFR : Jaký je váš názor na policejní zákrok , k němuž došlo minulou středu na fotbalovém stadiónu Slovanu v Bratislavě ?
#goldHeads=0,1,1,5,6,1,8,6,8,8,13,13,1,15,13,15,18,16,22,22,20,18,24,22,22,27,25,27,27,29,0,
#predictedHeads=0,1,1,5,6,1,8,6,8,8,0,13,11,15,13,15,18,16,22,22,20,18,24,22,24,27,25,27,27,29,0,
(4,13),(13,22),-1.4125 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-1.8992 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.926052 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-0.59253 # DEPENDENCYPART_GRANDPAR
(4,13),(13,26),-2.16736 # DEPENDENCYPART_GRANDPAR
(4,13),(13,27),-1.29169 # DEPENDENCYPART_GRANDPAR
(4,13),(13,28),-0.696786 # DEPENDENCYPART_GRANDPAR
(4,13),(13,29),-0.545109 # DEPENDENCYPART_GRANDPAR
(4,13),(13,30),-0.768794 # DEPENDENCYPART_GRANDPAR
(4,13),(13,31),-0.981527 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.52363 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-1.85881 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.638423 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.284611 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-0.880358 # DEPENDENCYPART_GRANDPAR
(4,22),(22,1),-2.32686 # DEPENDENCYPART_GRANDPAR
(4,22),(22,2),-1.2514 # DEPENDENCYPART_GRANDPAR
(4,22),(22,3),-0.316916 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-1.83274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,6),0.523468 # DEPENDENCYPART_GRANDPAR
(4,22),(22,8),-0.754355 # DEPENDENCYPART_GRANDPAR
(4,22),(22,9),-0.725866 # DEPENDENCYPART_GRANDPAR
(4,22),(22,10),-0.207281 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),0.29707 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),0.441635 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),-0.61843 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),-0.735541 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),-0.548297 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-2.16307 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.95923 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),0.294381 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.542453 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-2.0486 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-0.913958 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-0.590615 # DEPENDENCYPART_GRANDPAR
(4,22),(22,26),-2.31676 # DEPENDENCYPART_GRANDPAR
(4,22),(22,27),-1.28017 # DEPENDENCYPART_GRANDPAR
(4,22),(22,28),-0.68526 # DEPENDENCYPART_GRANDPAR
(4,22),(22,29),-0.585616 # DEPENDENCYPART_GRANDPAR
(4,22),(22,30),-0.757268 # DEPENDENCYPART_GRANDPAR
(4,22),(22,31),-0.970746 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.223955 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.117002 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.211575 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.71804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.635001 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-1.03209 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-1.48015 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-1.47801 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.937129 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.737322 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-1.63358 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-1.23148 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-1.99722 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-1.08643 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-1.17302 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-2.41115 # DEPENDENCYPART_GRANDPAR
(5,1),(1,25),-1.1159 # DEPENDENCYPART_GRANDPAR
(5,1),(1,29),-1.30173 # DEPENDENCYPART_GRANDPAR
(5,1),(1,31),-1.88042 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-1.73141 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0594311 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.226074 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.72184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.6385 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.03244 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.48394 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.940928 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-1.68843 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.495017 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0322521 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.78431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.67321 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.09608 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.5464 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.54428 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.00342 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-1.06657 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.17835 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-1.2915 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-2.49962 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.3053 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.656676 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.60358 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.63178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0534237 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.499131 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.469859 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.056604 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.0790316 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.541164 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.983032 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.369278 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.560869 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.6274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.514962 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.178802 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.148399 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.0445644 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.427796 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.636365 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.34918 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.30091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.466152 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0720106 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.489521 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.0236398 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0397791 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.292309 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.6809 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.722682 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.50559 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.34806 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.31539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,7),-0.0813524 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.176447 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.105039 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.175986 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.364751 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.81813 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.578806 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-2.40716 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.635852 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-1.34805 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.31149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),-0.071987 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0395581 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0914206 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0895635 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.196739 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.343134 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.837618 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.55719 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-2.45217 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.24068 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.543997 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-1.33033 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-1.67043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.577023 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.405926 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.432135 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.440293 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.105202 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.247218 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.411899 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.00653576 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.271522 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.533261 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-1.68143 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.641238 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),0.0666882 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.496798 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.552274 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-1.7656 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-1.0742 # DEPENDENCYPART_GRANDPAR
(5,13),(13,25),-0.417687 # DEPENDENCYPART_GRANDPAR
(5,13),(13,26),-2.16099 # DEPENDENCYPART_GRANDPAR
(5,13),(13,27),-1.19414 # DEPENDENCYPART_GRANDPAR
(5,13),(13,28),-0.557761 # DEPENDENCYPART_GRANDPAR
(5,13),(13,29),-0.455607 # DEPENDENCYPART_GRANDPAR
(5,13),(13,30),-0.824318 # DEPENDENCYPART_GRANDPAR
(5,13),(13,31),-0.961013 # DEPENDENCYPART_GRANDPAR
(5,22),(22,1),-2.42657 # DEPENDENCYPART_GRANDPAR
(5,22),(22,2),-1.21506 # DEPENDENCYPART_GRANDPAR
(5,22),(22,3),-0.515675 # DEPENDENCYPART_GRANDPAR
(5,22),(22,4),-1.2827 # DEPENDENCYPART_GRANDPAR
(5,22),(22,6),0.628472 # DEPENDENCYPART_GRANDPAR
(5,22),(22,8),-0.387371 # DEPENDENCYPART_GRANDPAR
(5,22),(22,9),-0.395556 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),0.150033 # DEPENDENCYPART_GRANDPAR
(5,22),(22,11),0.27827 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),0.501997 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),-0.147178 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),-0.530388 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.563983 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-2.16844 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.899661 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),0.17704 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.534116 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-1.915 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-1.06211 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.415771 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),-2.31039 # DEPENDENCYPART_GRANDPAR
(5,22),(22,27),-1.18261 # DEPENDENCYPART_GRANDPAR
(5,22),(22,28),-0.546235 # DEPENDENCYPART_GRANDPAR
(5,22),(22,29),-0.496113 # DEPENDENCYPART_GRANDPAR
(5,22),(22,30),-0.812792 # DEPENDENCYPART_GRANDPAR
(5,22),(22,31),-0.950232 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.078572 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0230285 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.021396 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.188727 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.87537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.318564 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.481427 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.694846 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.772438 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.662439 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-1.01426 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.971452 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.92674 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.699454 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.99349 # DEPENDENCYPART_GRANDPAR
(6,1),(1,24),-1.10124 # DEPENDENCYPART_GRANDPAR
(6,1),(1,25),-0.90716 # DEPENDENCYPART_GRANDPAR
(6,1),(1,29),-1.32175 # DEPENDENCYPART_GRANDPAR
(6,1),(1,31),-0.885185 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0076043 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0192699 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0649589 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.232289 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.87876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.318816 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.485122 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.776134 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0720594 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.23749 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0621455 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.236507 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.00552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.451386 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.530362 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.743782 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.821382 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.758348 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.887699 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.789654 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.0720594 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.23749 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0621455 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0249315 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.00552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.451386 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.530362 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.743782 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.821382 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.758348 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.789654 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.506548 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.591411 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.13024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.240154 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0242796 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.278408 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.225543 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.712223 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.986824 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.819494 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.23079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.542535 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.307169 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.215784 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.246369 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.0456259 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.0288017 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.0785773 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.0493237 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.986515 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.819185 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.539899 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.16802 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.238672 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.00374281 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0429095 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.0870793 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.0470269 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.805043 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.712223 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.986514 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.819184 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.543605 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.54913 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.304172 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.246903 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.00653351 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0452655 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.0715525 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.0493829 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.702629 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.858074 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.92189 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.754559 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.299317 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.161888 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0480127 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.101654 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0164879 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.182669 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.0819687 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.165899 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),0.00237597 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.837069 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.976543 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.598634 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-1.00667 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.839341 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.20145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.57599 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.543636 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.329873 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.243121 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.0473594 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.117748 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.200344 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.00179998 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.0927011 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),0.012406 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),0.109318 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.157566 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.155111 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.0848309 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.0754015 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.0749265 # DEPENDENCYPART_GRANDPAR
(6,13),(13,25),-0.0284095 # DEPENDENCYPART_GRANDPAR
(6,13),(13,26),-0.134102 # DEPENDENCYPART_GRANDPAR
(6,13),(13,27),-0.0659127 # DEPENDENCYPART_GRANDPAR
(6,13),(13,28),-0.257311 # DEPENDENCYPART_GRANDPAR
(6,13),(13,29),-0.229898 # DEPENDENCYPART_GRANDPAR
(6,13),(13,30),-0.296143 # DEPENDENCYPART_GRANDPAR
(6,13),(13,31),-0.306407 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.00488547 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.235091 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),0.00964948 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.0410525 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.0920493 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.142017 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.206566 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.0462673 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.241149 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),-0.127554 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.0114784 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.761453 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.917826 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-1.24063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,11),-0.0231904 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.146902 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.0371466 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.405126 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.371381 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.520606 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.32713 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.338753 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.110558 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.369588 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.366009 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.152442 # DEPENDENCYPART_GRANDPAR
(6,19),(19,27),-0.364884 # DEPENDENCYPART_GRANDPAR
(6,19),(19,28),-0.556335 # DEPENDENCYPART_GRANDPAR
(6,19),(19,29),-0.494947 # DEPENDENCYPART_GRANDPAR
(6,19),(19,31),-0.47652 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.947674 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.411686 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.266605 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-1.04662 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.106316 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.04062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.863819 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.965136 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.574358 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-1.08766 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-1.51519 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-1.24758 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.70745 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.42534 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-1.30526 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-1.68101 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.01242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-1.06824 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.16957 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.778793 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.726672 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.12802 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-1.94408 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-1.00399 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.773052 # DEPENDENCYPART_GRANDPAR
