# _root_ Ať už podnět ke změnám přišel zvenčí nebo ne , určitě vzbuzuje naději , že povede ke zchlazení výbušné atmosféry v zemi .
#goldHeads=8,1,6,3,4,1,6,10,8,0,12,10,12,15,13,15,16,17,20,18,20,21,0,
#predictedHeads=6,3,6,3,4,0,8,6,8,12,12,8,12,15,13,15,16,17,20,18,20,21,0,
(10,6),(10,14),0.0534096 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0371851 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.655093 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0205636 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.0882968 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.052979 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0125871 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.189225 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0198753 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.00499755 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0274147 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0457702 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0182006 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0550945 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.105223 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0511672 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0250563 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0465984 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0516129 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0247713 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.569559 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.03544 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0284662 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0158687 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0336949 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.113396 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.108725 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.036061 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.168258 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.102461 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0441654 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0142264 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0538602 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0662766 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.00712375 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.189566 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0507649 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0235066 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.137923 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0223654 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0456837 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.109126 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.362961 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0234463 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0143046 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0257927 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.042774 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0237483 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0299919 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.071035 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0183885 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0429767 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.00274544 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0669 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0612284 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.00689887 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0331056 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0234564 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0142028 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.105421 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0127092 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.079023 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.00404332 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0117555 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.000402139 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0553027 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0123746 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0251891 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0472439 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0300506 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.00311057 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0310685 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0183435 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.00846267 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0159927 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0650567 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0150144 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0336738 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0254847 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.091072 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0151933 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.018687 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0687022 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0156307 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.153091 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.189545 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0422213 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.00900346 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0951341 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.179858 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.00436105 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0026886 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0878122 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00778937 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.00248166 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.022341 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0134651 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.00147461 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0241037 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0956713 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0265486 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0226707 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00579003 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.111125 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.026343 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0619195 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0253841 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0160026 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00282668 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0416777 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0253833 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.329034 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.137672 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0836533 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.191424 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.325278 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0373453 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.160631 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.156065 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.309947 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0392245 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.129956 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0106312 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0697309 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0508461 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0520091 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0228654 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0146785 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0462377 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0144224 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0484075 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0262581 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0421624 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.013208 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0395318 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.021082 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0573298 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0337418 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.118898 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0644362 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0487501 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0579399 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.0223585 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0579399 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.00510039 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0146269 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0159334 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0137846 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0384455 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0107988 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0197849 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0177603 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.174999 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.00523389 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0121832 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0668337 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.108378 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0290627 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.123282 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.013791 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0992443 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0154987 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.108633 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0229332 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.190382 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0095817 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.00707259 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.00368967 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0334838 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.14749 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0297396 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0429823 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.00777376 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0317917 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.014695 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.00849762 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0467263 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0432948 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.047098 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.00505589 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0738704 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0173137 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0239019 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.024358 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0488637 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.286033 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0174798 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0350728 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0312775 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0355474 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0325929 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.10204 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0226803 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0493921 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0226654 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.130269 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0082502 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.00533538 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.00810402 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0350297 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.14905 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0280024 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0492569 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0130814 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0370183 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0275622 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.00123753 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0530009 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0486024 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0533725 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.012316 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0291334 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0383793 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.059456 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0919449 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0323225 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.015475 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0162572 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0548247 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0029057 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0115682 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0157241 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0144476 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0157241 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0271801 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.00744931 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.00929099 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.144885 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0330365 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0152083 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0126571 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0162764 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0204561 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0362597 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0168162 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0461301 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0185238 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0191766 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0354298 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.116803 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.012315 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0758917 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0256679 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0718812 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00658584 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0889946 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0601558 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0350005 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0602186 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0412633 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0855274 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0545483 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.123014 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0697148 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0433612 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0631967 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.184443 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.123624 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0879173 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.123624 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.142272 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0403396 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00770458 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.181066 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0140381 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00296168 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0779648 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.000200799 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0274453 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.000137091 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.000203792 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0173885 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.00983733 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0177329 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0241339 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0521676 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0157807 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0569886 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.014073 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0386435 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0515066 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.179923 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0292184 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0389351 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.131443 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0341747 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.131526 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0235804 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0417714 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0894139 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.123717 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.113633 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0765581 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.113633 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.211555 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.159293 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.215415 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.189565 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.173504 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.189567 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.236069 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.00632819 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0269608 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0975056 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0269608 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.141937 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0166888 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0496558 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0167094 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.112103 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0206893 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.124445 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0505838 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.113697 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0318767 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.0500714 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0822446 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.00991088 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.134694 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0226644 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0597825 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0200961 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.057586 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0222957 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.13026 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0271314 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0181206 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0157341 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0561707 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0150085 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.023382 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0258617 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0166427 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0155042 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0613304 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0642047 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0661616 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0402268 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0215295 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.000591216 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0123477 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0285655 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0364162 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0333551 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0930803 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.058323 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0701738 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.00508225 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0464964 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0371851 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.655093 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.0988158 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.18913 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.00928923 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0104838 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0181908 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.168258 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.102461 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.00596508 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0720084 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0499192 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0725391 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.429456 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0598602 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0250569 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0941116 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0077608 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0426046 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0170058 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0544399 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0501986 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0163096 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.636239 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0837309 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.036697 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0118271 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0152582 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0612284 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.00968018 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.00879226 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.281222 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.115181 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.108187 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0935088 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.281222 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.149361 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.14259 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.299842 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.214278 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.30035 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.228186 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0828411 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0784905 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0570162 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.058452 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.419122 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0103675 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.162969 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.365338 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.142352 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.365965 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.239518 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.0053857 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0391541 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.00996404 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.130346 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.099107 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0117255 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.124691 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0294086 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.126919 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0314177 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.131131 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.111587 # DEPENDENCYPART_SIBL
