# _root_ Obávám se , že Ivanu Hlinkovi a Stanislavu Neveselému zbyla už právě jen ta slepá víra v boží zázrak , který se nepochybně sám od sebe nedostaví .
#goldHeads=0,1,4,1,6,7,10,9,7,4,10,16,16,16,16,10,16,19,17,27,27,27,27,21,27,25,19,0,
#predictedHeads=0,1,4,1,6,7,4,7,10,7,10,16,16,16,16,10,16,19,17,27,27,27,27,21,27,25,16,0,
(3,10),(10,12),-0.711169 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.511191 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.479564 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.501632 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.518238 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.339229 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.601453 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.50151 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.521601 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.601689 # DEPENDENCYPART_GRANDPAR
(3,10),(10,25),-0.758964 # DEPENDENCYPART_GRANDPAR
(3,10),(10,27),-0.317874 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.22615 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.112706 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.30909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.164692 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.401052 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),0.0681274 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.383207 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.583657 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.24391 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.703582 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.624234 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.663039 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.431099 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.664113 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.431652 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-0.42546 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-0.674295 # DEPENDENCYPART_GRANDPAR
(4,1),(1,25),-0.417981 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.237071 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.366812 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.5904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.36711 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.256196 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.449522 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.95941 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.503607 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.98227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.355909 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0481121 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.338064 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.286286 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.0520784 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.585103 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.277748 # DEPENDENCYPART_GRANDPAR
(4,5),(5,27),-0.285708 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.982263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.671214 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.337871 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.812445 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.791602 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.373361 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.0369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.344676 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.224768 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.00667858 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.099338 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.593758 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.266879 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.304116 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.270571 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.262883 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.398155 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.0310768 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.019323 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.0395264 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.401339 # DEPENDENCYPART_GRANDPAR
(4,7),(7,27),0.361724 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.697463 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.622041 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.142826 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.836211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.667401 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.097964 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.595033 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.115809 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.211436 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.329589 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.353122 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.227373 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.351519 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.327169 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),0.162537 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),0.168315 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.679715 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),0.149062 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.364775 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.269747 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),0.362881 # DEPENDENCYPART_GRANDPAR
(4,10),(10,27),0.115317 # DEPENDENCYPART_GRANDPAR
(4,20),(20,1),-0.899864 # DEPENDENCYPART_GRANDPAR
(4,20),(20,3),-0.53104 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-1.11996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,10),0.144559 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.412947 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-0.154364 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),0.0700846 # DEPENDENCYPART_GRANDPAR
(4,20),(20,27),-0.0188484 # DEPENDENCYPART_GRANDPAR
(4,27),(27,1),-0.697463 # DEPENDENCYPART_GRANDPAR
(4,27),(27,2),-0.622041 # DEPENDENCYPART_GRANDPAR
(4,27),(27,3),-0.142826 # DEPENDENCYPART_GRANDPAR
(4,27),(27,5),0.671825 # DEPENDENCYPART_GRANDPAR
(4,27),(27,6),0.102387 # DEPENDENCYPART_GRANDPAR
(4,27),(27,7),0.597267 # DEPENDENCYPART_GRANDPAR
(4,27),(27,8),0.120233 # DEPENDENCYPART_GRANDPAR
(4,27),(27,10),0.341124 # DEPENDENCYPART_GRANDPAR
(4,27),(27,11),-0.330537 # DEPENDENCYPART_GRANDPAR
(4,27),(27,12),-0.586357 # DEPENDENCYPART_GRANDPAR
(4,27),(27,13),-0.446238 # DEPENDENCYPART_GRANDPAR
(4,27),(27,14),-0.42952 # DEPENDENCYPART_GRANDPAR
(4,27),(27,15),-0.516848 # DEPENDENCYPART_GRANDPAR
(4,27),(27,16),0.0716542 # DEPENDENCYPART_GRANDPAR
(4,27),(27,17),-0.0806334 # DEPENDENCYPART_GRANDPAR
(4,27),(27,18),-0.822381 # DEPENDENCYPART_GRANDPAR
(4,27),(27,19),0.0805902 # DEPENDENCYPART_GRANDPAR
(4,27),(27,20),-0.400425 # DEPENDENCYPART_GRANDPAR
(4,27),(27,21),-1.08978 # DEPENDENCYPART_GRANDPAR
(4,27),(27,22),-0.0907045 # DEPENDENCYPART_GRANDPAR
(4,27),(27,23),-0.320109 # DEPENDENCYPART_GRANDPAR
(4,27),(27,24),-0.0706509 # DEPENDENCYPART_GRANDPAR
(4,27),(27,25),0.00499429 # DEPENDENCYPART_GRANDPAR
(4,27),(27,26),-0.549293 # DEPENDENCYPART_GRANDPAR
(4,27),(27,28),-0.137823 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-1.04998 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.493567 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.136855 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-4.70948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.461708 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.5497 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.661192 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.674798 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-4.53502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-2.4798 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.399356 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.64975 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-1.05296 # DEPENDENCYPART_GRANDPAR
(5,4),(4,27),-1.2515 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.989364 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-2.97912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),-2.66724 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.8576 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.31664 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-2.04666 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.0328 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-3.50026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-1.44459 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-2.29342 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-1.25135 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.754005 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0378692 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.284281 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.211332 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.51028 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-1.26959 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-1.04503 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.504526 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-1.57282 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.0284549 # DEPENDENCYPART_GRANDPAR
(5,7),(7,27),-0.354157 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),-0.924123 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.686844 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-1.60862 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.738446 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-1.62686 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-1.42277 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.575459 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-1.94675 # DEPENDENCYPART_GRANDPAR
(5,8),(8,24),-0.668722 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-0.340194 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.57024 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.80368 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-3.29654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-1.24088 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.421049 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-2.3784 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.632702 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0416192 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.535469 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.884275 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.310118 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-1.41221 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.60171 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.10863 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.80397 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-1.0327 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-3.31835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-1.26267 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.180442 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-2.4002 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-1.91838 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.124525 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.331248 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.275745 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.544742 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-1.57131 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.854875 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.401489 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-2.09716 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-1.38783 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),0.226443 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.418884 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.072364 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-0.353162 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.0153519 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.146742 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.0679791 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.459107 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.305365 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-1.41221 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-2.10189 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-1.32586 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.267541 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-0.547715 # DEPENDENCYPART_GRANDPAR
(5,27),(27,1),-1.60171 # DEPENDENCYPART_GRANDPAR
(5,27),(27,2),-1.10863 # DEPENDENCYPART_GRANDPAR
(5,27),(27,3),-1.80397 # DEPENDENCYPART_GRANDPAR
(5,27),(27,5),-3.31599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,27),(27,6),-1.26031 # DEPENDENCYPART_GRANDPAR
(5,27),(27,7),0.181432 # DEPENDENCYPART_GRANDPAR
(5,27),(27,8),-2.39784 # DEPENDENCYPART_GRANDPAR
(5,27),(27,10),-0.598853 # DEPENDENCYPART_GRANDPAR
(5,27),(27,11),-0.0723949 # DEPENDENCYPART_GRANDPAR
(5,27),(27,12),-0.29507 # DEPENDENCYPART_GRANDPAR
(5,27),(27,13),-0.34156 # DEPENDENCYPART_GRANDPAR
(5,27),(27,14),-0.501858 # DEPENDENCYPART_GRANDPAR
(5,27),(27,15),-1.93666 # DEPENDENCYPART_GRANDPAR
(5,27),(27,16),-1.14927 # DEPENDENCYPART_GRANDPAR
(5,27),(27,17),-0.50835 # DEPENDENCYPART_GRANDPAR
(5,27),(27,18),-2.46352 # DEPENDENCYPART_GRANDPAR
(5,27),(27,19),-1.67511 # DEPENDENCYPART_GRANDPAR
(5,27),(27,20),0.253073 # DEPENDENCYPART_GRANDPAR
(5,27),(27,21),0.2327 # DEPENDENCYPART_GRANDPAR
(5,27),(27,22),-0.927418 # DEPENDENCYPART_GRANDPAR
(5,27),(27,23),-0.369066 # DEPENDENCYPART_GRANDPAR
(5,27),(27,24),-0.405324 # DEPENDENCYPART_GRANDPAR
(5,27),(27,25),-0.156126 # DEPENDENCYPART_GRANDPAR
(5,27),(27,26),-0.959591 # DEPENDENCYPART_GRANDPAR
(5,27),(27,28),-1.39366 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.444752 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.368108 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.559351 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-3.89097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.591591 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-1.96578 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-1.44113 # DEPENDENCYPART_GRANDPAR
(6,4),(4,27),-1.90228 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.274834 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.741443 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.611872 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-3.81012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.604603 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-3.28569 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-2.74629 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-1.77349 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-2.64575 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.53073 # DEPENDENCYPART_GRANDPAR
(6,5),(5,27),-1.70999 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-2.33475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.494792 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-1.78758 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-1.05448 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-1.68705 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-1.35937 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-1.0211 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-1.65546 # DEPENDENCYPART_GRANDPAR
(6,8),(8,24),-0.433638 # DEPENDENCYPART_GRANDPAR
(6,8),(8,27),-0.990977 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.0586351 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.216541 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.189125 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.21614 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.383116 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.49139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.414078 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.750541 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.828301 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.949055 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.653748 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-1.021 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.96013 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-1.39508 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-0.937311 # DEPENDENCYPART_GRANDPAR
(7,1),(1,20),-0.266955 # DEPENDENCYPART_GRANDPAR
(7,1),(1,23),-0.82436 # DEPENDENCYPART_GRANDPAR
(7,1),(1,25),-1.00196 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.102437 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0547152 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.484064 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.11834 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.45296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,10),-0.652762 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.168441 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.384765 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.170022 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.00305291 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.33645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,10),-0.653412 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.112622 # DEPENDENCYPART_GRANDPAR
(7,4),(4,27),-0.55936 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.029362 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.248177 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.384016 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.4676 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.45956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.356117 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.764545 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.606044 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.19719 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-1.09993 # DEPENDENCYPART_GRANDPAR
(7,5),(5,27),-0.511992 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.384015 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0798414 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.356117 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.689289 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.610476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.163666 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0889539 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.265073 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.0439199 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.361612 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),0.0559859 # DEPENDENCYPART_GRANDPAR
(7,8),(8,24),0.000861272 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),0.00509849 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.64972 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.480856 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.683596 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.511701 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.590403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.607708 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.134851 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0902883 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.347569 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),0.0494532 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.247559 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),0.0576201 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.952418 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.762051 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.653903 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.03905 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.922356 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.75046 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.70498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.707182 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.186327 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0359623 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0807732 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0343569 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.314321 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.320822 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.057219 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.13767 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.633232 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),0.0544771 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),0.0982358 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),0.0852906 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),0.113838 # DEPENDENCYPART_GRANDPAR
(7,10),(10,27),0.240716 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.126929 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.178597 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.132155 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.633909 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.528265 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.841439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.452862 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.120328 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0870867 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.131438 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.462556 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.525192 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.107662 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.632912 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.461017 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.56237 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.0594191 # DEPENDENCYPART_GRANDPAR
