# _root_ Povstání zkomplikovalo plány nacistů na obranu Karpat , připoutalo nemalé nacistické jednotky na Slovensko , rozrušilo komunikační systém v týlu fronty a vytvořilo nebezpečné ohnisko nepokojů .
#goldHeads=22,22,2,3,3,5,6,22,22,12,12,9,9,13,22,22,18,16,18,19,20,0,22,25,23,25,0,
#predictedHeads=2,8,2,3,3,5,6,22,22,12,12,9,12,13,22,22,18,16,18,19,20,0,22,25,23,25,0,
(2,9),(9,5),-0.0406688 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.348925 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.567913 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.0625563 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.745597 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.868894 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.28558 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.265045 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-1.1024 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.389782 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.643932 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-1.42175 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.955404 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.424677 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-1.43404 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-1.5397 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),0.00285876 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-0.874415 # DEPENDENCYPART_GRANDPAR
(2,9),(9,25),-1.27588 # DEPENDENCYPART_GRANDPAR
(2,9),(9,26),-1.50864 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.126888 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.202302 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.388185 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.534057 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.184096 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.838212 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.386272 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.26398 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-1.17112 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.244189 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),0.0711981 # DEPENDENCYPART_GRANDPAR
(2,12),(12,23),-0.494449 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),0.138955 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.786668 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.476609 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-1.11252 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.646721 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.38283 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.528701 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),0.104895 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.0649699 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.404402 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.275866 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-1.18901 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.72873 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),0.050515 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-0.506335 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.822407 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-1.60925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),0.386676 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),-0.0384696 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.259968 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),0.0209968 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.468985 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-1.05879 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.245375 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.232668 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-1.05659 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-1.06952 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-1.47239 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.895172 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-1.3902 # DEPENDENCYPART_GRANDPAR
(2,15),(15,23),-1.30114 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.360093 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.7186 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-1.07155 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.242857 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-1.14161 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-1.24187 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),0.0799502 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.468055 # DEPENDENCYPART_GRANDPAR
(2,18),(18,24),-1.07425 # DEPENDENCYPART_GRANDPAR
(2,18),(18,25),-0.983451 # DEPENDENCYPART_GRANDPAR
(2,18),(18,26),-1.21539 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.939571 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-1.04491 # DEPENDENCYPART_GRANDPAR
(2,21),(21,14),-0.711971 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-1.10871 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.582845 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.103389 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-1.05482 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-0.497251 # DEPENDENCYPART_GRANDPAR
(2,21),(21,25),-1.01673 # DEPENDENCYPART_GRANDPAR
(2,21),(21,26),-1.24867 # DEPENDENCYPART_GRANDPAR
(2,22),(22,1),-0.807098 # DEPENDENCYPART_GRANDPAR
(2,22),(22,2),-1.50349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,22),(22,3),0.420069 # DEPENDENCYPART_GRANDPAR
(2,22),(22,4),-0.0137125 # DEPENDENCYPART_GRANDPAR
(2,22),(22,5),0.10928 # DEPENDENCYPART_GRANDPAR
(2,22),(22,6),-0.230323 # DEPENDENCYPART_GRANDPAR
(2,22),(22,7),-0.453353 # DEPENDENCYPART_GRANDPAR
(2,22),(22,8),-0.149334 # DEPENDENCYPART_GRANDPAR
(2,22),(22,9),-0.35027 # DEPENDENCYPART_GRANDPAR
(2,22),(22,11),-1.00075 # DEPENDENCYPART_GRANDPAR
(2,22),(22,12),-0.191004 # DEPENDENCYPART_GRANDPAR
(2,22),(22,13),-0.189692 # DEPENDENCYPART_GRANDPAR
(2,22),(22,14),-1.04953 # DEPENDENCYPART_GRANDPAR
(2,22),(22,15),-0.328151 # DEPENDENCYPART_GRANDPAR
(2,22),(22,16),-0.45168 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),-1.55677 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-0.899574 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),-0.205952 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),-1.3727 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-1.48413 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.837352 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-1.08301 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),-1.01287 # DEPENDENCYPART_GRANDPAR
(2,22),(22,26),-1.24483 # DEPENDENCYPART_GRANDPAR
(2,22),(22,27),-0.571016 # DEPENDENCYPART_GRANDPAR
(2,25),(25,24),-1.00921 # DEPENDENCYPART_GRANDPAR
(2,25),(25,26),-1.25318 # DEPENDENCYPART_GRANDPAR
(2,25),(25,27),-0.562078 # DEPENDENCYPART_GRANDPAR
(2,26),(26,20),-1.0539 # DEPENDENCYPART_GRANDPAR
(2,26),(26,21),-1.1645 # DEPENDENCYPART_GRANDPAR
(2,26),(26,24),-1.00922 # DEPENDENCYPART_GRANDPAR
(2,26),(26,25),-0.895736 # DEPENDENCYPART_GRANDPAR
(2,26),(26,27),-0.563627 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.965145 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.51027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.389258 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.6778 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.226265 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.44313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.321991 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.730924 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.62263 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.15667 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.984794 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.32179 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-1.84851 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.970647 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-2.25279 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.16152 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-2.12483 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-1.22791 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-2.12377 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.965228 # DEPENDENCYPART_GRANDPAR
(3,2),(2,25),-2.86248 # DEPENDENCYPART_GRANDPAR
(3,2),(2,26),-2.37008 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.65486 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-2.06396 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.03515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.279943 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.843259 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.377371 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.589612 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.697093 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.995106 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.219445 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.243392 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.303838 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.234241 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.363477 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.228555 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.583849 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.68961 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.85936 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-1.05131 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.513926 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.746384 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.330908 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.03498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),1.08528 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.236428 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.216751 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.228555 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.583848 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.691089 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.860838 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-1.58775 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-2.08311 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.37425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.74932 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.0986152 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.550917 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0851982 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.206072 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.641721 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.808978 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.489842 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.268571 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.888324 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),0.00292407 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.759353 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-1.17324 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.746869 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.446419 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-1.109 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.763056 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.354265 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-0.781228 # DEPENDENCYPART_GRANDPAR
(3,9),(9,25),-1.50164 # DEPENDENCYPART_GRANDPAR
(3,9),(9,26),-1.01004 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.167826 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-1.02198 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.523036 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.153509 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.918542 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.252493 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.641449 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.710669 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.531491 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.812832 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.480565 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-1.20534 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.718288 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-1.58775 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-2.08311 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-1.37425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),0.74932 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),-0.0986152 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),-0.550917 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),-0.0851982 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.444256 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.999558 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-1.16619 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.774495 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.338339 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-1.18289 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),0.0293446 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-1.17324 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.746869 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.446419 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-1.109 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.763056 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.354265 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.781228 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-1.58976 # DEPENDENCYPART_GRANDPAR
(3,16),(16,25),-1.50164 # DEPENDENCYPART_GRANDPAR
(3,16),(16,26),-1.01004 # DEPENDENCYPART_GRANDPAR
(3,16),(16,27),-1.16955 # DEPENDENCYPART_GRANDPAR
(3,22),(22,1),-1.8413 # DEPENDENCYPART_GRANDPAR
(3,22),(22,2),-2.339 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-1.54718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,4),0.56504 # DEPENDENCYPART_GRANDPAR
(3,22),(22,5),-0.0523505 # DEPENDENCYPART_GRANDPAR
(3,22),(22,6),-0.732739 # DEPENDENCYPART_GRANDPAR
(3,22),(22,7),-0.269478 # DEPENDENCYPART_GRANDPAR
(3,22),(22,8),-0.0404462 # DEPENDENCYPART_GRANDPAR
(3,22),(22,9),-0.417497 # DEPENDENCYPART_GRANDPAR
(3,22),(22,11),-0.992661 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),-0.94435 # DEPENDENCYPART_GRANDPAR
(3,22),(22,13),-0.292074 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-1.38748 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),-0.217173 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),-0.580032 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),-1.36252 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-1.22586 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.517482 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-1.58266 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-1.24986 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.78714 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),-1.28634 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-1.72031 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-1.22791 # DEPENDENCYPART_GRANDPAR
(3,22),(22,27),-1.33274 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.945732 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.433016 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.2974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.481923 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.6589 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.763105 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.23013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.535047 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-1.38454 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.916565 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.663756 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.80718 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.79663 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.01405 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.8377 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.893863 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-2.27864 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-1.18694 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-2.1976 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.947684 # DEPENDENCYPART_GRANDPAR
(4,2),(2,25),-2.84617 # DEPENDENCYPART_GRANDPAR
(4,2),(2,26),-2.46924 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-1.22978 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-1.32169 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.29725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.481921 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.45166 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.983689 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.78803 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-2.26379 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-2.18215 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.960928 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.95069 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.971554 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.913032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0361054 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.500955 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.020725 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.426054 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.112963 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.092483 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-1.06923 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-1.30591 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-1.22239 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.989023 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.557333 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-1.23189 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.313365 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.90402 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.826919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.428241 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0172767 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0924831 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-1.06923 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-1.30739 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-1.22386 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-2.03079 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-2.05963 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.83702 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.15882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0972613 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.312826 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.154905 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.527109 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-1.25802 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-1.172 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.427554 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.311978 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.46283 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.270582 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-1.24486 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-1.50643 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.890274 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.405453 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-1.05272 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.826478 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.336722 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-1.27568 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),-1.47492 # DEPENDENCYPART_GRANDPAR
(4,9),(9,26),-1.09879 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.488757 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-1.38379 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.460424 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.196592 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.492725 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.0154889 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-1.12664 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.974227 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0899818 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.888154 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.39179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.427119 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.485739 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.705587 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.989657 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.11643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.34108 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.140567 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0682376 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.147781 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0958572 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.501184 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.0566495 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.194978 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),0.199763 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.70533 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.67736 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.11625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),1.69599 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.143393 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0722672 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.152085 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.100161 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-2.23398 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.983024 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-2.14798 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-2.12001 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.29917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),1.25665 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.343244 # DEPENDENCYPART_GRANDPAR
