# _root_ Tím , že Schumpeter opouští abstraktní schéma tržní ekonomiky a zkoumá kapitalistický systém , je blíž klasické škole a Marxovi než Marshallovi a Walrasovi .
#goldHeads=15,3,1,10,10,7,5,9,7,3,10,13,11,3,0,15,18,19,16,19,16,23,21,23,0,
#predictedHeads=15,3,1,5,10,7,5,9,7,3,10,13,11,3,0,15,18,19,15,19,16,23,21,23,0,
(3,15),(15,25),-0.548468 # DEPENDENCYPART_GRANDPAR
(3,19),(19,1),-0.724899 # DEPENDENCYPART_GRANDPAR
(3,19),(19,2),-0.352984 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-1.17147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),0.19364 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),0.697264 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),-0.567897 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),-0.315184 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),-0.770139 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.746072 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),0.126831 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),0.130847 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.821712 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.324704 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.306352 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.0434941 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.655877 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.862896 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.843576 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.713002 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.935279 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.892816 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.391753 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-0.524546 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-0.524222 # DEPENDENCYPART_GRANDPAR
(3,23),(23,1),-0.724899 # DEPENDENCYPART_GRANDPAR
(3,23),(23,2),-0.352984 # DEPENDENCYPART_GRANDPAR
(3,23),(23,3),-1.17147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,23),(23,4),0.19364 # DEPENDENCYPART_GRANDPAR
(3,23),(23,5),0.697264 # DEPENDENCYPART_GRANDPAR
(3,23),(23,7),-0.315184 # DEPENDENCYPART_GRANDPAR
(3,23),(23,9),-0.746072 # DEPENDENCYPART_GRANDPAR
(3,23),(23,11),0.130847 # DEPENDENCYPART_GRANDPAR
(3,23),(23,12),-0.821712 # DEPENDENCYPART_GRANDPAR
(3,23),(23,13),-0.324704 # DEPENDENCYPART_GRANDPAR
(3,23),(23,14),-0.306352 # DEPENDENCYPART_GRANDPAR
(3,23),(23,15),-0.0434941 # DEPENDENCYPART_GRANDPAR
(3,23),(23,16),-0.655877 # DEPENDENCYPART_GRANDPAR
(3,23),(23,17),-0.862896 # DEPENDENCYPART_GRANDPAR
(3,23),(23,18),-0.843576 # DEPENDENCYPART_GRANDPAR
(3,23),(23,19),-0.163632 # DEPENDENCYPART_GRANDPAR
(3,23),(23,20),-0.926603 # DEPENDENCYPART_GRANDPAR
(3,23),(23,21),-1.03108 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-1.10642 # DEPENDENCYPART_GRANDPAR
(3,23),(23,24),-0.524546 # DEPENDENCYPART_GRANDPAR
(3,23),(23,25),-0.524222 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.950486 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.3974 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.36924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-1.13678 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.306502 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.67651 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-1.32552 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.575547 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.66746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-1.42557 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.98857 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.456126 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.70795 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.01172 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-2.17895 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.631051 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-0.727279 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.33173 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.70831 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.07232 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.45104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.939126 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.192766 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.984536 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.065042 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.159136 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.807421 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-1.88611 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.767395 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.26732 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.373159 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-1.6876 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.0157892 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.112017 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.40032 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.74738 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.02985 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.10869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),-0.914625 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-1.03337 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.620623 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.180192 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.786719 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-1.93626 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-1.35948 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-1.78467 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),0.00526679 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-1.01151 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.471355 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0890222 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.291278 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.811705 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.0743037 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.11239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),-0.905631 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.155409 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.970872 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.38654 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.240369 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.280617 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.93678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,10),-0.171941 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.441633 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.30701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,2),-0.177989 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0293338 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.4262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.393328 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.494289 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.41749 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.14394 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.48455 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.518942 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-0.551488 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.19335 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.243993 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.376769 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.95056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.0902653 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),0.420868 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.900238 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.215519 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.336138 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.823177 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.898062 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),0.0849233 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.653452 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.264324 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.152264 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.161989 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.198033 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.727399 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.159643 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.676138 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),0.137336 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.346874 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.549379 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0166958 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.019834 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.00341007 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.0703645 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),0.0849213 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.644735 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.919945 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.150026 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.638456 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.28599 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.14594 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.607369 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.39659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.16464 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.59028 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.641037 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0714506 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.552007 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.716364 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.219559 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.239849 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.739333 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.307555 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.673802 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.428479 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.591362 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.78815 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.105644 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.273188 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.165225 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.483898 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.694085 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.158202 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.176368 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.964487 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0642939 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.232236 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.679194 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.504549 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.920469 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.689144 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),0.0830599 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.850299 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.230435 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-1.04709 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),0.0505136 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-1.00058 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.0703594 # DEPENDENCYPART_GRANDPAR
(5,13),(13,6),0.676658 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.118093 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.128769 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.59135 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.256607 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.277354 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.510402 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.652051 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.407873 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),0.153742 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-1.04666 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-1.11155 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-1.51191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,7),0.574908 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.691009 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.0715643 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.266142 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.503745 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-1.15236 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.0417628 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-1.16292 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.615286 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.971505 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.0446776 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.0772239 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),0.104704 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.931638 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.583283 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),0.0799213 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.747282 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.0189869 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.94407 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.897562 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.6261 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.464814 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.597731 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.616069 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.812857 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.638456 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-1.28599 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-1.14594 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.607369 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-1.39659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),0.16464 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),0.59028 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),-0.641037 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),-0.0714506 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),0.133231 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.392543 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-1.1018 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.0139145 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.194447 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.579558 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.506025 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-1.06863 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.610769 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.591362 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.163344 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.78815 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.105644 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.741641 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.53844 # DEPENDENCYPART_GRANDPAR
(5,23),(23,1),-0.638456 # DEPENDENCYPART_GRANDPAR
(5,23),(23,2),-1.28599 # DEPENDENCYPART_GRANDPAR
(5,23),(23,3),-1.14594 # DEPENDENCYPART_GRANDPAR
(5,23),(23,4),-0.607369 # DEPENDENCYPART_GRANDPAR
(5,23),(23,5),-1.39659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,23),(23,7),0.59028 # DEPENDENCYPART_GRANDPAR
(5,23),(23,9),-0.0714506 # DEPENDENCYPART_GRANDPAR
(5,23),(23,11),-0.392543 # DEPENDENCYPART_GRANDPAR
(5,23),(23,12),-1.1018 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),-0.0139145 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),-0.194447 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),-0.579558 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),-0.506025 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-1.06863 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.610769 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),0.108578 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.794413 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.287278 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.9912 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.741641 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.53844 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.758522 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.120809 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-1.68349 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.902577 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.202731 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.358064 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.768768 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.38123 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-1.9573 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-1.06635 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.131297 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.352355 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.936893 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.756688 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-1.28326 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.609653 # DEPENDENCYPART_GRANDPAR
(7,3),(3,23),-0.669778 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.571031 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.740743 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.335475 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.696844 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.607811 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.09453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.218761 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.258743 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.33263 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.936119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),1.16345 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.394709 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.0385791 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),0.0194882 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-2.70781 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.418254 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.62258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.800588 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.14682 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.7533 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.796234 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-2.89489 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-2.0704 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.593401 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.13948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.581229 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.645035 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0355454 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.339779 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.179914 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.26803 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.408502 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.0918588 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.289065 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.495895 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.740034 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.849987 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.151658 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.00511 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-2.64071 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.936958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.433301 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.888773 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.245759 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.643031 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.0117592 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.541911 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.404994 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.0812551 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.591444 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.298822 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),0.014351 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.542172 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.231306 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.652125 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.0457749 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.685026 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),0.0136335 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.419831 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.807282 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.345584 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.608621 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.0991841 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.379256 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.2119 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.640754 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.863527 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),0.0291123 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),0.511099 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.137467 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),0.0111343 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.345029 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.588819 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),0.0108842 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),-1.14682 # DEPENDENCYPART_GRANDPAR
(7,19),(19,2),-1.7533 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-0.796234 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-2.89489 # DEPENDENCYPART_GRANDPAR
(7,19),(19,5),-2.0704 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-0.593401 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-1.13948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,8),0.581229 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),0.645035 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),0.206868 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),0.140676 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.833292 # DEPENDENCYPART_GRANDPAR
