# _root_ Doposud jsme byli zvyklí na to , že školy organizovaly nejrůznější soutěže , zájezdy nebo přehlídky a peníze na ně byly vždy nějakým způsobem zajištěny .
#goldHeads=3,3,0,3,4,5,8,6,10,17,15,15,15,15,10,15,8,25,18,19,25,25,24,25,17,0,
#predictedHeads=3,3,0,3,4,5,8,6,10,8,12,10,15,15,10,15,15,17,25,19,25,25,24,25,17,0,
(3,15),(15,25),0.0211272 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-0.57299 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-1.76305 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-1.43834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),0.240108 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),-0.253331 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),-0.127002 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),0.429587 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.676554 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.0570964 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-1.3317 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.316178 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.131106 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.525484 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),0.188834 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.531767 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.664046 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.620146 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.244924 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.396701 # DEPENDENCYPART_GRANDPAR
(3,17),(17,24),-1.33201 # DEPENDENCYPART_GRANDPAR
(3,17),(17,25),-0.0932397 # DEPENDENCYPART_GRANDPAR
(3,17),(17,26),-0.667831 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.609605 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.878677 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.92057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.0858488 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.230147 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.891142 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.83815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.0240798 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),0.377978 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.193524 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.224957 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.700028 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.83827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.0223827 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),0.379232 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.400835 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.192913 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.823175 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.25208 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.824615 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.54604 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.389278 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.373632 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.38338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.613145 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0526627 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0309405 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.00595622 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.65497 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.15735 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.47063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),0.163015 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.42406 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.194978 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.222897 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.186156 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),0.522766 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.54811 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.56173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),0.571607 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.670701 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.353678 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.37573 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.196785 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.172061 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.731845 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.0794247 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.0439439 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),0.00358954 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.515204 # DEPENDENCYPART_GRANDPAR
(4,8),(8,25),-0.497278 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.56856 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.256304 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.327303 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.49365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.857005 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.408068 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),0.0525034 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.602031 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.633842 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.665744 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.200504 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.777048 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.438852 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.173615 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.0837262 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),0.821257 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.978534 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.946551 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.897065 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.689286 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.47623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),0.349431 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.340846 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.443898 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.20942 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.119475 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.336654 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),0.138327 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-1.01947 # DEPENDENCYPART_GRANDPAR
(5,8),(8,25),-0.760484 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.939827 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.250359 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0260795 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.198286 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.347492 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.789008 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-1.10622 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.729568 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.273224 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.326966 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-1.10633 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.638742 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.204159 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.7892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,8),-0.271977 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.415724 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.71797 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-1.01503 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.232391 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.77789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.461057 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.103672 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.78113 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.23865 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.29844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,10),-0.264189 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.93529 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),1.54221 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.43751 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.130607 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0163689 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.291485 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.0328113 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.0883638 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.253655 # DEPENDENCYPART_GRANDPAR
(6,8),(8,25),0.0734185 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.4648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,10),-0.11757 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0170031 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.45119 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.465 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.897446 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.47466 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.77971 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.19292 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.832739 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.14481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),1.82878 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.478916 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.166843 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0347751 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.242023 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.186404 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.26961 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.163953 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.550771 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.254083 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.612096 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.347887 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.489735 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.388161 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.506264 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.162441 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.895258 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-1.6577 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-1.94588 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-1.30774 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.929137 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.47133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),1.21192 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.302589 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.490298 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.397941 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.371047 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.568745 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.150347 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.585984 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.683572 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.221309 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.726817 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.447985 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.520539 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.495313 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.652147 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.178483 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.918257 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-1.7408 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-2.02714 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-1.38483 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-1.52546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),1.2216 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),0.388952 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.43332 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.385509 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.314164 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.511572 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.140661 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.526599 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.149688 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.804857 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.750449 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.450112 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.502678 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.462676 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-0.694376 # DEPENDENCYPART_GRANDPAR
(6,17),(17,25),-0.14397 # DEPENDENCYPART_GRANDPAR
(6,17),(17,26),-0.819828 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.234017 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.22514 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.24586 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0854308 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.118714 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.21821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.793773 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-1.01912 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-1.2261 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-1.29988 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.866764 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-1.19011 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-1.21357 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.503708 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.342692 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.44579 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.118573 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.126159 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.15109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.528577 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.360641 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.19695 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.334742 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.12704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.57529 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.88391 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.823129 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.949651 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.00013 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.923962 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.952931 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.05902 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.07587 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.03873 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.665424 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.5732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.0753473 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.233289 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.33431 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.247913 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.331509 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.431338 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.287639 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.590222 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.293909 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.67481 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.503831 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.699144 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.657815 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.704434 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.546905 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.478446 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.285041 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.044571 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.72969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.459501 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.42768 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.432518 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.431254 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.191095 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.863562 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.197378 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.504684 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.40491 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.881792 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.810714 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.901752 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.877247 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.755212 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.0453 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.565926 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.186867 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.04361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.411047 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.249803 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.154556 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.26481 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.334485 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.146685 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.438758 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.165465 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),0.199923 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.289067 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.261639 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.0897863 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.686464 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),0.0433562 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.203035 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.684593 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.979917 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.13656 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.06628 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.29978 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.575081 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.32909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.0999989 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.402986 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.820199 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.453496 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.769997 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.251909 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.872662 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.258156 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.241459 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.540573 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.429616 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.324716 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.0957773 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.84118 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-1.09024 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.03203 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.9295 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.1567 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.80841 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.351955 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.20125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.180741 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.775482 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.546987 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.165909 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.0665369 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.647026 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.648122 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.176487 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.0225714 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.546888 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.1881 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.21596 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.883002 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),0.153201 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.767607 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-1.058 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.996043 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.921608 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.744348 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.417402 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-1.24603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.0782529 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.61861 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.647544 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.26853 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.130895 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.74707 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.278475 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.848696 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.00467167 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.460373 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.0743984 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.176074 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.877267 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),0.284983 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-0.621091 # DEPENDENCYPART_GRANDPAR
(8,21),(21,1),-0.79544 # DEPENDENCYPART_GRANDPAR
(8,21),(21,9),0.434577 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),-0.370204 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),0.0857325 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),-0.286932 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),-0.393935 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),0.0328569 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.498011 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),0.178392 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),0.111473 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.534562 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.100422 # DEPENDENCYPART_GRANDPAR
