# _root_ Ne tak kvůli ní samé , jako kvůli ekonomické i politické transformaci , jíž je garantem a která tou dobou ještě nebude zcela u konce .
#goldHeads=2,0,0,3,4,7,0,7,10,12,10,8,17,16,17,15,12,22,20,22,22,17,22,22,24,0,
#predictedHeads=2,0,6,3,3,7,0,7,10,12,10,8,17,17,17,15,12,22,20,22,22,17,25,22,24,0,
(6,13),(13,17),-0.110315 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.155651 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.0589697 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.414046 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.390247 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.723217 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.777241 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.999322 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.543868 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.12407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.456566 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.181966 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.154668 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.25872 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.0528304 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.153029 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.0788256 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.125887 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.131963 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),0.040274 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.344534 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.0537964 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),0.0904701 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),0.0221841 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.149621 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.168048 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.2352 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.132252 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.137588 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.351444 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.491628 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.19772 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.169576 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.142675 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.260158 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.58237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,12),-0.637371 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.101777 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.37367 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.155548 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.28969 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.64794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.24852 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.684065 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.765971 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.92701 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.841084 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.345574 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.108456 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0847916 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0321988 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.235629 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.467948 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.258968 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.117201 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.703818 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.853888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.504478 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0388838 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0899363 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.22022 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.494582 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.58725 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.651004 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.69557 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.28771 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.18611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),-0.196926 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.211267 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0443823 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.650225 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.548034 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.450692 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.25026 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.264612 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.552854 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.529453 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.703823 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.017505 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.163442 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.482368 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.633315 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.810825 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.700888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,9),0.136679 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.194679 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.088087 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.584811 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.413258 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.531376 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.15504 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.225225 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.756912 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.547411 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.770997 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.437132 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.1865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.242489 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.361187 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.12068 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.435142 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.171881 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.424064 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.585376 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.232074 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.297602 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.767004 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.595881 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.424312 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.316943 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.4909 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.512153 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.477905 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.132101 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.07094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.272198 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.094876 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.0945847 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.169337 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.139023 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.563175 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.83751 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.447366 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.0389246 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.641748 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.362918 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.146417 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.699753 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.515795 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.287498 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.393723 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.445996 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.281415 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-1.2498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.378241 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.178274 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.12442 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.224925 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.0921616 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.225838 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.9254 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.291054 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.402377 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.804434 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.487541 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.229935 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.127769 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.50291 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.407279 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.321699 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),-0.265462 # DEPENDENCYPART_GRANDPAR
(7,22),(22,1),-0.405346 # DEPENDENCYPART_GRANDPAR
(7,22),(22,2),-0.587707 # DEPENDENCYPART_GRANDPAR
(7,22),(22,3),-0.587816 # DEPENDENCYPART_GRANDPAR
(7,22),(22,5),-0.546 # DEPENDENCYPART_GRANDPAR
(7,22),(22,7),-1.11856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,22),(22,8),0.315157 # DEPENDENCYPART_GRANDPAR
(7,22),(22,9),-0.161098 # DEPENDENCYPART_GRANDPAR
(7,22),(22,10),-0.110787 # DEPENDENCYPART_GRANDPAR
(7,22),(22,11),-0.235502 # DEPENDENCYPART_GRANDPAR
(7,22),(22,12),-0.0731649 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),-0.557615 # DEPENDENCYPART_GRANDPAR
(7,22),(22,14),-0.803301 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),-0.222531 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),-0.567761 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.0760986 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.916879 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.66375 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.45941 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.387136 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.437507 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-0.319491 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.387465 # DEPENDENCYPART_GRANDPAR
(7,22),(22,26),-0.820997 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.322563 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.570819 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.424118 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.579547 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.199338 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.7079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.302009 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-1.50195 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.810414 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.900229 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.999589 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.0639418 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.17846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0219603 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.911926 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.30153 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.652322 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.759802 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.858937 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.07767 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.972078 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.149137 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.134397 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.639701 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),1.4748 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.301958 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.424168 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.224377 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.244108 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.383913 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.455618 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.286305 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.999589 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.349288 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.234266 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.362345 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.608423 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.931356 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.133256 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.463168 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.38347 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.749849 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.168646 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.0464259 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.642597 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.0875167 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.286693 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.313323 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.677176 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.984442 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.0958 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.360232 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.3189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.102769 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.0525808 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-1.11232 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),1.10449 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.481659 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.519449 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.21521 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.422909 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.74551 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.50297 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.326632 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.218982 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.0873579 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.642687 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.18486 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.721217 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.313164 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.614208 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.992476 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.0975318 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-1.36224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.0821846 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.079359 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-1.12877 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),1.03612 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.0578908 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.535919 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.505558 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.661569 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.518233 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.0888258 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.108109 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.392092 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.63937 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.457448 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.288357 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.982815 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.489877 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.563806 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.155241 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.263147 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.265812 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.471657 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.146287 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.93309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.170591 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.768453 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-1.12114 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.726732 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.2861 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.60884 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-1.91425 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.602554 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.89257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.196373 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.718404 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.15818 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.767063 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.28186 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.637129 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.0396 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.03084 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.01987 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.57412 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.16232 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.715051 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.44908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0956523 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.214027 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.270668 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.780775 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.338176 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.241432 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.395782 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.361805 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.395689 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.50367 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.27755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.444985 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.916613 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.956177 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.874809 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-1.3386 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-1.01627 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.693432 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.546559 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.27005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.434328 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.100503 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.302506 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.251658 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.168889 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.427344 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.283592 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.661731 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.654615 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.499037 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-1.30153 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.483489 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.4986 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-1.39469 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.464546 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.0822205 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.147621 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.588323 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.324918 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.152578 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.409293 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.498926 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.398645 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.0504648 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.127573 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.115307 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.299032 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.644427 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.152934 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.323292 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.00347032 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.264101 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.525983 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.193744 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.317096 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.477434 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.149791 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.23363 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-1.01485 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.708297 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.740178 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.307717 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.141744 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.534575 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0614944 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.141002 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.79337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.918614 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.496934 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.426284 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.701584 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.651175 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-1.05953 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.223673 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.313955 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0220766 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.79567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.915832 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.675385 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.710054 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.462726 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.1186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
