# _root_ Kdo tomu věří i dnes , vidí - stejně jako dřív - svět jako rejdiště ideologů , a útočných záměrů .
#goldHeads=3,3,7,5,3,3,0,9,7,9,10,9,7,15,13,18,18,15,20,18,0,
#predictedHeads=3,3,6,5,3,0,6,9,7,9,10,9,18,9,14,15,18,15,20,18,0,
(10,8),(10,21),0.1197 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0683288 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.000251003 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.156849 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0574333 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.167328 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.167328 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.00450344 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0039144 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.16877 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.152952 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0135325 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00291373 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0139948 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00245726 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.00245726 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.041961 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.157945 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.00245775 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0918593 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0575138 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.106456 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.055443 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.055443 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.161659 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.186355 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.055443 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.152214 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.130449 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0845757 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0845757 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0109349 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.273112 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0845757 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.198079 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0603892 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0603892 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0156131 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.288438 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0603892 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0414525 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0830825 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00316228 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.292495 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0830825 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.188028 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.00316228 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.292495 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0830825 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.188028 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.239778 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0853379 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.168565 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0693165 # DEPENDENCYPART_SIBL
(10,18),(10,21),0.0813813 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.188028 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0946319 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0401546 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0647827 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.117289 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0169685 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0420336 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0336696 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0141474 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0306184 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0321505 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0916415 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.100763 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.00436598 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00811259 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.00133022 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0436604 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0188409 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0240682 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0230718 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0245135 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.161828 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.00706892 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0121836 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.119824 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0551499 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.141736 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.237497 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.14523 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.145067 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.0857976 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0714821 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0741855 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.681678 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.113562 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.236288 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.11713 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.117049 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.124744 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0270706 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0311518 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0251227 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0322878 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0293517 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0307935 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.148573 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.00787601 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0482938 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00574793 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0513619 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0482981 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0119401 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0277244 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0685003 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0256812 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0256812 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.230585 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0818155 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.108772 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.108772 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.190121 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0460343 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0460343 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.0662451 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.107335 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.180182 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.180182 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.116968 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0885243 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.126106 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.282584 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0897365 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0310818 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0736681 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.00171863 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.00538394 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.00102452 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.00102452 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0502278 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0433362 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.050058 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.00110537 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.100791 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0815028 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0623696 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0720617 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0795128 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.101358 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0742039 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0370056 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0407716 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0340913 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0340913 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0147384 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0561649 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.012318 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.034153 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0309576 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0381184 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.146469 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0779459 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0472411 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0821584 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0187833 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0416047 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0215035 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0215035 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.036183 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.00192509 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0815667 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0229456 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.159012 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0759643 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0795996 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.101322 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0742907 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0324916 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0403709 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0295773 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0295773 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0133317 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0564629 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0120481 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.029639 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0319744 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.12351 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0420783 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.123903 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0476645 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0564661 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0527099 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0527099 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.00239368 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0489592 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.023443 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0526279 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0981853 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0736625 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0160107 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0197039 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0380232 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0224222 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0224222 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0205979 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0263937 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0699439 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0238643 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.157034 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.00247575 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0611665 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00798485 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0657277 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0657277 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0291528 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0322081 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0322759 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0626636 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0690615 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00198511 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0478439 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00470524 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.00470524 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0201323 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0115679 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0769551 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.00614738 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.160201 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0894455 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0251389 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0251389 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.035346 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.152676 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0339541 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0251389 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.111377 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0532102 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0532102 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.023637 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.256163 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.073637 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0532102 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.0152062 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0229133 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0269393 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.169767 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0302748 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0229133 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.10064 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0269393 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.169767 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0302748 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0229133 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.10064 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0800731 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0104537 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0128482 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0224859 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0772424 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0689532 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.10626 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0544938 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.109553 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.10064 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.035657 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0154044 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0233173 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0800898 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0800898 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.025131 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.0710278 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0318473 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0155735 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0191949 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0191949 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0469745 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0249341 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0172052 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0510894 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0510894 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0741988 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0541057 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0443789 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0443789 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.03745 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0447551 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0655437 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0289591 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0659199 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0289591 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0659199 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.028821 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0359606 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.00494434 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.127912 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.127912 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.012841 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.00638961 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.129354 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.139765 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.105258 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0427799 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0427799 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0918517 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0439988 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0428612 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.1197 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.174748 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.174748 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.031352 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0467653 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.174831 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0874103 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0830825 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.00316228 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.292495 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0830825 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.188028 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.00316228 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.292495 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0830825 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.188028 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.239778 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0853379 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.168565 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0693165 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0813813 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.188028 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.185307 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0739328 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0179802 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0130781 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0209389 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0457893 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0237195 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.00431739 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0195896 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0275396 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00842062 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0115666 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0165722 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0818034 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.185492 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.021879 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0266149 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0727414 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0371462 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.304769 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0348826 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0604037 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0766533 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0190393 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.00793761 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.00118672 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.00827928 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0283912 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.00431739 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.00692838 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0275396 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00842062 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0115666 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0165722 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.1137 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.185492 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.021879 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0266149 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0727414 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0240845 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0122692 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.00367778 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.015773 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0766533 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0190393 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.00793761 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.00118672 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00827928 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0283912 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.00812856 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0162537 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.143914 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0618948 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0357188 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.176675 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0681038 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.00405982 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0864787 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0081822 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0681038 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.00404533 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0864787 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0175463 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0175463 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0357188 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0629548 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.0232562 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0180059 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.0595821 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.07347 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.0138661 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0932169 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.0634013 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.00731037 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.101865 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0195524 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.0634013 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.00359474 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.101865 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.00990619 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.00990619 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.0138661 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0344745 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0297466 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.131009 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.223615 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.00541979 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0400136 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.00752854 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.166149 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.181636 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.157199 # DEPENDENCYPART_SIBL
