# _root_ V Brémách budou přestupovat na vlak do Ostende , kde se nalodí na parník Bretaň , který je po osmi dnech vyloží v sídle OSN .
#goldHeads=4,1,4,0,4,5,6,7,12,12,12,8,12,13,14,22,22,22,22,21,19,14,22,23,24,0,
#predictedHeads=4,1,4,0,4,5,6,7,12,12,12,6,12,13,14,22,22,22,22,21,19,14,22,23,24,0,
(4,9),(9,14),-0.46964 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-1.01908 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.387685 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.907344 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.106444 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.898921 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.0924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.676453 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.571089 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.24822 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.704384 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.101614 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.278164 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.022114 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.433962 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.983399 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.462274 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.291544 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.558084 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.965049 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.33698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.476364 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),0.402119 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.0560688 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.873354 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.258344 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.045522 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.281932 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.000357373 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.511872 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-1.06166 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.226373 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.374264 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),0.127221 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.793007 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-1.01586 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.48046 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.278461 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-1.43947 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-1.51739 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.197481 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.746922 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.322855 # DEPENDENCYPART_GRANDPAR
(4,14),(14,5),0.741043 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.0386785 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.137994 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.193242 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.809929 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.907524 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.140225 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),0.248544 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.765029 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.103687 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.0951105 # DEPENDENCYPART_GRANDPAR
(4,14),(14,25),-1.23575 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.0386874 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.138003 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.193218 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.135097 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.233748 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.907526 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.140228 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),0.248511 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.765036 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.10369 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.0951432 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-1.24606 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-1.42073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,9),0.214462 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.320976 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),0.0334658 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.4815 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-1.03094 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.481768 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),0.145629 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.731415 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.973619 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.907344 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.17117 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.12134 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.553953 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.659361 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),-1.05458 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),-1.11916 # DEPENDENCYPART_GRANDPAR
(4,22),(22,1),-0.291544 # DEPENDENCYPART_GRANDPAR
(4,22),(22,2),-0.558084 # DEPENDENCYPART_GRANDPAR
(4,22),(22,3),-0.965049 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-1.33698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,5),0.476364 # DEPENDENCYPART_GRANDPAR
(4,22),(22,6),0.402119 # DEPENDENCYPART_GRANDPAR
(4,22),(22,7),-0.0560688 # DEPENDENCYPART_GRANDPAR
(4,22),(22,8),-0.873354 # DEPENDENCYPART_GRANDPAR
(4,22),(22,9),0.258344 # DEPENDENCYPART_GRANDPAR
(4,22),(22,10),0.045522 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),-0.281932 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),-0.235932 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),-0.0714366 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),-0.56988 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),-1.11932 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),0.0457268 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-0.918971 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.308139 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),0.15673 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.717454 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-1.05247 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.278461 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-1.43947 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-1.51739 # DEPENDENCYPART_GRANDPAR
(4,22),(22,26),-0.533766 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-0.939931 # DEPENDENCYPART_GRANDPAR
(4,23),(23,25),-1.00916 # DEPENDENCYPART_GRANDPAR
(4,25),(25,17),-0.8611 # DEPENDENCYPART_GRANDPAR
(4,25),(25,18),-0.162838 # DEPENDENCYPART_GRANDPAR
(4,25),(25,21),-0.619956 # DEPENDENCYPART_GRANDPAR
(4,25),(25,23),0.0395537 # DEPENDENCYPART_GRANDPAR
(4,25),(25,24),-1.05974 # DEPENDENCYPART_GRANDPAR
(4,25),(25,26),-0.528975 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.479569 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.570401 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.44878 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.21426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.252679 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.113853 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0254334 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.0314491 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.508031 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),0.317443 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.479569 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.44878 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.21426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),2.07185 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.15015 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0339298 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.0398118 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.516394 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.189517 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),0.325806 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-1.15502 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-1.59078 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.84439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,1),-0.491839 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.93004 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.660745 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.431143 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.55109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.511007 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-1.16672 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.626413 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.085307 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-1.17947 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.763168 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-1.85483 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.502547 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.944778 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-1.58363 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.425275 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.5421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.506983 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.15773 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.625883 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.086768 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.17779 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.759472 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.98931 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-1.84584 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.01589 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.689938 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-1.02882 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-0.919053 # DEPENDENCYPART_GRANDPAR
(6,4),(4,25),-2.14305 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.8264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-1.44203 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-2.57172 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.09206 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.35791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.00171962 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.130197 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.252948 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.513797 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.833296 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.18484 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.50594 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.996751 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.14014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.427748 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.130355 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.245828 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.439846 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.302729 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.290876 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.29323 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-2.38249 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.5984 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.13083 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.46098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.290913 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0722653 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.310539 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.624916 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.168195 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.992511 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.849042 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.298737 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.475946 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.16617 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-2.23691 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.45436 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.01222 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.64864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.16927 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.262101 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.126072 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.516737 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.24794 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-1.00895 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.865476 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.218105 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-1.28338 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-2.31276 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-2.2905 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-1.52509 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-1.04988 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.47274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.15614 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.0862041 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.564978 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),1.01537 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.340749 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.057397 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.622178 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.47906 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.148553 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.615529 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),0.0580533 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.474562 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.502315 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.303845 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.137568 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-1.05386 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.78663 # DEPENDENCYPART_GRANDPAR
(6,22),(22,1),-1.28338 # DEPENDENCYPART_GRANDPAR
(6,22),(22,2),-2.31276 # DEPENDENCYPART_GRANDPAR
(6,22),(22,3),-2.2905 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-1.52509 # DEPENDENCYPART_GRANDPAR
(6,22),(22,5),-1.04988 # DEPENDENCYPART_GRANDPAR
(6,22),(22,6),-1.47274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,22),(22,7),0.15614 # DEPENDENCYPART_GRANDPAR
(6,22),(22,8),-0.0862041 # DEPENDENCYPART_GRANDPAR
(6,22),(22,9),0.564978 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),1.01537 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),-0.340749 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),-0.300254 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),-0.127164 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),-0.91778 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.774669 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),0.174969 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),0.525899 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.537211 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.0182741 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.694863 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.773323 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.137568 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-1.05386 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.78663 # DEPENDENCYPART_GRANDPAR
(6,22),(22,26),-1.07042 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.0697888 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.204284 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.0130873 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.2031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,6),-0.722716 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),0.0565278 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.048873 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.219173 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.020144 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.187081 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.2031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.372502 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.192116 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),0.029839 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.335591 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.365737 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.262127 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.513006 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),0.00295729 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.61239 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.1056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.144521 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0529781 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.16214 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.284508 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),0.131994 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.706958 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.0704 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.877496 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.469543 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-2.15695 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.3176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),1.14757 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0622975 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.17251 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.367987 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-1.47285 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.997818 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.1211 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.202656 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.542333 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.887797 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.69592 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.311044 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.69134 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.13454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),1.20937 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.48403 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.000365976 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.368242 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-1.55805 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-1.08302 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.148713 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.570364 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-2.07471 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.864731 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.69007 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.261299 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.64288 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.19324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),1.13411 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.507017 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.125466 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.442226 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.379931 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-1.58389 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-1.10921 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.0392433 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-1.0185 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.411566 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.665469 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-1.1566 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.117804 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.230525 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-2.10848 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-1.77684 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),0.00295729 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.038653 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.36981 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.321258 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-1.25283 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.814015 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.958558 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.314978 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-1.30192 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),0.131994 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.0577094 # DEPENDENCYPART_GRANDPAR
(7,14),(14,25),-1.8726 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-1.4027 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.808725 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.208492 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.571546 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-1.18828 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.801572 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.544459 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.295419 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.454131 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.95494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.322286 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.0649653 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-1.0014 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.958684 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-2.7619 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-1.43439 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-1.04169 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-1.0256 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-1.08587 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-1.13813 # DEPENDENCYPART_GRANDPAR
(8,4),(4,25),-2.68672 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.048972 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.23924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
