# _root_ Federální ministerstvo kontroly však svůj postoj nemění - ani v naléhavé otázce , kdo nahradí škody , pokud se stavba pankráckého hotelu neuskuteční .
#goldHeads=2,7,2,0,6,7,4,10,12,6,12,10,15,15,12,15,18,15,23,23,22,20,18,0,
#predictedHeads=2,7,2,0,6,7,4,9,12,7,12,10,15,15,12,15,18,15,23,23,22,20,18,0,
(13,2),(13,6),0.00349277 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.170648 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0271823 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0398681 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0561388 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0305227 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.00454779 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0528585 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.183866 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0118976 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0381661 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.1811 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.048392 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0165114 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0192441 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.165844 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0378617 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.088072 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0662952 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0157219 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.00756906 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0188445 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.00407229 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.137239 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.0159815 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.00247845 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.144285 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0362358 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0308012 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0512407 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.028148 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0089563 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0101045 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.165171 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.00637745 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0443896 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.162406 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.00563803 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0981685 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0244685 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0509177 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0734921 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0501574 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.656595 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0159512 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0365125 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0430242 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0146065 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.649465 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0250776 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0373469 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.022476 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0350787 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0738973 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0135008 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.033044 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0139611 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0171924 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.0700012 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0572064 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0643882 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.00488545 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0143314 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.124478 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0392831 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.159666 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.121614 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.0092408 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0799929 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0338753 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00955929 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.015559 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0200765 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.00112398 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0112757 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.0128889 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0127425 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0139454 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.000644963 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0313935 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0127676 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.00159556 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0175472 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0113746 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.163271 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.00897632 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0458431 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.160505 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.00690813 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0200335 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0465718 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0551921 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0218302 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.362673 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0380799 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0192503 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.02119 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.0204822 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0261377 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0590837 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0431735 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.010934 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.0322856 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.0209644 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.126307 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.125786 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.126438 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0682466 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.056008 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0241809 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0678848 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.00761411 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0545681 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0126478 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0431295 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.00957162 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0613857 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0324622 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.162529 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0617993 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0386294 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0255907 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0627244 # DEPENDENCYPART_SIBL
(15,1),(15,21),0.0833123 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0680111 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0859144 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.171841 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0599231 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.185229 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.04822 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0542515 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0339885 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0137847 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.163604 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.176673 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.114358 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.19689 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.019762 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0282513 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0433621 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0244336 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.044296 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0196659 # DEPENDENCYPART_SIBL
(15,2),(15,23),0.00928674 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.0739718 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.203408 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.00820543 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0758685 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0320893 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.00724363 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.174737 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.194852 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.147324 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.208371 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0354981 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0027716 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0426 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.0401698 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0388308 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.0354021 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.0159831 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.00254765 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.00475181 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0994767 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0137539 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0148479 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0706976 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.00548353 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.117801 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0755199 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.00052505 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0108192 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0283579 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.00539105 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0319567 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.00166304 # DEPENDENCYPART_SIBL
(15,4),(15,23),0.0188149 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.00138627 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.082488 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0380445 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.00142392 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.18054 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.201649 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.154765 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.214105 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0287001 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.00204647 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.0485199 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0333718 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0292533 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.028604 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0116035 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.00706776 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0202391 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0348201 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0686849 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0167013 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0919098 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.137893 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0168131 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0114103 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0653588 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0139925 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0169618 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.0145165 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.0146901 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0429559 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0483152 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0652734 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0562953 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.169342 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0645461 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.00503078 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0373745 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0555157 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.00162484 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0755065 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.00113019 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.00735306 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0953689 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0163688 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0906816 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0737155 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.122093 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0443918 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0366866 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0270158 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0503079 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0346597 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0432538 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.0178018 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.11782 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0107954 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.30923 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.170359 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.00412357 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0076572 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.126712 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0130385 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.072009 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0117448 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.0524603 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0608736 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0324364 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.162507 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0592632 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0379132 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0258142 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0601883 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0836252 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0654749 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0847519 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.141981 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.178797 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0429434 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.000160424 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.04305 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.047615 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.03694 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0428473 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0171186 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0982607 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0118593 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.184932 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0213991 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.00489864 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0242575 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0122133 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.00167637 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0167364 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.323562 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0543554 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0163553 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.118963 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0150543 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.0493515 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.00365202 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0508343 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.116645 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0136581 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.113167 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0134339 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0183369 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.109417 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0762757 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.107129 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0996161 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0233823 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0419814 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0272208 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.00309509 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0212066 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.121428 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0219622 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.107473 # DEPENDENCYPART_SIBL
(15,21),(15,23),0.0505999 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0158354 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0221368 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0510151 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0213719 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.107387 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.00849787 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.0208797 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.00955487 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.00892749 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0318561 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.00887575 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.00737098 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0078684 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0204654 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.00714061 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.019622 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0430158 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.054997 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.0131084 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0206424 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.0103446 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.016487 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.111153 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.111961 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0355998 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.0139611 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0171924 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.0415962 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.0141206 # DEPENDENCYPART_SIBL
(17,8),(17,23),0.0700012 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0499183 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0722441 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0772666 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0419418 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0299769 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.0488981 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.0714454 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.050308 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0449824 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0126574 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.000368456 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0130695 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.653323 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.053745 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.14987 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0168253 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.152845 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.000251663 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.010934 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.00315087 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0117288 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0322856 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0299918 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0213214 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0209644 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0373668 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0416424 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.0191901 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0772415 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0018989 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0592007 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0771434 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0018989 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.153059 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.118995 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.150941 # DEPENDENCYPART_SIBL
(18,7),(18,23),0.0467845 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.0420776 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0956658 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.043105 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0375745 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0956658 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0387927 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0534123 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.0452041 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0681545 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.0714821 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.00127576 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0135707 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.120579 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0771836 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0153239 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0660122 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0901074 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0240041 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0761748 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.00235632 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.15344 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.119377 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.151323 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0453774 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0424594 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0975638 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0471717 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0503909 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.053583 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0639991 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0713967 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0771836 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0153239 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0660122 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0901074 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.0240041 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0206833 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.071429 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.370129 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.241552 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.148319 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.398998 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.184572 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.368305 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.238058 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0331384 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0242814 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0542984 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.00294388 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0109928 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.00480779 # DEPENDENCYPART_SIBL
