# _root_ srovnání s citovaností našeho dobrého pracoviště , jako je Ústav Heyrovského , by nedopadlo nijak špatně ) .
#goldHeads=14,1,2,6,6,9,9,9,3,9,10,9,14,0,16,14,14,0,
#predictedHeads=14,1,2,6,6,3,8,6,8,9,10,8,14,0,16,14,12,0,
(14,1),(14,10),-0.18966 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.189496 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.148012 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0993313 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0362582 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.010235 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.000903812 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0254427 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.086704 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0869456 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.293283 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.010739 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0340991 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0860101 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0866862 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.293283 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0489177 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0437465 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0242262 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0681636 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.130184 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.186152 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.147232 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.0508305 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0379789 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.189283 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.189119 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.147232 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0993487 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.033522 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.00749878 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.00281852 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0235273 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.146027 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0545117 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0414263 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.186936 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.186772 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.146027 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.102796 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.034966 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.00894279 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.00353971 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0265757 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.06592 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.129259 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0253375 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0268348 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.174704 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.369172 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0387139 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00744091 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0662905 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0253276 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0891281 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.156741 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.156295 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.203483 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.161071 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0722466 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0522673 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.000142515 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0735399 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.00264317 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.00306136 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.108587 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.110195 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.00807639 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.020296 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.00398397 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.00917234 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.192547 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.142939 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0976505 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0404784 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0144552 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0017028 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0280486 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.147224 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.099357 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.033515 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0074918 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0028255 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0235203 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.369172 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0387139 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00744091 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0662905 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0253276 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0359981 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0237848 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0329911 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0122622 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.00749698 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.00156125 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.112767 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0233408 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0806325 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.190918 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.243437 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0316543 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0400861 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0245454 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0812238 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0389386 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0882044 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0155224 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.119899 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.281072 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.0202668 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0170472 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.236681 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.049334 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0546272 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0202668 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0202741 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.236681 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0435634 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0444514 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0397034 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0249261 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0166841 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.237446 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.0493358 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0546291 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0199037 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0199109 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.237446 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.0435653 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0444476 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0400296 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0245992 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.235003 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0493463 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.0544372 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0211263 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0211335 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.235003 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0433734 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0417799 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0339452 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0273737 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.122758 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.217997 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0223078 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0229731 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0220116 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.235335 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.00363622 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0390133 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0881238 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.101 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0255162 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.025379 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0690211 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0817314 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0599658 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0232994 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0121347 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0469828 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0468594 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.12154 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0891246 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0135417 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.00235445 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0260159 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0207825 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.243438 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0435547 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0421847 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.040029 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0245999 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.237446 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0435653 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0444476 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0400296 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0245992 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.235335 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.00363622 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0390133 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0881238 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.00728337 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0319536 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0100157 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0249048 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.148033 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.281082 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0535541 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0510409 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.000163114 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.00657165 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.136643 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.136481 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0561576 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.250176 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.591295 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.449862 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.371649 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-1.09383 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.131799 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.0996695 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.529293 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.295344 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.34847 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.291008 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.43701 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.611515 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.589536 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.451871 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.371572 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.427728 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-1.09258 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.589716 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.609325 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.501672 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.290437 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.43942 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.322429 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.685082 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.50366 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.372245 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.427736 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-1.09321 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.588642 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.608251 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.401359 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.352978 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.214614 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.258553 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.590365 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.589737 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.46805 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.134808 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.0637986 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.383832 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.402834 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.33842 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.608552 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.480336 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.497937 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.380826 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.579769 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.851193 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.781476 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.199336 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.423952 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.48686 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.506456 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.432422 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.0885723 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.622526 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.644519 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.595078 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.0760741 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.432357 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.140417 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.181811 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.346988 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.385289 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.200069 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.179399 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.319861 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.339955 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.33739 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.348633 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.588572 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.591233 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.362988 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.157008 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.43701 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.684209 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.160727 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.490152 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.665246 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.501672 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.561778 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.400734 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.926396 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.944525 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.645753 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.352978 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.214614 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.258553 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.46805 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.100331 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.278952 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.602574 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.615692 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.608552 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.480336 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.497937 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.380826 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.0964941 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.47417 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.0507226 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.14001 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.343488 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.253446 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.162147 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.327627 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.487815 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.497149 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.383546 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.389501 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.550763 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.561077 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.379189 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.20568 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.84783 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.45591 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-1.03826 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.863741 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.141025 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.108389 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.504576 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.7097 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.325931 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.378857 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.554317 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.84796 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.861715 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.456031 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.0060951 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.826389 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.849471 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.126765 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.0157424 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.91408 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.95499 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.0656427 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.42459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.240737 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.360792 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.360629 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.0860077 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.17313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.489898 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.592655 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.322576 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.164702 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.0185791 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.158493 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.382859 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-1.11515 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.529783 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.09816 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.49085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.393114 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.234393 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.163627 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.17286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.488327 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.341771 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.232742 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.237598 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.0185004 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.157892 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.382879 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-1.11287 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.527496 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.59851 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.409319 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.0179658 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.411323 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.262833 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.129597 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.253886 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.581365 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.914776 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.328788 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.135469 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.783316 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.537387 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.402014 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.430735 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.52884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.141769 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.0155154 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.577724 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.0997213 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.489958 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.120506 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.567499 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),0.0201582 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),0.295788 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.582351 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.473193 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.312951 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.279333 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.840272 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.47927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),0.600549 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-1.64057 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.03703 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.618933 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-1.11408 # DEPENDENCYPART_GRANDPAR
