# _root_ Obecně ve světě platí , že takovéto osoby požívají zvláštní důstojnosti a nedotknutelnosti , uvedl Dobal .
#goldHeads=4,4,2,15,6,4,8,9,6,12,12,9,12,4,0,15,0,
#predictedHeads=4,4,2,0,6,4,8,9,6,11,12,9,12,6,0,15,0,
(15,1),(15,12),-0.00108857 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0161692 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.141722 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0274773 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.163329 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0126243 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.243402 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.066206 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.105326 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0119513 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.00721917 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0832883 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0151568 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.089472 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0151568 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.243402 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0121773 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.067681 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.136617 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.141335 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.12423 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0635447 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.296106 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.103036 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0596334 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0872526 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0596333 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.136617 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0118755 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0354085 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0450141 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0279166 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0338979 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.04364 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0442436 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0312769 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.029043 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0312769 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.223309 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0299625 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0417532 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.145625 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.124401 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.177637 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.157302 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.120049 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.136106 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.120049 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.210023 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.21487 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.201439 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0419347 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0361253 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0612218 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0399071 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0161627 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0399069 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.273948 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0480931 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.170236 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.00900055 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.164237 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.189727 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0461645 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.189728 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.137965 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.108023 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0597641 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0998964 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0579768 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0829945 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0579766 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.132574 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0010325 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0375671 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0589349 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0567197 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0589349 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0441932 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0721372 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.100692 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0472295 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.191101 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.1482 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0926928 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0441695 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0930687 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.112833 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0148062 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0666739 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.148203 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.092756 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0442249 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0299625 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0417532 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.129951 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0207843 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.111374 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0674626 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0154205 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0183224 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.263621 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.00866133 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.286881 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.190697 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.044389 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.141939 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.48568 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.241385 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.472789 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.181505 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.103696 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.076723 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.304661 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.041805 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.124941 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0563435 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.125253 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.30179 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.311079 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.296811 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.199014 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.151707 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.312483 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.509649 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.00703466 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0735663 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.460432 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.52922 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.0366159 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.243366 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.138201 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.0734767 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.615327 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.390907 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.379741 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0880213 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.520746 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.222141 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0966961 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.667124 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.565948 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0862495 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.864474 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-1.09994 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.0293061 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.365461 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.109756 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.334931 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.312824 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.115862 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.591718 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.179979 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.019272 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.667138 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.160246 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.449515 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.496938 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.10631 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.446708 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.258926 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.317964 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.290293 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.171466 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.0826817 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.119197 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.23605 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.545281 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.0327296 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.0253997 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.776598 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.286618 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.0863408 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.734494 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.799165 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.801961 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.276843 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.564433 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.0731134 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.0497125 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.615327 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.0332221 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.00954773 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.778739 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.304055 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.0742868 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.718025 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.825624 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.0814948 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.775639 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.555229 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.166311 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.0668989 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.247893 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.290018 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.607133 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.163537 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.0242775 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.692976 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.211278 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.0481627 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.604547 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.734414 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.0637371 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.685634 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.255196 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.352987 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.185697 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.364423 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.45659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.31894 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.296511 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.54403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.267059 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.241238 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.119708 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.129749 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.29029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.272206 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.0903509 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.183127 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.13204 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.382303 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.0158505 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.355297 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.649636 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.344354 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.281992 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.206206 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.57706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.114715 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.384981 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.574697 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.595984 # DEPENDENCYPART_GRANDPAR
(1,6),(6,2),0.142324 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.179984 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.366275 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0430673 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.38199 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.132024 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.238457 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.630029 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.458547 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.290349 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.288785 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.506412 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.73958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),0.26687 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.514985 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.749716 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.613008 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.238727 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.22908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.195257 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.193975 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-1.21022 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.490296 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.50983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),-0.199824 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-1.12936 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.774867 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.350076 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.74524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-1.19747 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-1.38384 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.766426 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.105716 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-3.03206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-1.51259 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.496196 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.15268 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.7227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.242079 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.460091 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-1.71619 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.288738 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-1.08426 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.883404 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.418594 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.318745 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.378715 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.11534 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-2.11393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.525213 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.145009 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-1.78417 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.72409 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.885852 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.772023 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.839038 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.232487 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.439155 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-1.12579 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.268257 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-1.03301 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.334996 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.0708985 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-1.67459 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-1.06318 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.9122 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.969789 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.309448 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.997055 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.247194 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.494554 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.96102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.0115023 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.0394576 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.229875 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.745059 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.142488 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.102314 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0280006 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.95407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.176333 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.415582 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.343708 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.52773 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.47982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.657731 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.664004 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.544451 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.383012 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.50527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.968905 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.474899 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.346889 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.180316 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-1.5429 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.994446 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.132127 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.0629962 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.309025 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.0718007 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.0362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),0.453082 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.257903 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.0214149 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-1.49825 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.89704 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.127205 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.12388 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.445701 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.0555781 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.139911 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.563496 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.476155 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.310098 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.13723 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-1.4205 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.707569 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.152384 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.90664 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.171103 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.402181 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.0577457 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.42196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.823258 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.420631 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.475152 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.289618 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-1.62785 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.932254 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.181178 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-1.13199 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.178081 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.710831 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.907266 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.199482 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.408567 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.232449 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.0972698 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.855925 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.284289 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-1.05566 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.346325 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.521541 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.832091 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.321861 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.135961 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-1.34578 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.890579 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.332413 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.667271 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.376775 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.60546 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.500342 # DEPENDENCYPART_GRANDPAR
