# _root_ Situaci ztěžuje skutečnost , že výrobní družstva invalidů musejí být zisková , aby se udržela .
#goldHeads=2,0,2,5,3,7,9,7,5,9,10,13,9,15,13,0,
#predictedHeads=2,0,2,5,3,7,9,7,5,9,10,13,9,15,13,0,
(15,10),(15,12),-0.0980745 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0382931 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0506961 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0356602 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0353293 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0263614 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0164074 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.102715 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0500693 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0260039 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0255959 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0668211 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.122085 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.172816 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0207784 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0497022 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.247361 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.294858 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.497895 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.107511 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.249771 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.278871 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.081681 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.292387 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.289546 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.288439 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.167824 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.289068 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.116388 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.468197 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.266536 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.189671 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.498793 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.452918 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.661286 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.44711 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-1.14314 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.52694 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.690495 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.676798 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.175682 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.688464 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.0190244 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0064256 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.213306 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.241932 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.52981 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.133101 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.227063 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.161137 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.333521 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.079684 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.208561 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.257116 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0563083 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.679325 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.731575 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.940865 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.119573 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.626695 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.293727 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.627898 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.131516 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.287365 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.61632 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.135811 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.184462 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.134622 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.428753 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.334079 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.54392 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.36846 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.309598 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.202762 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.30954 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.0832609 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.117899 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.242695 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.592965 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.0911381 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.192703 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.453181 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.37875 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.588591 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.133447 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.18566 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.234156 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.3885 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.0169959 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.0890559 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.688464 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.00716561 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.119446 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.28531 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.545635 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.544986 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.400728 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.333521 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.0214979 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.319487 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.695887 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.88907 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.148689 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.754232 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.0551081 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.169672 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.0722921 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.28088 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.641456 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.129326 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.146018 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.410446 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.340564 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.550405 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.516212 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.440636 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.206331 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.450941 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.277166 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.130684 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.23925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.0962957 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.195582 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.108571 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.898292 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.124987 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.113769 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.73365 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-1.21049 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.456045 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.153062 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.905121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.466538 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.205504 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0229338 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.925166 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.709321 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.465565 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.717996 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.432605 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-1.25719 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.161264 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.534408 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.61147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.11261 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.662141 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.379393 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.76385 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.567307 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.328602 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.513492 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.248232 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.489895 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.14252 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.335311 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.06883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),0.391004 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.293954 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),0.107187 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.976842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.0959241 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.387419 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.529495 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.200183 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.902305 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.0546149 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),0.485891 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.699885 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),0.214219 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.235667 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.581999 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.63282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.551495 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.00680745 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.881313 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0574172 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.816927 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.352122 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-1.03913 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.411121 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-1.09431 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.450337 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.66187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.273194 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.484178 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.733361 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.195917 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-1.29518 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.0385551 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.432817 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.167676 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),0.0351916 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.263137 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0949839 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.264301 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.0155297 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-1.12069 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),0.911223 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0690938 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.352828 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.513871 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.94104 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.00993773 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.441213 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.748311 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.246936 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),0.116212 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.280344 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),0.121796 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),0.912076 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.352992 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.513145 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.322798 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.0120805 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.443356 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.747739 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.131241 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-1.56907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.450238 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.308265 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.276569 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-1.04206 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.145779 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-1.25283 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.0485551 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.970512 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.248753 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),0.0862758 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.63308 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.384863 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.0249177 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.793217 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-1.18511 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.525958 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.409615 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),0.0582122 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.469683 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-1.63282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,4),0.280955 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.255803 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.294992 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.277335 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-1.17689 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.0526917 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-1.09431 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.503678 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-1.42167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,7),-0.200617 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-1.28658 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.109058 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-1.17496 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),0.242918 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.260067 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.345357 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0785605 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.10373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.257232 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.245936 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.03182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.0370794 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.302028 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.06353 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.01907 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.723905 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.501698 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.03354 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.977731 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.429755 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.41818 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.25972 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.952687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.164218 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0914164 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.0166028 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.0616649 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.151154 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.069457 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.259815 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.0852235 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.24374 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.35977 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.30111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.57403 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0700182 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0270462 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.261027 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.560383 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.606362 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.213561 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.107355 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),0.390967 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),1.24754 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.560064 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.321108 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.608622 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.632715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),1.20934 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.671896 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.114475 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.078348 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.263882 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.329991 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.145205 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.227638 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),0.014781 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),0.0998716 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-1.16382 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.632001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),0.671991 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.114021 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.401417 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.262784 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.328893 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.147549 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-1.09889 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-1.18793 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.98504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),1.26092 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.291104 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.498039 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.0448065 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.334673 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.313326 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.102595 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.147751 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),0.0385227 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),0.101423 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.599185 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-1.06793 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-1.17687 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.03896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),1.19133 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.562331 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.00910727 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.280759 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.292882 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.0538411 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.148008 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.00652724 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.0912661 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.59624 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-1.12591 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.194207 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.362866 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.546139 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.0633007 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.151946 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),0.209466 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-1.32198 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.30876 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.00217825 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),0.312238 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.481356 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),0.281396 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),0.209972 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.619292 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-1.0986 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-1.18793 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.983006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),1.2814 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.48975 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),0.0468406 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),0.336707 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),0.527787 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.467384 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),0.266591 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),0.138251 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-1.00956 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.586289 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.0871798 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.109831 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.78068 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0920306 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.159672 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.22922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.807409 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-1.18137 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.20307 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.42798 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.10073 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.31189 # DEPENDENCYPART_GRANDPAR
