# _root_ Je také patrné , že vyvratitelné jsou jen teorie , ne ( spolehlivé ) experimenty .
#goldHeads=0,1,1,5,1,7,5,9,10,7,15,13,15,13,10,0,
#predictedHeads=0,1,1,5,1,7,5,9,7,7,15,13,15,13,10,0,
(13,10),(13,14),0.0789058 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.318438 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0442827 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0385352 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0919386 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0111043 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.06826 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.873327 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0600504 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0523993 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0178598 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.2125 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.132892 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0907524 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.068441 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0887564 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.145359 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0784896 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0659706 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0175903 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.000817983 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0163506 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0663714 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0342602 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00177495 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.122908 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0552024 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0596394 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0678525 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0532634 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0610839 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0704224 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0259066 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0144764 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0652851 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0597869 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0365518 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0235173 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0128884 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0103321 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.117965 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0999236 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.115746 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.30329 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0123704 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.148235 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0388152 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0997667 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.113139 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.105787 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0149406 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.189261 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0402345 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0412752 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0378005 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.00605845 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.057124 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0956709 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.131918 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.03007 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0883959 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0151552 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.113674 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0816387 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.124475 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0270074 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.050566 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0132475 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.00607499 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.188681 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.00674164 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0723772 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.00136439 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0566087 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0278705 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.192057 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0252963 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.110541 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0883828 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.104447 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0498923 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.132063 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0923256 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0560595 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0932661 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.106154 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0138709 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0688535 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.124268 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.178748 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0955624 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.129802 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0433277 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0844946 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.339086 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.332142 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.222324 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.27831 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.141199 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.11898 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.119885 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.190225 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.07686 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.164532 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.605105 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.600083 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.473354 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.527065 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.577745 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.213935 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.413278 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.422939 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.0704047 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.886805 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.162374 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.334279 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.2081 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.222246 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.711018 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.189422 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.256032 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.127548 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.400136 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.331123 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.586227 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0863157 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.687312 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.0835977 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.508074 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.743755 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.41193 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.412964 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.498619 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.613424 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.840876 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.105567 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.140785 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.165284 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.325372 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.340868 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.277523 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.196536 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.20922 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.0871333 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.0189639 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.277953 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.100813 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.0492017 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.0146067 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.502008 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.666686 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.0668026 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.414868 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.433746 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.50844 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.331867 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.886805 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.162374 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.334279 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.0228418 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.321121 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.530391 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.244906 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.346779 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.482678 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.0911904 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.319944 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.256032 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.208064 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.127548 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.225046 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.166912 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.0355681 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.683886 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.315421 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.357379 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.624323 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.447641 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.285418 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.430625 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.830624 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.620249 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.30469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.711649 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.146899 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.130644 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.37644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.14279 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.203778 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.181176 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.0975035 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.5855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.060756 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.610504 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.0889 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.403048 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.612145 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.52189 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.446162 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.0371454 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.67122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.142684 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.378928 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.732783 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.289881 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.0725078 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.447018 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.181077 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.175647 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.105881 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),0.159329 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.338389 # DEPENDENCYPART_GRANDPAR
(1,6),(6,2),0.117596 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.815418 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.16772 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.378694 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.0954228 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.104527 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.59116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),-0.155865 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.6073 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.635428 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.418785 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.513202 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.599502 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.217421 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.252757 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.525916 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.161268 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.453891 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),0.364685 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.373967 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.525456 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.28612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,6),-0.334885 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.158845 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.402825 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.20614 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),0.128248 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.54647 # DEPENDENCYPART_GRANDPAR
(1,9),(9,2),0.101912 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),1.05867 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.394711 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.378185 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.0582962 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.138078 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.130916 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.357528 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.0800228 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.127055 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),0.203377 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),0.146043 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.5855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.060756 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.610504 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),0.587049 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.397316 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.506486 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.174634 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.415861 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.0460898 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.423943 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.225495 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.446162 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),0.261924 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.0371454 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.538705 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),0.565868 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.163949 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),0.0121759 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.0308534 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.200676 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.409399 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),0.123398 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.559586 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-1.58914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,3),0.766457 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),0.45144 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.350566 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.161094 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.351793 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),0.0566984 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.16359 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.520786 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.345697 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),0.433889 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),0.0469612 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.395855 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.294508 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.0851919 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.360311 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.450391 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.032183 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),0.159996 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.0442663 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.619491 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-1.64489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,8),-0.435603 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.194478 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.607036 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),0.0385424 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.557475 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.263883 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.572655 # DEPENDENCYPART_GRANDPAR
(1,15),(15,2),0.103413 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.0481195 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.137108 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),0.288927 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.136626 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.433331 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),0.0630881 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.0792353 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),0.177891 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.411146 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.606931 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.549354 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.180343 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.84451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.393872 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.619166 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.58931 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.668625 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.958538 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.789745 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-1.08343 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.697082 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.855959 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.754511 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.93323 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.948957 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.940687 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.600548 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.614174 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.41841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.33931 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.24013 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.519623 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.753525 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.60859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.178957 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.411061 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.496804 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.776924 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.592899 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.760284 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.766061 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.674763 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.60342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.261437 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0702964 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.259799 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.481223 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.420439 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.742864 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.365125 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.407631 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.611718 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.601985 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0170969 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.84342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.100642 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.193732 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.451005 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.801303 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.283045 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.930959 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.459655 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.393676 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.477712 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.762529 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.515582 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-1.04854 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.639131 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.826562 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.97192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.0339866 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.152569 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.37844 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.373491 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.61099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0654964 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.246551 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.584284 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.026126 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.55659 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.706135 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.40393 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.413137 # DEPENDENCYPART_GRANDPAR
