# _root_ Ale také na úseku průmyslové a stavební výroby , kde dosud dominovalo Polsko , dochází i v České republice k významnému pokroku .
#goldHeads=0,4,15,3,6,8,6,4,12,12,12,8,12,12,1,19,15,19,17,15,22,20,0,
#predictedHeads=0,4,1,3,6,8,6,4,12,12,12,8,12,12,1,19,15,19,17,15,22,20,0,
(10,15),(10,23),0.0264367 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0314418 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.0314635 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.137402 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.110207 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.190297 # DEPENDENCYPART_SIBL
(10,22),(10,23),-0.184425 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00647851 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0447825 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.078652 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0972243 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.115309 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.140928 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.116358 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0969597 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.169787 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.100349 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0435617 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.00855735 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0344518 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0134013 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0857068 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0742686 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.00914956 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0561366 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.0182432 # DEPENDENCYPART_SIBL
(12,1),(12,23),-0.092892 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.032143 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0200312 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.00905987 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0113454 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.00973862 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0192064 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.184059 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0713579 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.00967752 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0642917 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0254423 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0432448 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0888964 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0792555 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.082624 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0479132 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0534431 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.235114 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0425449 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0845778 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0370811 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0726064 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0414647 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.290882 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.127851 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0649092 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.00279518 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.00841778 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0633445 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0994944 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0575104 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0145835 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0890924 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.00842724 # DEPENDENCYPART_SIBL
(12,3),(12,23),-0.0840425 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.176109 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0390797 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.175005 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.191492 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.152114 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0867575 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0300584 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0434456 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.00415672 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0207652 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0168027 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.00635201 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0733454 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0355209 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.038399 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.0250895 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0465658 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0146725 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0558796 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.032451 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.015736 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.021526 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0701507 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0403263 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0811115 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0484528 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0657636 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0786223 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0878535 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0564208 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.101691 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.158241 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0882241 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.104715 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.120081 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0527724 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.00628319 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.00948827 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0215023 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0831 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.000978285 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0112106 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0483908 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.0162963 # DEPENDENCYPART_SIBL
(12,6),(12,23),-0.0654297 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0577493 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0327079 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0157568 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0215479 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.072616 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0402069 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0798895 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.050626 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0866773 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0810877 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0985951 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0588861 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.100832 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.130538 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0868117 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0300042 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.021425 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.00244072 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0220245 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0164753 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0040216 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0513249 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0371608 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0163785 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.0238857 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.724964 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0499986 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00888444 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.181764 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00700729 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0442582 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.000399576 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0178228 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.00991303 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0113697 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.0253276 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0594816 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.086406 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.13565 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0834156 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0702524 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00243399 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0680737 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0900694 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0972545 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.130412 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0366342 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0638947 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00269979 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0788076 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0153409 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0549665 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.00760376 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0257856 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.165392 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0146112 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0179074 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.238899 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0599393 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.120606 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0093051 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.110169 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.129744 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.102665 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.149399 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.209144 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.113309 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.115859 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.108459 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.111555 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.125177 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.144005 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0265254 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0492059 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0306014 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0218346 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0530425 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0236375 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.060106 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0187886 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.101223 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0342206 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0448288 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0399241 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0605925 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0299439 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.128005 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.142877 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0335333 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.0467169 # DEPENDENCYPART_SIBL
(12,22),(12,23),-0.123912 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0060143 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00104295 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0309266 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0789126 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.019358 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0478845 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0343319 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.00457888 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0545628 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0607969 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0081543 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0712591 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0545602 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0150801 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.00140461 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0213672 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0180255 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0137657 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.101799 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0790856 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0142295 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0416213 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0874268 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0119915 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.00987545 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0229269 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0376729 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0569279 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.339548 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0751749 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0499201 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0523861 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0668407 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0326272 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.00665487 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0372842 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0259994 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.0469655 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0347875 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0871484 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0054369 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0173046 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0587171 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0839472 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.00377496 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.095336 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.00222167 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0760774 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0412107 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.00486677 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0290734 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.109088 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0184401 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0892212 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0124435 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0547339 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.647253 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0064122 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0696696 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.013236 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.059251 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0106565 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0238157 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00168533 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0553641 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.115199 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0323045 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.129867 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.105055 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0142198 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0221492 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0364159 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0224875 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.024763 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0305515 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0208 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0304821 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.08246 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0687324 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0830196 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0318678 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0215124 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0695295 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0522101 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0685732 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.105627 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.115477 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.141098 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.105362 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.174968 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.109871 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0509894 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0954409 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.108549 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.174968 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0932916 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0755356 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0589351 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0155769 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0609139 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0581981 # DEPENDENCYPART_SIBL
(15,1),(15,22),0.0118159 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.078676 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0508938 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.02837 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.00733427 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0130668 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0275452 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.187495 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0866072 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.00321291 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.058365 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.035712 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.187495 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.100759 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0879891 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0922924 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.091987 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0661552 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.0909646 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0628062 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.21179 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0490526 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0808748 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0333807 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0479724 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.294262 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.133529 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0675122 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0952934 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0505944 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.294262 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.105095 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0456734 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.12732 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.017624 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.0817942 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.126099 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.00538667 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.0617317 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.18255 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0455229 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.206167 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.163571 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.103991 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0149192 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.000478266 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.207958 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.163571 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0217317 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.000109999 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0405493 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0770295 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0414669 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.039768 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.0420831 # DEPENDENCYPART_SIBL
(15,4),(15,23),-0.010068 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0465684 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0641135 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.037464 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.00638265 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0142666 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0145957 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0666586 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.037464 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0530892 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0620124 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0743542 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0821124 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0868964 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0874817 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0599108 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.084484 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0967946 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.110064 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.129771 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0603684 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0866592 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0999775 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.110064 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.092036 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.00293657 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0386935 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0189893 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.055816 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0379037 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.00851755 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0526189 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.141995 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.104045 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.014865 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.000335078 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.202863 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.141995 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0214043 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.00222041 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0399583 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.055009 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.0431068 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0391771 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0200626 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0088642 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.732828 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0608046 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.138746 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0220446 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.170995 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.046784 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0105857 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0261421 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0201385 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.00274335 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0253874 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.00905404 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.00068813 # DEPENDENCYPART_SIBL
