# _root_ Během SNP působily na území Slovenska vojenské mise Spojenců , a to sovětská , britská a americká .
#goldHeads=3,1,0,3,4,5,8,3,8,16,12,16,16,16,16,8,16,0,
#predictedHeads=3,1,0,3,4,5,8,3,8,11,3,11,16,16,16,11,16,0,
(12,13),(12,16),-0.0352538 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0509839 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0397538 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0654365 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0634296 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0352565 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0513316 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0267063 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0471801 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.119101 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0278286 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0235415 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0321108 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0595014 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0973058 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0714031 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.145115 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.128897 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0231557 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.044143 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0534197 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.218404 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.205557 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.39804 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.183969 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0443229 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0184697 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00331081 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0127679 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0699118 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0416259 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.029854 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.176552 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0180694 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.12302 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.104972 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0402055 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.0454457 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.050948 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0158587 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0405409 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0407799 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0402247 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0402055 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.14398 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0287651 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0354701 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0407328 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0164737 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0202068 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.017641 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0109007 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.140024 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0148081 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0576584 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0121225 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0277873 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.00734609 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0110567 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.4948 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.0234704 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0207408 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0277207 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0115901 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.013581 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.00826613 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0315608 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0542673 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0236405 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.049847 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0734945 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0501504 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0498117 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.063602 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0131374 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0246167 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0734926 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.00166752 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0566247 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.000538014 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.00692759 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.00575853 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.028523 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0427549 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0282022 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0281885 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.121024 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.011977 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0101712 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0427073 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0637417 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.00436546 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0625745 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0580711 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.000434539 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0362188 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.00521091 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.00150027 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.482089 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0166517 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0284214 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0361523 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.00182633 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0207466 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.00515025 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0245944 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0279866 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0096551 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0133657 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.498973 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0234298 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0207813 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0279201 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0117428 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0134785 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.00841891 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0316542 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0128343 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0128243 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.521027 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.00128699 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0214978 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.100213 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.569206 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00122223 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.568156 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.00395729 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0105842 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.481962 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0233998 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0208108 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0277907 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0119698 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0135601 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0086459 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0315827 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.4948 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0234704 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0207408 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0277207 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0115901 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.013581 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.00826613 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0315608 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.156291 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0306109 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0309977 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0167851 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.021799 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0284543 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.018469 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.00750608 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0682949 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00945562 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.182527 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.00830304 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.00896536 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.00775669 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.129409 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.100652 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.131077 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0776331 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.569272 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00533995 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.568222 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.00458663 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.00825339 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.117028 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.106426 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.00138566 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.215385 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.106422 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.172457 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.000645486 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0293203 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.178601 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0902402 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.281884 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0724474 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.18694 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0319541 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.105872 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.00191064 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.14849 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.018132 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.00539203 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.00150664 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0220201 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0162448 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.00164465 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.0287 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0199941 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0236493 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0177236 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0287 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.017671 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0182633 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.06359 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.0476062 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0622729 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0124795 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.00863952 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.268077 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0380981 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0160931 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.124969 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0173023 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0604613 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.26376 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.124969 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.263717 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0345608 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0871829 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0965438 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.140839 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.134716 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.199533 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.153792 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.138531 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.00605505 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0364835 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.110706 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.195281 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.00605505 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.19523 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0634093 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0232331 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0562354 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0474906 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0726493 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0652402 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0506428 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0302363 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.029723 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0590908 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.068352 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0302363 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0683 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.075794 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.108233 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0132246 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.269487 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0426832 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0206781 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.119895 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0164237 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0622334 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.26517 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.119895 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.265127 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0320566 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0909772 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.259254 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0220079 # DEPENDENCYPART_SIBL
(16,6),(16,9),-2.8191e-06 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.144477 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0262722 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0514914 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.254937 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.144477 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.254893 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0288792 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.081385 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0159271 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0305293 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.325133 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0154499 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0669801 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0175879 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.325133 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0176705 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.648773 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.122566 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0246475 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0916074 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.00982408 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.067939 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.271238 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0916074 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.271194 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.039478 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0913827 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.124969 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0173023 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0604613 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.26376 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.124969 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.263717 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0329687 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0855908 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0531232 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.000545763 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0165754 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.020552 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0189928 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0155428 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0364068 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0943312 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.125019 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0582157 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.126168 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0199009 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0915816 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0472022 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0143545 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0482467 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0534549 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.117044 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.325012 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0168942 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.648575 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.12207 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0189928 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0155428 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0364068 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.64884 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.121927 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.163497 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.171361 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.176552 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0703936 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0735305 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.220313 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.153342 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.0681686 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.125256 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.229026 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.311766 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.00469367 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.169324 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0141799 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.034808 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.177434 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.269359 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.118099 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.24054 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.190676 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.1075 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.22992 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.210113 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.0760043 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.25353 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.00266059 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0390293 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.00445264 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.305341 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.216202 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.206791 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.0747446 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.361407 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.333833 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.305039 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.396088 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0968042 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.465436 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.379675 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.0589286 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.45116 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.349248 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.496259 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.325608 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.464612 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.584634 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.300707 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.409976 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.0914935 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.45358 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.146509 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.0973633 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.441091 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.194092 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.338131 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.269115 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.426872 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.0699413 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.427044 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.110606 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.132511 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.389832 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.232633 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.430716 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.0527404 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.411027 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.123696 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.202837 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.12102 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.584634 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.030529 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.350563 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.300707 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.409976 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.0914935 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.45358 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.111099 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.196127 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.45951 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.460552 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.203007 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.0859665 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.174911 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.106509 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.146509 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),-0.0973633 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.441091 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.194092 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.338131 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.269115 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.426872 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.0699413 # DEPENDENCYPART_GRANDPAR
