# _root_ Dříve byly ty slabší lacinější , ale když slyšíte , kolik teď stojí připravit špičkový šestnáctkový motor . . .
#goldHeads=2,7,2,3,2,7,0,7,8,13,13,13,9,13,17,17,14,0,0,0,
#predictedHeads=2,7,2,3,2,7,0,13,8,8,13,13,7,13,17,17,14,0,0,0,
(10,12),(10,18),-0.0158466 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.359805 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0265806 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0257079 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.13034 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0235166 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0233775 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.124222 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.037717 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.106077 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.121919 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.146307 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.176202 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0383797 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.299786 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.134148 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0363148 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0820154 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0628166 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.00444931 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.00615059 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.143323 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0309266 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0569942 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0377115 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.143323 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0102957 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0469358 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.00554089 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0357462 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0357462 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.00667609 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.204862 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.204862 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.204862 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.00457265 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.00791616 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.00791616 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0394103 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0671693 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0986778 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.141137 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0394103 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.069012 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.103194 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.057227 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0556414 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0556414 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.157385 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.10347 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.10347 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.10347 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0805913 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0805913 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.254509 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0231627 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0506422 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.00119393 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.254509 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0319674 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0635415 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.00361841 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0768036 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0768036 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0224572 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.117164 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.117164 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.117164 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0139293 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0374042 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.00736435 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0346363 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.00207487 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0374042 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0232917 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.00129918 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0986571 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0823665 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0823665 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0682382 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.110827 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.110827 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.110827 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0374042 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.00736435 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0346363 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.00207261 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0374042 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0232917 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.00129918 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0934883 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0823662 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0823662 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0683227 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.110827 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.110827 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.110827 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0767343 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.246795 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.150627 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.139594 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.359245 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.116992 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0237091 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.00996215 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.00996215 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0250738 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0103625 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0103625 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0103625 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.11113 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.109597 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.176587 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0496051 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0967059 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0218935 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0418425 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0418425 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.00991012 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.091439 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.091439 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.091439 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0707023 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.143937 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.00802416 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0300671 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0864145 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0250778 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0250778 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0310593 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0654032 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0654032 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0654032 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0997471 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0221296 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0521712 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0307911 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0155308 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0155308 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0123614 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0483891 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0483891 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0483891 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.359245 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.116992 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0237091 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00996215 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00996215 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0250738 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0103625 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0103625 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0103625 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0362548 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.059514 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0517635 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0517635 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00947159 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0304544 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0304544 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0304544 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0436821 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0336757 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0336757 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0754347 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.185137 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.185137 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.185137 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.110749 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.110749 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.00297073 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0252768 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0252768 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0252768 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.356497 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.132865 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.160688 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.160688 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.160688 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.132865 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.160688 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.160688 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.160688 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.155564 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.155564 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.155564 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0745613 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0745613 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0745613 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.00472233 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.0213452 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0182345 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.155552 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0267287 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0925619 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0139599 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0524597 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0524597 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.00422678 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.200088 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.200088 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.200088 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.120324 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.107485 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.167152 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0663462 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.109713 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.114908 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0677378 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0677378 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0102785 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.111305 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.111305 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.111305 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0689602 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.134872 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0251353 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0165191 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0761622 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.000830112 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.000830112 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0307077 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0852856 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0852856 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0852856 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0866803 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.03519 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0580271 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.242534 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0223199 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0223199 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.00398434 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0475038 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0475038 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0475038 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.258904 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0468296 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0951147 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.014886 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.014886 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0381168 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0181875 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0181875 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0181875 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.00731354 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0152006 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.06064 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.06064 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0129427 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0286966 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0286966 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0286966 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0596453 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0169621 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0169621 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0863376 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.180363 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.180363 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.180363 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0244416 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0244416 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00106984 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0446206 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0446206 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0446206 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.345675 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.109993 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.153717 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.153717 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.153717 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.109993 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.153717 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.153717 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.153717 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.134049 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.134049 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.134049 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.075867 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.075867 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.075867 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.15454 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.00318612 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0287851 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.193081 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.193081 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0331614 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0144613 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0107061 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0107061 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0536969 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.104625 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.104625 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.132333 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.132333 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.107962 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.123842 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.193081 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0703748 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.110713 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.109011 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0343306 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0260688 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.110713 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.110713 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.063461 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.063461 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.063461 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.00111606 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.0244994 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0126358 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.000585218 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.000585218 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.111922 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.111922 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.111922 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.025536 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0115992 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.00371284 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.00371284 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.109936 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.109936 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.109936 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.069041 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0567186 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0567186 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.187416 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.187416 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.187416 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0123464 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0123464 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.194575 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.194575 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.194575 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.000585218 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.111926 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.111926 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.111926 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.111926 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.111926 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.111926 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.149216 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.149216 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.149216 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0496471 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0572257 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.147053 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0555085 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.151662 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0380904 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0496471 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0572257 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0555085 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.132076 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.273367 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.125398 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.14124 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0291322 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.109387 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0963892 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.407326 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.279701 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.416423 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.276394 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.112669 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.432221 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.255656 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.190483 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.379759 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.409151 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.327946 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.292903 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.11168 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.17901 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.858802 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.472908 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.480906 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.068935 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.186136 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.416898 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.392161 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.116037 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.202662 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.407821 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.596796 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.271666 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.189825 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.110769 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),-0.146653 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.488293 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.199089 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.403216 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.321409 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0609993 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.223336 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.194227 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.24695 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.085263 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.177122 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.347279 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.467905 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.44926 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.447332 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.270766 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),0.272579 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.406293 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.38022 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.0563198 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.297204 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.633542 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.357089 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.104234 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.251252 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.786594 # DEPENDENCYPART_GRANDPAR
