# _root_ Regulované a centrálně stanovené ceny se zjišťují na příslušných orgánech ( tisk , energie , pojištění aj . ) .
#goldHeads=2,5,4,2,7,7,0,7,10,8,17,17,17,17,17,17,10,17,17,0,
#predictedHeads=2,5,4,2,7,7,0,7,10,8,17,7,17,15,17,17,12,17,17,0,
(12,7),(12,10),0.242842 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0895327 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.00590843 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0637506 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0588109 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.123587 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0413065 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0187756 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0342132 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.048248 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0654172 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0108813 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0390384 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0451049 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.181209 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.119895 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0394296 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.183777 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0210015 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0130319 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.00276841 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0157737 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0759893 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.116057 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0488102 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0104444 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0240869 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.030645 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0302997 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0142485 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.00259706 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.217539 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.246765 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.012434 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00995198 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0693277 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.102 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.54194 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0111334 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0115336 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.00642499 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.111936 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0687353 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0655568 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.04156 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.196302 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.282357 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0321133 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.207687 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.267356 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.149975 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0936678 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0348106 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.00121434 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.00975359 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.100039 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0149394 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.073495 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0379011 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.100323 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0127302 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.027057 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0133963 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.00702698 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0313935 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.00221904 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.607718 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.00461014 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.120283 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.00461014 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0409792 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0683091 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.00300355 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0151316 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0127143 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0683056 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.00779432 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.175721 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.00856978 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0746053 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0159761 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0551472 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0794357 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.00896536 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.00734243 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.00896536 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0433943 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0114482 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0900779 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.036381 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0467777 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0079589 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.196187 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.00864419 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0180421 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0216703 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.00691758 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.108868 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.130358 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0169847 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.130358 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0149392 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.073495 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0379011 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.100323 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0127306 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.027057 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0133966 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.01117 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0314222 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.00192395 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.607718 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.00456901 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.120254 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.00456901 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.152627 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.00654294 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0313731 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.00197004 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.203761 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.00257609 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.184196 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.000227653 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.149675 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0747606 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.037711 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0193798 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.037711 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0542675 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0734935 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0498118 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.260753 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0504971 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.00558598 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.038459 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0163187 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0446965 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.00692624 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0179308 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.00692624 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0427691 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0281889 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.204401 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0288739 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0156286 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.000907507 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00286941 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0228748 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0580711 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.00860049 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0580711 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0145342 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0291801 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0152003 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0083777 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0317676 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.000868315 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.60726 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0042374 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.11991 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0042374 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.201005 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0103713 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.197839 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.00930568 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.163318 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0769604 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0315631 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0259637 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0315631 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0818099 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0480718 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0918674 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0430771 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0429037 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0430145 # DEPENDENCYPART_SIBL
(13,11),(13,19),1.00892 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0430145 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.184218 # DEPENDENCYPART_SIBL
(13,12),(13,15),-6.33325e-05 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.149697 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0705449 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0404569 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0177572 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0404569 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0413827 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0251098 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0562041 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.125445 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.275998 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.125445 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0592425 # DEPENDENCYPART_SIBL
(13,15),(13,17),-5.18403e-05 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.00696691 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0735416 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.00696691 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0559386 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.123304 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.273652 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.123304 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0926354 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0761036 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0926354 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.198458 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.239873 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.174039 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.183751 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.18377 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0223984 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0223417 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.00310623 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0693647 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.128262 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0394996 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0133787 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0201235 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0272368 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0285808 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0138114 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.00864206 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.214387 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0299435 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0305482 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.022834 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0133736 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0115032 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.212213 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0456153 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00759614 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.029656 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.16712 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.170108 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0124974 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.00599928 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.113206 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0677544 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0292951 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.211213 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.263967 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.150494 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0932902 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.03611 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.00121434 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.100039 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0149394 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.073495 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0379011 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.100323 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0127302 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.027057 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0133963 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.521106 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0105741 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.00221904 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.607718 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.00461014 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.120283 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.00461014 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0683091 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.00300355 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0151316 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0127143 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0683056 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.00779432 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.175721 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.00856978 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.173551 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0104889 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0551472 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0794357 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.00896536 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.00734243 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.00896536 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0149392 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.073495 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.0379011 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.100323 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0127306 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.027057 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0133966 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.521106 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0105745 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.00192395 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.607718 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.00456901 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.120254 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.00456901 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.152627 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.00654294 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0313731 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.00197004 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.203761 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.00257609 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.488193 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.00814996 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.149675 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0747606 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.037711 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0193798 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.037711 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0542675 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0734935 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0498118 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.260753 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0504971 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.063602 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0525134 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0163187 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0446965 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.00692624 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0179308 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.00692624 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0427691 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0281889 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.204401 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0288739 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.121024 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0313903 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.00286941 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0228748 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0580711 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.00860049 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0580711 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0145342 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0291801 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0152003 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.517744 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0123781 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.000868315 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.60726 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0042374 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.11991 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0042374 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.201005 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0103713 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.4948 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.00479745 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.163318 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0769604 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0315631 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0259637 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0315631 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0818099 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.234944 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0756954 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0430771 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0429037 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0430145 # DEPENDENCYPART_SIBL
(15,11),(15,19),1.00892 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0430145 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.484367 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.00400508 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.149697 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0705449 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0404569 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0177572 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0404569 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0555663 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0385659 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.126157 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.018469 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0136303 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.018469 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.139526 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0788531 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0480018 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.00234854 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0480018 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0559386 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.123304 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.273652 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.123304 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0926354 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0761036 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0926354 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.198458 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.239873 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.174039 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.00976769 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0300297 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.013533 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.00549345 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.21533 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.00549345 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0193458 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.022403 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00918917 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.206866 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.00918917 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0343374 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.18631 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.156707 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.18631 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.149875 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0937682 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.149875 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0347177 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.149225 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.326202 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.192961 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.220651 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.106841 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.22073 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.238008 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.218053 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.238008 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.220605 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.11486 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.135771 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.11486 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.0961794 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0464823 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.0961797 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0409265 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.0956681 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0409265 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0955969 # DEPENDENCYPART_SIBL
