# _root_ Hlavním bodem je turnaj ve streetballu , což je jakási uliční varianta basketbalu na jeden koš pro zpravidla tříčlenná družstva , která si našla do Evropy cestu z USA .
#goldHeads=2,3,7,3,4,5,0,9,7,12,12,9,12,13,16,14,13,19,20,17,24,24,24,12,24,25,24,24,28,0,
#predictedHeads=2,3,7,3,4,5,0,9,7,12,12,9,12,13,16,14,16,19,20,17,24,24,24,20,24,25,24,27,28,0,
(3,9),(9,1),-0.210743 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.850374 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.67197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.482976 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.143495 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.153694 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.272293 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.529847 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.742362 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.632497 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.481069 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.969282 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.534629 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.736933 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.509435 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.449241 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.432014 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.445445 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.749142 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.412411 # DEPENDENCYPART_GRANDPAR
(3,9),(9,24),-0.669875 # DEPENDENCYPART_GRANDPAR
(3,9),(9,25),-0.293286 # DEPENDENCYPART_GRANDPAR
(3,9),(9,27),-1.10501 # DEPENDENCYPART_GRANDPAR
(3,9),(9,28),-0.532945 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.363518 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.45757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),0.122095 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.236352 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.522509 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.215465 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.700428 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.0152104 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.487293 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.320479 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.520925 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.363564 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.512141 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.0552715 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.212812 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.185937 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.304768 # DEPENDENCYPART_GRANDPAR
(3,12),(12,24),-0.260197 # DEPENDENCYPART_GRANDPAR
(3,12),(12,25),-0.18347 # DEPENDENCYPART_GRANDPAR
(3,12),(12,28),-0.339022 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.345501 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.48729 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.320477 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),0.00838811 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.363718 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.509647 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.0583864 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.212967 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.186092 # DEPENDENCYPART_GRANDPAR
(3,13),(13,24),-0.260351 # DEPENDENCYPART_GRANDPAR
(3,13),(13,28),-0.339177 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.535884 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.296631 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.116541 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.42382 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.185958 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.355666 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),0.344924 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.487868 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.321666 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),0.00781074 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.477153 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.245588 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.424031 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.21626 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.461957 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.18939 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.311176 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.336952 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.272499 # DEPENDENCYPART_GRANDPAR
(3,16),(16,25),-0.186917 # DEPENDENCYPART_GRANDPAR
(3,16),(16,28),-0.34247 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),0.0336437 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.382437 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.143871 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.433476 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.508544 # DEPENDENCYPART_GRANDPAR
(3,17),(17,26),-1.80151 # DEPENDENCYPART_GRANDPAR
(3,17),(17,27),-0.810699 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-1.33928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,20),-0.474224 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.547195 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.376834 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.316333 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.479759 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-0.235044 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),-0.321222 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.423517 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.0154953 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.468212 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.134178 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.338795 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-1.05216 # DEPENDENCYPART_GRANDPAR
(3,20),(20,24),-0.262549 # DEPENDENCYPART_GRANDPAR
(3,20),(20,25),-0.184238 # DEPENDENCYPART_GRANDPAR
(3,20),(20,26),-1.63737 # DEPENDENCYPART_GRANDPAR
(3,20),(20,27),-0.677745 # DEPENDENCYPART_GRANDPAR
(3,20),(20,28),-0.339794 # DEPENDENCYPART_GRANDPAR
(3,21),(21,2),-1.03466 # DEPENDENCYPART_GRANDPAR
(3,21),(21,3),-1.65707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,21),(21,7),0.173186 # DEPENDENCYPART_GRANDPAR
(3,21),(21,9),-0.435848 # DEPENDENCYPART_GRANDPAR
(3,21),(21,10),-0.615278 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),-0.598896 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.447835 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.592949 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.503217 # DEPENDENCYPART_GRANDPAR
(3,21),(21,24),-1.04528 # DEPENDENCYPART_GRANDPAR
(3,21),(21,25),-0.233164 # DEPENDENCYPART_GRANDPAR
(3,21),(21,27),-0.848511 # DEPENDENCYPART_GRANDPAR
(3,21),(21,28),-0.585395 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.265311 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.487308 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.00117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.0865785 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.353995 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.715244 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.598893 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.357697 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.03774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.0711228 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-1.14935 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.729113 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.400381 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.012359 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.02001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.210781 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.13161 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.392329 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.731271 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.34156 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.39892 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-1.05274 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.679264 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.48699 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.662905 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.583902 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-1.75105 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-1.54527 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-0.66593 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.865435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.301121 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.441308 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.42007 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.578278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.895183 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.398234 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.00827046 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.487513 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.530122 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.183943 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.207243 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.679916 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),0.233771 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.59557 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.6756 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.54198 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.88514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.734777 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.000375122 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.204979 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.148229 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.408964 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.332898 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),0.0132816 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.0656124 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.421004 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.038909 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.13523 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),0.087667 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),0.0516982 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.4653 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.40236 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.46171 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.9256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.523146 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.0366206 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.869885 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.249716 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0741539 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.27508 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.03035 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.373279 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),0.0531408 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.504758 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.0656866 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),0.0635004 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.0359502 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.684568 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.110809 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),0.52684 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),0.262392 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),0.165668 # DEPENDENCYPART_GRANDPAR
(4,9),(9,27),-0.393757 # DEPENDENCYPART_GRANDPAR
(4,9),(9,28),-0.247511 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-1.38334 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-1.44552 # DEPENDENCYPART_GRANDPAR
(4,11),(11,5),0.733099 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.243178 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.00226248 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.00271707 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.348896 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.757086 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.029397 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.417049 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.182463 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.207243 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.68124 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.61618 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.0134101 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.897002 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.670178 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),0.233771 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-0.0684232 # DEPENDENCYPART_GRANDPAR
(4,12),(12,28),-0.392002 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.308483 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.467179 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),0.0186995 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.135589 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.859971 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.0175199 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.241635 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.0767344 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.781124 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.0511104 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),0.145669 # DEPENDENCYPART_GRANDPAR
(4,17),(17,26),-0.0806682 # DEPENDENCYPART_GRANDPAR
(4,17),(17,27),-0.360774 # DEPENDENCYPART_GRANDPAR
(4,24),(24,2),-1.35308 # DEPENDENCYPART_GRANDPAR
(4,24),(24,3),-1.4347 # DEPENDENCYPART_GRANDPAR
(4,24),(24,4),-0.894726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,24),(24,5),0.56552 # DEPENDENCYPART_GRANDPAR
(4,24),(24,6),-0.00574621 # DEPENDENCYPART_GRANDPAR
(4,24),(24,7),0.851181 # DEPENDENCYPART_GRANDPAR
(4,24),(24,9),0.159821 # DEPENDENCYPART_GRANDPAR
(4,24),(24,12),-0.276281 # DEPENDENCYPART_GRANDPAR
(4,24),(24,13),0.0731297 # DEPENDENCYPART_GRANDPAR
(4,24),(24,14),-0.0245814 # DEPENDENCYPART_GRANDPAR
(4,24),(24,15),-0.69262 # DEPENDENCYPART_GRANDPAR
(4,24),(24,16),-0.357015 # DEPENDENCYPART_GRANDPAR
(4,24),(24,17),-0.0155267 # DEPENDENCYPART_GRANDPAR
(4,24),(24,18),-0.0402376 # DEPENDENCYPART_GRANDPAR
(4,24),(24,19),-1.20139 # DEPENDENCYPART_GRANDPAR
(4,24),(24,20),-0.414422 # DEPENDENCYPART_GRANDPAR
(4,24),(24,21),0.57758 # DEPENDENCYPART_GRANDPAR
(4,24),(24,22),0.352255 # DEPENDENCYPART_GRANDPAR
(4,24),(24,23),-0.369821 # DEPENDENCYPART_GRANDPAR
(4,24),(24,25),0.19818 # DEPENDENCYPART_GRANDPAR
(4,24),(24,26),-0.0796612 # DEPENDENCYPART_GRANDPAR
(4,24),(24,27),-0.363912 # DEPENDENCYPART_GRANDPAR
(4,24),(24,28),-0.252348 # DEPENDENCYPART_GRANDPAR
(4,24),(24,29),-0.800191 # DEPENDENCYPART_GRANDPAR
(4,24),(24,30),-1.03868 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-1.28065 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-1.31942 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.13083 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.12289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.866964 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.329527 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.573941 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.70209 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.56852 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.0856225 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.321913 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-0.596287 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-2.07416 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.79128 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.807896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.0624048 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0198826 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.876779 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.817064 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-1.03107 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.221327 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.912934 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),0.0102388 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-2.34617 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-2.5601 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.726804 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-2.27722 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.1006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),1.65991 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.467096 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.59579 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-1.15652 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.695585 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.909586 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.0477144 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-1.33096 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.215309 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.30049 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.601726 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.42146 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.728959 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.746322 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.726448 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.22832 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.45789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,9),-0.475094 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.735618 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.669315 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-1.13201 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.224814 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.45788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.0838417 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.475095 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.6029 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.31756 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.572607 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.544528 # DEPENDENCYPART_GRANDPAR
(6,4),(4,24),-0.251512 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.783833 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.64346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.13367 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.72814 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.78088 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.93355 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-2.44985 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.30854 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.30534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,9),0.0503152 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.346952 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.568059 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.249517 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.052112 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.0344539 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.609294 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.00496526 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.0914406 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.0312901 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),0.280962 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.59787 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.50764 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.85328 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-2.1766 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.33617 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.34399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),1.16644 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.627431 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.27727 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.438567 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.108778 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.407157 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.0724841 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.230517 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.258929 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),0.0881236 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),0.00344635 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.746542 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.112214 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),0.404676 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),0.487613 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),0.101379 # DEPENDENCYPART_GRANDPAR
(6,9),(9,27),-0.713144 # DEPENDENCYPART_GRANDPAR
(6,9),(9,28),-0.299704 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.48863 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.83708 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.21147 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.498329 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.196187 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.086024 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.387653 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),1.06266 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.226036 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.574627 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.14544 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.168987 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.398891 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.806277 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),0.0276307 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.952387 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.668438 # DEPENDENCYPART_GRANDPAR
