# _root_ Lékaři mi to udělali jakousi zrychlenou metodou , trénoval jsem už po dvou týdnech místo šesti , jenže stejně jsem přišel o část letní přípravy .
#goldHeads=4,4,4,18,7,7,4,18,18,9,14,9,14,12,9,15,18,0,21,21,18,21,22,25,23,0,
#predictedHeads=4,4,4,18,7,7,4,4,18,9,14,9,14,12,9,15,18,0,21,21,18,21,22,25,23,0,
(4,5),(5,9),-0.163056 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.177019 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),0.236841 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.0886732 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.151615 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),0.220104 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.190564 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.470157 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0897654 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0348249 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0771739 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.631467 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.0326812 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.51639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.0361483 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.0595882 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.466223 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.841553 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.823425 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.177194 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.0664381 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),0.273361 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.42686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0155164 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.0654422 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.38251 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.196485 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.454253 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.251409 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.257583 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.599303 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.552214 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.233206 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.586042 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.231312 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.139506 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.315833 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.560774 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.968248 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.742071 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-1.41734 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),-1.61206 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.196002 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.0816799 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),0.258575 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.47948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.0749737 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.0942729 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.347801 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.168379 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.309626 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.503823 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.53447 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.782761 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.781664 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.509127 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.7695 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.339956 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.563309 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.813534 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-1.22129 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-1.84151 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.573497 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.091133 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.26089 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.529762 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.03912 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.214683 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.333664 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.175354 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.319921 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.104006 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-1.02752 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.132182 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.186972 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.0786932 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.00111131 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.275364 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.242549 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.087628 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.205907 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.237605 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.659907 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-1.07497 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-1.27181 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-1.51639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,9),-0.339465 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.467483 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.107824 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.601868 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.509159 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.562981 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.398985 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.929946 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-1.39768 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.599049 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.478457 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-0.094526 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-1.28872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),-0.00754062 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),-0.062048 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),0.369553 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),0.104662 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.115934 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.275157 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.36724 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.136978 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.53108 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.60528 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.188428 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.49138 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.0517093 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.224543 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.366711 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.751726 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.560712 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-1.28012 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-1.45868 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-1.46116 # DEPENDENCYPART_GRANDPAR
(4,18),(18,26),-0.590612 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),0.186839 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),0.0494531 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),0.0598828 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),0.20227 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.335116 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.757074 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.542945 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-1.27981 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),-1.46631 # DEPENDENCYPART_GRANDPAR
(4,21),(21,1),-0.178073 # DEPENDENCYPART_GRANDPAR
(4,21),(21,3),0.272342 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-1.41709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,7),0.369528 # DEPENDENCYPART_GRANDPAR
(4,21),(21,9),-0.247238 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),-0.208822 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),-0.426343 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),-0.240284 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.536234 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.609446 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.301395 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.504481 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),0.0831553 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),0.0363377 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.354479 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.315343 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.702412 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-1.41005 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-1.59694 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-1.60477 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.903519 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.29022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,2),-0.723771 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.9191 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.28326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.161833 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.157945 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.677672 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-1.18378 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.26298 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.955948 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.846144 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.35245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0115991 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.34555 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.868731 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-1.32569 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.00242 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.655252 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.886384 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.808419 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.16418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.00132083 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.249519 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.260037 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-1.2907 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.471625 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.564494 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.359047 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.460492 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.577335 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.690438 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.531887 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.273916 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.59961 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-1.57037 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-1.30021 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.809983 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.48072 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.611597 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.00561 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.656323 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.887228 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.80847 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.20902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.00615988 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.252028 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.270111 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.699706 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.509153 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.625268 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.358974 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.47728 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.63728 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.690365 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.283085 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.633022 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-1.59462 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-1.32475 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.628386 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-1.22107 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.830028 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.7563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,6),-1.74825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.482781 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.603304 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.508471 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.963505 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-1.48808 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.34964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,1),-1.42435 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-1.25262 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.0354063 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.018331 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.34977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.256922 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-1.02222 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.522794 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.032436 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.489331 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-2.73402 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.799298 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-2.30329 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.293246 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.651037 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.41783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.591349 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0743688 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-2.4124 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.37813 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.712751 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-2.23002 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.178847 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.559031 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.41154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.863287 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0445125 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.467616 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0988546 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.236046 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.436379 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.272494 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.196603 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.0276763 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.271574 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.536076 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.135874 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.49871 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.638543 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-1.27405 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.721455 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-2.4157 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.3793 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.713703 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-2.23018 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.179798 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.561903 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.45682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.785892 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.303912 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.540199 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.191566 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.270695 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.486041 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.364377 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.231253 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.311467 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.604543 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.192089 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.555208 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.771117 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.00291042 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.0571074 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.0690906 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.119893 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-2.109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.646337 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.182511 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.136214 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.146433 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.0374534 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.18271 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.19257 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.223145 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.151958 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.065323 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.97907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.645008 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.913985 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.672668 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.922011 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-1.00323 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-1.00754 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.886648 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.741851 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.717347 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-0.864121 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.193192 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.0325946 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.88316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.452017 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.714048 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0901679 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0178163 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.157176 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.00833861 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.178212 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0953183 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.10907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.646337 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.9083 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.982775 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.729604 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.548712 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.807887 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.434289 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.925114 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.889001 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.33194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.18631 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.00292949 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0144699 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.171082 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.132114 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0646422 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.25027 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.329624 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),0.14957 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.017248 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.21366 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.101607 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),0.0424895 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.429278 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.491605 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.985972 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.730682 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.549562 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.807946 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.435138 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.927887 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.892198 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.28527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.201298 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.063212 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0792315 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.170647 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.158613 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.128449 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.249836 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),0.137538 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.0701236 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.235264 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.123495 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),-0.518104 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.498763 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.932125 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.0390359 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.0371633 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.216523 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-2.06385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,1),-0.136339 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.22249 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.303731 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.850805 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.227977 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.13257 # DEPENDENCYPART_GRANDPAR
