# _root_ Ruští zástupci na jednáních navrhli , že by splátky mohly tvořit dodávky zbraní , což česká strana odmítla .
#goldHeads=2,5,5,3,14,7,5,10,11,7,10,10,12,0,18,17,18,14,0,
#predictedHeads=2,5,5,3,0,7,5,10,10,7,10,10,12,7,18,17,18,14,0,
(18,5),(18,16),-0.0703196 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.00665623 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0414525 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.00622661 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.36597 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.0276944 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.0750748 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.110794 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.0262466 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.0103892 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.177906 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.466792 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.00102731 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0650375 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0271611 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.145284 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.10471 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.167523 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.150271 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.111587 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.124016 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.203041 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.262498 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.172169 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0950843 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.209091 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.160665 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0538013 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0259287 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.15477 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.142831 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0233632 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0943904 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.0230683 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.168929 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0124534 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0210135 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.000935819 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.182484 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.212573 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.131628 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.285037 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.177401 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.156968 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0254804 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.238587 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0111414 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0230801 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0989413 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.206451 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0737358 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.00282805 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0523083 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.00879563 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0207343 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0944116 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.20497 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0714144 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.00517378 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0372157 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.212697 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.148492 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.284771 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.177209 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.157091 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0411638 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.158642 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.306425 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.184387 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.164625 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.022598 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.466792 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.00102731 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0650375 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0271611 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0756332 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.00856356 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.113339 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0361689 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.103785 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.00621097 # DEPENDENCYPART_SIBL
(0,1),(1,3),-0.291217 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.069059 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.218455 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.335683 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.267939 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.33101 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.257402 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.618531 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.564715 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.154626 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.030726 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0763203 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.375049 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.183507 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.0207099 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.443845 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0309113 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.192782 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.193586 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.215175 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.503819 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.286607 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.133463 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.448524 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.0974262 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.265341 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.393191 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.220924 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.287623 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.0158082 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.445358 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.41811 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.172045 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0220065 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.366775 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.594281 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.031936 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.118526 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.847118 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.891606 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.0253645 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.656955 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.719151 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.881214 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.495236 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.0513187 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),-0.0428301 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.428921 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.0021495 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.207706 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.408392 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.185522 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.150798 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.305411 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.485936 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.434958 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.10474 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.272654 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.407925 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.574898 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.10519 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.23449 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.430311 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.0105482 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.405725 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.207669 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.124003 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.484545 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.0763922 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.102347 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.270262 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.384096 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.564991 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.102797 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.226305 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.287623 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.445358 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.0550517 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.139083 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.611172 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.117104 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.466875 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.438621 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.61619 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.487861 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.212364 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.51901 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.141712 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.423947 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.00452696 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.387657 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.219493 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.165259 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.332369 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.49091 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.0583238 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.517797 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.334174 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.508442 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.419098 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-1.15901 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.694678 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.28713 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.0465217 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),-0.0664723 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.027613 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.354984 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.39152 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.387886 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.0674775 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.848294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.371586 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.172353 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.2243 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.109999 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.665172 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.748522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.832086 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.119169 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0276797 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.875586 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.601446 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.08069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.499457 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.05629 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.259256 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.0676134 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.312088 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.327843 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.957206 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.871351 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.844686 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.632071 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),0.155874 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.983669 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.09626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.67821 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.14704 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-1.14902 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-1.05682 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.44258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.484997 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.291537 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.112174 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.447245 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.273998 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.735549 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.728719 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.654411 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-1.26586 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-1.04289 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),0.143616 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.759737 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.225548 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.46445 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.911409 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.83797 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-1.41442 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-1.18597 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-1.20818 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.950049 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.601449 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-1.07196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.492977 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.0650151 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.0170022 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.353948 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.107234 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.123907 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.587306 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.845095 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.845205 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.632591 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),0.138969 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-1.37708 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.665891 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.957413 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-1.02635 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.22096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.640026 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.304912 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.638558 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.456798 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-2.39939 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.11085 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.88702 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.91059 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.945979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.340504 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.160196 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-1.57074 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.85559 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.82381 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.04082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.47773 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.175493 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.242396 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.897729 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-1.43604 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.745436 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.930517 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-2.2515 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-2.0888 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.341847 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.989423 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-2.35486 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.12832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),-0.0247741 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.929241 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-1.11004 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-1.95895 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.3078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),1.06127 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.180158 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.125197 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.986718 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-1.36437 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.674374 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.868611 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-2.19178 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-2.02173 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.502715 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.918664 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.427366 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.887104 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.272273 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.56193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.625271 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-1.21891 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.579545 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.91114 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-1.36784 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.386151 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.77909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.652301 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.28968 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.672613 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.77837 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.83294 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.23343 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.40624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.027883 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.185373 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.367034 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.477434 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.673451 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.822798 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-1.24848 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.700924 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.371159 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.92248 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.98181 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.28176 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.81272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.101097 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.116055 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.331832 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.896456 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.447852 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.608746 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-1.68097 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-1.12306 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.395672 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.701436 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.0723928 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.351321 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.640354 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.802117 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-1.83239 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-1.26899 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-1.3582 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.90156 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.20064 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.558689 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0683412 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.692348 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.06722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),0.0880423 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),0.0357521 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.676109 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.671345 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.465014 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.703074 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.1913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.0595992 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.0905093 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.554453 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.380203 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.176617 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.06698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),0.0383835 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.675837 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.679611 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.71348 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.62158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,10),-0.746016 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.288498 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.547746 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.742879 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.400268 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.62383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),1.08473 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.24176 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.648553 # DEPENDENCYPART_GRANDPAR
